SSC_NAME16	Sex	persons
Warri	M	53
Warriewood	F	3894
Warriewood	M	3599
Warrimoo	F	1201
Warrimoo	M	1248
Warroo (NSW)	F	58
Warroo (NSW)	M	67
Warrumbungle	F	4
Warrumbungle	M	4
Warwick Farm	F	2865
Warwick Farm	M	3023
Washpool (Mid-Coast - NSW)	F	18
Washpool (Mid-Coast - NSW)	M	20
Watagan	F	53
Watagan	M	65
Watanobbi	F	2008
Watanobbi	M	1855
Waterfall	F	246
Waterfall	M	244
Waterloo (NSW)	F	6971
Waterloo (NSW)	M	7650
Watersleigh	F	12
Watersleigh	M	17
Waterview	F	26
Waterview	M	50
Waterview Heights	F	686
Waterview Heights	M	641
Watsons Bay	F	426
Watsons Bay	M	418
Watsons Creek (NSW)	F	59
Watsons Creek (NSW)	M	59
Wattamolla	F	26
Wattamolla	M	30
Wattamondara	F	101
Wattamondara	M	105
Wattle Flat (NSW)	F	129
Wattle Flat (NSW)	M	127
Wattle Grove (NSW)	F	4535
Wattle Grove (NSW)	M	4424
Wattle Ponds	F	546
Wattle Ponds	M	575
Wattle Springs	F	36
Wattle Springs	M	32
Watton	F	35
Watton	M	46
Wauchope	F	3319
Wauchope	M	2993
Waugorah	F	6
Waugorah	M	5
Waukivory	F	45
Waukivory	M	54
Waverley (NSW)	F	2401
Waverley (NSW)	M	1945
Waverly	F	29
Waverly	M	24
Waverton	F	1597
Waverton	M	1427
Way Way	F	124
Way Way	M	123
Wayo	F	57
Wayo	M	68
Weabonga	F	23
Weabonga	M	26
Wean	F	8
Wean	M	16
Webbers Creek	F	14
Webbers Creek	M	16
Webbs Creek	F	18
Webbs Creek	M	26
Wedderburn (NSW)	F	304
Wedderburn (NSW)	M	328
Wee Jasper	F	42
Wee Jasper	M	61
Wee Waa	F	1036
Wee Waa	M	1044
Weedallion	F	5
Weedallion	M	10
Weemelah	F	28
Weemelah	M	47
Weetaliba	F	21
Weetaliba	M	27
Weethalle	F	120
Weethalle	M	128
Weilmoringle	F	36
Weilmoringle	M	35
Weismantels	F	10
Weismantels	M	13
Welaregang	F	20
Welaregang	M	20
Welby	F	398
Welby	M	360
Wellingrove	F	45
Wellingrove	M	47
Wellington (NSW)	F	2122
Wellington (NSW)	M	1957
Wellington Vale	F	20
Wellington Vale	M	21
Wells Crossing	F	81
Wells Crossing	M	88
Wendoree Park	F	60
Wendoree Park	M	74
Wentworth (NSW)	F	712
Wentworth (NSW)	M	720
Wentworth Falls	F	3185
Wentworth Falls	M	2884
Wentworth Point	F	3627
Wentworth Point	M	3369
Wentworthville	F	5487
Wentworthville	M	5830
Werai	F	45
Werai	M	44
Wermatong	F	20
Wermatong	M	21
Werombi	F	459
Werombi	M	467
Werri Beach	F	275
Werri Beach	M	288
Werrington	F	2059
Werrington	M	1967
Werrington County	F	1827
Werrington County	M	1815
Werrington Downs	F	1620
Werrington Downs	M	1633
Werris Creek	F	763
Werris Creek	M	809
West Albury	F	2096
West Albury	M	1761
West Ballina	F	1560
West Ballina	M	1461
West Bathurst	F	1889
West Bathurst	M	1784
West Bungawalbin	F	28
West Bungawalbin	M	30
West Coraki	F	49
West Coraki	M	72
West Gosford	F	724
West Gosford	M	612
West Haven	F	597
West Haven	M	513
West Hoxton	F	4965
West Hoxton	M	5044
West Kempsey	F	2665
West Kempsey	M	2258
West Nowra	F	723
West Nowra	M	683
West Pennant Hills	F	8293
West Pennant Hills	M	8080
West Pymble	F	2725
West Pymble	M	2573
West Ryde	F	6856
West Ryde	M	6536
West Tamworth	F	2645
West Tamworth	M	2554
West Wallsend	F	1148
West Wallsend	M	1094
West Wiangaree	F	51
West Wiangaree	M	57
West Wollongong	F	2453
West Wollongong	M	2373
West Wyalong	F	1628
West Wyalong	M	1513
Westbrook (NSW)	F	71
Westbrook (NSW)	M	75
Westdale (Tamworth Regional - NSW)	F	1400
Westdale (Tamworth Regional - NSW)	M	1358
Westleigh	F	2275
Westleigh	M	2188
Westmead	F	8090
Westmead	M	8224
Weston (NSW)	F	1856
Weston (NSW)	M	1837
Westwood (NSW)	F	3
Westwood (NSW)	M	8
Wetherill Park	F	3089
Wetherill Park	M	3035
Wetuppa	F	3
Whalan	F	3095
Whalan	M	2877
Whale Beach	F	136
Whale Beach	M	120
Wheeler Heights	F	1562
Wheeler Heights	M	1432
Wheeny Creek	F	9
Wheeny Creek	M	8
Wheeo	F	36
Wheeo	M	38
Wherrol Flat	F	166
Wherrol Flat	M	157
Whian Whian	F	63
Whian Whian	M	75
Whiporie	F	32
Whiporie	M	40
White Cliffs	F	65
White Cliffs	M	83
White Rock (NSW)	F	360
White Rock (NSW)	M	439
Whitebridge	F	1346
Whitebridge	M	1260
Whiteman Creek	F	85
Whiteman Creek	M	82
Whitlow	F	24
Whitlow	M	27
Whittingham	F	186
Whittingham	M	174
Whitton	F	234
Whitton	M	258
Whoota	F	30
Whoota	M	29
Wiagdon	F	17
Wiagdon	M	15
Wiangaree	F	72
Wiangaree	M	64
Wiarborough	F	4
Wiarborough	M	9
Wickham (NSW)	F	538
Wickham (NSW)	M	538
Widden	F	31
Widden	M	35
Widgelli	F	32
Widgelli	M	38
Wilberforce (NSW)	F	1478
Wilberforce (NSW)	M	1523
Wilbetree	F	16
Wilbetree	M	16
Wilcannia	F	376
Wilcannia	M	365
Wildes Meadow	F	131
Wildes Meadow	M	134
Wiley Park	F	4789
Wiley Park	M	5342
Willala	F	28
Willala	M	31
Willawarrin	F	100
Willawarrin	M	92
Willbriggie	F	65
Willbriggie	M	64
Willi Willi	F	12
Willi Willi	M	19
Williamsdale	F	25
Williamsdale	M	37
Williamtown	F	392
Williamtown	M	493
Willigobung	F	27
Willigobung	M	27
Willina	F	26
Willina	M	30
Willmot	F	1268
Willmot	M	1165
Willoughby (NSW)	F	3448
Willoughby (NSW)	M	3092
Willoughby East	F	906
Willoughby East	M	919
Willow Tree	F	144
Willow Tree	M	159
Willow Vale (Kiama - NSW)	F	35
Willow Vale (Kiama - NSW)	M	42
Willow Vale (Wingecarribee - NSW)	F	353
Willow Vale (Wingecarribee - NSW)	M	366
Wilsons Creek	F	214
Wilsons Creek	M	233
Wilton (NSW)	F	1515
Wilton (NSW)	M	1569
Wimbledon	F	53
Wimbledon	M	56
Wimborne	F	14
Wimborne	M	6
Windale	F	1773
Windale	M	1588
Windang	F	1300
Windang	M	1356
Windella	F	349
Windella	M	388
Windellama	F	159
Windellama	M	196
Windera (NSW)	F	162
Windera (NSW)	M	139
Windermere (NSW)	F	31
Windermere (NSW)	M	29
Windermere Park	F	356
Windermere Park	M	339
Windeyer (NSW)	F	87
Windeyer (NSW)	M	90
Windowie	F	12
Windowie	M	15
Windradyne	F	1563
Windradyne	M	1374
Windsor (NSW)	F	975
Windsor (NSW)	M	914
Windsor Downs	F	557
Windsor Downs	M	625
Winegrove	F	14
Winegrove	M	24
Wingadee	F	10
Wingadee	M	7
Wingello	F	291
Wingello	M	278
Wingen	F	165
Wingen	M	158
Wingham	F	2821
Wingham	M	2552
Winifred	F	12
Winifred	M	18
Winmalee	F	3205
Winmalee	M	2993
Winston Hills	F	6019
Winston Hills	M	5655
Winton (NSW)	F	120
Winton (NSW)	M	103
Wirlinga	F	67
Wirlinga	M	60
Wirragulla	F	7
Wirragulla	M	20
Wirrimah	F	29
Wirrimah	M	34
Wirrimbi	F	43
Wirrimbi	M	41
Wirrinya	F	39
Wirrinya	M	53
Wisemans Creek	F	51
Wisemans Creek	M	65
Wisemans Ferry	F	113
Wisemans Ferry	M	103
Wittitrin	F	45
Wittitrin	M	44
Wog Wog (Queanbeyan-Palerang Regional - NSW)	F	5
Wog Wog (Queanbeyan-Palerang Regional - NSW)	M	12
Woko	F	4
Woko	M	6
Wolgan Valley	F	30
Wolgan Valley	M	39
Wollar	F	27
Wollar	M	40
Wolli Creek	F	3152
Wolli Creek	M	3239
Wollogorang	F	24
Wollogorang	M	40
Wollombi	F	101
Wollombi	M	87
Wollomombi	F	54
Wollomombi	M	60
Wollongbar	F	1448
Wollongbar	M	1382
Wollongong	F	9100
Wollongong	M	9342
Wollstonecraft	F	4470
Wollstonecraft	M	3855
Wollumboola	F	11
Wollumboola	M	17
Wollun	F	36
Wollun	M	31
Wolumla	F	356
Wolumla	M	350
Wombarra	F	443
Wombarra	M	426
Wombat	F	109
Wombat	M	121
Wombat Creek (NSW)	F	3
Wombat Creek (NSW)	M	3
Wombeyan Caves	F	23
Wombeyan Caves	M	28
Womboota	F	58
Womboota	M	50
Wonboyn	F	51
Wonboyn	M	55
Wondabyne	M	3
Wondalga	F	47
Wondalga	M	54
Wongarbon	F	384
Wongarbon	M	385
Wongawilli	F	64
Wongawilli	M	72
Wongo Creek	F	11
Wongo Creek	M	16
Wongwibinda	F	29
Wongwibinda	M	30
Woodberry	F	1552
Woodberry	M	1434
Woodbine (NSW)	F	1326
Woodbine (NSW)	M	1415
Woodburn (Richmond Valley - NSW)	F	349
Woodburn (Richmond Valley - NSW)	M	393
Woodburn (Shoalhaven - NSW)	F	25
Woodburn (Shoalhaven - NSW)	M	26
Woodcroft (NSW)	F	3282
Woodcroft (NSW)	M	3162
Woodenbong	F	193
Woodenbong	M	192
Woodford (NSW)	F	974
Woodford (NSW)	M	961
Woodford Island	F	124
Woodford Island	M	116
Woodhill (NSW)	F	37
Woodhill (NSW)	M	31
Woodhouselee	F	9
Woodhouselee	M	8
Woodlands (Eurobodalla - NSW)	F	42
Woodlands (Eurobodalla - NSW)	M	34
Woodlands (Wingecarribee - NSW)	F	128
Woodlands (Wingecarribee - NSW)	M	147
Woodlawn	F	18
Woodlawn	M	19
Woodpark	F	772
Woodpark	M	754
Woodrising	F	577
Woodrising	M	592
Woodside (NSW)	F	16
Woodside (NSW)	M	24
Woodsreef	F	39
Woodsreef	M	33
Woodstock (Cowra - NSW)	F	329
Woodstock (Cowra - NSW)	M	364
Woodstock (Inverell - NSW)	F	10
Woodstock (Inverell - NSW)	M	21
Woodstock (Shoalhaven - NSW)	F	124
Woodstock (Shoalhaven - NSW)	M	129
Woodview	F	63
Woodview	M	76
Woodville (NSW)	F	221
Woodville (NSW)	M	213
Woolbrook	F	97
Woolbrook	M	87
Woolgarlo	F	14
Woolgarlo	M	10
Woolgoolga	F	2670
Woolgoolga	M	2623
Wooli	F	193
Wooli	M	219
Woollahra	F	4036
Woollahra	M	3370
Woollamia	F	280
Woollamia	M	279
Woolloomooloo	F	1731
Woolloomooloo	M	2275
Woolners Arm	F	3
Woolners Arm	M	8
Woolomin	F	132
Woolomin	M	147
Woolooma	F	24
Woolooma	M	22
Woolooware	F	2022
Woolooware	M	1934
Wooloweyah	F	211
Wooloweyah	M	200
Woolwich	F	434
Woolwich	M	383
Woomargama	F	79
Woomargama	M	82
Woombah	F	418
Woombah	M	426
Woongarrah	F	2704
Woongarrah	M	2518
Woonona	F	6341
Woonona	M	5844
Wootton	F	85
Wootton	M	112
Wooyung	F	59
Wooyung	M	60
Worlds End (NSW)	M	3
Woronora	F	1082
Woronora	M	1116
Woronora Dam	F	3
Woronora Heights	F	1433
Woronora Heights	M	1419
Worrigee	F	2618
Worrigee	M	2450
Worrowing Heights	F	283
Worrowing Heights	M	221
Woy Woy	F	5627
Woy Woy	M	5013
Woy Woy Bay	F	202
Woy Woy Bay	M	221
Wrathall	F	7
Wrathall	M	7
Wrights Beach	F	60
Wrights Beach	M	70
Wrights Creek (NSW)	F	13
Wrights Creek (NSW)	M	13
Wuuluman	F	134
Wuuluman	M	644
Wyalong	F	319
Wyalong	M	334
Wyan	F	21
Wyan	M	20
Wyanbene	F	12
Wyanbene	M	14
Wyangala	F	77
Wyangala	M	103
Wyangle	F	17
Wyangle	M	25
Wybong	F	67
Wybong	M	60
Wyee	F	1232
Wyee	M	1177
Wyee Point	F	556
Wyee Point	M	573
Wylie Creek	F	11
Wylie Creek	M	7
Wylies Flat	F	26
Wylies Flat	M	33
Wymah	F	17
Wymah	M	19
Wyndham (NSW)	F	187
Wyndham (NSW)	M	195
Wyneden	F	21
Wyneden	M	23
Wyoming	F	5325
Wyoming	M	4808
Wyong	F	2195
Wyong	M	2133
Wyong Creek	F	209
Wyong Creek	M	227
Wyongah	F	1030
Wyongah	M	990
Wyrallah	F	226
Wyrallah	M	212
Yabbra	F	7
Yabbra	M	3
Yadboro	M	5
Yagoona	F	9012
Yagoona	M	8999
Yalbraith	F	7
Yalbraith	M	7
Yallah	F	76
Yallah	M	59
Yallaroi	F	52
Yallaroi	M	68
Yamba (NSW)	F	3124
Yamba (NSW)	M	2947
Yanco	F	511
Yanco	M	470
Yanderra	F	339
Yanderra	M	322
Yanga	F	14
Yanga	M	24
Yannergee	F	12
Yannergee	M	9
Yantabulla	F	16
Yantabulla	M	14
Yaouk	F	9
Yaouk	M	11
Yarara	F	14
Yarara	M	11
Yarra	F	86
Yarra	M	89
Yarrabandai	F	17
Yarrabandai	M	21
Yarrabin	F	40
Yarrabin	M	46
Yarragal	F	7
Yarragal	M	6
Yarragrin	F	17
Yarragrin	M	17
Yarragundry	F	32
Yarragundry	M	42
Yarrahapinni	F	98
Yarrahapinni	M	93
Yarramalong	F	170
Yarramalong	M	172
Yarraman (NSW)	F	9
Yarraman (NSW)	M	8
Yarramundi	F	403
Yarramundi	M	432
Yarranbella	F	90
Yarranbella	M	103
Yarras (Bathurst Regional - NSW)	F	8
Yarras (Bathurst Regional - NSW)	M	3
Yarras (Port Macquarie-Hastings - NSW)	F	33
Yarras (Port Macquarie-Hastings - NSW)	M	31
Yarravel	F	547
Yarravel	M	568
Yarrawa	F	42
Yarrawa	M	56
Yarrawarrah	F	1398
Yarrawarrah	M	1334
Yarrawonga (NSW)	F	187
Yarrawonga (NSW)	M	231
Yarrawonga Park	F	190
Yarrawonga Park	M	191
Yarrie Lake	F	36
Yarrie Lake	M	31
Yarrow	F	4
Yarrow	M	4
Yarrowford	F	34
Yarrowford	M	32
Yarrowitch	F	74
Yarrowitch	M	96
Yarrowyck	F	66
Yarrowyck	M	64
Yass	F	3385
Yass	M	3118
Yass River	F	179
Yass River	M	167
Yathella	F	74
Yathella	M	68
Yattalunga (NSW)	F	276
Yattalunga (NSW)	M	269
Yatte Yattah	F	92
Yatte Yattah	M	96
Yaven Creek	F	29
Yaven Creek	M	33
Yelgun	F	54
Yelgun	M	52
Yellow Dam	F	3
Yellow Dam	M	10
Yellow Pinch	F	25
Yellow Pinch	M	24
Yellow Rock (Blue Mountains - NSW)	F	517
Yellow Rock (Blue Mountains - NSW)	M	517
Yellow Rock (Shellharbour - NSW)	F	97
Yellow Rock (Shellharbour - NSW)	M	106
Yenda (NSW)	F	765
Yenda (NSW)	M	773
Yennora	F	816
Yennora	M	804
Yeoval	F	222
Yeoval	M	205
Yerong Creek	F	191
Yerong Creek	M	165
Yerranderie	M	4
Yerrinbool	F	598
Yerrinbool	M	568
Yerriyong	F	13
Yerriyong	M	13
Yessabah	F	47
Yessabah	M	58
Yetholme	F	108
Yetholme	M	131
Yetman	F	100
Yetman	M	111
Yippin Creek	F	103
Yippin Creek	M	93
Yoogali	F	606
Yoogali	M	621
Yorklea	F	196
Yorklea	M	207
Young	F	5338
Young	M	4958
Yowie Bay	F	1575
Yowie Bay	M	1497
Yowrie	F	53
Yowrie	M	65
Yullundry	F	11
Yullundry	M	7
Zara	F	34
Zara	M	35
Zetland	F	5051
Zetland	M	5027
No usual address (NSW)	F	4939
No usual address (NSW)	M	7351
Migratory - Offshore - Shipping (NSW)	F	239
Migratory - Offshore - Shipping (NSW)	M	171
Abbotsford (Vic.)	F	4081
Abbotsford (Vic.)	M	4111
Aberfeldie	F	1994
Aberfeldie	M	1904
Acheron	F	88
Acheron	M	83
Adams Estate	F	32
Adams Estate	M	30
Addington	F	41
Addington	M	32
Adelaide Lead	F	39
Adelaide Lead	M	41
Agnes	F	22
Agnes	M	28
Aireys Inlet	F	413
Aireys Inlet	M	389
Airly	F	66
Airly	M	73
Airport West	F	3906
Airport West	M	3655
Albanvale	F	2679
Albanvale	M	2813
Albert Park (Vic.)	F	3167
Albert Park (Vic.)	M	3051
Alberton (Vic.)	F	119
Alberton (Vic.)	M	143
Alberton West	F	42
Alberton West	M	33
Albion (Vic.)	F	2166
Albion (Vic.)	M	2567
Alexandra (Vic.)	F	1389
Alexandra (Vic.)	M	1310
Alfredton	F	4746
Alfredton	M	4473
Allambee	F	11
Allambee	M	8
Allambee Reserve	F	39
Allambee Reserve	M	54
Allambee South	F	37
Allambee South	M	38
Allans Flat	F	146
Allans Flat	M	164
Allansford	F	749
Allansford	M	776
Allendale	F	83
Allendale	M	86
Allestree	F	64
Allestree	M	70
Alma (Vic.)	F	105
Alma (Vic.)	M	97
Almonds	F	8
Almonds	M	14
Almurta	F	20
Almurta	M	27
Alphington	F	2668
Alphington	M	2410
Altona (Vic.)	F	5591
Altona (Vic.)	M	5171
Altona Meadows	F	9800
Altona Meadows	M	9361
Altona North	F	6215
Altona North	M	5937
Alvie	F	69
Alvie	M	59
Amherst	F	29
Amherst	M	37
Amphitheatre	F	125
Amphitheatre	M	120
Anakie	F	342
Anakie	M	348
Ancona	F	37
Ancona	M	45
Anderson	F	15
Anderson	M	15
Anglers Rest	F	12
Anglers Rest	M	12
Anglesea	F	1279
Anglesea	M	1275
Annuello	F	12
Annuello	M	13
Antwerp	F	28
Antwerp	M	38
Apollo Bay (Vic.)	F	806
Apollo Bay (Vic.)	M	786
Appin (Vic.)	F	5
Appin (Vic.)	M	8
Appin South	F	12
Appin South	M	18
Apsley (Vic.)	F	130
Apsley (Vic.)	M	140
Ararat	F	3830
Ararat	M	4464
Arawata	F	37
Arawata	M	43
Arcadia (Vic.)	F	98
Arcadia (Vic.)	M	123
Arcadia South	F	34
Arcadia South	M	38
Archdale	F	13
Archdale	M	8
Archdale Junction	M	6
Archerton	F	9
Archerton	M	7
Archies Creek	F	14
Archies Creek	M	12
Ardeer	F	1544
Ardeer	M	1556
Ardmona	F	224
Ardmona	M	263
Areegra	F	12
Areegra	M	23
Argyle (Vic.)	F	101
Argyle (Vic.)	M	108
Armadale (Vic.)	F	4914
Armadale (Vic.)	M	4139
Armstrong	F	42
Armstrong	M	50
Armstrong Creek (Vic.)	F	2148
Armstrong Creek (Vic.)	M	2099
Arnold (Vic.)	F	27
Arnold (Vic.)	M	22
Arnold West	F	7
Arnold West	M	13
Arthurs Creek	F	251
Arthurs Creek	M	244
Arthurs Seat	F	206
Arthurs Seat	M	191
Ascot (Ballarat - Vic.)	F	45
Ascot (Ballarat - Vic.)	M	54
Ascot (Greater Bendigo - Vic.)	F	1018
Ascot (Greater Bendigo - Vic.)	M	949
Ascot Vale	F	7570
Ascot Vale	M	7178
Ashbourne (Vic.)	F	94
Ashbourne (Vic.)	M	98
Ashburton	F	3936
Ashburton	M	3822
Ashwood	F	3568
Ashwood	M	3320
Aspendale	F	3529
Aspendale	M	3417
Aspendale Gardens	F	3319
Aspendale Gardens	M	3210
Athlone	F	70
Athlone	M	59
Attwood	F	1733
Attwood	M	1684
Aubrey	F	6
Aubrey	M	7
Auchmore	F	9
Auchmore	M	3
Avalon	F	129
Avalon	M	164
Avenel	F	513
Avenel	M	527
Avoca (Vic.)	F	583
Avoca (Vic.)	M	606
Avon Plains	M	8
Avondale Heights	F	5969
Avondale Heights	M	5670
Avonmore	F	23
Avonmore	M	20
Avonsleigh	F	406
Avonsleigh	M	447
Axe Creek	F	175
Axe Creek	M	178
Axedale	F	393
Axedale	M	402
Ayrford	F	23
Ayrford	M	23
Bacchus Marsh	F	3364
Bacchus Marsh	M	3030
Baddaginnie	F	167
Baddaginnie	M	178
Badger Creek	F	774
Badger Creek	M	788
Bael Bael	F	4
Bael Bael	M	7
Bagshot	F	136
Bagshot	M	152
Bagshot North	F	16
Bagshot North	M	17
Bahgallah	F	17
Bahgallah	M	23
Bailieston	F	54
Bailieston	M	59
Bairnsdale	F	4042
Bairnsdale	M	3532
Bakery Hill	F	88
Bakery Hill	M	75
Balaclava (Vic.)	F	2728
Balaclava (Vic.)	M	2669
Bald Hills (Vic.)	F	47
Bald Hills (Vic.)	M	65
Balintore	F	35
Balintore	M	35
Ballan	F	1513
Ballan	M	1467
Ballangeich	F	35
Ballangeich	M	30
Ballapur	F	3
Ballapur	M	4
Ballarat Central	F	2779
Ballarat Central	M	2554
Ballarat East	F	3009
Ballarat East	M	2608
Ballarat North	F	2111
Ballarat North	M	1813
Ballendella	F	58
Ballendella	M	66
Balliang	F	155
Balliang	M	139
Balliang East	F	71
Balliang East	M	84
Ballyrogan	F	32
Ballyrogan	M	36
Balmattum	F	53
Balmattum	M	57
Balmoral (Vic.)	F	133
Balmoral (Vic.)	M	160
Balnarring	F	1194
Balnarring	M	1080
Balnarring Beach	F	212
Balnarring Beach	M	209
Balook	F	4
Balook	M	3
Balwyn	F	7086
Balwyn	M	6223
Balwyn North	F	10481
Balwyn North	M	9923
Bamawm	F	254
Bamawm	M	252
Bamawm Extension	F	120
Bamawm Extension	M	116
Bambra	F	42
Bambra	M	50
Bamganie	F	20
Bamganie	M	21
Bandiana	F	237
Bandiana	M	377
Bangerang	F	25
Bangerang	M	30
Bangholme	F	423
Bangholme	M	358
Bannerton	F	14
Bannerton	M	22
Bannockburn (Vic.)	F	2623
Bannockburn (Vic.)	M	2660
Banyan	F	10
Banyan	M	13
Banyena	F	11
Banyena	M	13
Baranduda	F	1262
Baranduda	M	1110
Barfold	F	43
Barfold	M	44
Baringhup	F	102
Baringhup	M	109
Baringhup West	F	13
Baringhup West	M	8
Barjarg	F	66
Barjarg	M	61
Barkers Creek	F	215
Barkers Creek	M	236
Barkly (Vic.)	F	20
Barkly (Vic.)	M	22
Barkstead	F	21
Barkstead	M	24
Barmah	F	130
Barmah	M	151
Barnadown	F	11
Barnadown	M	9
Barnawartha	F	457
Barnawartha	M	448
Barnawartha North	F	79
Barnawartha North	M	91
Baromi	F	64
Baromi	M	70
Barongarook	F	223
Barongarook	M	210
Barongarook West	F	112
Barongarook West	M	128
Barrabool	F	118
Barrabool	M	115
Barrakee	F	10
Barrakee	M	8
Barramunga	M	8
Barraport	F	22
Barraport	M	21
Barraport West	F	6
Barraport West	M	5
Barrys Reef	F	14
Barrys Reef	M	21
Barunah Park	F	15
Barunah Park	M	8
Barunah Plains	F	3
Barunah Plains	M	4
Barwidgee	F	54
Barwidgee	M	57
Barwite	F	109
Barwite	M	116
Barwon Downs	F	55
Barwon Downs	M	75
Barwon Heads	F	1975
Barwon Heads	M	1898
Basalt (Vic.)	F	4
Basalt (Vic.)	M	8
Bass	F	177
Bass	M	180
Batesford	F	471
Batesford	M	480
Bathumi	F	33
Bathumi	M	30
Baw Baw Village	F	12
Baw Baw Village	M	19
Baxter	F	1090
Baxter	M	1068
Bayindeen	F	10
Bayindeen	M	10
Bayles	F	236
Bayles	M	225
Baynton (Vic.)	F	50
Baynton (Vic.)	M	58
Bayswater (Vic.)	F	6036
Bayswater (Vic.)	M	5724
Bayswater North	F	4507
Bayswater North	M	4281
Beaconsfield (Vic.)	F	3345
Beaconsfield (Vic.)	M	3363
Beaconsfield Upper	F	1383
Beaconsfield Upper	M	1482
Bealiba	F	91
Bealiba	M	110
Bearii	F	70
Bearii	M	73
Bears Lagoon	F	40
Bears Lagoon	M	35
Beauchamp	F	25
Beauchamp	M	17
Beaufort (Vic.)	F	776
Beaufort (Vic.)	M	762
Beaumaris (Vic.)	F	6975
Beaumaris (Vic.)	M	6374
Beazleys Bridge	F	10
Beazleys Bridge	M	10
Beeac	F	169
Beeac	M	201
Beech Forest	F	34
Beech Forest	M	47
Beechworth	F	1942
Beechworth	M	1919
Beenak	F	16
Beenak	M	9
Belgrave	F	1996
Belgrave	M	1928
Belgrave Heights	F	691
Belgrave Heights	M	674
Belgrave South	F	799
Belgrave South	M	847
Bell Park	F	2594
Bell Park	M	2421
Bell Post Hill	F	2519
Bell Post Hill	M	2393
Bellarine	F	87
Bellarine	M	81
Bellbrae	F	455
Bellbrae	M	415
Bellbridge	F	174
Bellbridge	M	199
Bellellen	F	32
Bellellen	M	31
Bellfield (Banyule - Vic.)	F	927
Bellfield (Banyule - Vic.)	M	868
Bells Beach	F	61
Bells Beach	M	69
Belmont (Vic.)	F	7324
Belmont (Vic.)	M	6727
Bemm River	F	22
Bemm River	M	43
Bena	F	144
Bena	M	149
Benalla	F	5419
Benalla	M	4909
Benambra	F	65
Benambra	M	86
Benayeo	F	26
Benayeo	M	37
Bend Of Islands	F	143
Bend Of Islands	M	157
Bendigo	F	2790
Bendigo	M	2723
Bendoc	F	56
Bendoc	M	65
Bengworden	F	28
Bengworden	M	35
Benjeroop	F	21
Benjeroop	M	30
Benloch	F	65
Benloch	M	70
Bennison	F	21
Bennison	M	22
Bentleigh	F	8354
Bentleigh	M	7799
Bentleigh East	F	14168
Bentleigh East	M	13467
Benwerrin	M	7
Beremboke	F	71
Beremboke	M	77
Berrimal	F	22
Berrimal	M	21
Berringa	F	83
Berringa	M	81
Berringama	F	18
Berringama	M	23
Berriwillock	F	82
Berriwillock	M	99
Berrybank	F	15
Berrybank	M	23
Berrys Creek	F	74
Berrys Creek	M	79
Berwick	F	24508
Berwick	M	23167
Bessiebelle	F	42
Bessiebelle	M	54
Bet Bet	F	65
Bet Bet	M	64
Bete Bolong	F	40
Bete Bolong	M	50
Bete Bolong North	M	11
Bethanga	F	238
Bethanga	M	230
Betley	F	42
Betley	M	55
Beulah (Vic.)	F	153
Beulah (Vic.)	M	180
Beverford	F	170
Beverford	M	170
Beveridge	F	1135
Beveridge	M	1191
Big Hill (Greater Bendigo - Vic.)	F	138
Big Hill (Greater Bendigo - Vic.)	M	124
Big Hill (Surf Coast - Vic.)	F	14
Big Hill (Surf Coast - Vic.)	M	16
Big Pats Creek	F	36
Big Pats Creek	M	35
Biggara	F	18
Biggara	M	33
Bimbourie	F	3
Bimbourie	M	7
Bindi	F	29
Bindi	M	28
Binginwarri	F	64
Binginwarri	M	67
Birchip	F	354
Birchip	M	345
Birchip West	F	3
Birchip West	M	3
Birdwoodton	F	319
Birdwoodton	M	325
Birregurra	F	394
Birregurra	M	434
Bittern	F	1817
Bittern	M	1879
Black Hill (Vic.)	F	1125
Black Hill (Vic.)	M	1004
Black Range (Vic.)	F	83
Black Range (Vic.)	M	106
Black Rock (Vic.)	F	3178
Black Rock (Vic.)	M	2979
Blackburn	F	7143
Blackburn	M	6797
Blackburn North	F	3829
Blackburn North	M	3611
Blackburn South	F	5643
Blackburn South	M	5149
Blackwarry	F	12
Blackwarry	M	12
Blackwood (Vic.)	F	142
Blackwood (Vic.)	M	158
Blairgowrie	F	1178
Blairgowrie	M	1135
Blakeville	F	15
Blakeville	M	21
Blampied	F	102
Blampied	M	108
Blind Bight	F	622
Blind Bight	M	629
Blowhard	F	39
Blowhard	M	42
Bo Peep	F	9
Bo Peep	M	14
Bobinawarrah	F	46
Bobinawarrah	M	40
Bochara	F	39
Bochara	M	37
Bogong	F	3
Boho	F	36
Boho	M	26
Boho South	F	41
Boho South	M	34
Boigbeat	F	3
Boigbeat	M	6
Boinka	F	5
Boinka	M	5
Boisdale	F	145
Boisdale	M	127
Bolinda	F	97
Bolinda	M	100
Bolton	F	4
Bolton	M	5
Bolwarra (Vic.)	F	287
Bolwarra (Vic.)	M	312
Bolwarrah	F	17
Bolwarrah	M	12
Bona Vista	F	55
Bona Vista	M	60
Bonang	F	28
Bonang	M	24
Bonbeach	F	3310
Bonbeach	M	3105
Bonegilla	F	240
Bonegilla	M	451
Boneo	F	174
Boneo	M	180
Bonn	F	17
Bonn	M	19
Bonnie Doon (Vic.)	F	246
Bonnie Doon (Vic.)	M	327
Bonshaw (Vic.)	F	111
Bonshaw (Vic.)	M	102
Bookaar	F	80
Bookaar	M	82
Boolarong	F	6
Boolarong	M	4
