SSC_NAME16	employmentToPopulation
Hyde Park (Qld)	59.8
Iama Island	27.4
Ibis	75
Idalia	74.5
Ideraway	41.4
Ilbilbie	39
Ilfracombe	77.7
Ilkley	63.4
Illinbah	60
Image Flat	53
Imbil	40.7
Inala	35.5
Indooroopilly	57.2
Ingberry	50
Ingham	46
Inglestone	83
Inglewood (Qld)	50.3
Ingoldsby	62.3
Injinoo	32.8
Injune	66.9
Inkerman (Qld)	55.5
Innes Park	54.9
Innisfail	39.4
Innisfail Estate	46.8
Innisplain	65.3
Innot Hot Springs	37.7
Inskip	7
Inverlaw	55.6
Inverness	47.3
Ipswich	40.9
Iredale	56.3
Iron Range	83.3
Ironbark (Qld)	34.7
Irongate	76.8
Ironpot (Livingstone - Qld)	59.8
Ironpot (South Burnett - Qld)	61.8
Irvinebank	23.4
Irvingdale	71.4
Isis Central	48
Isis River	30.2
Isisford	58.9
Isla	68.7
Island Plantation	57.4
Iveragh	50
Ivory Creek	31.7
Jackson	58.3
Jackson North	66
Jackson South	40
Jacobs Well	59.4
Jaffa	52.9
Jaggan	52.2
Jamboree Heights	65
Jandowae	40.3
Japoonvale	59.4
Jardine	47.7
Jarra Creek	56
Jarvisfield	67.1
Jellinbah	84
Jensen	63
Jericho (Qld)	33.3
Jerona	15
Jimboomba	63.8
Jimbour East	71.1
Jimbour West	70.7
Jimna	17.1
Jindalee (Qld)	64.3
Jinghi	75
Jobs Gate	66.7
Johnsons Hill	30
Johnstown	40
Jollys Lookout	55.4
Jondaryan	61.7
Jones Gully	33.3
Jones Hill	59.2
Josephville	66
Joskeleigh	35.3
Joyner	67.2
Jubilee Heights	70.1
Jubilee Pocket	63.2
Julago	57
Julatten	46.7
Julia Creek	68.3
Junabee	64.5
Junction View	26.3
Jundah	75.3
Kaban	47.8
Kabra	56
Kagaru	46.7
Kaimkillenbun	63.1
Kairi	58.7
Kalapa	38.1
Kalbar	54.2
Kalinga	64.1
Kalkadoon	50
Kalkie	54.9
Kallangur	57.7
Kalpowar	46.4
Kalunga	45.5
Kamerunga	61
Kandanga	51.4
Kandanga Creek	50.5
Kangaroo Point (Qld)	63.3
Kanigan	33
Kanimbla (Qld)	68.3
Kapaldo	64.1
Karalee	68.9
Karana Downs	67
Karara	44.2
Karawatha	16.7
Karrabin	60.7
Karragarra Island	34.2
Karumba	53.7
Kawana	51.6
Kawl Kawl	76.5
Kawungan	40.8
Kearneys Spring	49.8
Kedron	68.4
Kelsey Creek	55.1
Kelso (Qld)	54.8
Kelvin Grove	51
Kelvinhaugh	48.4
Kemmis	200
Kenilworth	53.2
Kenmore	61.9
Kenmore Hills	55.2
Kennedy	54
Kensington (Qld)	41.5
Kensington Grove	56.1
Kents Lagoon	67.4
Kents Pocket	50
Kentville	55.7
Keperra	54.2
Kepnock	45
Keppel Sands	37.9
Keriri Island	42.8
Kerry	64.5
Kewarra Beach	62.1
Keysland	41.7
Kholo	63.8
Khosh Bulduk	51.2
Kia Ora (Qld)	40.2
Kiamba	54.7
Kianga (Qld)	63.8
Kidaman Creek	38.1
Kiels Mountain	59.8
Kilbirnie	61.2
Kilcoy	50.6
Kilcummin	77
Kilkivan	34.9
Killaloe	55.3
Killarney (Qld)	45.4
Kimberley (Qld)	21.9
Kin Kin	43.4
Kin Kora	61.7
Kinbombi	60
Kinchant Dam	60
Kincora	81.4
Kindon	31.6
King Scrub	62.4
Kingaham	61.5
Kingaroy	52.3
Kings Beach	48.2
Kings Creek	76.7
Kings Siding	100
Kingsholme	62.4
Kingsthorpe	59
Kingston (Qld)	41.8
Kinka Beach	35.9
Kinkuna	68.4
Kinleymore	45.8
Kinnoul	82.4
Kioma	100
Kippa-Ring	49.9
Kirknie	65.5
Kirkwood	67.4
Kirwan	60
Kitoba	50
Kleinton	70.5
Knapp Creek	58.3
Koah	55.8
Kobble Creek	67.9
Kogan	30.9
Kokotungo	81
Kolonga	37.8
Koongal	53.7
Kooralbyn	40.9
Kooralgin	85.7
Kooringal (Qld)	28.9
Kooroongarra	77.6
Koumala	59.8
Kowanyama	32.4
Kowguran	53.3
Kragra	110
Kulangoor	47.2
Kulgun	58.5
Kullogum	33.7
Kulpi	72.1
Kuluin	58.1
Kumbarilla	36.1
Kumbia	49.2
Kunda Park	73.1
Kunioon	60
Kunwarara	60.3
Kuraby	58.4
Kuranda	47.6
Kureelpa	54.1
Kureen	57.7
Kurrimine Beach	45.1
Kurrowah	52
Kurumbul	73.5
Kurwongbah	61.2
Kuttabul	63.8
Kybong	38.8
Kynuna	79.5
Kyoomba	53.6
Labrador	48.9
Laceys Creek	67.7
Laglan	100
Lagoon Pocket	60.2
Laguna Quays	32.3
Laidley	37.8
Laidley Creek West	57.8
Laidley Heights	46.2
Laidley North	53.4
Laidley South	60.3
Lake Barrine	43.7
Lake Clarendon	61
Lake Eacham	56.3
Lake Macdonald	52.1
Lake Manchester	42.1
Lake Mary	57.3
Lake Proserpine	54.5
Lake Wivenhoe	75
Lakefield	100
Lakeland	61.5
Lakes Creek	64
Lakeside	49.1
Lamb Island	22.8
Lamington (Qld)	67.5
Lammermoor	61.8
Landers Shoot	63.9
Landsborough (Qld)	55
Lanefield	59.3
Langlands	42.9
Langlo	65.1
Langshaw	54.9
Lannercost	55.2
Lansdowne (Qld)	44.4
Lanskey	50.9
Laravale	64.9
Lark Hill	75
Laura (Qld)	35.7
Lavelle	38.9
Lawes	21.1
Lawgi Dawes	68.8
Lawn Hill	64.7
Lawnton	55.3
Leafdale	70
Lefthand Branch	53.4
Leichhardt (Qld)	39.4
Lemontree	76.9
Leslie	85.7
Leslie Dam	46.7
Lethebrook	60.9
Leyburn	38.5
Lilydale (Qld)	65.2
Lilyvale (Central Highlands - Qld)	84.6
Lilyvale (Toowoomba - Qld)	31.6
Limestone Creek	64.7
Limestone Ridges	66.7
Limevale	34.7
Linden (Qld)	73.3
Linthorpe	69.9
Linville	34.1
Little Mountain	55.4
Little Mulgrave	69
Lizard	81.6
Llanarth (Qld)	74.2
Loch Lomond	62.5
Lochington	70.5
Lockhart River	39.1
Lockrose	44.1
Lockyer (Qld)	68.9
Lockyer Waters	40.4
Logan Central	34.6
Logan Reserve	62.4
Logan Village	59.9
Loganholme	64.3
Loganlea	48.7
Lonesome Creek	83.6
Long Flat (Qld)	61
Long Pocket	69.5
Longreach (Qld)	64.6
Lota	60.9
Lotus Creek	76.4
Lower Beechmont	62.3
Lower Cowley	55.6
Lower Cressbrook	20
Lower Daintree	53.6
Lower Mount Walker	64.6
Lower Tenthill	57.7
Lower Tully	63.5
Lower Wonga	47.4
Lowesby	57.1
Lowestoff	61.3
Lowmead	39.8
Lowood	41.7
Lucinda	33.3
Lumeah (Qld)	100
Lundavra	76.6
Luscombe	65.7
Lutwyche	70.4
Lynam	71.4
Lyndhurst (Qld)	100
Lyons (Qld)	33.3
Lyra	51.4
Lytton	83.3
Ma Ma Creek	51.2
Maadi	35.7
Maalan	51.9
Maaroom	18.8
Mabuiag Island	31.9
Macalister	66.4
Macfarlane	64.3
Macgregor (Qld)	47.1
Machans Beach	45.9
Machine Creek	55.9
Mackay	48.3
Mackay Harbour	56.4
Mackenzie (Brisbane - Qld)	69.7
Mackenzie (Central Highlands - Qld)	74.1
Mackenzie River	57.1
Macknade	60.2
Maclagan	63.3
Macleay Island	26.3
Magnolia	49
Maidenhead	77.8
Maidenwell	41.6
Main Beach	51.4
Majors Creek (Qld)	57.6
Malanda	46
Malarga	50
Maleny	40.9
Malling	53.6
Malmoe	46.4
Malpas-Trenton	66.7
Malu	42.1
Manapouri	58.1
Mandalay	58.4
Maneroo	72.7
Mango Hill	69.4
Manly (Qld)	61.5
Manly West	60.4
Mannuem	56.6
Manoora (Qld)	45
Mansfield (Qld)	58
Mantuan Downs	80
Manumbar	54.5
Manunda	44.7
Manyung	46.2
Mapleton	39.3
Mapoon	35.6
Maramie	66.7
Marburg	57.3
Marcoola	59.6
Marcus Beach	60.4
Mareeba	48.6
Margate (Qld)	50.2
Maria Creeks	49.5
Marian	65.1
Marlborough	64.3
Marmor	47.7
Maroochy River	63
Maroochydore	50.4
Maroon	56.5
Maroondan	31.8
Marsden	51
Marshlands	75
Martyville	57.4
Maryborough (Qld)	36
Maryborough West	43.8
Marys Creek	65
Maryvale (Livingstone - Qld)	75
Maryvale (Southern Downs - Qld)	36.3
Masig Island	36
Massie	72.5
Maudsland	69.9
Maxwelton	60
May Downs	85.1
McCutcheon	60.9
McDesme	65.7
McDowall	66.7
McEwens Beach	57.6
McIlwraith	45.3
McIntosh Creek	62
McKinlay	81.4
Meadowbrook	56.9
Meadowvale	49.9
Meandarra	61.7
Meikleville Hill	49.1
Melawondi	13.6
Meldale	48.1
Memerambi	53.6
Mena Creek	58.8
Menzies (Qld)	65.7
Mer Island	25.2
Meridan Plains	55.1
Meringandan	69.3
Meringandan West	67.6
Merlwood	48.5
Mermaid Beach	65.5
Mermaid Waters	57.5
Merrimac	58.5
Merritts Creek	58.3
Merryburn	68.1
Mexico	70.8
Mia Mia (Qld)	69.2
Miallo	58.1
Miami	61.9
Miara	13.2
Mica Creek	63.1
Middle Park (Qld)	62.4
Middle Ridge	57.2
Middlebrook	40.9
Middlemount	68.9
Middleton (Qld)	45.5
Midge Point	39.1
Midgee (Qld)	45
Midgenoo	55
Midgeree Bar	81.1
Mighell	45.2
Milbong	53.9
Miles	54.4
Miles End	67.4
Milford	53.6
Millaa Millaa	43.8
Millaroo	56.9
Millbank (Qld)	37.8
Millchester	53.7
Millmerran	53.8
Millmerran Downs	11.8
Millmerran Woods	8.8
Millstream (Qld)	31.4
Millwood	87.5
Milman	60.9
Milora	60
Milton (Qld)	65.9
Mimosa (Qld)	68.4
Minbun	60.4
Minden	56.4
Minerva	86.8
Mingo	100
Mingoola (Qld)	40
Minnamoolka	72
Minnie Downs	100
Minyama	51.1
Mirani	53.4
Miriam Vale	46.7
Mirriwinni	57.6
Missen Flat	80
Mission Beach	50.4
Mission River	23.6
Mistake Creek	53.8
Mitchell (Qld)	56.2
Mitchelton	62.6
Miva	43.6
Moa Island	36.8
Moffat Beach	56.9
Moffatdale	59.7
Moggill	66.6
Molangul	90.9
Molendinar	60.5
Mon Repos	30.8
Mona Mona	24
Mona Park	79.3
Monal	56.7
Monduran	37.5
Mondure	55.8
Monkland	43.6
Monogorilby	71.4
Mons	56
Monsildale	21.4
Monto	45.3
Montrose (Western Downs - Qld)	54.3
Montville	51.9
Moodlu	51.1
Mooga	94.1
Moogerah	43.5
Moola	68.7
Moolboolaman	31.3
Mooloo	63.2
Mooloolaba	54.9
Mooloolah Valley	59.1
Moombra	111.1
Moomin	51.4
Moondooner	45.1
Moonford	65.3
Moongan	38.5
Moonie	64.1
Moorang	70
Moore	33.1
Moore Park Beach	39
Moores Pocket	28.4
Moorina (Qld)	61.6
Moorland (Qld)	61.5
Mooroobool	55.4
Moorooka	63.2
Moraby	55.6
Moranbah	69.5
Morayfield	56
Moregatta	33.3
Morella	85.2
Moresby (Qld)	53.5
Moreton Island	63.6
Morgan Park	82.6
Morganville	30.2
Morinish	68.4
Morningside	71.8
Mornington (Qld)	61.3
Morton Vale	32.5
Morven (Qld)	59.4
Morwincha	39.1
Mosman Park (Qld)	52.2
Mosquito Creek	36.4
Mossman	49.5
Mossman Gorge	45.5
Mothar Mountain	48.5
Motley	33.3
Mount Abundance	83.8
Mount Alford	53
Mount Alma	76.3
Mount Archer (Rockhampton - Qld)	48.1
Mount Archer (Somerset - Qld)	53.9
Mount Barney	56.3
Mount Beppo	45.4
Mount Berryman	40.4
Mount Bindango	66.7
Mount Binga	67.3
Mount Britton	33.3
Mount Byron	44.4
Mount Carbine	34.8
Mount Chalmers	51.5
Mount Charlton	54.9
Mount Colliery	42.9
Mount Coolon	59.6
Mount Coolum	58.2
Mount Cotton	75.8
Mount Crosby	69
Mount Darry	82.9
Mount Debateable	64.4
Mount Delaney	45.8
Mount Edwards	39.3
Mount Emlyn	112.5
Mount Enniskillen	100
Mount Forbes	56.2
Mount Fox	40.6
Mount French	56.1
Mount Gardiner	13.3
Mount Garnet	32.2
Mount Gipps	85.7
Mount Glorious	54.6
Mount Gravatt	58.6
Mount Gravatt East	62.2
Mount Hallen	40.8
Mount Howe	100
Mount Hutton (Qld)	53.6
Mount Irving	64.7
Mount Isa	80.4
Mount Isa City	70.5
Mount Jukes	55
Mount Julian	64.6
Mount Kelly	74.3
Mount Kilcoy	54.9
Mount Kynoch	66.1
Mount Larcom	54.6
Mount Lawless	100
Mount Lofty	59.9
Mount Louisa	67.7
Mount Low	68.9
Mount Luke	62.1
Mount Macarthur	38.5
Mount Maria	32.9
Mount Marlow	61
Mount Marrow	56.6
Mount Marshall	54.2
Mount Martin	57.8
Mount Mceuen	44.1
Mount Mee	49.9
Mount Mellum	52.8
Mount Molar	77.2
Mount Molloy	42.3
Mount Morgan	27.8
Mount Moriah	50
Mount Mort	50.6
Mount Murchison	63
Mount Nathan	63.6
Mount Nebo	59.1
Mount Ommaney	56.2
Mount Ossa	61.4
Mount Pelion	57.7
Mount Perry	31.2
Mount Peter	63.9
Mount Pleasant (Mackay - Qld)	54.9
Mount Pleasant (Moreton Bay - Qld)	60.5
Mount Pluto	50
Mount Rascal	65.4
Mount Samson	64.6
Mount Sheridan (Qld)	65.2
Mount St John	56.5
Mount Stanley	75
Mount Steadman	100
Mount Sturt	72.7
Mount Surprise	49
Mount Surround	61.1
Mount Sylvia	63.3
Mount Tabor	65
Mount Tarampa	50.1
Mount Tom	77.8
Mount Tully	56.9
Mount Tyson	66.2
Mount Urah	19
Mount Walker (Qld)	61.5
Mount Walker West	68.4
Mount Warren Park	55.4
Mount Whitestone	59.6
Mount Wyatt	68.9
Mountain Camp	63.6
Mountain Creek (Qld)	66.6
Moura	60.6
Mourilyan	50.9
Mourilyan Harbour	54.6
Mowbray (Qld)	63.2
Moy Pocket	49.4
Mp Creek	66.7
Muckadilla	68
Mudgeeraba	62.4
Mudjimba	63.6
Muirlea	44.8
Mulambin	54.4
Mulara	54.4
Mulgildie	63
Mulgowie	50
Mulgrave (Qld)	71.4
Mullett Creek	36
Munbilla	61.3
Munbura	66.7
Mundingburra	51
Mundoo	67.4
Mundoolun	60.3
Mundowran	62.1
Mundubbera	57.3
Mungabunda	76.3
Mungallala	68.5
Mungallala South	82.6
Mungalli	42.5
Mungar	40.7
Mungindi (Qld)	60.2
Mungungo	54.8
Muniganeen	66.7
Munna Creek	62.5
Munro Plains	44.4
Munruben	65.1
Murarrie	68.7
Murgon	40.7
Murphys Creek (Qld)	56.5
Murray	58.9
Murray Upper	42.9
Murrays Bridge	64.3
Murrigal	52.2
Murrumba	70
Murrumba Downs	61.7
Mutarnee	56.6
Mutchilba	62.3
Mutdapilly	59.8
Muttaburra	39.7
Myall Park (Qld)	41.2
Myrtlevale	63.3
Mysterton	65.2
Nahrunda	39.7
Nambour	48
Nanango	31.9
Nandi	74.4
Nandowrie	44.4
Nangram	140
Nangwee	73
Nankin	63.7
Nanum	78
Narangba	67.5
Narko	52.9
Nathan	49.8
Natural Bridge	40.4
Nebine	52.6
Nebo	60.2
Neerdie	34
Nelly Bay	43.1
Nerada	58.8
Nerang	54
Neranwood	51.7
Nerimbera	51.4
Netherby (Qld)	62.5
Netherdale	55.3
Neumgna	40
Neurum	50
Neusa Vale	50
Nevilton	48.1
New Auckland	60.7
New Beith	70.7
New Farm	61.1
New Harbourline	62
New Mapoon	38.5
New Moonta	28.8
Newell	54
Newlands (Qld)	63
Newmarket	67
Newport (Qld)	58.8
Newstead (Qld)	62.6
Newtown (Ipswich - Qld)	54.2
Newtown (Toowoomba - Qld)	53
Nikenbah	61.1
Nindaroo	66.1
Ninderry	59.4
Nindooinbah	67.7
Nine Mile (Qld)	75
Nine Mile Creek	58.3
Ningi	49.1
Nive	105
No 4 Branch	53.6
No 5 Branch	112.5
No 6 Branch	53.3
Nobby	59.9
Nockatunga	44.4
Nome	56.5
Noorama	63.2
Noorindoo	77.8
Noosa Heads	48.5
Noosa North Shore	45.2
Noosaville	45.4
Norman Gardens	59.5
Norman Park	72.5
Normanton	48.6
North Aramara	26.9
North Arm (Qld)	57.9
North Booval	50.8
North Branch (Southern Downs - Qld)	46.3
North Branch (Toowoomba - Qld)	73.7
North Bungunya	77.8
North Deep Creek	45.5
North Eton	66
North Gregory	62.2
North Ipswich	51.5
North Isis	44.8
North Johnstone	53
North Lakes	65
North Mackay	50.3
North Maclagan	57.1
North Maclean	53.6
North Maleny	43
North Stradbroke Island	36.1
North Talwood	58
North Tivoli	60.9
North Toowoomba	57.5
North Ward	59.1
Northgate (Qld)	67.4
Norville	44.8
Norwell	64.8
Norwin	57.4
Nudgee	63.3
Nudgee Beach	60.5
Nukku	27.3
Numinbah Valley	31.6
Nundah	68.4
Nundubbermere	57.5
Nutgrove	50
O'Bil Bil	38.7
O'Briens Hill	116.7
O'Connell (Qld)	58.5
Oak Beach	58.7
Oak Valley	57.3
Oakdale (Qld)	55.8
Oakenden	63.8
Oakey	53.7
Oakhurst (Qld)	58.4
Oakview	39.3
Oakwood (Qld)	33.1
Oaky Creek	50
Oberina	36.4
Obi Obi	49.4
Obum Obum	42.6
Ocean View	58.7
Ogmore	50.6
Okeden	52
Old Cooranga	72.7
Old Talgai	60
Oman Ama	57.9
One Mile (Qld)	44.4
Oombabeer	92.9
Oonoonba	60.9
Ooralea	65.4
Opalton	63.6
Orallo	46.2
Orange Creek	73.5
Orange Hill	63.6
Orion	75
Ormeau	64.7
Ormeau Hills	71.7
Ormiston	57.6
Osborne (Qld)	71.6
Ottaba	37
Owanyilla	44.5
Owens Creek	46.7
Oxenford	63.2
Oxford	79.3
Oxley (Qld)	60.8
Oyster Creek	32.5
Pacific Haven	26.8
Pacific Heights	59.5
Pacific Paradise	55.8
Pacific Pines	66.5
Packers Camp	75
Paddington (Qld)	71.6
Paddys Green	60.7
Paget	54
Palen Creek	23.2
Palgrave	76.9
Pallara	51.1
Pallarenda	63.2
Palm Beach (Qld)	58.2
Palm Cove	54.9
Palm Grove (Qld)	43.4
Palm Island	29.7
Palmerston (Qld)	133.3
Palmtree	68.9
Palmview	66
Palmwoods (Qld)	56.7
Palmyra (Qld)	61
Paluma	27.1
Pampas	87.5
Paradise Point	51.8
Park Avenue	51.8
Park Ridge	31.9
Park Ridge South	59.4
Parkhurst	64.3
Parkinson	66.3
Parklands (Qld)	52.6
Parknook	76
Parkside (Qld)	65.6
Parkwood (Qld)	60.5
Parramatta Park	55
Parrearra	52.9
Pasha	88.6
Passchendaele	50
Paterson (Qld)	38.1
Patrick	56.5
Patrick Estate	53.5
Pauls Pocket	54.5
Peachester	55.9
Peacock Siding	62.9
Peak Crossing	64.2
Peak Vale	89.3
Pechey	54.5
Peeramon	56.6
Pelham (Qld)	54.5
Pelican (Qld)	28.6
Pelican Creek	64.7
Pelican Waters	45.8
Pentland	53.3
Peranga	69.4
Peregian Beach	58.7
Peregian Springs	54.9
Perseverance	66.7
Perwillowen	53.8
Petford	20
Petrie	63.9
Petrie Terrace	68.9
Pheasant Creek (Qld)	75
Philpott	73.3
Pialba	32
Pickanjinnie	57.1
Picnic Bay	52.6
Pie Creek	57.2
Pierces Creek	38.3
Pikedale	42.4
Pikes Creek	85.7
Pile Gully	100
Pilerwa	39.5
Pilton	77.1
Pimlico (Qld)	52.2
Pimpama	61.8
Pimpimbudgee	54.4
Pin Gin Hill	61.2
Pinbarren	51.3
Pindi Pindi	61.3
Pine Creek (Qld)	52.6
Pine Hill (Qld)	100
Pine Mountain (Qld)	67.3
Pinelands (Qld)	64.8
Pinevale	61.4
Pinjarra Hills	41.2
Pink Lily	56.6
Pinkenba	40.9
Pinnacle (Qld)	51.1
Pinnacles	49.2
Pioneer (Qld)	51.4
Pioneers Rest	56
Pirrinuan	71.6
Pittsworth	50.5
Piturie	43.6
Placid Hills	64.3
Plainby	60
Plainland	49.2
Pleystowe	59.2
Point Arkwright	52.7
Point Lookout	49.1
Point Vernon	36.2
Pomona (Qld)	51.5
Pony Hills	60
Poona	19.9
Porcupine	81.8
Pormpuraaw	38.3
Port Curtis	53.6
Port Douglas	61.3
Port Wine	75
Portsmith	31.5
Poruma Island	51.7
Postmans Ridge	61.8
Pozieres	62.2
Prairie (Qld)	74.1
Pratten	35.5
Prawle	50
Prenzlau	54.1
Preston (Toowoomba - Qld)	71.4
Preston (Whitsunday - Qld)	60.1
Priestdale	61.2
Prince Henry Heights	62.6
Prince Of Wales	26.4
Promisedland	90.9
Proserpine	51.1
Prospect (Qld)	73.7
Proston	29.8
Pullenvale	66.3
Punchs Creek	69
Punsand	84.2
Purga	61.8
Purrawunda	133.3
Queenton	44.6
Quilpie	68.2
Quinalow	56.3
Qunaba	56.8
Racecourse	57.5
Raceview	54.2
Radford	68.8
Raglan (Qld)	55.3
Railway Estate	56.5
Rainbow Beach	41.5
Ramsay (Qld)	66.5
Rangemore (Burdekin - Qld)	100
Rangemore (Toowoomba - Qld)	100
Ranges Bridge	62.9
Rangeville	55.8
Rangewood	65.1
Ransome	66.2
Rasmussen	52
Rathdowney	52.4
Ravensbourne	52.6
Ravenshoe	35.6
Ravenswood (Qld)	54.9
Rawbelle	100
Red Hill (Brisbane - Qld)	67.7
Red Hill (Western Downs - Qld)	47.7
Redbank (Qld)	45.7
Redbank Creek	41.2
Redbank Plains	56
Redcliffe (Qld)	44.7
Redford	85.7
Redgate (Qld)	50.8
Redhill Farms	44.8
Redland Bay	60.6
Redlynch	68.5
Redridge	32
Redwood	56.5
Reedy Creek (Qld)	67.6
Reesville	44.5
Regency Downs	51.4
Regents Park (Qld)	64
Reid River	55.4
Reids Creek	62.2
Retro	77.3
Rewan	45.5
Rhydding	75.6
Richlands (Qld)	54.9
Richmond (Mackay - Qld)	70.9
Richmond (Richmond - Qld)	65.4
Richmond Hill (Qld)	41.8
Ridgelands	67.2
Ridgewood (Qld)	53.1
Rifle Range	57.9
Ringtail Creek	48.3
Ringwood (Qld)	49
Riordanvale	65.1
Ripley	67.3
Rita Island	74.6
River Heads	37.6
River Ranch	48.1
Riverhills	68.4
Riverleigh	81.6
Riversleigh	69.2
Riverton (Qld)	33.3
Riverview (Qld)	34.8
Roadvale	64.2
Robertson (Qld)	47.8
Robina	57.3
Roche Creek	71.4
Rochedale	61.6
Rochedale South	63.4
Rockhampton City	41.7
Rockingham (Qld)	67
Rocklea (Qld)	55.9
Rockmount	55.7
Rocksberg	62.9
Rockside	48.6
Rockville	47.5
Rocky Creek (Qld)	67.9
Rocky Point (Douglas - Qld)	51.4
Rocky Point (Weipa - Qld)	75.4
Rockyview	70.1
Rodds Bay	27.5
Rolleston	75.2
Rollingstone	47.2
Roma	63.3
Ropeley	50.7
Rosalie Plains	61.8
Rosedale (Qld)	37.2
Rosehill (Qld)	63.8
Rosella	59.7
Rosemount	52.4
Roseneath	51.8
Rosenthal Heights	60.9
Rosevale (Qld)	63
Rosewood (Qld)	46.1
Ross Creek (Qld)	40.4
Rosslea	59
Rosslyn	58.1
Rossmoya	85.5
Rossvale	54.5
Rossville	33.3
Rothwell	47.2
Round Hill (Qld)	36
Roundstone	85.7
Rowes Bay	28.1
Royston	54.9
Rubyanna	59.4
Rules Beach	27.5
Runaway Bay	48.2
Runcorn	57.7
Rungoo	23.1
Running Creek (Qld)	43
Runnymede (Qld)	33.3
Rural View	68.3
Rush Creek	52.7
Russell Island	25.4
Ryan (Qld)	49.6
Ryeford	68.8
Rywung	41.7
Sabine	30
Sadliers Crossing	52.4
Saibai Island	19
Salisbury (Qld)	61
Saltern Creek	83.3
Samford Valley	63.5
Samford Village	54.4
Samsonvale	65.3
Sandgate (Qld)	51.5
Sandiford	58.4
Sandringham (Qld)	64.4
Sandstone Point	34.6
Sandy Camp	56
Sandy Creek (Qld)	53.8
Sandy Pocket	62.1
Sandy Ridges	54.4
Sarabah	41.5
Sardine	50
Sarina	50.1
Sarina Beach	52.6
Sarina Range	51.5
Saunders Beach	45.7
Saxby	80
Scarborough (Qld)	49.2
Scarness	35.3
Scotchy Pocket	43.5
Scottville	43.6
Scrub Creek	20.8
Scrubby Creek (Blackall-Tambo - Qld)	100
Scrubby Creek (Gympie - Qld)	38.3
Scrubby Mountain	67.7
Seaforth (Qld)	41.4
Seisia	43.7
Selene	45
Selwyn (Qld)	88
Septimus	70.3
Seven Hills (Qld)	66.6
Seventeen Mile	46.2
Seventeen Mile Rocks	72.1
Seventeen Seventy	41.5
Seventy Mile	65.2
Severnlea	53.4
Sexton	46.5
Shailer Park	67
Shannonvale	67.3
Sharon	48.8
Shaw	75.6
Sheep Station Creek	72.7
Shelburne	51.7
Sheldon	59.9
Shell Pocket	40.9
Shelly Beach (Sunshine Coast - Qld)	55.3
Sherwood (Qld)	64.9
Shirbourne	63
Shoal Point	65.7
Shorncliffe	61.3
Shute Harbour	48.2
Silkstone	50.5
Silkwood	48.2
Silky Oak	61.3
Silver Creek	116.7
Silver Ridge	62.4
Silver Spur	69.2
Silver Valley	21.2
Silverdale (Qld)	82.8
Silverleaf	64.3
Silverleigh	80.4
Silverwood	64.3
Simmie	140
Sinnamon Park	61.4
Sippy Downs	51.5
Skyring Reserve	52.9
Slacks Creek	49.2
Slade Point	55.3
Sladevale	55.4
Smithfield (Qld)	61.7
Smithlea	69
Smoky Creek	68.8
Soldiers Hill (Qld)	70.9
Somerset Dam	18.5
Sommariva	66.7
Somme	44.7
South Bingera	49.4
South Brisbane	57.3
South East Nanango	40.3
South Gladstone	56.1
South Innisfail	42.8
South Isis	41.7
South Johnstone	59
South Kolan	51.1
South Mackay	54.9
South Maclean	61.6
South Mission Beach	54.2
South Nanango	34.9
South Ripley	79.9
South Stradbroke	52.6
South Talwood	81.7
South Toowoomba	53.3
South Townsville	56.8
South Yaamba	65.4
Southbrook	59.2
Southedge	57.9
Southern Cross (Qld)	58.7
Southport (Qld)	48.6
Southside	45.4
Southwood	71.7
Speedwell	51.7
Speewah	56.2
Splinter Creek	59.1
Split Yard Creek	70.6
Spreadborough	70
Spring Creek (Banana - Qld)	76.5
Spring Creek (Lockyer Valley - Qld)	18.6
Spring Creek (Toowoomba - Qld)	52.3
Spring Hill (Qld)	60.2
Springbrook	50.5
Springdale (Qld)	81.3
Springfield (Ipswich - Qld)	69.2
Springfield Central	36.8
Springfield Lakes	72.3
Springlands	57.1
Springside (Qld)	74.7
Springsure	62.5
Springvale (Qld)	62.7
Springwood (Qld)	61.1
St Agnes (Qld)	21.1
St Aubyn	100
St George (Qld)	63.4
St Helens (Fraser Coast - Qld)	54
St Helens (Toowoomba - Qld)	47.4
St Helens Beach	39.5
St Kilda (Qld)	42
St Lawrence	45.2
St Lucia	39.8
St Mary	15.5
St Ruth	72.8
Stafford	63.4
Stafford Heights	59.6
Stalworth	30.3
Stamford	64.9
Stanage	34.2
Stanmore (Qld)	59.3
Stanthorpe	43.5
Stanwell	52.3
Stapylton	50.3
Steiglitz (Qld)	54.3
Stewart Creek Valley	28.6
Stewarton (Qld)	65.6
Stockleigh	56.6
Stockton (Qld)	80
Stockyard (Livingstone - Qld)	18.8
Stockyard (Lockyer Valley - Qld)	54.3
Stokes	71.2
Stonehenge (Barcoo - Qld)	57.5
Stonehenge (Toowoomba - Qld)	58.6
Stonelands	76.5
Stoneleigh (Qld)	49.5
Stony Creek (Qld)	46
Storm King	46.1
Stoters Hill	52.3
Stratford (Qld)	67.5
Strathdickie	68.3
Strathpine	56.6
Stretton	56.7
Struck Oil	44.5
Stuart (Qld)	15
Sugarloaf (Southern Downs - Qld)	46.9
Sugarloaf (Whitsunday - Qld)	64.3
Sujeewong	27.3
Summerholm	55.3
Sumner	70.5
Sun Valley (Qld)	60.6
Sundown (Cassowary Coast - Qld)	63.9
Sunny Nook	60
Sunnybank	48.3
