SSC_NAME16	HomeCensusNight	persons
Burrangong	0	18
Burrangong	1	217
Burrapine	0	7
Burrapine	1	53
Burrawang	0	22
Burrawang	1	340
Burrell Creek	0	19
Burrell Creek	1	205
Burren Junction	0	35
Burren Junction	1	245
Burrier	0	5
Burrier	1	40
Burrill Lake	0	122
Burrill Lake	1	1349
Burringbar	0	60
Burringbar	1	796
Burrinjuck	1	19
Burroway	0	8
Burroway	1	117
Burrumbuttock	0	24
Burrumbuttock	1	342
Burrundulla	0	10
Burrundulla	1	138
Burwood (NSW)	0	489
Burwood (NSW)	1	15541
Burwood Heights	0	30
Burwood Heights	1	951
Busby	0	130
Busby	1	4159
Busbys Flat	0	11
Busbys Flat	1	25
Bushells Ridge	1	16
Buttaba	0	79
Buttaba	1	1021
Buttai	0	9
Buttai	1	48
Butterwick	1	139
Buxton (NSW)	0	85
Buxton (NSW)	1	1942
Byabarra	0	16
Byabarra	1	312
Byangum	0	10
Byangum	1	130
Bylong	1	19
Byng	1	50
Byrock	0	5
Byrock	1	44
Byron Bay	0	464
Byron Bay	1	5051
Byrrill Creek	0	3
Byrrill Creek	1	123
Bywong	0	64
Bywong	1	1254
Cabarita (NSW)	0	98
Cabarita (NSW)	1	1859
Cabarita Beach	0	6
Cabarita Beach	1	99
Cabbage Tree Island (Ballina - NSW)	0	3
Cabbage Tree Island (Ballina - NSW)	1	73
Cabbage Tree Island (Mid-Coast - NSW)	1	8
Cabramatta	0	760
Cabramatta	1	21025
Cabramatta West	0	273
Cabramatta West	1	6951
Cabramurra	0	3
Cabramurra	1	29
Caddens	0	23
Caddens	1	1448
Cadgee (NSW)	1	44
Caffreys Flat	1	47
Cairncross	1	3
Calala	0	243
Calala	1	3687
Calamia	0	3
Calamia	1	10
Calderwood	0	7
Calderwood	1	165
Caldwell	0	3
Caldwell	1	32
Calga	0	7
Calga	1	137
Califat	0	3
Califat	1	12
Calimo	0	10
Calimo	1	64
Callaghan	0	47
Callaghan	1	1285
Callaghans Creek	1	7
Callala Bay	0	139
Callala Bay	1	2056
Callala Beach	0	89
Callala Beach	1	714
Calliope (NSW)	0	3
Calliope (NSW)	1	106
Caloola	0	3
Caloola	1	86
Camberwell (NSW)	1	83
Cambewarra	0	23
Cambewarra	1	214
Cambewarra Village	0	57
Cambewarra Village	1	1133
Camboon (NSW)	0	4
Camboon (NSW)	1	34
Cambra	1	30
Cambridge Gardens	0	82
Cambridge Gardens	1	1938
Cambridge Park	0	212
Cambridge Park	1	6510
Camden	0	177
Camden	1	3051
Camden Head	0	12
Camden Head	1	146
Camden Park (NSW)	0	54
Camden Park (NSW)	1	2188
Camden South	0	170
Camden South	1	4368
Cameron Park	0	330
Cameron Park	1	7668
Camerons Creek	0	10
Camerons Creek	1	38
Camira (NSW)	0	3
Camira (NSW)	1	27
Cammeray	0	314
Cammeray	1	6685
Camp Creek (NSW)	1	24
Campbelltown (NSW)	0	489
Campbelltown (NSW)	1	12078
Camperdown (NSW)	0	457
Camperdown (NSW)	1	9883
Campsie	0	612
Campsie	1	23926
Campvale	0	9
Campvale	1	30
Cams Wharf	0	13
Cams Wharf	1	128
Canada Bay	0	46
Canada Bay	1	1196
Canadian Lead	1	11
Canbelego	1	42
Candelo	0	38
Candelo	1	649
Cangai	0	4
Cangai	1	29
Caniaba	0	19
Caniaba	1	640
Canley Heights	0	319
Canley Heights	1	10651
Canley Vale	0	311
Canley Vale	1	9909
Canobolas	0	32
Canobolas	1	446
Canoelands	0	7
Canoelands	1	174
Canonba	0	3
Canonba	1	18
Canowindra	0	115
Canowindra	1	2142
Canterbury (NSW)	0	217
Canterbury (NSW)	1	7011
Canton Beach	0	72
Canton Beach	1	1097
Canyonleigh	0	32
Canyonleigh	1	370
Caparra	0	8
Caparra	1	67
Capeen Creek	1	6
Capertee	0	5
Capertee	1	138
Capoompeta	1	3
Captains Flat	0	40
Captains Flat	1	568
Carabost	0	3
Carabost	1	46
Caragabal	0	20
Caragabal	1	169
Carcalgong	0	3
Carcalgong	1	37
Carcoar	0	27
Carcoar	1	270
Cardiff (NSW)	0	252
Cardiff (NSW)	1	5571
Cardiff Heights	0	46
Cardiff Heights	1	1390
Cardiff South	0	122
Cardiff South	1	2710
Carey Bay	0	71
Carey Bay	1	826
Cargo	0	31
Cargo	1	565
Carinda	0	7
Carinda	1	153
Caringbah	0	485
Caringbah	1	11175
Caringbah South	0	447
Caringbah South	1	11793
Carlaminda	0	7
Carlaminda	1	30
Carlingford	0	657
Carlingford	1	23738
Carlton (NSW)	0	266
Carlton (NSW)	1	10452
Carnes Hill	0	34
Carnes Hill	1	2011
Carnham	1	11
Carool	0	6
Carool	1	160
Caroona	0	12
Caroona	1	186
Carrabolla	1	9
Carramar (NSW)	0	122
Carramar (NSW)	1	3428
Carrathool	0	17
Carrathool	1	217
Carrick (NSW)	0	10
Carrick (NSW)	1	127
Carrington (Mid-Coast - NSW)	0	3
Carrington (Mid-Coast - NSW)	1	25
Carrington (Newcastle - NSW)	0	133
Carrington (Newcastle - NSW)	1	1794
Carrington Falls	0	3
Carrington Falls	1	20
Carroll	0	31
Carroll	1	312
Carrowbrook	0	3
Carrowbrook	1	31
Carrs Creek	0	4
Carrs Creek	1	129
Carrs Island	0	3
Carrs Island	1	10
Carrs Peninsula	0	4
Carrs Peninsula	1	19
Carss Park	0	31
Carss Park	1	1221
Cartwright	0	59
Cartwright	1	2312
Cartwrights Hill	0	9
Cartwrights Hill	1	181
Carwell	1	15
Carwoola	0	57
Carwoola	1	1372
Cascade (NSW)	1	5
Casino	0	529
Casino	1	10381
Cassilis (NSW)	0	6
Cassilis (NSW)	1	296
Castle Cove	0	93
Castle Cove	1	2469
Castle Doyle	0	5
Castle Doyle	1	154
Castle Hill (NSW)	0	1119
Castle Hill (NSW)	1	38472
Castle Rock	0	12
Castle Rock	1	163
Castlecrag	0	145
Castlecrag	1	2796
Castlereagh	0	50
Castlereagh	1	1118
Casuarina (NSW)	0	124
Casuarina (NSW)	1	2558
Casula	0	393
Casula	1	15269
Catalina	0	144
Catalina	1	2186
Cataract	1	8
Cathcart (NSW)	0	11
Cathcart (NSW)	1	106
Catherine Field	0	59
Catherine Field	1	1602
Catherine Hill Bay	0	6
Catherine Hill Bay	1	157
Cathundral	1	46
Cattai	0	33
Cattai	1	764
Cattle Creek (NSW)	0	4
Cattle Creek (NSW)	1	33
Cavan (NSW)	1	47
Caves Beach	0	222
Caves Beach	1	3828
Cawdor (NSW)	0	17
Cawdor (NSW)	1	419
Cawongla	0	7
Cawongla	1	179
Cecil Hills	0	198
Cecil Hills	1	6820
Cecil Park	0	15
Cecil Park	1	758
Cedar Brush Creek	1	109
Cedar Creek (Cessnock - NSW)	1	34
Cedar Creek (Tweed - NSW)	0	3
Cedar Creek (Tweed - NSW)	1	19
Cedar Party	0	18
Cedar Party	1	346
Cedar Point	0	4
Cedar Point	1	169
Centennial Park (NSW)	0	128
Centennial Park (NSW)	1	2248
Central Colo	1	24
Central Macdonald	0	3
Central Macdonald	1	49
Central Mangrove	0	8
Central Mangrove	1	257
Central Tilba	0	22
Central Tilba	1	262
Cessnock	0	708
Cessnock	1	14470
Chain Valley Bay	0	156
Chain Valley Bay	1	2305
Chakola	1	47
Chambigne	0	6
Chambigne	1	49
Charbon	0	4
Charbon	1	121
Charles Sturt University	1	337
Charlestown (NSW)	0	608
Charlestown (NSW)	1	12301
Charleys Forest	0	9
Charleys Forest	1	58
Charlotte Bay	0	18
Charlotte Bay	1	158
Charlton (NSW)	1	23
Charmhaven	0	123
Charmhaven	1	2424
Chatham Valley	0	4
Chatham Valley	1	25
Chatsbury	0	9
Chatsbury	1	80
Chatswood	0	681
Chatswood	1	24233
Chatswood West	0	62
Chatswood West	1	1437
Chatsworth (NSW)	0	14
Chatsworth (NSW)	1	151
Cheero Point	1	84
Cheltenham (NSW)	0	78
Cheltenham (NSW)	1	2166
Cherry Tree Hill	0	3
Cherry Tree Hill	1	64
Cherrybrook	0	432
Cherrybrook	1	18338
Chester Hill	0	344
Chester Hill	1	12467
Chichester (NSW)	1	29
Chifley (NSW)	0	108
Chifley (NSW)	1	3128
Chilcotts Creek	1	3
Chilcotts Grass	0	14
Chilcotts Grass	1	213
Chillingham	0	6
Chillingham	1	221
Chinderah	0	106
Chinderah	1	1458
Chinnock	1	21
Chippendale	0	317
Chippendale	1	8305
Chipping Norton	0	268
Chipping Norton	1	8734
Chisholm (NSW)	0	53
Chisholm (NSW)	1	1414
Chiswick	0	118
Chiswick	1	2812
Chittaway Bay	0	101
Chittaway Bay	1	1926
Chittaway Point	0	25
Chittaway Point	1	916
Chowan Creek	0	7
Chowan Creek	1	32
Church Point	0	49
Church Point	1	942
Clandulla	0	8
Clandulla	1	183
Clare (NSW)	1	17
Claremont Meadows	0	139
Claremont Meadows	1	4642
Clarence	0	14
Clarence	1	185
Clarence Town	0	104
Clarence Town	1	1889
Clarendon (NSW)	0	11
Clarendon (NSW)	1	109
Clarenza	0	46
Clarenza	1	503
Clareville	0	38
Clareville	1	703
Claymore	0	143
Claymore	1	2505
Clear Creek	0	4
Clear Creek	1	110
Clear Range	0	4
Clear Range	1	27
Clearfield	1	10
Clemton Park	0	39
Clemton Park	1	1627
Clergate	0	6
Clergate	1	201
Cleveland (NSW)	1	21
Clifden	1	24
Cliftleigh	0	34
Cliftleigh	1	848
Clifton (NSW)	0	3
Clifton (NSW)	1	23
Clifton Grove	0	46
Clifton Grove	1	804
Clontarf (NSW)	0	77
Clontarf (NSW)	1	1659
Clothiers Creek	0	11
Clothiers Creek	1	271
Clouds Creek	1	3
Clovelly	0	206
Clovelly	1	4531
Clunes (NSW)	0	32
Clunes (NSW)	1	829
Clybucca	0	8
Clybucca	1	138
Clyde (NSW)	0	6
Clydesdale (NSW)	1	78
Coal Point	0	150
Coal Point	1	1572
Coalcliff	0	19
Coalcliff	1	176
Coaldale	1	61
Coasters Retreat	0	9
Coasters Retreat	1	37
Cobaki	0	15
Cobaki	1	190
Cobaki Lakes	0	5
Cobaki Lakes	1	32
Cobar	0	282
Cobar	1	3700
Cobar Park	0	6
Cobar Park	1	35
Cobargo	0	56
Cobargo	1	720
Cobark	1	41
Cobbadah	1	90
Cobbitty	0	76
Cobbitty	1	1994
Cobramunga	0	3
Cobramunga	1	30
Cockwhy	1	17
Codrington (NSW)	0	5
Codrington (NSW)	1	67
Coffee Camp	0	10
Coffee Camp	1	208
Coffs Harbour	0	1526
Coffs Harbour	1	24230
Coggan	1	4
Cogra Bay	1	12
Coila	0	7
Coila	1	40
Coldstream (NSW)	1	48
Coleambally	0	116
Coleambally	1	1217
Colebee	0	29
Colebee	1	1901
Coledale	0	97
Coledale	1	1165
Colinroobie	1	63
Colinton (NSW)	0	7
Colinton (NSW)	1	121
Collarenebri	0	65
Collarenebri	1	585
Collaroy (NSW)	0	383
Collaroy (NSW)	1	7480
Collaroy Plateau	0	155
Collaroy Plateau	1	4616
Collector	0	8
Collector	1	306
Collendina	0	4
Collendina	1	100
Collerina	0	3
Collerina	1	46
Collie (NSW)	0	10
Collie (NSW)	1	179
Collingullie	0	14
Collingullie	1	210
Collingwood (NSW)	1	45
Collins Creek	0	7
Collins Creek	1	121
Collombatti	0	45
Collombatti	1	608
Colly Blue	1	31
Colo (Bathurst Regional - NSW)	1	3
Colo (Hawkesbury - NSW)	0	7
Colo (Hawkesbury - NSW)	1	53
Colo Heights	0	20
Colo Heights	1	314
Colo Vale	0	85
Colo Vale	1	1535
Colyton	0	357
Colyton	1	8078
Comara	0	3
Comara	1	15
Combaning	0	8
Combaning	1	97
Combara	1	77
Comberton	0	3
Comberton	1	24
Comboyne	0	32
Comboyne	1	422
Come By Chance	0	4
Come By Chance	1	124
Comerong Island	0	4
Comerong Island	1	11
Commissioners Creek	1	63
Como (NSW)	0	145
Como (NSW)	1	3829
Comobella	0	3
Comobella	1	57
Conargo	1	123
Concord	0	434
Concord	1	14097
Concord West	0	192
Concord West	1	5724
Condell Park	0	313
Condell Park	1	11259
Condobolin	0	211
Condobolin	1	3281
Condong	0	19
Condong	1	293
Coneac	1	21
Congarinni	0	16
Congarinni	1	302
Congarinni North	0	23
Congarinni North	1	355
Congewai	0	16
Congewai	1	169
Congo	0	18
Congo	1	221
Conimbia	1	12
Coniston	0	123
Coniston	1	2151
Conjola	0	21
Conjola	1	127
Conjola Park	0	31
Conjola Park	1	316
Connells Point	0	77
Connells Point	1	2746
Constitution Hill	0	136
Constitution Hill	1	3829
Coogee (NSW)	0	679
Coogee (NSW)	1	14533
Cookamidgera	0	15
Cookamidgera	1	148
Cookardinia	0	7
Cookardinia	1	65
Cooks Gap	0	29
Cooks Gap	1	508
Cooks Hill	0	303
Cooks Hill	1	3314
Cooks Myalls	1	46
Coolabah	0	12
Coolabah	1	60
Coolac	0	24
Coolac	1	189
Coolagolite	0	28
Coolagolite	1	249
Coolah	0	132
Coolah	1	1159
Coolamon	0	134
Coolamon	1	2065
Coolangatta (NSW)	0	27
Coolangatta (NSW)	1	303
Coolatai	0	12
Coolatai	1	115
Cooleys Creek	1	8
Coolgardie (NSW)	0	8
Coolgardie (NSW)	1	114
Coolongolook	0	33
Coolongolook	1	355
Coolringdon	1	62
Coolumbooka	1	4
Cooma (NSW)	0	425
Cooma (NSW)	1	6258
Coomba Bay	0	13
Coomba Bay	1	107
Coomba Park	0	54
Coomba Park	1	564
Coombadjha	1	18
Coombell	1	24
Coomealla	0	50
Coomealla	1	780
Coomoo Coomoo	0	3
Coomoo Coomoo	1	10
Coonabarabran	0	251
Coonabarabran	1	3037
Coonamble	0	166
Coonamble	1	2581
Coongbar	1	3
Cooperabung	0	6
Cooperabung	1	292
Coopernook	0	37
Coopernook	1	503
Coopers Gully	0	3
Coopers Gully	1	160
Coopers Shoot	0	16
Coopers Shoot	1	251
Cooplacurripa	1	12
Coorabell	0	32
Coorabell	1	386
Cooranbong	0	310
Cooranbong	1	5141
Cootamundra	0	453
Cootamundra	1	6334
Cootralantra	0	9
Cootralantra	1	84
Cooyal	0	4
Cooyal	1	109
Copacabana	0	165
Copacabana	1	2568
Cope	0	6
Cope	1	118
Copeland	0	8
Copeland	1	55
Copeton	1	46
Copmanhurst	0	16
Copmanhurst	1	287
Coppabella (NSW)	0	4
Coppabella (NSW)	1	11
Copperhannia	1	3
Coraki	0	60
Coraki	1	1219
Coralville	0	6
Coralville	1	140
Coramba	0	53
Coramba	1	760
Corang	0	3
Corang	1	9
Corangula	0	3
Corangula	1	21
Corbie Hill	0	9
Corbie Hill	1	228
Cordeaux Heights	0	136
Cordeaux Heights	1	4424
Coree	1	36
Coreen	0	5
Coreen	1	103
Corindi Beach	0	117
Corindi Beach	1	1566
Corinella (NSW)	0	6
Corinella (NSW)	1	66
Corlette	0	356
Corlette	1	5002
Corndale (NSW)	0	13
Corndale (NSW)	1	311
Corney Town	0	3
Corney Town	1	74
Cornwallis	0	9
Cornwallis	1	48
Corobimilla	0	7
Corobimilla	1	64
Corowa	0	379
Corowa	1	5100
Corrabare	1	9
Corrimal	0	272
Corrimal	1	6249
Corrong	1	3
Corrowong	1	11
Corunna	0	3
Corunna	1	56
Cottage Point	0	14
Cottage Point	1	86
Cottonvale (NSW)	1	24
Cougal	0	4
Cougal	1	33
Countegany	1	27
Courabyra	0	9
Courabyra	1	92
Couradda	0	5
Couradda	1	53
Couragago	1	5
Couridjah	0	23
Couridjah	1	280
Coutts Crossing	0	44
Coutts Crossing	1	1020
Cow Flat	0	11
Cow Flat	1	55
Cowabbie	1	16
Cowan	0	23
Cowan	1	630
Cowper	0	6
Cowper	1	84
Cowra	0	576
Cowra	1	9486
Coxs Creek	0	6
Coxs Creek	1	47
Coxs Crown	1	13
Crabbes Creek	0	16
Crabbes Creek	1	280
Crackenback	0	22
Crackenback	1	172
Craigie (NSW)	0	10
Craigie (NSW)	1	19
Cranebrook	0	496
Cranebrook	1	15266
Crangan Bay	1	3
Craven	0	3
Craven	1	111
Craven Plateau	1	4
Crawford River	0	4
Crawford River	1	41
Crawney	0	5
Crawney	1	29
Creewah	0	3
Creewah	1	32
Cremorne (NSW)	0	472
Cremorne (NSW)	1	10753
Cremorne Point	0	119
Cremorne Point	1	2290
Crescent Head	0	95
Crescent Head	1	1435
Crestwood	0	190
Crestwood	1	4409
Cringila	0	73
Cringila	1	2121
Croki	0	5
Croki	1	45
Cromer (NSW)	0	245
Cromer (NSW)	1	7349
Cronulla	0	959
Cronulla	1	17112
Crooble	0	11
Crooble	1	50
Croobyar	0	12
Croobyar	1	145
Crooked Corner	0	3
Crooked Corner	1	53
Crookwell	0	138
Crookwell	1	2498
Croom	0	10
Croom	1	102
Croppa Creek	0	16
Croppa Creek	1	102
Cross Roads (NSW)	1	16
Crosslands	0	15
Crosslands	1	556
Croudace Bay	0	43
Croudace Bay	1	532
Crowdy Bay National Park	1	3
Crowdy Head	0	6
Crowdy Head	1	65
Crows Nest (NSW)	0	242
Crows Nest (NSW)	1	4555
Crowther	1	55
Croydon (NSW)	0	305
Croydon (NSW)	1	10310
Croydon Park (NSW)	0	306
Croydon Park (NSW)	1	10708
Crudine	0	3
Crudine	1	66
Cryon	1	43
Crystal Creek (NSW)	0	6
Crystal Creek (NSW)	1	249
Cubba	1	30
Cudal	0	43
Cudal	1	511
Cudgegong	1	43
Cudgel	1	32
Cudgen	0	41
Cudgen	1	809
Cudgera Creek	0	11
Cudgera Creek	1	318
Cudmirrah	0	26
Cudmirrah	1	248
Culburra Beach	0	249
Culburra Beach	1	2633
Culcairn	0	103
Culcairn	1	1371
Cullen Bullen	0	17
Cullen Bullen	1	263
Cullenbone	1	35
Cullendore	1	19
Cullerin	1	38
Cullivel	1	15
Culmaran Creek	1	10
Cumbalum	0	68
Cumbalum	1	1456
Cumbandry	1	15
Cumberland Reach	0	8
Cumberland Reach	1	174
Cumbo	1	11
Cumborah	0	12
Cumborah	1	231
Cumnock	0	19
Cumnock	1	423
Cundle Flat	1	11
Cundletown	0	93
Cundletown	1	1963
Cundumbul	1	33
Cunjurong Point	0	3
Cunjurong Point	1	66
Cunningar	0	17
Cunningar	1	126
Cunninyeuk	0	3
Cunninyeuk	1	33
Curban	0	7
Curban	1	118
Curl Curl	0	113
Curl Curl	1	2299
Curlew Waters	1	14
Curlewis (NSW)	0	55
Curlewis (NSW)	1	718
Curlwaa	0	28
Curlwaa	1	364
Curra Creek	0	8
Curra Creek	1	62
Currabubula	0	21
Currabubula	1	313
Curramore (NSW)	0	17
Curramore (NSW)	1	175
Currans Hill	0	174
Currans Hill	1	5139
Currarong	0	73
Currarong	1	382
Currawang	0	13
Currawang	1	174
Currawarna	0	9
Currawarna	1	182
Curraweela	1	40
Curricabark	1	11
Currowan	1	57
Cuttabri	0	8
Cuttabri	1	33
Cuttagee	0	9
Cuttagee	1	49
Dabee	0	3
Dabee	1	34
Daceyville	0	35
Daceyville	1	1171
Dairy Arm	0	3
Dairy Arm	1	20
Dairy Flat	1	17
Dairymans Plains	1	154
Daleys Point	0	26
Daleys Point	1	657
Dalgety	0	19
Dalgety	1	185
Dalmeny	0	112
Dalmeny	1	1825
Dalmorton	1	4
Dalswinton	0	6
Dalswinton	1	50
Dalton	0	17
Dalton	1	181
Dalwood (Ballina - NSW)	0	8
Dalwood (Ballina - NSW)	1	227
Dalwood (Singleton - NSW)	0	8
Dalwood (Singleton - NSW)	1	104
Dandaloo	1	37
Dandry	0	10
Dandry	1	86
Dangar Island	0	19
Dangar Island	1	278
Dangarsleigh	0	19
Dangarsleigh	1	134
Dangelong	1	6
Dapto	0	438
Dapto	1	10293
Darawank	0	13
Darawank	1	385
Darbalara	0	4
Darbalara	1	48
Darbys Falls	0	16
Darbys Falls	1	229
Dareton	0	32
Dareton	1	471
Dargan	0	13
Dargan	1	81
Dark Corner	0	3
Dark Corner	1	19
Darkes Forest	0	12
Darkes Forest	1	102
Darkwood	0	18
Darkwood	1	163
Darling Point	0	197
Darling Point	1	3994
Darlinghurst	0	532
Darlinghurst	1	10785
Darlington (Singleton - NSW)	0	24
Darlington (Singleton - NSW)	1	346
Darlington (Sydney - NSW)	0	150
Darlington (Sydney - NSW)	1	2945
Darlington Point	0	57
Darlington Point	1	1101
Darlow	1	32
Dartbrook	0	4
Dartbrook	1	107
Daruka	0	46
Daruka	1	735
Davidson	0	119
Davidson	1	2724
Davis Creek	1	17
Davistown	0	174
Davistown	1	2317
Dawes Point	0	43
Dawes Point	1	320
Daysdale	0	5
Daysdale	1	91
Dean Park	0	72
Dean Park	1	3149
Deauville	0	7
Deauville	1	24
Debenham	1	7
Dee Why	0	783
Dee Why	1	20735
Deep Creek (Clarence Valley - NSW)	1	9
Deep Creek (Kempsey - NSW)	0	4
Deep Creek (Kempsey - NSW)	1	83
Deep Creek (Kyogle - NSW)	1	31
Deepwater (NSW)	0	39
Deepwater (NSW)	1	393
Deer Vale	0	10
Deer Vale	1	153
Delegate	0	25
Delegate	1	332
Delungra	0	29
Delungra	1	615
Denham Court	0	48
Denham Court	1	1934
Denhams Beach	0	49
Denhams Beach	1	598
Deniliquin	0	569
Deniliquin	1	7297
Denistone	0	113
Denistone	1	3637
Denistone East	0	96
Denistone East	1	2150
Denistone West	0	21
Denistone West	1	907
Denman	0	82
Denman	1	1707
Depot Beach	1	21
Derriwong	1	38
Deua River Valley	0	7
Deua River Valley	1	69
Devils Hole	1	18
Dewitt	1	12
Dharruk	0	72
Dharruk	1	2705
Dhulura	1	47
Dhuragoon	1	26
Diamond Beach	0	65
Diamond Beach	1	821
Diamond Head	1	3
Diehard	0	3
Diehard	1	41
Diggers Camp	0	5
Diggers Camp	1	9
Dignams Creek	0	9
Dignams Creek	1	76
Dilkoon	0	4
Dilkoon	1	47
Dilpurra	1	24
Dinoga	0	4
Dinoga	1	56
Dirnaseer	0	3
Dirnaseer	1	76
Dirty Creek	1	88
Dobies Bight	0	6
Dobies Bight	1	123
Doctor George Mountain	0	9
Doctor George Mountain	1	47
Doctors Gap	0	3
Doctors Gap	1	29
Dog Rocks	1	5
Dolans Bay	0	19
Dolans Bay	1	578
Dolls Point	0	74
Dolls Point	1	1586
Dollys Flat	0	5
Dollys Flat	1	68
Dolphin Point	0	38
Dolphin Point	1	168
Dombarton	1	138
Donald Creek	0	3
Donald Creek	1	26
Dondingalong	0	33
Dondingalong	1	631
Doon Doon	0	7
Doon Doon	1	88
Doonbah	0	38
Doonbah	1	206
Doonside	0	445
Doonside	1	13004
Dooralong	0	13
Dooralong	1	341
Dora Creek	0	109
Dora Creek	1	1529
Dorrigo	0	81
Dorrigo	1	1107
Dorrigo Mountain	0	4
Dorrigo Mountain	1	92
Dorroughby	0	5
Dorroughby	1	129
Double Bay	0	266
Double Bay	1	4384
Doubtful Creek	0	3
Doubtful Creek	1	136
Douglas Park	0	53
Douglas Park	1	1308
Dover Heights	0	124
Dover Heights	1	3684
Downside	0	3
Downside	1	120
Doyalson	0	9
Doyalson	1	299
Doyalson North	0	32
Doyalson North	1	351
Doyles Creek	0	3
Doyles Creek	1	41
Drake	0	24
Drake	1	313
Drildool	1	18
Dripstone	0	9
Dripstone	1	67
Drummoyne	0	561
Drummoyne	1	11381
Dry Creek (NSW)	1	36
Dry Plain	0	4
Dry Plain	1	34
Dubbo	0	2418
Dubbo	1	36529
Duck Creek	0	4
Duck Creek	1	54
Duckenfield	0	7
Duckenfield	1	98
Duckmaloi	1	50
Dudley	0	157
Dudley	1	2254
Duffys Forest	0	17
Duffys Forest	1	463
Dulguigan	1	127
Dulwich Hill	0	505
Dulwich Hill	1	13213
Dum Dum	0	9
Dum Dum	1	112
Dumaresq	0	4
Dumaresq	1	78
Dumaresq Island	1	62
Dumaresq Valley	1	41
Dunbible	0	11
Dunbible	1	341
Dunbogan	0	73
Dunbogan	1	930
Duncans Creek	1	51
Dundas (NSW)	0	123
Dundas (NSW)	1	4609
Dundas Valley	0	165
Dundas Valley	1	5246
Dundee	0	9
Dundee	1	142
Dundurrabin	0	9
Dundurrabin	1	90
Dunedoo	0	62
Dunedoo	1	1151
Dungarubba	0	5
Dungarubba	1	59
Dungay	0	10
Dungay	1	211
Dungeree	1	3
Dungog	0	135
Dungog	1	1890
Dungowan	0	32
Dungowan	1	370
Dunkeld (NSW)	0	3
Dunkeld (NSW)	1	40
Dunmore (NSW)	0	13
Dunmore (NSW)	1	192
Dunolly (NSW)	1	89
Dunoon	0	42
Dunoon	1	638
Duns Creek	0	30
Duns Creek	1	516
Dunville Loop	0	3
Dunville Loop	1	11
Dural (Hornsby - NSW)	0	275
Dural (Hornsby - NSW)	1	7296
Duramana	0	9
Duramana	1	202
Duranbah	0	20
Duranbah	1	220
Duri	0	27
Duri	1	502
Duroby	0	3
Duroby	1	59
Durran Durra	0	5
Durran Durra	1	100
Durras North	0	5
Durras North	1	20
Durren Durren	0	3
Durren Durren	1	73
Dyers Crossing	0	9
Dyers Crossing	1	326
Dyraaba	0	4
Dyraaba	1	92
Dyrring	0	5
Dyrring	1	88
Eagle Vale	0	178
Eagle Vale	1	5612
Eagleton	0	23
Eagleton	1	191
Earlwood	0	556
Earlwood	1	17181
East Albury	0	397
East Albury	1	5704
East Ballina	0	377
East Ballina	1	5191
East Branxton	0	67
East Branxton	1	1747
East Coraki	0	7
East Coraki	1	203
East Corrimal	0	202
East Corrimal	1	3199
East Gosford	0	172
East Gosford	1	4063
East Gresford	0	19
East Gresford	1	286
East Hills	0	123
East Hills	1	3081
East Jindabyne	0	55
East Jindabyne	1	639
East Kangaloon	0	7
East Kangaloon	1	79
East Kempsey	0	77
East Kempsey	1	1275
East Killara	0	100
East Killara	1	2872
East Kurrajong	0	43
East Kurrajong	1	2153
East Lindfield	0	147
East Lindfield	1	3569
East Lismore	0	256
East Lismore	1	4732
East Lynne	1	98
East Maitland	0	573
East Maitland	1	11206
East Ryde	0	80
East Ryde	1	2373
East Seaham	0	12
East Seaham	1	318
East Tamworth	0	379
East Tamworth	1	4967
East Wagga Wagga	0	6
East Wagga Wagga	1	231
East Wardell	0	12
East Wardell	1	296
Eastern Creek	0	22
Eastern Creek	1	804
Eastgardens	0	13
Eastgardens	1	848
Eastlakes	0	180
Eastlakes	1	6737
Eastwood (NSW)	0	469
Eastwood (NSW)	1	17402
Eatonsville	0	13
Eatonsville	1	209
Ebenezer (NSW)	0	40
Ebenezer (NSW)	1	953
Ebor	0	9
Ebor	1	152
Eccleston	0	5
Eccleston	1	32
Eden	0	236
Eden	1	2910
Eden Creek	0	6
Eden Creek	1	146
Edensor Park	0	243
Edensor Park	1	9531
Edenville	0	6
Edenville	1	74
Edgecliff	0	94
Edgecliff	1	2486
Edgeroi	0	7
Edgeroi	1	104
Edgeworth	0	281
Edgeworth	1	5924
Edith (NSW)	1	94
Edmondson Park	0	50
Edmondson Park	1	2224
Eenaweena	0	3
Eenaweena	1	12
Eglinton (NSW)	0	83
Eglinton (NSW)	1	2168
Eighteen Mile	1	3
Elands	0	19
Elands	1	192
Elanora Heights	0	152
Elanora Heights	1	4210
Elcombe	1	32
Elderslie (Camden - NSW)	0	192
Elderslie (Camden - NSW)	1	5809
Elderslie (Singleton - NSW)	1	125
Eleebana	0	324
Eleebana	1	5439
Elermore Vale	0	229
Elermore Vale	1	5302
Elizabeth Bay	0	270
Elizabeth Bay	1	4943
Elizabeth Beach	0	19
Elizabeth Beach	1	199
Elizabeth Hills	0	39
Elizabeth Hills	1	2495
Ellalong	0	61
Ellalong	1	1042
Elland	0	12
Elland	1	321
Ellangowan (NSW)	0	17
Ellangowan (NSW)	1	309
Ellenborough	0	12
Ellenborough	1	180
Ellerslie (Snowy Valleys - NSW)	1	52
Ellerslie (Wentworth - NSW)	1	81
Ellerston	0	3
Ellerston	1	127
Ellis Lane	0	36
Ellis Lane	1	819
Elong Elong	0	7
Elong Elong	1	111
