SSC_NAME16	labourForceParticipation
Yarranbella	53
Yarras (Bathurst Regional - NSW)	50
Yarras (Port Macquarie-Hastings - NSW)	69.8
Yarravel	52
Yarrawa	70.1
Yarrawarrah	71.3
Yarrawonga (NSW)	47.5
Yarrawonga Park	55
Yarrie Lake	52.5
Yarrow	100
Yarrowford	61.9
Yarrowitch	49
Yarrowyck	56.3
Yass	59.2
Yass River	73.9
Yathella	83
Yattalunga (NSW)	64.6
Yatte Yattah	56.6
Yaven Creek	72.5
Yelgun	57.1
Yellow Dam	21.4
Yellow Pinch	65
Yellow Rock (Blue Mountains - NSW)	71.7
Yellow Rock (Shellharbour - NSW)	62.1
Yenda (NSW)	63.5
Yennora	34.1
Yeoval	46.3
Yerong Creek	48.5
Yerrinbool	65.7
Yerriyong	55
Yessabah	53.6
Yetholme	62.2
Yetman	55
Yippin Creek	55.4
Yoogali	63.7
Yorklea	58.2
Young	53.2
Yowie Bay	64.6
Yowrie	51.1
Yullundry	88.9
Zara	46.2
Zetland	60.7
No usual address (NSW)	37
Migratory - Offshore - Shipping (NSW)	34.8
Abbotsford (Vic.)	72.5
Aberfeldie	69.5
Acheron	52.8
Adams Estate	43.5
Addington	71.7
Adelaide Lead	59.6
Agnes	48.1
Aireys Inlet	54.5
Airly	68.4
Airport West	59.4
Albanvale	51.8
Albert Park (Vic.)	61.8
Alberton (Vic.)	53.6
Alberton West	60.6
Albion (Vic.)	56.8
Alexandra (Vic.)	49.9
Alfredton	66.5
Allambee	78.9
Allambee Reserve	40.8
Allambee South	49.3
Allans Flat	64.9
Allansford	65.6
Allendale	58.3
Allestree	54.9
Alma (Vic.)	52.5
Almonds	71.4
Almurta	65.9
Alphington	69.8
Altona (Vic.)	60.2
Altona Meadows	60.6
Altona North	50.7
Alvie	53.7
Amherst	40.7
Amphitheatre	46.3
Anakie	61.5
Ancona	54.2
Anderson	52.2
Anglers Rest	47.4
Anglesea	55
Annuello	47.8
Antwerp	41.7
Apollo Bay (Vic.)	54.8
Appin (Vic.)	27.3
Appin South	88
Apsley (Vic.)	62.7
Ararat	48.6
Arawata	68.6
Arcadia (Vic.)	75.3
Arcadia South	67.7
Archdale	30.4
Archdale Junction	140
Archerton	64.3
Archies Creek	55
Ardeer	56
Ardmona	65.3
Areegra	46.7
Argyle (Vic.)	43
Armadale (Vic.)	65.5
Armstrong	55.1
Armstrong Creek (Vic.)	77.5
Arnold (Vic.)	67.4
Arnold West	33.3
Arthurs Creek	57.8
Arthurs Seat	60.5
Ascot (Ballarat - Vic.)	64.9
Ascot (Greater Bendigo - Vic.)	64.1
Ascot Vale	67.2
Ashbourne (Vic.)	66.7
Ashburton	63.6
Ashwood	59
Aspendale	67
Aspendale Gardens	67.4
Athlone	67.9
Attwood	70.1
Aubrey	30
Auchmore	100
Avalon	48
Avenel	59
Avoca (Vic.)	43.5
Avon Plains	57.1
Avondale Heights	52
Avonmore	89.7
Avonsleigh	67.8
Axe Creek	66.3
Axedale	63
Ayrford	69.7
Bacchus Marsh	54.1
Baddaginnie	60.3
Badger Creek	60.7
Bael Bael	100
Bagshot	70.9
Bagshot North	60
Bahgallah	54.3
Bailieston	64.5
Bairnsdale	49.2
Bakery Hill	62.7
Balaclava (Vic.)	71.4
Bald Hills (Vic.)	62.4
Balintore	60.4
Ballan	55.8
Ballangeich	67.3
Ballapur	112.5
Ballarat Central	61.5
Ballarat East	51.8
Ballarat North	56.1
Ballendella	58.3
Balliang	54.6
Balliang East	60.9
Ballyrogan	66.7
Balmattum	64.9
Balmoral (Vic.)	57.9
Balnarring	60.4
Balnarring Beach	44.6
Balook	75
Balwyn	56.8
Balwyn North	59.8
Bamawm	64
Bamawm Extension	62.1
Bambra	67.1
Bamganie	82.9
Bandiana	77.5
Bangerang	60.5
Bangholme	24.2
Bannerton	79.3
Bannockburn (Vic.)	65.6
Banyan	47.8
Banyena	68
Baranduda	63.9
Barfold	61
Baringhup	49.4
Baringhup West	80
Barjarg	56.9
Barkers Creek	60.2
Barkly (Vic.)	35.1
Barkstead	62.9
Barmah	41.8
Barnadown	70
Barnawartha	72.7
Barnawartha North	72.2
Baromi	62.9
Barongarook	65.6
Barongarook West	59.3
Barrabool	63.8
Barrakee	60
Barramunga	114.3
Barraport	95.2
Barraport West	27.3
Barrys Reef	50
Barunah Park	57.1
Barunah Plains	100
Barwidgee	51.7
Barwite	59.8
Barwon Downs	68.5
Barwon Heads	61.5
Basalt (Vic.)	37.5
Bass	58.3
Batesford	68.3
Bathumi	61.2
Baw Baw Village	87
Baxter	64.8
Bayindeen	64.7
Bayles	61.8
Baynton (Vic.)	62.6
Bayswater (Vic.)	61
Bayswater North	65.6
Beaconsfield (Vic.)	71.1
Beaconsfield Upper	68.5
Bealiba	32
Bearii	32.8
Bears Lagoon	56.6
Beauchamp	88
Beaufort (Vic.)	44.4
Beaumaris (Vic.)	61.3
Beazleys Bridge	75
Beeac	56.4
Beech Forest	59.5
Beechworth	53.6
Beenak	66.7
Belgrave	69.8
Belgrave Heights	69.9
Belgrave South	67.4
Bell Park	54.8
Bell Post Hill	54.1
Bellarine	47.9
Bellbrae	54.5
Bellbridge	60.4
Bellellen	80.4
Bellfield (Banyule - Vic.)	59.1
Bells Beach	62.2
Belmont (Vic.)	59.1
Bemm River	43.5
Bena	60.3
Benalla	48.6
Benambra	59.4
Benayeo	75.9
Bend Of Islands	62.1
Bendigo	58.7
Bendoc	47.5
Bengworden	79.6
Benjeroop	57.1
Benloch	55.1
Bennison	72.5
Bentleigh	64.7
Bentleigh East	63.8
Benwerrin	60
Beremboke	74.2
Berrimal	48.7
Berringa	40
Berringama	35.3
Berriwillock	47.3
Berrybank	42.1
Berrys Creek	66.4
Berwick	66.4
Bessiebelle	55.8
Bet Bet	39.2
Bete Bolong	67.1
Bete Bolong North	166.7
Bethanga	66.2
Betley	30.3
Beulah (Vic.)	47.6
Beverford	59.2
Beveridge	67.6
Big Hill (Greater Bendigo - Vic.)	63.6
Big Hill (Surf Coast - Vic.)	19.2
Big Pats Creek	39.3
Biggara	78.8
Bimbourie	111.1
Bindi	47.7
Binginwarri	60.7
Birchip	50.4
Birchip West	100
Birdwoodton	65.8
Birregurra	60.6
Bittern	63.9
Black Hill (Vic.)	60.2
Black Range (Vic.)	45.2
Black Rock (Vic.)	59.6
Blackburn	61.9
Blackburn North	61.8
Blackburn South	56.7
Blackwarry	54.2
Blackwood (Vic.)	56
Blairgowrie	43.3
Blakeville	75
Blampied	71.6
Blind Bight	67.6
Blowhard	70.5
Bo Peep	65
Bobinawarrah	74.3
Bochara	56.1
Bogong	100
Boho	86
Boho South	58.2
Boigbeat	80
Boinka	66.7
Boisdale	64.3
Bolinda	56.9
Bolton	36.4
Bolwarra (Vic.)	59.2
Bolwarrah	61.9
Bona Vista	76
Bonang	51.1
Bonbeach	62.7
Bonegilla	80.6
Boneo	60.9
Bonn	76.9
Bonnie Doon (Vic.)	50.9
Bonshaw (Vic.)	73.9
Bookaar	65.2
Boolarong	46.7
Boolarra	54
Boolarra South	64
Boolite	82.6
Boomahnoomoonah	63.6
Boonah (Vic.)	50
Boorcan	76.6
Boorhaman	57.4
Boorhaman East	83.3
Boorhaman North	83.9
Boorolite	55.9
Boorool	53.8
Boort	45.5
Boosey	58
Boralma	74.1
Bornes Hill	42.3
Boronia	62.5
Borung	39.1
Bostocks Creek	80.6
Botanic Ridge	80
Boundary Bend	50
Bowenvale	51
Boweya	47.4
Boweya North	68.3
Bowmans Forest	73.4
Bowser	42.3
Box Hill (Vic.)	54.4
Box Hill North	60.5
Box Hill South	60.7
Boxwood	58.3
Bradford	50
Bradvale	64.5
Braeside	27.8
Brandy Creek (Vic.)	68.8
Branxholme	58.2
Bravington	64.7
Braybrook	54.9
Breakaway Creek	52.9
Breakwater	51.2
Breamlea	48.9
Brenanah	26.9
Brewster	47.6
Briagolong	58.8
Briar Hill	63.3
Bridge Creek	73.3
Bridgewater (Vic.)	62.9
Bridgewater North	73.3
Bridgewater On Loddon	46.5
Bright (Vic.)	50.9
Brighton (Vic.)	58.3
Brighton East	59.8
Brim	58.6
Brimboal	50
Brimin	63
Brimpaen	52.3
Bringalbert	100
Brit Brit	59.3
Broadford	58.5
Broadmeadows (Vic.)	42.4
Broadwater (Vic.)	73
Brodribb River	63.6
Broken Creek	53.1
Bromley	23.2
Brookfield (Vic.)	62.3
Brooklyn (Vic.)	65.7
Broomfield	47
Broughton (Vic.)	65
Brown Hill (Vic.)	66.2
Browns Plains (Vic.)	77.8
Bruarong	73.3
Brucknell	62.2
Brumby	100
Brunswick (Vic.)	70.3
Brunswick East	72.4
Brunswick West	66.8
Bruthen	53.6
Buangor	52.4
Buchan	55.3
Buchan South	60.5
Buckland (Vic.)	65.3
Buckley	61.7
Buckley Swamp	73.9
Buckrabanyule	47.6
Budgeree	52.5
Budgerum East	60
Buffalo	59.9
Buffalo River	59
Bulart	73.1
Buldah	37.5
Bulgana	33.3
Bulla (Vic.)	55.8
Bullaharre	60
Bullarook	57.1
Bullarto	55.2
Bullarto South	61.1
Bulleen	55.8
Bullengarook	66
Bullioh	70.1
Bullumwaal	61.5
Buln Buln	66.6
Buln Buln East	67.8
Bumberrah	56.3
Bunbartha	73.5
Bundalaguah	63.9
Bundalong	58.8
Bundalong South	43.5
Bunding	77.6
Bundoora (Vic.)	56.9
Bung Bong	52.2
Bungador	80
Bungal	53.5
Bungalally	80.8
Bungaree (Vic.)	65
Bungeet	43.5
Bungeet West	68.4
Bungil (Vic.)	60
Bunguluke	50
Buninyong	59.5
Bunkers Hill	69.1
Bunyip	59.9
Bunyip North	57.1
Burkes Bridge	84.6
Burkes Flat	63.6
Burnbank	44.4
Burnewang	67.7
Burnley	76.8
Burnside (Vic.)	59.4
Burnside Heights	69.4
Burramboot	92.3
Burramine	70.3
Burramine South	57.1
Burrowye	62.9
Burrumbeet	53.2
Burwood (Vic.)	53.4
Burwood East	55.2
Bushfield	67.9
Bushy Park (Vic.)	72.1
Butchers Ridge	50
Buxton (Vic.)	50.8
Byaduk	68.8
Byaduk North	65.6
Byawatha	75.8
Bylands	60.8
Byrneside	62.2
Cabarita (Vic.)	66.5
Cabbage Tree	36.8
Cabbage Tree Creek	52.8
Cadello	90
Cairnlea	63.8
Caldermeade	68
California Gully	49.8
Calivil	58.5
Callawadda	71.1
Callignee	58
Callignee North	63.9
Callignee South	55.6
Calrossie	78.9
Calulu	61.4
Camberwell (Vic.)	60.7
Cambrian Hill	63.1
Campbellfield	40.3
Campbells Bridge	58.8
Campbells Creek	59.1
Campbells Forest	60
Campbelltown (Vic.)	56.8
Camperdown (Vic.)	49.7
Canadian	62.5
Canary Island	100
Caniambo	62.3
Cann River	45.5
Cannie	38.9
Cannons Creek	62.5
Cannum	68.4
Canterbury (Vic.)	58.7
Cape Bridgewater	60.8
Cape Clear	53.3
Cape Conran	100
Cape Otway	69.2
Cape Paterson	49.8
Cape Schanck	57.7
Cape Woolamai	61
Capels Crossing	51.6
Carag Carag	52.2
Caralulup	100
Caramut	57.1
Carapooee	46.3
Carapooee West	40
Carapook	63.5
Carboor	67.5
Cardigan	74
Cardigan Village	64.5
Cardinia	68.9
Cardross	65.2
Cargerie	42.9
Carina (Vic.)	73.9
Caringal	41.7
Carisbrook	54.9
Carlisle River	56.4
Carlsruhe	68.4
Carlton (Vic.)	45.1
Carlton North	73
Carlyle	66.7
Carnegie	63.2
Carngham	56.8
Caroline Springs	69.1
Carpendeit	56.3
Carrajung	58.4
Carrajung Lower	36.1
Carrajung South	41
Carranballac	85.2
Carron	83.3
Carrum	63
Carrum Downs	64.5
Carwarp	50.8
Cashmore	61.1
Cassilis (Vic.)	56
Castella	66.5
Casterton	43.1
Castle Creek (Vic.)	76.2
Castle Donnington	58.3
Castlemaine	48.8
Catani	67.4
Cathcart (Vic.)	68.8
Cathkin	85
Catumnal	61.5
Caulfield	57.9
Caulfield East	54.3
Caulfield North	63.1
Caulfield South	64.6
Caveat	58.5
Cavendish	66.9
Ceres	66.5
Chadstone	61.8
Chapple Vale	59.4
Charam	96.4
Charlemont	43.7
Charleroi	76.8
Charlton (Vic.)	48.3
Chatsworth (Vic.)	81.8
Chelsea	60.1
Chelsea Heights	64.1
Cheltenham (Vic.)	62.8
Chepstowe	43.6
Cherokee	51
Cheshunt	54.8
Chesney Vale	46.6
Chetwynd	43.8
Chewton	21.8
Chewton Bushlands	52.4
Childers (Vic.)	72.6
Chiltern	57.7
Chiltern Valley	72.5
Chinkapook	59.3
Chintin	76.5
Chirnside Park	64.8
Chirrip	125
Chocolyn	62.7
Christmas Hills (Vic.)	65.6
Chum Creek	61.4
Churchill (Vic.)	50.1
Chute	21.4
Clarendon (Vic.)	64.2
Claretown	58.3
Clarinda	55.7
Clarkefield	59.2
Clarkes Hill	73.3
Clayton	45.3
Clayton South	56.2
Clear Lake	80.4
Clematis	62.5
Clifton Creek	66.7
Clifton Hill	71.3
Clifton Springs	55.1
Clonbinane	68.6
Clover Flat	45.5
Cloverlea	67.1
Club Terrace	59.4
Clunes (Vic.)	45.9
Clyde (Vic.)	73.6
Clyde North	72.8
Clydebank	78.6
Clydesdale (Vic.)	37.3
Coalville	59.1
Cobains	69.1
Cobaw	52.8
Cobbannah	50
Cobden	53.5
Cobram	47.1
Cobram East	63.9
Cobrico	67.6
Cobungra	36.4
Coburg	65.1
Coburg North	59.9
Cockatoo (Vic.)	68.1
Codrington (Vic.)	79.5
Coghills Creek	79.3
Cohuna	47.1
Coimadai	68.3
Colac	52.9
Colac Colac	71.1
Colac East	30.9
Colac West	65.2
Colbinabbin	60.4
Colbrook	65.2
Coldstream (Vic.)	67.6
Coleraine	46.9
Colignan	71.6
Collingwood (Vic.)	67.2
Concongella	67.6
Condah	64.6
Congupna	63.7
Connewarre	56.9
Connewirricoo	83.3
Coojar	82.4
Coolaroo	37.8
Cooma (Vic.)	65.4
Coomboona	69.4
Coomoora	68
Coongulla	41.5
Coonooer Bridge	52
Coonooer West	54.5
Cooriemungle	66.1
Cope Cope	53.2
Cora Lynn	65.9
Corack	70
Corack East	35.3
Coragulac	55.2
Coral Bank	59
Corindhap	53.1
Corinella (Vic.)	46.5
Corio	48.1
Corndale (Vic.)	59.1
Cornella	54.5
Cornishtown	64.1
Coronet Bay	36
Corop	51.8
Cororooke	63.9
Corringle	33.3
Corryong	45.4
Corunnun	73.6
Cosgrove (Vic.)	64.4
Cosgrove South	75
Costerfield	59.1
Cotswold	50
Cottles Bridge	67.1
Cowangie	76.7
Cowes	43.6
Cowleys Creek	82.8
Cowwarr	64.3
Craigie (Vic.)	66.7
Craigieburn	64.4
Cranbourne	59.7
Cranbourne East	65.2
Cranbourne North	67.7
Cranbourne South	62.7
Cranbourne West	69.5
Creek Junction	23.1
Creightons Creek	67.2
Cremorne (Vic.)	77.8
Cressy (Vic.)	52
Creswick	47.1
Creswick North	40
Crib Point	60.8
Crooked River	125
Cross Roads (Vic.)	64.7
Crossley	69.8
Crossover	57.9
Crowlands	52.9
Croxton East	74.5
Croydon (Vic.)	60.6
Croydon Hills	72.9
Croydon North	67.9
Croydon South	65.1
Crymelon	100
Cudgee	64.1
Cudgewa	64.1
Culgoa	50
Culla	53.1
Cullen	52.8
Cullulleraine	47
Cundare	85.7
Cundare North	60
Curdies River	47.6
Curdievale	72.9
Curlewis (Vic.)	63.2
Curyo	60.9
Dadswells Bridge	55.9
Daisy Hill (Vic.)	45.4
Dales Creek	69.1
Dallas	38.7
Dalmore	63.4
Daltons Bridge	64.5
Dalyston	64.9
Dandenong	50.6
Dandenong North	53.3
Dandenong South	40.4
Dargo	47.8
Darley	65
Darlimurla	58.1
Darlington (Vic.)	58.1
Darnum	60.4
Darraweit Guim	65.5
Darriman	83.3
Dartmoor (Vic.)	47.4
Dartmouth	41.1
Dawson (Vic.)	61.1
Daylesford	50.6
Dean	69.5
Deans Marsh	71.2
Deddick Valley	37.5
Dederang	67.6
Deep Lead	55.3
Deepdene (Vic.)	54.9
Deer Park	55.9
Delacombe	61.6
Delahey	58.6
Delatite	183.3
Delburn	60
Delegate River	90.5
Denicull Creek	64.7
Denison	68.8
Dennington	70.8
Denver	57.4
Derby (Vic.)	52.4
Dereel	50.8
Dergholm	84.4
Derrimut	70.6
Derrinal	55.6
Derrinallum	48.2
Devenish	51.2
Devils River	78.6
Devon Meadows	58.7
Devon North	55.7
Dewhurst	63.4
Dhurringile	24.3
Diamond Creek	72.8
Digby	47.4
Diggers Rest	64.6
Diggora	66.7
Dimboola	43.6
Dingee	52.1
Dingley Village	63.5
Dingwall	76.8
Dinner Plain	54.9
Dixie (Vic.)	80.8
Dixons Creek	62.6
Dobie	57.7
Docker	70.9
Dockers Plains	50
Docklands	62.7
Doctors Flat	53.8
Dollar	65.2
Don Valley	61.7
Donald	45.4
Doncaster	54
Doncaster East	57.3
Donnybrook (Vic.)	53
Donvale	58.4
Dooboobetic	111.1
Dooen	68.4
Dookie	63.1
Dookie College	50
Doreen	73.4
Dorodong	53.6
Douglas (Vic.)	82
Doveton	47.9
Dreeite	62.5
Dreeite South	82.1
Driffield	74.2
Drik Drik	57.9
Dromana	52.8
Dropmore	50
Drouin	54.1
Drouin East	61
Drouin South	64.2
Drouin West	58.2
Drumanure	63
Drumborg	69.4
Drumcondra	59.6
Drummartin	51.4
Drummond	52.8
Drummond North	52.2
Drung	76.8
Dry Diggings	55.6
Drysdale	52.3
Duchembegarra	83.9
Dumbalk	58.4
Dumbalk North	59.7
Dumosa	100
Dunach	47.6
Dundonnell	73.2
Dunkeld (Vic.)	57.7
Dunluce	60.7
Dunneworthy	57.9
Dunnstown	65.4
Dunolly (Vic.)	33
Dunrobin (Vic.)	62.9
Durdidwarrah	42.9
Durham Lead	67.5
Durham Ox	68.4
Dutson	73.7
Dutson Downs	100
Dutton Way	58
Duverney	65.4
Eagle Point	46.8
Eaglehawk	53.4
Eaglehawk North	60
Eaglemont	64.5
Earlston	63.8
East Bairnsdale	43.8
East Bendigo	56.9
East Geelong	66.9
East Melbourne	67.5
East Sale	84.3
East Wangaratta	61.2
East Warburton	54.6
Eastern View	65.5
Eastville	53.3
Eastwood (Vic.)	49.8
Ebden	57.9
Echuca	56.3
Echuca Village	62.8
Echuca West	67.4
Ecklin South	76.3
Eddington	61.9
Eden Park	64.5
Edenhope	49.6
Edgecombe	62.2
Edi	66.1
Edi Upper	72.7
Edithvale	64.6
Eganstown	54.3
Eildon	40.3
Elaine	51.3
Eldorado	50
Elevated Plains	77.4
Elingamite	77.8
Elingamite North	82.3
Ellaswood	67.1
Ellerslie (Vic.)	76.9
Elliminyt	65.4
Ellinbank	71.3
Elmhurst	38
Elmore	48.6
Elphinstone (Vic.)	60.6
Elsternwick	66.8
Eltham (Vic.)	68
Eltham North	72.4
Elwood	74
Emerald (Vic.)	64.3
Emu	37.5
Emu Creek (Vic.)	68.2
Endeavour Hills	60.1
Enfield (Vic.)	58.2
Englefield	56.3
Ensay	56.1
Ensay North	66.7
Eppalock	61
Epping (Vic.)	61.9
Epsom (Vic.)	68.5
Ercildoune	79.2
Erica	53.2
Eskdale (Vic.)	46.9
Essendon	66.9
Essendon North	64.3
Essendon West	62.2
Eumemmerring	49.2
Eurack	75.4
Eureka (Vic.)	52.1
Euroa	47.6
Eurobin	66.9
Evansford	37.8
Eversley	100
Everton	63.6
Everton Upper	67.4
Exford	71
Eynesbury	81
Fairbank	61.3
Fairfield (Vic.)	67.3
Fairhaven	55
Fairley	76.9
Fairy Dell (Campaspe - Vic.)	68.2
Falls Creek (Vic.)	63.4
Faraday	59.4
Fawcett	73.9
Fawkner	50.1
Fentons Creek	59.1
Ferguson (Vic.)	57.1
Fern Hill	65.5
Fernbank	61.4
Ferndale (Vic.)	69.7
Fernihurst	80
Ferntree Gully	64.8
Ferny Creek	66.2
Fiery Flat	55
Fingal (Vic.)	61.2
Fish Creek	57.9
Fish Point	43.8
Fiskville	127.3
Fitzroy (Vic.)	63.2
Fitzroy North	68.7
Flaggy Creek	61.3
Flagstaff	41
Flemington	58.2
Flinders (Vic.)	50.3
Flora Hill	61.2
Flowerdale (Vic.)	49.9
Flynn (Vic.)	72.8
Flynns Creek	44.4
Footscray	63.3
Forbes (Vic.)	59.4
Forest Hill (Vic.)	58.1
Forge Creek	64.1
Forrest (Vic.)	56.1
Foster	44.8
Foster North	48
Fosterville	69.2
Foxhow	68.4
Framlingham	58.7
Framlingham East	93.8
Franklinford	69.8
Frankston	56.6
Frankston North	44.8
Frankston South	62.1
Freeburgh	53.2
French Island	47.9
Frenchmans	100
Freshwater Creek	64.5
Fryerstown	49.7
Fulham (Vic.)	10.6
Fumina	37.5
Fumina South	57.4
Fyans Creek	43.3
Fyansford	57.6
Gainsborough	95
Gannawarra	70.1
Gapsted	57.5
Gardenvale	70.4
Garfield (Vic.)	61.5
Garfield North	65.7
Garibaldi	57.6
Garvoc	63.5
Gateway Island	100
Gatum	114.3
Gazette	88.9
Geelong	60.4
Geelong West	67.4
Gelantipy	60
Gellibrand	59.2
Gellibrand Lower	30.8
Gelliondale	50
Gembrook	66.3
Genoa	44.6
Georges Creek (Vic.)	78.2
Gerahmin	83.3
Gerang Gerung	78.2
Gerangamete	72.4
Germania	63.6
Gerrigerrup	65.4
Gherang	66.2
Gheringhap	66.1
Ghin Ghin	58.3
Giffard	45
Giffard West	59.1
Gil Gil	110
Gilderoy	37.7
Gillieston	80.5
Gipsy Point	31.6
Girgarre	52.9
Girgarre East	68.9
Gisborne	65.4
Gisborne South	64
Gladfield (Vic.)	105.9
Gladstone Park	53.8
Gladysdale	61.2
Glen Alvie	71.9
Glen Creek	68.2
Glen Forbes	71.1
Glen Huntly	66.1
Glen Iris (Vic.)	67.4
Glen Park	71.7
Glen Valley	22.2
Glen Waverley	55.9
Glenaire	78.9
Glenaladale	66
Glenalbyn	28.6
Glenaroua	67.6
Glenbrae	40.7
Glenburn	54.2
Glendaruel	74.1
Glendonald	100
Glenfyne	67.6
Glengarry (Vic.)	72
Glengarry North	67.3
Glengarry West	63.2
Glengower	30.8
Glenhope	44.3
Glenhope East	25
Glenisla	62.5
Glenlee (Vic.)	81.8
Glenlofty	54.5
Glenlogie	51.9
Glenloth	100
Glenloth East	100
Glenluce	70.6
Glenlyon (Vic.)	50.8
Glenmaggie	52.8
Glenmore (Vic.)	61.7
Glenorchy (Vic.)	58.3
Glenormiston North	89.7
Glenormiston South	61.4
Glenpatrick	50
Glenrowan	61.7
Glenrowan West	57.1
Glenroy (Vic.)	55.6
Glenthompson	49.2
Glomar Beach	30
Gnarwarre	63.9
Gnotuk	73.3
Gobarup	59.3
Gobur	54.7
Golden Beach (Vic.)	32.8
Golden Gully	60.9
Golden Point (Ballarat - Vic.)	57.7
Golden Point (Mount Alexander - Vic.)	66.3
Golden Square	57.1
Goldie	58.6
Goldsborough (Vic.)	41.9
Gong Gong	33.3
Gonn Crossing	70.8
Goomalibee	61.3
Goon Nure	68.8
Goongerah	45.2
Gooram	70.5
Gooramadda	72.7
Goorambat	60.6
Goornong	61.1
Gooroc	57.1
Gorae	75.3
Gorae West	70.3
Gordon (Vic.)	60.9
Gormandale	60.2
Goroke	46.9
Goschen	69.2
Goughs Bay	40.1
Goulburn Weir	37.5
Gowanbrae	65.7
Gowanford	100
Gowangardie	80
Gowar East	75
Gower	58.3
Grahamvale	66.4
Grand Ridge	41.7
Granite Rock	61.1
Grantville	46.3
Granya	45.2
Grassdale (Vic.)	66.7
Grassmere	71.9
Grays Bridge	100
Graytown	37.9
Gre Gre	84.6
Gre Gre North	100
Gre Gre South	160
Great Western	58.3
Gredgwin	70
Green Gully (Vic.)	51.7
Greendale (Vic.)	62.2
Greenhill (Vic.)	68.8
Greens Creek (Vic.)	57.8
Greensborough	65.7
Greenvale (Vic.)	67
Greenwald	48.8
Grenville	56.9
Greta (Vic.)	58.2
Greta South	59.1
Greta West	66.1
Grey River	100
Gringegalgona	76.5
Gritjurk	60
Grovedale	58.3
Gruyere	66.9
Guildford (Vic.)	50.9
Gunbower	59.5
Gundowring	79.3
Guys Forest	88.9
Guys Hill	69.1
Gymbowen	66.7
Haddon	64.2
Hadfield	51.1
Hallam	56.7
Hallora	61.9
Halls Gap	59.3
Hallston	55.2
Hamilton (Vic.)	55.5
Hamlyn Heights	59.8
Hampton (Vic.)	62.8
Hampton East	61.7
Hampton Park	59.4
Hansonville	73.7
Happy Valley (Golden Plains - Vic.)	45.9
Happy Valley (Swan Hill - Vic.)	53.7
Harcourt	56.2
Harcourt North	56.5
Harkaway	66.4
Harmers Haven	37.9
Harrietville	63.5
Harrow	69.6
Harston	67.6
Hastings (Vic.)	50.8
Hattah	34.8
Havelock	41.1
Haven	71.1
Havilah (Vic.)	54.5
Hawkesdale	74.6
Hawkhurst	100
Hawthorn (Vic.)	67.7
Hawthorn East	66.8
Hazel Park	66.7
Hazelwood	64.2
Hazelwood North	65.7
Hazelwood South	60.5
Healesville	56.5
Heath Hill	63.4
Heathcote (Vic.)	37.6
Heathcote Junction	67.9
Heathcote South	50
Heatherton	66.5
Heathmere	55.7
Heathmont	65.6
Hedley	47.7
Heidelberg	64.6
Heidelberg Heights	62.6
Heidelberg West	46.9
Hensley Park	74.5
Henty (Vic.)	70
Hepburn	57.1
Hepburn Springs	57.8
Herne Hill (Vic.)	63.4
Hernes Oak	66.9
Hesket	47.6
Hesse	75
Hexham (Vic.)	56.3
Heyfield	51.7
Heytesbury Lower	66.7
Heywood	53.9
Hiamdale	72.2
Hiawatha	86.7
High Camp	57.6
Highett	65.1
Highlands	59.4
Highton	63
Hilgay	100
Hill End (Vic.)	56.5
Hillcrest (Vic.)	63.5
Hilldene	54.9
Hillside (East Gippsland - Vic.)	70.6
Hillside (Melton - Vic.)	70.1
Hinnomunjie	78.3
Hmas Cerberus	93.9
Hoddles Creek	62
Hollands Landing	22.2
Homebush (Vic.)	51.7
Homerton	69.6
Homewood	53.2
Hopetoun (Vic.)	50.7
Hopetoun Park	71
Hoppers Crossing	61.8
Hordern Vale	82.9
Horfield	64.7
Horsham	57.7
Hotham Heights	57.9
Hotspur	78.9
Howes Creek	66.7
Howqua	65.2
Howqua Hills	75
Howqua Inlet	37.5
Hughesdale	65.3
Humevale	57.4
Hunter	60.6
Hunterston	69.6
Huntingdale (Vic.)	62.9
Huntly	68.3
Huntly North	58.6
Huon	68.9
Huon Creek	63.2
Hurstbridge	70.3
Icy Creek	27.3
Iguana Creek	59
Illabarook	29.6
Illawarra	67.8
Illowa	64.8
Indented Head	40.7
Indigo Valley	64.4
Inglewood (Vic.)	36.1
Ingliston	71.4
Invergordon (Vic.)	65.4
Inverleigh	70.1
Inverloch	46.8
Invermay (Vic.)	67.9
Invermay Park	64.3
Iona	64.2
Iraak	72.2
Irishtown (Vic.)	42.9
Ironbark (Vic.)	57
Irrewarra	66.3
Irrewillipe	72
Irrewillipe East	59.7
Irymple (Vic.)	61.4
Ivanhoe (Vic.)	65.4
Ivanhoe East	65.2
Jacana	49.7
Jack River	71.1
Jackass Flat	66.6
Jacob Creek	40.9
Jam Jerrup	47.5
Jamieson (Vic.)	37.4
Jan Juc	72.1
Jancourt	50
Jancourt East	68.4
Jarklin	48.4
Jarrahmond	65.9
Jarvis Creek	60.5
Jeeralang	56.1
Jeeralang Junction	59.6
Jeetho	57
Jeffcott	61.9
Jeparit	40.8
Jeruk	21.4
Jil Jil	80
Jindivick	66.4
Joel Joel	93.8
Joel South	51.9
Johanna	56.9
Johnsonville	48.6
Joyces Creek	100
Jumbuk	70.8
Jumbunna	66.4
Junction Village	42.3
Jung	51.1
Junortoun	63.4
Kaarimba	68.6
Kadnook	46.9
Kalimna	44
Kalimna West	58
Kalkallo	43.7
Kalkee	66.7
Kallista	66.1
Kalorama	69.8
Kalpienung	65.4
