SSC_NAME16	ModeTravelToWork	NumberModes	employed_persons
Fairy Meadow	Train and two other methods	3	3
Fairy Meadow	Truck	1	25
Fairy Meadow	Walked only	1	109
Falbrook	Car as driver	1	10
Falconer	Car as driver	1	17
Falconer	Walked only	1	3
Falls Creek (NSW)	(Other)	1	3
Falls Creek (NSW)	Car as driver	1	284
Falls Creek (NSW)	Car as passenger	1	20
Falls Creek (NSW)	Truck	1	15
Falls Creek (NSW)	Walked only	1	8
Far Meadow	Bicycle	1	3
Far Meadow	Car as driver	1	52
Far Meadow	Truck	1	3
Far Meadow	Walked only	1	3
Fargunyah	Car as driver	1	6
Fargunyah	Walked only	1	9
Farley	Bus	1	3
Farley	Car as driver	1	76
Farley	Car as passenger	1	5
Farley	Truck	1	3
Farmborough Heights	(Other)	1	4
Farmborough Heights	Bicycle	1	11
Farmborough Heights	Bus	1	24
Farmborough Heights	Car as driver	1	1502
Farmborough Heights	Car as passenger	1	91
Farmborough Heights	Motorbike scooter	1	9
Farmborough Heights	Other two methods	2	23
Farmborough Heights	Train	1	36
Farmborough Heights	Train and two other methods	3	6
Farmborough Heights	Truck	1	12
Farmborough Heights	Walked only	1	13
Farnham	Car as driver	1	12
Farnham	Car as passenger	1	3
Farrants Hill			3
Farrants Hill	Car as driver	1	24
Farrants Hill	Truck	1	4
Farrants Hill	Walked only	1	3
Farringdon	Car as driver	1	5
Farringdon	Car as passenger	1	3
Fassifern (NSW)			3
Fassifern (NSW)	Car as driver	1	187
Fassifern (NSW)	Car as passenger	1	12
Fassifern (NSW)	Train	1	4
Fassifern (NSW)	Truck	1	3
Fassifern (NSW)	Walked only	1	8
Faulconbridge			15
Faulconbridge	(Other)	1	3
Faulconbridge	Bus	1	5
Faulconbridge	Car as driver	1	1327
Faulconbridge	Car as passenger	1	61
Faulconbridge	Motorbike scooter	1	11
Faulconbridge	Other two methods	2	11
Faulconbridge	Train	1	155
Faulconbridge	Train and two other methods	3	6
Faulconbridge	Truck	1	24
Faulconbridge	Walked only	1	20
Faulkland			3
Faulkland	Car as driver	1	29
Faulkland	Walked only	1	3
Fawcetts Plain	(Other)	1	4
Fawcetts Plain	Car as driver	1	50
Federal (NSW)			7
Federal (NSW)	(Other)	1	5
Federal (NSW)	Car as driver	1	175
Federal (NSW)	Car as passenger	1	6
Federal (NSW)	Walked only	1	13
Fennell Bay			8
Fennell Bay	Bus	1	3
Fennell Bay	Car as driver	1	475
Fennell Bay	Car as passenger	1	30
Fennell Bay	Motorbike scooter	1	7
Fennell Bay	Other two methods	2	3
Fennell Bay	Train	1	7
Fennell Bay	Train and two other methods	3	3
Fennell Bay	Truck	1	7
Fern Bay			6
Fern Bay	Bicycle	1	5
Fern Bay	Bus	1	7
Fern Bay	Car as driver	1	681
Fern Bay	Car as passenger	1	35
Fern Bay	Ferry	1	11
Fern Bay	Motorbike scooter	1	4
Fern Bay	Other two methods	2	15
Fern Bay	Train	1	3
Fern Bay	Truck	1	8
Fern Bay	Walked only	1	17
Fern Gully	Car as driver	1	12
Fernances Crossing	Car as driver	1	14
Fernbank Creek	Bicycle	1	3
Fernbank Creek	Car as driver	1	35
Fernbank Creek	Car as passenger	1	3
Fernbrook	Car as driver	1	32
Fernbrook	Car as passenger	1	4
Fernbrook	Walked only	1	6
Fernhill			3
Fernhill	Bicycle	1	4
Fernhill	Bus	1	10
Fernhill	Car as driver	1	234
Fernhill	Car as passenger	1	17
Fernhill	Motorbike scooter	1	4
Fernhill	Train	1	6
Fernhill	Truck	1	3
Fernhill	Walked only	1	9
Fernleigh	Car as driver	1	83
Fernleigh	Car as passenger	1	3
Fernleigh	Truck	1	4
Fernleigh	Walked only	1	5
Fernmount			3
Fernmount	(Other)	1	3
Fernmount	Car as driver	1	105
Fernmount	Car as passenger	1	9
Fernmount	Truck	1	3
Fernside	Car as driver	1	15
Fernvale (NSW)	Car as driver	1	79
Fernvale (NSW)	Car as passenger	1	8
Fernvale (NSW)	Other two methods	2	3
Ferodale	Car as driver	1	26
Ferodale	Walked only	1	4
Fiddletown			8
Fiddletown	Car as driver	1	69
Fiddletown	Walked only	1	9
Fifield	(Other)	1	3
Fifield	Car as driver	1	22
Fifield	Car as passenger	1	3
Fifield	Truck	1	3
Fifield	Walked only	1	5
Figtree			34
Figtree	(Other)	1	17
Figtree	Bicycle	1	30
Figtree	Bus	1	62
Figtree	Car as driver	1	3601
Figtree	Car as passenger	1	317
Figtree	Motorbike scooter	1	22
Figtree	Other two methods	2	26
Figtree	Taxi	1	8
Figtree	Train	1	103
Figtree	Train and two other methods	3	8
Figtree	Truck	1	32
Figtree	Walked only	1	57
Findon Creek	Car as driver	1	3
Fine Flower	Car as driver	1	9
Fingal Bay			3
Fingal Bay	(Other)	1	3
Fingal Bay	Bicycle	1	3
Fingal Bay	Bus	1	8
Fingal Bay	Car as driver	1	322
Fingal Bay	Car as passenger	1	14
Fingal Bay	Motorbike scooter	1	5
Fingal Bay	Other two methods	2	3
Fingal Bay	Truck	1	3
Fingal Bay	Walked only	1	12
Fingal Head	Bicycle	1	3
Fingal Head	Car as driver	1	166
Fingal Head	Car as passenger	1	5
Fingal Head	Other two methods	2	3
Fingal Head	Walked only	1	9
Finley			17
Finley	(Other)	1	3
Finley	Bicycle	1	11
Finley	Bus	1	5
Finley	Car as driver	1	634
Finley	Car as passenger	1	30
Finley	Motorbike scooter	1	6
Finley	Other two methods	2	3
Finley	Truck	1	21
Finley	Walked only	1	73
Firefly	Car as driver	1	49
Firefly	Car as passenger	1	4
Firefly	Truck	1	3
Fishermans Bay			3
Fishermans Bay	Car as driver	1	14
Fishermans Paradise			5
Fishermans Paradise	Car as driver	1	89
Fishermans Paradise	Car as passenger	1	4
Fishermans Paradise	Walked only	1	3
Fishermans Reach	Car as driver	1	32
Fishermans Reach	Car as passenger	1	5
Fishers Hill	Car as driver	1	6
Fishing Point			4
Fishing Point	(Other)	1	3
Fishing Point	Car as driver	1	309
Fishing Point	Car as passenger	1	18
Fishing Point	Train and two other methods	3	7
Fishing Point	Truck	1	7
Fitzgeralds Mount	Car as driver	1	11
Fitzgeralds Valley	Car as driver	1	3
Fitzroy Falls			3
Fitzroy Falls	(Other)	1	3
Fitzroy Falls	Car as driver	1	49
Fitzroy Falls	Car as passenger	1	9
Fitzroy Falls	Other two methods	2	3
Five Dock			37
Five Dock	(Other)	1	27
Five Dock	Bicycle	1	53
Five Dock	Bus	1	616
Five Dock	Bus and two other methods excludes train	3	12
Five Dock	Car as driver	1	2501
Five Dock	Car as passenger	1	178
Five Dock	Ferry	1	44
Five Dock	Motorbike scooter	1	59
Five Dock	Other two methods	2	58
Five Dock	Taxi	1	13
Five Dock	Train	1	82
Five Dock	Train and two other methods	3	21
Five Dock	Tram includes light rail	1	16
Five Dock	Truck	1	36
Five Dock	Walked only	1	135
Five Ways	Walked only	1	3
Flat Tops	Car as driver	1	13
Fletcher (NSW)			12
Fletcher (NSW)	(Other)	1	11
Fletcher (NSW)	Bicycle	1	11
Fletcher (NSW)	Bus	1	20
Fletcher (NSW)	Car as driver	1	2019
Fletcher (NSW)	Car as passenger	1	93
Fletcher (NSW)	Motorbike scooter	1	16
Fletcher (NSW)	Other two methods	2	11
Fletcher (NSW)	Train	1	6
Fletcher (NSW)	Truck	1	8
Fletcher (NSW)	Walked only	1	13
Flinders (NSW)			25
Flinders (NSW)	(Other)	1	12
Flinders (NSW)	Bicycle	1	9
Flinders (NSW)	Bus	1	32
Flinders (NSW)	Car as driver	1	2472
Flinders (NSW)	Car as passenger	1	164
Flinders (NSW)	Motorbike scooter	1	8
Flinders (NSW)	Other two methods	2	21
Flinders (NSW)	Train	1	41
Flinders (NSW)	Truck	1	30
Flinders (NSW)	Walked only	1	9
Floraville			3
Floraville	(Other)	1	3
Floraville	Bus	1	9
Floraville	Car as driver	1	684
Floraville	Car as passenger	1	45
Floraville	Motorbike scooter	1	5
Floraville	Other two methods	2	6
Floraville	Truck	1	9
Floraville	Walked only	1	5
Forbes (NSW)			42
Forbes (NSW)	(Other)	1	24
Forbes (NSW)	Bicycle	1	14
Forbes (NSW)	Bus	1	21
Forbes (NSW)	Car as driver	1	2297
Forbes (NSW)	Car as passenger	1	189
Forbes (NSW)	Motorbike scooter	1	14
Forbes (NSW)	Other three methods	3	4
Forbes (NSW)	Other two methods	2	15
Forbes (NSW)	Taxi	1	9
Forbes (NSW)	Truck	1	57
Forbes (NSW)	Walked only	1	138
Forbes Creek	Car as driver	1	22
Forbes River	Car as driver	1	3
Forbesdale			3
Forbesdale	Car as driver	1	41
Forbesdale	Other two methods	2	3
Forbesdale	Walked only	1	11
Fords Bridge	Car as driver	1	5
Fordwich	Car as driver	1	22
Forest Glen (NSW)	Car as driver	1	21
Forest Glen (NSW)	Truck	1	3
Forest Grove (NSW)	Car as driver	1	33
Forest Grove (NSW)	Truck	1	3
Forest Grove (NSW)	Walked only	1	4
Forest Hill (NSW)			17
Forest Hill (NSW)	(Other)	1	14
Forest Hill (NSW)	Bicycle	1	9
Forest Hill (NSW)	Car as driver	1	726
Forest Hill (NSW)	Car as passenger	1	58
Forest Hill (NSW)	Motorbike scooter	1	16
Forest Hill (NSW)	Other two methods	2	6
Forest Hill (NSW)	Truck	1	9
Forest Hill (NSW)	Walked only	1	236
Forest Lodge			19
Forest Lodge	(Other)	1	6
Forest Lodge	Bicycle	1	126
Forest Lodge	Bus	1	544
Forest Lodge	Car as driver	1	724
Forest Lodge	Car as passenger	1	94
Forest Lodge	Motorbike scooter	1	57
Forest Lodge	Other two methods	2	24
Forest Lodge	Taxi	1	19
Forest Lodge	Train	1	43
Forest Lodge	Train and two other methods	3	18
Forest Lodge	Tram includes light rail	1	84
Forest Lodge	Truck	1	5
Forest Lodge	Walked only	1	342
Forest Reefs	(Other)	1	3
Forest Reefs	Car as driver	1	164
Forest Reefs	Car as passenger	1	5
Forest Reefs	Motorbike scooter	1	3
Forest Reefs	Truck	1	8
Forest Reefs	Walked only	1	10
Forestville (NSW)			38
Forestville (NSW)	(Other)	1	17
Forestville (NSW)	Bicycle	1	28
Forestville (NSW)	Bus	1	523
Forestville (NSW)	Bus and two other methods excludes train	3	3
Forestville (NSW)	Car as driver	1	2149
Forestville (NSW)	Car as passenger	1	135
Forestville (NSW)	Motorbike scooter	1	30
Forestville (NSW)	Other two methods	2	23
Forestville (NSW)	Taxi	1	5
Forestville (NSW)	Train	1	27
Forestville (NSW)	Train and two other methods	3	13
Forestville (NSW)	Truck	1	19
Forestville (NSW)	Walked only	1	86
Forresters Beach			11
Forresters Beach	(Other)	1	3
Forresters Beach	Bicycle	1	6
Forresters Beach	Bus	1	12
Forresters Beach	Car as driver	1	914
Forresters Beach	Car as passenger	1	60
Forresters Beach	Motorbike scooter	1	4
Forresters Beach	Other two methods	2	5
Forresters Beach	Train	1	19
Forresters Beach	Train and two other methods	3	3
Forresters Beach	Truck	1	17
Forresters Beach	Walked only	1	3
Forster (NSW)			69
Forster (NSW)	(Other)	1	13
Forster (NSW)	Bicycle	1	45
Forster (NSW)	Bus	1	20
Forster (NSW)	Car as driver	1	2889
Forster (NSW)	Car as passenger	1	299
Forster (NSW)	Motorbike scooter	1	17
Forster (NSW)	Other three methods	3	3
Forster (NSW)	Other two methods	2	29
Forster (NSW)	Taxi	1	5
Forster (NSW)	Train	1	5
Forster (NSW)	Truck	1	42
Forster (NSW)	Walked only	1	170
Fortis Creek	Car as driver	1	3
Fosters Valley	Car as driver	1	31
Fosterton	Car as driver	1	27
Fosterton	Truck	1	5
Fountaindale			3
Fountaindale	Bicycle	1	3
Fountaindale	Bus	1	3
Fountaindale	Car as driver	1	234
Fountaindale	Car as passenger	1	15
Fountaindale	Train	1	20
Fountaindale	Truck	1	6
Fountaindale	Walked only	1	4
Four Mile Creek (NSW)	Car as driver	1	3
Fowlers Gap	Car as driver	1	7
Fowlers Gap	Walked only	1	7
Foxground	Car as driver	1	41
Foxground	Walked only	1	7
Frazers Creek	(Other)	1	3
Frazers Creek	Car as driver	1	56
Frazers Creek	Truck	1	3
Frederickton			11
Frederickton	Bus	1	7
Frederickton	Car as driver	1	359
Frederickton	Car as passenger	1	27
Frederickton	Motorbike scooter	1	4
Frederickton	Other two methods	2	4
Frederickton	Truck	1	5
Frederickton	Walked only	1	5
Freemans Reach			13
Freemans Reach	(Other)	1	10
Freemans Reach	Bus	1	4
Freemans Reach	Car as driver	1	712
Freemans Reach	Car as passenger	1	34
Freemans Reach	Other two methods	2	5
Freemans Reach	Taxi	1	3
Freemans Reach	Train	1	15
Freemans Reach	Train and two other methods	3	8
Freemans Reach	Truck	1	40
Freemans Reach	Walked only	1	12
Freemans Waterhole	Car as driver	1	35
Freemans Waterhole	Car as passenger	1	4
Freemantle	Car as driver	1	8
French Park	Car as driver	1	3
Frenchs Forest			44
Frenchs Forest	(Other)	1	35
Frenchs Forest	Bicycle	1	37
Frenchs Forest	Bus	1	726
Frenchs Forest	Bus and two other methods excludes train	3	6
Frenchs Forest	Car as driver	1	3981
Frenchs Forest	Car as passenger	1	233
Frenchs Forest	Motorbike scooter	1	83
Frenchs Forest	Other three methods	3	3
Frenchs Forest	Other two methods	2	26
Frenchs Forest	Taxi	1	6
Frenchs Forest	Train	1	28
Frenchs Forest	Train and two other methods	3	23
Frenchs Forest	Truck	1	53
Frenchs Forest	Walked only	1	121
Freshwater (NSW)			39
Freshwater (NSW)	(Other)	1	20
Freshwater (NSW)	Bicycle	1	99
Freshwater (NSW)	Bus	1	616
Freshwater (NSW)	Bus and two other methods excludes train	3	20
Freshwater (NSW)	Car as driver	1	2554
Freshwater (NSW)	Car as passenger	1	159
Freshwater (NSW)	Ferry	1	71
Freshwater (NSW)	Motorbike scooter	1	90
Freshwater (NSW)	Other three methods	3	3
Freshwater (NSW)	Other two methods	2	89
Freshwater (NSW)	Taxi	1	10
Freshwater (NSW)	Train	1	6
Freshwater (NSW)	Train and two other methods	3	61
Freshwater (NSW)	Truck	1	36
Freshwater (NSW)	Walked only	1	155
Frog Rock			3
Frog Rock	Car as driver	1	48
Frogmore	Car as driver	1	24
Frogmore	Motorbike scooter	1	3
Frogmore	Walked only	1	10
Frogs Hollow	Car as driver	1	35
Frogs Hollow	Other two methods	2	3
Frogs Hollow	Walked only	1	3
Fullerton	Car as driver	1	9
Fullerton	Motorbike scooter	1	3
Fullerton	Walked only	1	3
Fullerton Cove	(Other)	1	3
Fullerton Cove	Car as driver	1	103
Fullerton Cove	Car as passenger	1	4
Fullerton Cove	Other two methods	2	3
Fullerton Cove	Walked only	1	9
Furracabad	Car as driver	1	8
Gadara	Car as driver	1	13
Gadara	Car as passenger	1	3
Gala Vale	Car as driver	1	3
Galambine	Car as driver	1	22
Galong	Car as driver	1	51
Galong	Truck	1	3
Galong	Walked only	1	8
Galore			3
Galore	Car as driver	1	18
Galore	Walked only	1	4
Galston			15
Galston	(Other)	1	14
Galston	Bicycle	1	3
Galston	Bus	1	17
Galston	Car as driver	1	944
Galston	Car as passenger	1	50
Galston	Motorbike scooter	1	6
Galston	Other two methods	2	8
Galston	Taxi	1	3
Galston	Train	1	37
Galston	Train and two other methods	3	9
Galston	Truck	1	33
Galston	Walked only	1	36
Ganbenang			3
Ganbenang	Car as driver	1	24
Ganbenang	Car as passenger	1	5
Ganbenang	Truck	1	3
Gangat	Car as driver	1	6
Ganmain			9
Ganmain	(Other)	1	3
Ganmain	Bus	1	3
Ganmain	Car as driver	1	168
Ganmain	Car as passenger	1	16
Ganmain	Other two methods	2	4
Ganmain	Truck	1	11
Ganmain	Walked only	1	4
Garah			6
Garah	(Other)	1	3
Garah	Car as driver	1	79
Garah	Car as passenger	1	3
Garah	Truck	1	8
Garah	Walked only	1	18
Garden Suburb			3
Garden Suburb	Bicycle	1	6
Garden Suburb	Bus	1	9
Garden Suburb	Car as driver	1	667
Garden Suburb	Car as passenger	1	40
Garden Suburb	Motorbike scooter	1	8
Garden Suburb	Other two methods	2	5
Garden Suburb	Train	1	6
Garden Suburb	Truck	1	11
Garden Suburb	Walked only	1	3
Garema	Car as driver	1	28
Garland	Car as driver	1	17
Garland	Walked only	1	3
Garland Valley	Car as driver	1	4
Garoo	Car as driver	1	28
Garoo	Car as passenger	1	3
Garra	Car as driver	1	30
Garthowen	Car as driver	1	55
Garthowen	Car as passenger	1	4
Garthowen	Walked only	1	3
Gateshead			9
Gateshead	(Other)	1	9
Gateshead	Bicycle	1	3
Gateshead	Bus	1	24
Gateshead	Car as driver	1	782
Gateshead	Car as passenger	1	74
Gateshead	Motorbike scooter	1	12
Gateshead	Other two methods	2	7
Gateshead	Truck	1	15
Gateshead	Walked only	1	17
Gelston Park			5
Gelston Park	Car as driver	1	43
Gelston Park	Car as passenger	1	3
Gemalla	Car as driver	1	3
Geneva			10
Geneva	Bus	1	3
Geneva	Car as driver	1	172
Geneva	Car as passenger	1	4
Geneva	Truck	1	3
Geneva	Walked only	1	5
Georges Creek (NSW)	Car as driver	1	5
Georges Hall			48
Georges Hall	(Other)	1	13
Georges Hall	Bicycle	1	5
Georges Hall	Bus	1	41
Georges Hall	Car as driver	1	2442
Georges Hall	Car as passenger	1	173
Georges Hall	Motorbike scooter	1	10
Georges Hall	Other two methods	2	32
Georges Hall	Taxi	1	7
Georges Hall	Train	1	142
Georges Hall	Train and two other methods	3	28
Georges Hall	Truck	1	51
Georges Hall	Walked only	1	37
Georges Plains			3
Georges Plains	Car as driver	1	70
Georges Plains	Car as passenger	1	3
Georges Plains	Truck	1	5
Georgetown (NSW)			13
Georgetown (NSW)	(Other)	1	3
Georgetown (NSW)	Bicycle	1	25
Georgetown (NSW)	Bus	1	23
Georgetown (NSW)	Car as driver	1	651
Georgetown (NSW)	Car as passenger	1	49
Georgetown (NSW)	Motorbike scooter	1	5
Georgetown (NSW)	Train	1	5
Georgetown (NSW)	Walked only	1	27
Georgica	Car as driver	1	61
Georgica	Car as passenger	1	5
Gerogery			4
Gerogery	Bus	1	3
Gerogery	Car as driver	1	198
Gerogery	Car as passenger	1	14
Gerogery	Truck	1	3
Gerogery	Walked only	1	10
Gerringong			27
Gerringong	(Other)	1	3
Gerringong	Bicycle	1	7
Gerringong	Bus	1	8
Gerringong	Car as driver	1	1147
Gerringong	Car as passenger	1	61
Gerringong	Motorbike scooter	1	3
Gerringong	Other two methods	2	3
Gerringong	Train	1	14
Gerringong	Train and two other methods	3	3
Gerringong	Truck	1	12
Gerringong	Walked only	1	46
Gerroa			5
Gerroa	(Other)	1	3
Gerroa	Car as driver	1	176
Gerroa	Car as passenger	1	10
Gerroa	Other two methods	2	3
Gerroa	Train	1	3
Gerroa	Truck	1	8
Gerroa	Walked only	1	14
Geurie			4
Geurie	(Other)	1	9
Geurie	Bus	1	3
Geurie	Car as driver	1	248
Geurie	Car as passenger	1	20
Geurie	Train	1	3
Geurie	Truck	1	7
Geurie	Walked only	1	3
Ghinni Ghi	Car as driver	1	13
Ghinni Ghi	Car as passenger	1	3
Ghinni Ghi	Walked only	1	3
Ghinni Ghinni	Car as driver	1	17
Ghinni Ghinni	Car as passenger	1	3
Ghoolendaadi	Car as driver	1	12
Ghoolendaadi	Walked only	1	4
Giants Creek	Car as driver	1	30
Gibberagee	Car as driver	1	3
Gidginbung	Car as driver	1	22
Gidginbung	Walked only	1	3
Gidley			4
Gidley	Car as driver	1	28
Gidley	Truck	1	5
Gidley	Walked only	1	3
Gilead	Car as driver	1	27
Gilead	Car as passenger	1	3
Gilead	Train	1	5
Gilgai			8
Gilgai	Car as driver	1	193
Gilgai	Car as passenger	1	13
Gilgai	Truck	1	4
Gilgandra			23
Gilgandra	(Other)	1	9
Gilgandra	Bicycle	1	5
Gilgandra	Car as driver	1	746
Gilgandra	Car as passenger	1	67
Gilgandra	Motorbike scooter	1	5
Gilgandra	Other two methods	2	4
Gilgandra	Truck	1	19
Gilgandra	Walked only	1	89
Gilgooma			3
Gilgooma	Car as driver	1	13
Gillenbah			3
Gillenbah	Car as driver	1	41
Gillenbah	Car as passenger	1	3
Gillenbah	Walked only	1	3
Gilletts Ridge	Car as driver	1	3
Gillieston Heights			11
Gillieston Heights	(Other)	1	6
Gillieston Heights	Bus	1	6
Gillieston Heights	Car as driver	1	1197
Gillieston Heights	Car as passenger	1	62
Gillieston Heights	Motorbike scooter	1	6
Gillieston Heights	Other two methods	2	19
Gillieston Heights	Taxi	1	3
Gillieston Heights	Train	1	8
Gillieston Heights	Train and two other methods	3	3
Gillieston Heights	Truck	1	10
Gillieston Heights	Walked only	1	3
Gilmandyke	Car as driver	1	4
Gilmandyke	Walked only	1	3
Gilmore (NSW)	Car as driver	1	60
Gilmore (NSW)	Other two methods	2	4
Gilmore (NSW)	Truck	1	6
Gin Gin (NSW)	Car as driver	1	23
Gin Gin (NSW)	Walked only	1	8
Gineroi	Car as driver	1	14
Ginghi	Car as driver	1	3
Gingkin			3
Gingkin	Car as driver	1	33
Gingkin	Truck	1	3
Girards Hill			3
Girards Hill	(Other)	1	4
Girards Hill	Bicycle	1	9
Girards Hill	Bus	1	3
Girards Hill	Car as driver	1	357
Girards Hill	Car as passenger	1	18
Girards Hill	Truck	1	5
Girards Hill	Walked only	1	42
Girilambone			4
Girilambone	Car as driver	1	28
Girilambone	Walked only	1	3
Girral			3
Girral	Car as driver	1	10
Girralong	Car as driver	1	7
Girraween (NSW)			29
Girraween (NSW)	(Other)	1	13
Girraween (NSW)	Bicycle	1	9
Girraween (NSW)	Bus	1	32
Girraween (NSW)	Car as driver	1	1224
Girraween (NSW)	Car as passenger	1	91
Girraween (NSW)	Motorbike scooter	1	8
Girraween (NSW)	Other two methods	2	9
Girraween (NSW)	Taxi	1	6
Girraween (NSW)	Train	1	536
Girraween (NSW)	Train and two other methods	3	15
Girraween (NSW)	Truck	1	7
Girraween (NSW)	Walked only	1	31
Girvan	Car as driver	1	49
Girvan	Car as passenger	1	7
Gladesville			47
Gladesville	(Other)	1	27
Gladesville	Bicycle	1	44
Gladesville	Bus	1	1047
Gladesville	Bus and two other methods excludes train	3	5
Gladesville	Car as driver	1	3265
Gladesville	Car as passenger	1	178
Gladesville	Ferry	1	80
Gladesville	Motorbike scooter	1	66
Gladesville	Other two methods	2	67
Gladesville	Taxi	1	20
Gladesville	Train	1	20
Gladesville	Train and two other methods	3	18
Gladesville	Truck	1	38
Gladesville	Walked only	1	178
Gladstone (NSW)			3
Gladstone (NSW)	Car as driver	1	94
Gladstone (NSW)	Car as passenger	1	6
Gladstone (NSW)	Truck	1	3
Gladstone (NSW)	Walked only	1	5
Glanmire (NSW)	Car as driver	1	52
Glanmire (NSW)	Car as passenger	1	9
Glanmire (NSW)	Walked only	1	3
Glebe (NSW)			46
Glebe (NSW)	(Other)	1	38
Glebe (NSW)	Bicycle	1	234
Glebe (NSW)	Bus	1	1085
Glebe (NSW)	Bus and two other methods excludes train	3	6
Glebe (NSW)	Car as driver	1	1440
Glebe (NSW)	Car as passenger	1	150
Glebe (NSW)	Ferry	1	7
Glebe (NSW)	Motorbike scooter	1	65
Glebe (NSW)	Other three methods	3	5
Glebe (NSW)	Other two methods	2	38
Glebe (NSW)	Taxi	1	52
Glebe (NSW)	Train	1	140
Glebe (NSW)	Train and two other methods	3	50
Glebe (NSW)	Tram includes light rail	1	151
Glebe (NSW)	Truck	1	10
Glebe (NSW)	Walked only	1	1129
Gledswood Hills	Car as driver	1	3
Glen Alice	Car as driver	1	7
Glen Allen	Car as driver	1	4
Glen Alpine			7
Glen Alpine	(Other)	1	6
Glen Alpine	Bus	1	14
Glen Alpine	Car as driver	1	1675
Glen Alpine	Car as passenger	1	121
Glen Alpine	Motorbike scooter	1	5
Glen Alpine	Other two methods	2	7
Glen Alpine	Train	1	184
Glen Alpine	Train and two other methods	3	18
Glen Alpine	Truck	1	20
Glen Alpine	Walked only	1	11
Glen Davis	Car as driver	1	14
Glen Davis	Walked only	1	3
Glen Elgin	Car as driver	1	3
Glen Innes			43
Glen Innes	(Other)	1	3
Glen Innes	Bicycle	1	12
Glen Innes	Bus	1	4
Glen Innes	Car as driver	1	1418
Glen Innes	Car as passenger	1	145
Glen Innes	Motorbike scooter	1	11
Glen Innes	Other two methods	2	13
Glen Innes	Taxi	1	8
Glen Innes	Train	1	4
Glen Innes	Truck	1	46
Glen Innes	Walked only	1	154
Glen Martin			7
Glen Martin	Car as driver	1	40
Glen Martin	Truck	1	3
Glen Martin	Walked only	1	3
Glen Oak			3
Glen Oak	Car as driver	1	124
Glen Oak	Car as passenger	1	8
