SSC_NAME16	Sex	labourForceParticipation
Lamington (WA)	M	79.5
Lancelin	F	49.7
Lancelin	M	50.9
Landsdale	F	67.9
Landsdale	M	80.8
Lange	F	37.8
Lange	M	52.9
Langford	F	51.3
Langford	M	66.6
Latham (WA)	F	94.4
Latham (WA)	M	79.2
Lathlain	F	63
Lathlain	M	72.2
Laverton (WA)	F	49.8
Laverton (WA)	M	65.2
Learmonth (WA)	M	100
Leda	F	56.7
Leda	M	70.9
Ledge Point	F	38.5
Ledge Point	M	42.3
Leederville	F	67.9
Leederville	M	76.3
Leeman	F	37.7
Leeman	M	51.2
Leeming	F	63.9
Leeming	M	72.1
Leinster	F	53.6
Leinster	M	61.7
Lennard Brook	F	47.3
Lennard Brook	M	69.3
Leonora	F	53.7
Leonora	M	62.2
Leschenault	F	61.2
Leschenault	M	66.2
Lesmurdie	F	55.8
Lesmurdie	M	64.5
Lexia	F	50
Lexia	M	30
Lime Lake	F	100
Lime Lake	M	120
Linfarne	F	48.3
Linfarne	M	46.4
Little Grove	F	57.3
Little Grove	M	64.5
Little Italy	F	77.8
Little Italy	M	100
Little Sandy Desert	M	133.3
Lockier	F	100
Lockier	M	100
Lockridge	F	49.4
Lockridge	M	58.6
Lockyer (WA)	F	47.1
Lockyer (WA)	M	54.8
Lol Gray	M	90
Lort River	F	45.5
Lort River	M	70
Lowden	F	51.7
Lowden	M	69.1
Lower Chittering	F	60.2
Lower Chittering	M	69.6
Lower Hotham	F	25
Lower Hotham	M	88.9
Lower King	F	55.5
Lower King	M	61.6
Lowlands	F	74.6
Lowlands	M	53.3
Ludlow	F	53.1
Ludlow	M	65.9
Lumeah (WA)	F	74.1
Lumeah (WA)	M	72.4
Lyalls Mill	M	75
Lyndon	F	33.3
Lyndon	M	62.2
Lynwood (WA)	F	54.3
Lynwood (WA)	M	66.9
Macleod (WA)	F	45.5
Macleod (WA)	M	50
Maddington	F	47.8
Maddington	M	66.7
Madeley	F	60.6
Madeley	M	73
Madora Bay	F	64.3
Madora Bay	M	72.6
Madura	F	50
Magitup	F	88.9
Magitup	M	83.3
Mahogany Creek	F	51.9
Mahogany Creek	M	59.4
Mahomets Flats	F	62
Mahomets Flats	M	68.3
Maida Vale	F	61.2
Maida Vale	M	72.2
Maitland (WA)	M	100
Malabaine	F	41.2
Malabaine	M	63
Malaga	M	50
Malebelling	F	47.1
Malebelling	M	47.4
Mallee Hill	F	50
Mallee Hill	M	137.5
Malyalling	F	33.3
Malyalling	M	200
Mandogalup	F	31.8
Mandogalup	M	75
Mandurah	F	40
Mandurah	M	51.1
Manjimup	F	52.4
Manjimup	M	64.1
Manmanning	F	88.9
Manmanning	M	61.5
Manning	F	57
Manning	M	69
Manypeaks	F	55.7
Manypeaks	M	68.1
Marangaroo	F	56.8
Marangaroo	M	66.4
Maranup	F	38.5
Maranup	M	70.8
Marbelup	F	67.5
Marbelup	M	77.2
Marble Bar	F	50
Marble Bar	M	60.6
Marchagee	F	100
Marchagee	M	105
Mardella	F	66.7
Mardella	M	71.3
Mardie	F	74.7
Mardie	M	69.6
Margaret River (WA)	F	63.8
Margaret River (WA)	M	72.9
Mariginiup	F	59.5
Mariginiup	M	70.4
Marmion	F	61.3
Marmion	M	68.7
Marne	F	133.3
Marne	M	75
Marracoonda	F	57.1
Marracoonda	M	50
Marradong	F	68.8
Marradong	M	66.7
Martin	F	52.6
Martin	M	64.9
Marvel Loch	F	50
Marvel Loch	M	50
Marybrook	F	40.6
Marybrook	M	41.6
Maya	F	85.7
Maya	M	100
Mayanup	F	67.7
Mayanup	M	81.9
Maylands (WA)	F	66.7
Maylands (WA)	M	73
McAlinden	F	44.4
McAlinden	M	50
McBeath	F	19
McBeath	M	61.9
McKail	F	62.5
McKail	M	73.2
Meadow Springs	F	51.6
Meadow Springs	M	66
Meckering	F	51.2
Meckering	M	60.2
Meda	F	85.7
Meda	M	78.6
Medina	F	47.4
Medina	M	58.9
Meekatharra	F	47.5
Meekatharra	M	59.4
Meeking	F	100
Meeking	M	100
Meelon	F	58.4
Meelon	M	73.5
Meenaar	F	100
Meenaar	M	77.8
Meerup	F	46
Meerup	M	49.3
Melville (WA)	F	60.7
Melville (WA)	M	70.3
Menora	F	39.8
Menora	M	53.4
Menzies (WA)	F	43.9
Menzies (WA)	M	51.2
Merilup	F	50
Merilup	M	83.3
Merivale	F	63
Merivale	M	52.9
Merkanooka	F	55
Merkanooka	M	61.1
Merredin	F	54.2
Merredin	M	61
Merriwa (WA)	F	42.9
Merriwa (WA)	M	59
Meru	F	50
Meru	M	66.7
Metricup	F	60.8
Metricup	M	65.7
Mettler	F	100
Mettler	M	100
Miamoon	F	60
Miamoon	M	60
Middle Swan	F	53.7
Middle Swan	M	62.8
Middlesex (WA)	F	62.2
Middlesex (WA)	M	71.8
Middleton Beach	F	46.3
Middleton Beach	M	60.5
Midland	F	48.2
Midland	M	60.5
Midvale	F	44.2
Midvale	M	59.4
Miling	F	67.4
Miling	M	77.2
Millars Well	F	73.5
Millars Well	M	81.3
Millbridge	F	69.3
Millbridge	M	80.8
Millbrook (WA)	F	62.6
Millbrook (WA)	M	65
Millendon	F	54.5
Millendon	M	68.8
Mills Lake	F	37.5
Mills Lake	M	52.9
Millstream (WA)	F	100
Millstream (WA)	M	50
Milo	F	100
Milo	M	100
Milpara	F	57.1
Milpara	M	65.4
Mimegarra	F	166.7
Mimegarra	M	84.6
Mindarabin	F	83.3
Mindarabin	M	71.9
Mindarie (WA)	F	63
Mindarie (WA)	M	73.1
Mindarra	F	57.1
Mindarra	M	83.3
Minding	F	58.3
Minding	M	35.7
Mingenew	F	56.6
Mingenew	M	54.1
Minigin	F	60
Minigin	M	67.9
Minilya	F	66.7
Minilya	M	83.3
Minnenooka	F	76.9
Minnenooka	M	66.7
Minnivale	F	68.8
Minnivale	M	56.3
Minyirr	F	63.9
Minyirr	M	63.9
Mira Mar	F	55
Mira Mar	M	64.1
Mirrabooka (WA)	F	47.2
Mirrabooka (WA)	M	61.9
Mobrup	F	68.8
Mobrup	M	72.2
Mocardy	F	54.3
Mocardy	M	85.7
Mogumber	F	73.7
Mogumber	M	71.4
Mokine	F	50
Mokine	M	57.6
Mokup	F	50
Mokup	M	65.2
Mollerin	F	75
Mollerin	M	77.8
Molloy Island	F	23.7
Molloy Island	M	30.4
Monjebup	F	30
Monjebup	M	90
Monjingup	F	54.9
Monjingup	M	62.6
Moodiarrup	F	52.4
Moodiarrup	M	88
Moojebing	F	57.1
Moojebing	M	50
Mooliabeenee	F	48.6
Mooliabeenee	M	63.2
Moondah	F	42.9
Moondah	M	50
Moondyne	F	55
Moondyne	M	40
Moonies Hill	F	88.9
Moonies Hill	M	57.1
Moonyoonooka	F	67.8
Moonyoonooka	M	72.6
Moora (WA)	F	51.5
Moora (WA)	M	64.8
Mooriary	F	75
Mooriary	M	100
Moorine Rock	F	44.4
Moorine Rock	M	58.3
Morangup	F	56.2
Morangup	M	68.1
Morawa	F	46.4
Morawa	M	49.3
Morbinning	F	33.3
Morbinning	M	66.7
Mordalup	F	46.7
Mordalup	M	76.9
Moresby (WA)	F	64.4
Moresby (WA)	M	66
Morgantown	F	51.7
Morgantown	M	50.3
Morley	F	56.6
Morley	M	66.6
Mornington (WA)	F	71.4
Mornington (WA)	M	42.1
Mosman Park (WA)	F	54.9
Mosman Park (WA)	M	65
Moulyinning	F	44.4
Moulyinning	M	55.6
Mount Adams	F	100
Mount Adams	M	42.9
Mount Barker (WA)	F	47.1
Mount Barker (WA)	M	58.6
Mount Budd	F	55.6
Mount Budd	M	100
Mount Burges	F	46.7
Mount Burges	M	60
Mount Caroline	F	42.9
Mount Caroline	M	100
Mount Claremont	F	53.9
Mount Claremont	M	64.9
Mount Clarence	F	49
Mount Clarence	M	56.1
Mount Elphinstone	F	44.4
Mount Elphinstone	M	65.8
Mount Hampton	F	30
Mount Hampton	M	92.3
Mount Hardey	F	63.4
Mount Hardey	M	67.6
Mount Hardman	F	37.5
Mount Hardman	M	58.6
Mount Hawthorn	F	69.5
Mount Hawthorn	M	78.2
Mount Helena	F	60.5
Mount Helena	M	69.9
Mount Hill	F	33.3
Mount Hill	M	30
Mount Horner	F	90
Mount Horner	M	123.1
Mount Lawley	F	62.3
Mount Lawley	M	69.5
Mount Madden	F	50
Mount Madden	M	107.1
Mount Magnet	F	42
Mount Magnet	M	44.7
Mount Melville	F	61.4
Mount Melville	M	69.2
Mount Nasura	F	59.4
Mount Nasura	M	67.1
Mount Pleasant (WA)	F	56.9
Mount Pleasant (WA)	M	69.7
Mount Richon	F	50.1
Mount Richon	M	60.5
Mount Sheila	F	78.3
Mount Sheila	M	79.4
Mount Sheridan (WA)	F	93.8
Mount Sheridan (WA)	M	60.9
Mount Stirling	F	37.5
Mount Stirling	M	55.6
Mount Tarcoola	F	63.9
Mount Tarcoola	M	71.3
Mount Walker (WA)	F	62.5
Mount Walker (WA)	M	79.2
Muchea	F	56.5
Muchea	M	64.8
Muckenburra	F	68.3
Muckenburra	M	68.8
Mueller Ranges	F	25
Mueller Ranges	M	27.3
Muja	F	133.3
Muja	M	54.5
Mukinbudin	F	51.5
Mukinbudin	M	65.3
Mulga Downs	F	73.7
Mulga Downs	M	61.5
Mullaloo	F	64.8
Mullaloo	M	72.9
Mullalyup	F	46
Mullalyup	M	64.7
Mullewa	F	56.2
Mullewa	M	50
Mullingar	F	62.4
Mullingar	M	74.6
Muluckine	F	50.7
Muluckine	M	36.1
Mumballup	F	52.8
Mumballup	M	69.7
Mumberkine	F	44
Mumberkine	M	88.5
Mundaring	F	52.3
Mundaring	M	62.3
Mundijong	F	55.1
Mundijong	M	68.1
Mundrabilla	F	70.6
Mundrabilla	M	37.5
Mungalup	F	66.7
Mungalup	M	73.7
Munglinup	F	52
Munglinup	M	72.7
Munster	F	64.6
Munster	M	73.8
Muntadgin	F	57.9
Muntadgin	M	62.5
Muradup	F	64.1
Muradup	M	58
Murchison (WA)	F	76.2
Murchison (WA)	M	65.5
Murdoch	F	39.7
Murdoch	M	47.7
Murdong	F	75
Murdong	M	100
Muresk	F	118.2
Muresk	M	72.7
Myalup	F	47.1
Myalup	M	57.4
Myaree	F	51.8
Myaree	M	64.7
Myrup	F	61.4
Myrup	M	70.7
Nabawa	F	56
Nabawa	M	48.4
Nairibin	F	36.4
Nairibin	M	100
Nalkain	F	100
Nalkain	M	100
Nalyerlup	F	44.4
Nalyerlup	M	100
Namban	F	54.5
Namban	M	73.3
Nambeelup	F	64.9
Nambeelup	M	66
Nambung	F	58.8
Nambung	M	29.4
Nanarup	F	33.3
Nanarup	M	31.3
Nanga	M	75
Nangeenan	F	57.1
Nangeenan	M	72.7
Nangetty	F	100
Nangetty	M	100
Nannup	F	51.2
Nannup	M	53.3
Nanson	F	48.8
Nanson	M	44.2
Nanutarra	F	80
Nanutarra	M	83.6
Napier	F	61.7
Napier	M	64.4
Naraling	F	87.5
Naraling	M	100
Narembeen	F	47.6
Narembeen	M	60.4
Narngulu	F	15.7
Narngulu	M	6.7
Narra Tarra	F	57.1
Narra Tarra	M	95.5
Narraloggan	F	33.3
Narraloggan	M	53.3
Narrikup	F	62.4
Narrikup	M	71.6
Narrogin	F	47.7
Narrogin	M	59.1
Narrogin Valley	F	71.4
Narrogin Valley	M	83.7
Naturaliste	F	41.7
Naturaliste	M	58.8
Naval Base	F	60
Naval Base	M	69.2
Nedlands	F	56.5
Nedlands	M	66.1
Needilup	F	66.7
Needilup	M	86.7
Neendaling	F	66.7
Neendaling	M	133.3
Neerabup	F	47.1
Neerabup	M	55
Neergabby	F	69.3
Neergabby	M	69.6
Nembudding	F	100
Nembudding	M	100
Neridup	F	64.6
Neridup	M	86.7
New Norcia	F	73.9
New Norcia	M	37.1
Newcarlbeon	F	100
Newcarlbeon	M	53.8
Newdegate	F	52.5
Newdegate	M	70.8
Newlands (WA)	F	66.7
Newlands (WA)	M	79.2
Newman	F	63.7
Newman	M	68.1
Ngaanyatjarra-Giles	F	28.9
Ngaanyatjarra-Giles	M	30.6
Nickol	F	67.8
Nickol	M	82.5
Nilgen	F	41.2
Nilgen	M	50.4
Nillup	F	57.1
Nillup	M	60.9
Ningaloo	M	30
Nippering	F	66.7
Nippering	M	80
Nirimba	F	58.6
Nirimba	M	76.9
Noggerup	F	48.4
Noggerup	M	69.4
Nokaning	F	77.8
Nokaning	M	58.3
Nolba	F	100
Nolba	M	116.7
Nollamara	F	59.6
Nollamara	M	70
Nomans Lake	F	80
Nomans Lake	M	56.3
Noranda	F	55.2
Noranda	M	66.1
Nornalup	F	59.3
Nornalup	M	56.7
Norpa	F	72.7
Norpa	M	100
Norseman	F	47.3
Norseman	M	56.7
North Baandee	F	91.7
North Baandee	M	76.5
North Beach (WA)	F	58.6
North Beach (WA)	M	66.8
North Bodallin	F	100
North Bodallin	M	70
North Boyanup	F	66.7
North Boyanup	M	70.8
North Burngup	F	71.4
North Coogee	F	64.8
North Coogee	M	73.8
North Dandalup	F	53
North Dandalup	M	63.7
North Eradu	M	50
North Fremantle	F	58.1
North Fremantle	M	63.7
North Greenbushes	F	45.1
North Greenbushes	M	53.1
North Jindong	F	48.3
North Jindong	M	67.9
North Kellerberrin	F	62.5
North Kellerberrin	M	88.2
North Kukerin	F	80
North Kukerin	M	63.6
North Kununoppin	F	58.3
North Kununoppin	M	38.5
North Lake	F	64
North Lake	M	75.6
North Lake Grace	F	71.4
North Lake Grace	M	114.3
North Moulyinning	F	140
North Moulyinning	M	100
North Perth	F	64.3
North Perth	M	71.5
North Plantations	F	70.7
North Plantations	M	74.1
North Stirlings	F	60
North Stirlings	M	125
North Tammin	F	60.5
North Tammin	M	87
North Trayning	F	70
North Trayning	M	69.2
North Walpole	F	44.7
North Walpole	M	51.3
North West Cape	F	55.6
North West Cape	M	56.9
North Wialki	F	100
North Wialki	M	66.7
North Yelbeni	F	66.7
North Yelbeni	M	100
North Yunderup	F	45.3
North Yunderup	M	53.8
Northam	F	48.8
Northam	M	58.9
Northampton	F	37.5
Northampton	M	47.5
Northbridge (WA)	F	55
Northbridge (WA)	M	56.5
Northcliffe	F	56.8
Northcliffe	M	56.5
Northern Gully	F	90
Northern Gully	M	42.9
Nowergup	F	75.6
Nowergup	M	72.9
Nugadong	F	42.9
Nugadong	M	100
Nukarni	F	66.7
Nukarni	M	82.4
Nullagine	F	72.2
Nullagine	M	83
Nullaki	F	30
Nullaki	M	45.5
Nulsen	F	45.4
Nulsen	M	51.9
Nungarin	F	48.4
Nungarin	M	51.7
Nunierra	F	100
Nunierra	M	100
Nunile	F	57.9
Nunile	M	61.7
Nyabing	F	67.3
Nyabing	M	74.8
O'Connor (WA)	F	59.3
O'Connor (WA)	M	67.1
Oakford	F	66.9
Oakford	M	74.1
Ocean Beach	F	52.1
Ocean Beach	M	56.4
Ocean Reef	F	64.4
Ocean Reef	M	73.7
Ogilvie	F	66.7
Ogilvie	M	73.1
Old Plains	F	47.4
Old Plains	M	75
Oldbury	F	58.4
Oldbury	M	68.6
Ongerup	F	54.5
Ongerup	M	51.1
Onslow	F	55.9
Onslow	M	69.8
Oombulgurri	F	90
Oombulgurri	M	100
Orana	F	49.6
Orana	M	56.8
Orange Grove (WA)	F	57.9
Orange Grove (WA)	M	58
Orange Springs	F	66.7
Orange Springs	M	50
Orchid Valley	F	70.6
Orchid Valley	M	106.7
Ord River	F	69.8
Ord River	M	66.1
Orelia	F	50.9
Orelia	M	60
Osborne Park	F	64.5
Osborne Park	M	72.2
Osmington	F	66.7
Osmington	M	65.4
Padbury	F	64.7
Padbury	M	73
Palgarup	F	50.8
Palgarup	M	61
Pallinup	F	82.4
Pallinup	M	69.6
Palmdale (WA)	F	57.1
Palmdale (WA)	M	45.5
Palmer (WA)	F	37.5
Palmer (WA)	M	48.5
Palmyra (WA)	F	60.8
Palmyra (WA)	M	71.4
Pannawonica	F	64.5
Pannawonica	M	91.5
Pantapin	F	137.5
Pantapin	M	75
Paraburdoo	F	67.8
Paraburdoo	M	76.9
Paradise (WA)	F	64.5
Paradise (WA)	M	71.8
Pardoo	F	22.2
Pardoo	M	17.9
Parkerville	F	65.2
Parkerville	M	70.3
Parkeston	F	13
Parkeston	M	22.7
Parkfield	F	52.4
Parkfield	M	54.5
Parklands (WA)	F	61.8
Parklands (WA)	M	64.3
Parkwood (WA)	F	61.1
Parkwood (WA)	M	71.5
Parmelia	F	50.2
Parmelia	M	62.3
Parryville	F	58.6
Parryville	M	72.2
Paulls Valley	F	81.5
Paulls Valley	M	76.5
Paynedale	F	70.8
Paynedale	M	100
Paynes Find	F	58.8
Paynes Find	M	70
Paynesville (WA)	F	100
Peaceful Bay	F	27.6
Peaceful Bay	M	39.4
Peak Hill (WA)	F	38.2
Peak Hill (WA)	M	65.7
Pearsall	F	70.6
Pearsall	M	81.2
Peedamulla	F	100
Peedamulla	M	60
Peerabeelup	M	75
Pegs Creek	F	62.6
Pegs Creek	M	74.5
Pelican Point (WA)	F	57.4
Pelican Point (WA)	M	65.9
Pemberton	F	52.7
Pemberton	M	62.4
Peppermint Grove	F	46.4
Peppermint Grove	M	65.5
Peppermint Grove Beach	F	63.7
Peppermint Grove Beach	M	63.8
Perenjori	F	62.5
Perenjori	M	74
Perillup	F	70.6
Perillup	M	68.2
Peron	F	100
Peron	M	35.3
Perth (WA)	F	60.7
Perth (WA)	M	67.8
Perup	F	62
Perup	M	83.9
Petrudor	F	100
Petrudor	M	33.3
Piara Waters	F	72.9
Piara Waters	M	85.3
Piawaning	F	44.4
Piawaning	M	88
Piccadilly (WA)	F	68.8
Piccadilly (WA)	M	76.7
Pickering Brook	F	59.2
Pickering Brook	M	71.6
Picton (WA)	F	34.5
Picton (WA)	M	43.9
Picton East	F	35.6
Picton East	M	55.2
Piesse Brook	F	43.8
Piesse Brook	M	52.3
Piesseville	F	106.7
Piesseville	M	95.2
Pindar	F	33.3
Pindar	M	81.3
Pingaring	F	69
Pingaring	M	82.9
Pingelly	F	34.7
Pingelly	M	43.6
Pingrup	F	61.2
Pingrup	M	70.7
Pinjar	F	50
Pinjar	M	63
Pinjarra	F	43.6
Pinjarra	M	54.2
Pink Lake	F	61.7
Pink Lake	M	67.1
Pintharuka	F	90.9
Pintharuka	M	100
Pinwernying	F	43.5
Pinwernying	M	52.6
Pippingarra	F	50
Pippingarra	M	57.1
Pithara	F	42.9
Pithara	M	67.3
Plumridge Lakes	F	43.6
Plumridge Lakes	M	66.3
Point Samson	F	80.5
Point Samson	M	76.2
Popanyinning	F	44.1
Popanyinning	M	37.6
Porongurup	F	53.3
Porongurup	M	59.3
Port Albany	F	51.8
Port Albany	M	44.9
Port Denison	F	42.3
Port Denison	M	49.3
Port Hedland	F	68.7
Port Hedland	M	78
Port Kennedy	F	58.9
Port Kennedy	M	70.8
Preston Beach	F	25
Preston Beach	M	33
Preston Settlement	F	64.4
Preston Settlement	M	59.6
Prevelly	F	76.4
Prevelly	M	62.7
Pumphreys Bridge	F	77.8
Pumphreys Bridge	M	75
Purnululu	M	166.7
Quairading	F	31.9
Quairading	M	48.6
Qualeup	F	64.7
Qualeup	M	87
Quedjinup	F	56.6
Quedjinup	M	58.8
Queens Park (WA)	F	58.5
Queens Park (WA)	M	73.1
Queenwood	F	75.9
Queenwood	M	72.2
Quelagetting	F	100
Quelagetting	M	57.1
Quellington	F	42.9
Quellington	M	75
Quindalup	F	60.2
Quindalup	M	65.3
Quindanning	F	42.1
Quindanning	M	55.6
Quinninup	F	51.6
Quinninup	M	54
Quinns Rocks	F	64.9
Quinns Rocks	M	74.7
Ranford	F	48.5
Ranford	M	61.9
Rangeway	F	43.1
Rangeway	M	51.6
Ravensthorpe	F	61.6
Ravensthorpe	M	71.7
Ravenswood (WA)	F	43.6
Ravenswood (WA)	M	53
Rawlinna	F	62.5
Rawlinna	M	100
Red Gully	F	41.7
Red Gully	M	66.7
Red Hill (WA)	F	45.2
Red Hill (WA)	M	67.6
Redbank (WA)	F	56.3
Redbank (WA)	M	70.6
Redcliffe (WA)	F	53.5
Redcliffe (WA)	M	65.9
Redgate (WA)	F	65.7
Redgate (WA)	M	73
Redmond	F	62.2
Redmond	M	65.9
Redmond West	F	48.3
Redmond West	M	48.1
Regans Ford	F	75
Regans Ford	M	81.8
Reinscourt	F	59.4
Reinscourt	M	57.8
Ridgewood (WA)	F	54
Ridgewood (WA)	M	68.5
Ringbark	F	64.1
Ringbark	M	69
Riverton (WA)	F	56.4
Riverton (WA)	M	67.3
Rivervale	F	58
Rivervale	M	67.8
Robinson	F	66.1
Robinson	M	64.8
Rockingham (WA)	F	45.9
Rockingham (WA)	M	58
Rocklea (WA)	F	47.1
Rocklea (WA)	M	61.2
Rocky Gully (WA)	F	66.7
Rocky Gully (WA)	M	51.3
Roebourne	F	41.8
Roebourne	M	30.6
Roebuck	F	58.3
Roebuck	M	55.4
Roelands	F	62.9
Roelands	M	76.4
Roleystone	F	62
Roleystone	M	71.2
Rosa Brook	F	63.9
Rosa Brook	M	75.9
Rosa Glen	F	69.8
Rosa Glen	M	68
Rossmore (WA)	F	100
Rossmoyne	F	45.9
Rossmoyne	M	61.1
Rothsay	F	94.7
Rothsay	M	85.3
Rottnest Island	F	22.7
Rottnest Island	M	33.9
Ruabon	F	61.3
Ruabon	M	90.9
Rudds Gully	F	76.1
Rudds Gully	M	76.9
Ryansbrook	F	47.4
Ryansbrook	M	78.9
Sabina River	F	46.7
Sabina River	M	73.1
Safety Bay	F	49.9
Safety Bay	M	60.4
Salmon Gums	F	56.7
Salmon Gums	M	68.4
Salter Point	F	47.2
Salter Point	M	54.3
Samson	F	56.6
Samson	M	63.3
San Remo (WA)	F	55.6
San Remo (WA)	M	61
Sandsprings	F	100
Sandsprings	M	50
Sandstone	F	56.3
Sandstone	M	40
Sandy Gully (WA)	F	74.2
Sandy Gully (WA)	M	69.7
Sawyers Valley	F	58.1
Sawyers Valley	M	67.5
Scaddan	F	65.9
Scaddan	M	73
Scarborough (WA)	F	69
Scarborough (WA)	M	74.8
Scotsdale	F	51.3
Scotsdale	M	64
Scott River	F	80
Scott River	M	63.6
Scott River East	F	140
Scott River East	M	85.7
Scotts Brook	F	59.1
Scotts Brook	M	80
Seabird	F	31.4
Seabird	M	43.6
Secret Harbour	F	67.7
Secret Harbour	M	78.8
Seppings	F	65.3
Seppings	M	75.4
Serpentine (WA)	F	52.5
Serpentine (WA)	M	64.6
Seville Grove	F	60.5
Seville Grove	M	75.1
Shackleton	F	60
Shackleton	M	63
Shadforth (WA)	F	50.2
Shadforth (WA)	M	54.5
Shannon (WA)	M	100
Shelley (WA)	F	56.6
Shelley (WA)	M	68.6
Shenton Park	F	58
Shenton Park	M	68
Sherlock (WA)	M	100
Shoalwater (WA)	F	46.6
Shoalwater (WA)	M	57.7
Siesta Park	F	57.9
Siesta Park	M	65.6
Silver Sands	F	51.6
Silver Sands	M	57.5
Sinagra	F	69
Sinagra	M	80.9
Sinclair	F	60.1
Sinclair	M	65.7
Singleton (WA)	F	63.2
Singleton (WA)	M	73.9
Smith Brook	F	65
Smith Brook	M	82.6
Somerville (WA)	F	69.4
Somerville (WA)	M	77.3
Sorrento (WA)	F	59
Sorrento (WA)	M	68.4
South Boulder	F	50.8
South Boulder	M	55.3
South Bunbury	F	53.6
South Bunbury	M	64.7
South Burracoppin	F	50
South Burracoppin	M	137.5
South Carnarvon	F	57.9
South Carnarvon	M	55.5
South Datatine	F	66.7
South Datatine	M	100
South Doodlakine	F	30
South Doodlakine	M	55.6
South Fremantle	F	60.9
South Fremantle	M	63.3
South Glencoe	F	175
South Glencoe	M	100
South Greenough	F	58.8
South Greenough	M	68.9
South Guildford	F	66.6
South Guildford	M	75.2
South Hedland	F	59
South Hedland	M	71.3
South Kalgoorlie	F	58.5
South Kalgoorlie	M	70.1
South Kukerin	F	150
South Kukerin	M	85.7
South Kumminin	F	62.1
South Kumminin	M	91.2
South Kununoppin	F	33.3
South Lake	F	63.1
South Lake	M	70.9
South Lake Grace	F	54.5
South Lake Grace	M	71.4
South Murchison	F	39.1
South Murchison	M	39.3
South Newdegate	F	80
South Newdegate	M	69.2
South Perth	F	59.5
South Perth	M	67.9
South Plantations	F	77.1
South Plantations	M	69.8
South Quairading	F	60
South Quairading	M	81.5
South Stirling	F	75
South Stirling	M	80
South Tammin	F	76.9
South Tammin	M	91.2
South Trayning	F	22.2
South Trayning	M	80
South Yelbeni	F	66.7
South Yelbeni	M	83.3
South Yilgarn	F	50
South Yilgarn	M	100
South Yuna	F	23.1
South Yuna	M	75
South Yunderup	F	47.6
South Yunderup	M	56
Southampton (WA)	F	53.6
Southampton (WA)	M	73.3
Southern Brook	F	55.2
Southern Brook	M	96.4
Southern Cross (WA)	F	53.9
Southern Cross (WA)	M	65.7
Southern River	F	66.1
Southern River	M	80
Spalding (WA)	F	43.4
Spalding (WA)	M	54.1
Spearwood	F	51.9
Spearwood	M	63.6
Spencer Park	F	43
Spencer Park	M	53.8
Spencers Brook	F	58.1
Spencers Brook	M	70
Springfield (WA)	F	51.1
Springfield (WA)	M	69.1
Springs	F	100
Springs	M	100
St George Ranges	F	33.3
St George Ranges	M	42
St James (WA)	F	58.5
St James (WA)	M	66.8
St Ronans	F	45.5
St Ronans	M	40
Stake Hill	F	65.7
Stake Hill	M	76.6
Stirling (WA)	F	59.3
Stirling (WA)	M	70.5
Stirling Estate	F	65.1
Stirling Estate	M	66.7
Stoneville	F	60.6
Stoneville	M	67.6
Stove Hill	M	51.4
Strathalbyn (WA)	F	71
Strathalbyn (WA)	M	75.6
Stratham	F	57.4
Stratham	M	65.6
Stratherne	M	71.4
Stratton	F	58.3
Stratton	M	71.1
Strelley	M	47.6
Sturt Creek	F	24.7
Sturt Creek	M	27.2
Subiaco	F	59.8
Subiaco	M	69.4
Success	F	66
Success	M	77.7
Sunnyside (WA)	F	59.3
Sunnyside (WA)	M	83.3
Sunset Beach	F	56.8
Sunset Beach	M	63.5
Swan View	F	54.8
Swan View	M	66
Swanbourne	F	56.5
Swanbourne	M	66.2
Takalarup	F	63.6
Takalarup	M	76.6
Talandji	F	77.6
Talandji	M	75.1
Talbot (WA)	F	67.5
Talbot (WA)	M	75
Talbot West	F	75
Talbot West	M	33.3
Talgomine	F	45.5
Talgomine	M	81.8
Tambellup	F	34.1
Tambellup	M	41
Tammin	F	38.6
Tammin	M	46.3
Tampu	F	100
Tampu	M	100
Tanami (WA)	F	18.3
Tanami (WA)	M	28.9
Tandegin	F	75
Tandegin	M	100
Tapping	F	69.9
Tapping	M	80.1
Tarcoola Beach	F	65.4
Tarcoola Beach	M	72
Tardun	F	50
Tardun	M	58.8
Tarin Rock	F	73.3
Tarin Rock	M	116.7
Teesdale (WA)	F	46.5
Teesdale (WA)	M	58.8
Telfer	F	50.9
Telfer	M	70.4
Tenindewa	F	21.1
Tenindewa	M	75
Tenterden (WA)	F	48.9
Tenterden (WA)	M	59
The Lakes	F	85.7
The Lakes	M	76
The Plains	F	78.6
The Plains	M	57.1
The Vines	F	69.5
The Vines	M	75.9
Thomson Brook	F	70.4
Thomson Brook	M	65
Thornlie	F	57.2
Thornlie	M	69.3
Three Springs	F	50.6
Three Springs	M	61.3
Throssell	F	53.6
Throssell	M	59.4
Tibradden	F	75
Tincurrin	F	50
Tincurrin	M	83.3
Tingledale	F	54.2
Tingledale	M	51.7
Tom Price	F	66.5
Tom Price	M	84.1
Tonebridge	F	77.8
Tonebridge	M	58.3
Toodyay	F	42.4
Toodyay	M	50.2
Toolibin	F	42.9
Toolibin	M	40
Toompup	F	100
Toompup	M	100
Torbay	F	62.7
Torbay	M	68.8
Torndirrup	F	68.2
Torndirrup	M	2.7
Trayning	F	29.8
Trayning	M	60.8
Treeton	F	69.4
Treeton	M	73.8
Trigg	F	60.6
Trigg	M	69.6
