SSC_NAME16	unemployment
Bullaring	5.4
Buller	5.7
Bullfinch	47.8
Bullsbrook	6.5
Bulyee	12.5
Bunbury (WA)	6.7
Burekup	7.3
Burns Beach	6.2
Burnside (WA)	3
Burswood	7.6
Busselton	8
Butler (WA)	9.5
Byford	7.1
Cable Beach	4.1
Cadoux	9.5
Calingiri	8.2
Calista	13
Camballin	30.2
Camillo	12.8
Canna	17.1
Canning Vale	8.3
Cannington	12.9
Cape Burney	9.2
Cape Range National Park	75
Capel	6.2
Capel River	3.9
Carabooda	5.2
Carbunup River	4.5
Cardiff (WA)	14.3
Cardup	7.9
Carey Park	10.8
Carine	5.2
Carlisle	8.7
Carmel	7
Carnamah	4.3
Carnarvon	4.2
Carramar (WA)	6.9
Castletown	4.9
Casuarina (WA)	8.1
Cataby	13.9
Catterick	2.8
Caversham	6.4
Centennial Park (WA)	6.8
Cervantes	5.4
Chadwick	7.1
Champion Lakes	6.5
Channybearup	6.8
Chapman Hill	7
Chidlow	6.5
Chittering	3.4
Churchlands	6.1
City Beach	5.4
Clackline	10.8
Claremont (WA)	6.1
Clarkson	10
Cloverdale	9.9
Cockburn Central	9.6
College Grove	8.8
Collie (WA)	11.1
Collingwood Heights	4.7
Collingwood Park (WA)	3.5
Como (WA)	6.8
Condingup	2.6
Connolly	6.4
Coodanup	16.3
Coogee (WA)	6.7
Cookernup	10.3
Coolbellup	10.9
Coolbinia	5
Coolgardie (WA)	10.1
Cooloongup	13.4
Coolup	5.7
Coomalbidgup	4.2
Coondle	7.2
Coorow	3.2
Coral Bay	1.9
Corrigin	5.2
Cosmo Newbery	13.6
Cottesloe	4.7
Courtenay	12
Cowaramup	4.5
Craigie (WA)	7.5
Cranbrook (WA)	3
Crawley	22.3
Crooked Brook	5.7
Crossman	8.4
Crowea	13.3
Cuballing	3.3
Cue	4.6
Culham	16.7
Cunderdin	5
Currambine	7.1
Cuthbert	3.8
Daglish	7.8
Dale	2.7
Dalkeith	4.7
Dalwallinu	4.4
Dalyellup	7.6
Dampier	6.1
Dampier Peninsula	15.9
Dandaragan	1.5
Darch	7.4
Dardanup	7
Dardanup West	6
Darkan	5.9
Darling Downs	5.9
Darlington (WA)	4.6
Dawesville	10.3
Dayton	5.5
Deanmill	9.8
Deepdale	5.2
Deepdene (WA)	10.7
Denbarker	6.4
Denham	5.9
Denmark	4.6
Derby (WA)	8.4
Dianella	7.2
Dindiloa	27.3
Dinninup	4.8
Djugun	3.9
Dongara	8.2
Donnybrook (WA)	7.7
Doubleview	5.9
Dowerin	4.5
Drummond Cove	6.2
Dudley Park (WA)	10
Dumbarton	7.1
Dumberning	3.8
Dumbleyung	12.2
Duncraig	5.9
Dunsborough	4.2
Durack (WA)	3.8
Dwellingup	8.4
East Augusta	30
East Bunbury	9.1
East Cannington	10.1
East Carnarvon	5.6
East Chapman	13.6
East Fremantle	5.6
East Perth	8.6
East Pingelly	2.2
East Rockingham	20.6
East Victoria Park	8.3
East Yuna	20
Eaton (WA)	7.6
Eden Hill	8.1
Edgewater	6.2
Eglinton (WA)	4.6
Elleker	5.4
Ellenbrook	8.3
Embleton	8.7
Emu Point	8.5
Eneabba	12.5
Erskine (WA)	10
Esperance	4.9
Exmouth	4
Falcon	11.6
Ferndale (WA)	8.2
Fitzroy Crossing	9.7
Floreat	5.1
Forrest Beach (WA)	15
Forrestdale	8
Forrestfield	7.7
Fortescue (WA)	25
Frankland River	4.5
Fremantle	7.6
Furnissdale	14.8
Gabbadah	8.1
Gabbin	9.7
Gap Ridge	10.3
Gascoyne Junction	30
Gascoyne River	18.2
Gelorup	6.1
Geographe	7.7
Geraldton	10.1
Gibb	25
Gibson	6.3
Gibson Desert North	47.8
Gidgegannup	5.4
Gingin	4.9
Girrawheen	12.7
Gledhow	5.5
Glen Forrest	7.6
Glen Iris (WA)	9.5
Glen Mervyn	8.1
Glendalough	9
Glenfield (WA)	7.6
Gnangara	6.7
Gnarabup	2.3
Gnowangerup	6.5
Golden Bay	9.3
Goode Beach	4.2
Goomalling	8.8
Gooseberry Hill	6.4
Gosnells	12
Gracetown	5
Grass Valley	6
Green Head	21.3
Greenbushes	10.4
Greenfields	12.9
Greenmount (WA)	6.9
Greenough	9.8
Greenwood (WA)	7.2
Gregory (WA)	12
Greys Plain	62.9
Guilderton	6.5
Guildford (WA)	6.1
Gutha	21.7
Gwambygine	12.5
Gwelup	5.3
Halls Creek (WA)	16
Halls Head	9.4
Hamel	7.4
Hamelin Bay	16
Hamersley	6
Hamilton Hill	9.7
Hammond Park	6.2
Hannans	3.8
Harrisdale	7.2
Harvey	6.7
Hay (WA)	4.2
Haynes	5.7
Hazelmere	8.7
Heathridge	7.4
Helena Valley	6.5
Henley Brook	7.7
Henty (WA)	3.8
Herne Hill (WA)	7.1
Herron	13.4
Hester	19
Hester Brook	12.5
High Wycombe	8
Highbury (WA)	6.2
Highgate (WA)	6.6
Hilbert	8.5
Hillarys	6.5
Hillman	14.5
Hilton (WA)	8.1
Hindmarsh (WA)	22.2
Hocking	6.6
Hoddys Well	4.7
Hoffman	17.6
Hopeland (WA)	9.9
Hopetoun (WA)	9
Horrocks	6.2
Hovea	6.7
Howatharra	9.4
Huntingdale (WA)	9.5
Hyden	1.4
Iluka (WA)	6.1
Inglehope	16.7
Inglewood (WA)	6.2
Innaloo	6.3
Isseka	14.3
Jalbarragup	24.4
Jandabup	6.2
Jandakot	6.1
Jane Brook	6
Jarrahdale	8.1
Jelcobine	3.6
Jerramungup	4.4
Jilakin	12
Jindalee (WA)	6.9
Jingalup	4.6
Jolimont	5.1
Joondalup	10.5
Joondanna	6.6
Julimar	5.8
Juna Downs	1.6
Jurien Bay	5.9
Kalamunda	6.3
Kalannie	7.4
Kalbarri	6
Kalgan	5.6
Kalgoorlie	5.7
Kallaroo	5.7
Kalumburu	40.5
Kambalda East	9.8
Kambalda West	7.4
Kangaroo Gully	2.7
Karakin	8.9
Karalundi	13.3
Karawara	18.7
Kardinya	7.6
Karlkurla	7.6
Karloo	23.2
Karnup	6.4
Karragullen	6.8
Karrakup	6.8
Karratha Industrial Estate	3.7
Karridale	2.9
Karrinyup	5.4
Katanning	6.4
Kauring	7.5
Kealy	6.5
Kellerberrin	5.8
Kelmscott	10
Kendenup	9.6
Kensington (WA)	6.2
Kenwick	10.4
Kewdale	8.6
Keysbrook	6.3
Kiara	8.1
King Leopold Ranges	8.4
King River	5.3
Kingsford (WA)	3.8
Kingsley	6.2
Kinross	8.4
Kirup	9.3
Kojonup	3.1
Kokeby	17.9
Kondinin	5.4
Konnongorring	5.8
Kookynie	50
Koondoola	15.6
Koongamia	11.3
Koorda	5.6
Kordabup	11.1
Kronkup	3.4
Kulin	1.8
Kununurra	4.6
Kwinana Town Centre	10.8
Lagrange	51
Lake Argyle	13.8
Lake Clifton	11.7
Lake Grace	2.1
Lakelands (WA)	9.9
Lamington (WA)	3.7
Lancelin	5.3
Landsdale	6.4
Lange	3.1
Langford	12.6
Latham (WA)	9.1
Lathlain	6.9
Laverton (WA)	4.1
Leda	13.2
Ledge Point	3.5
Leederville	5.6
Leeman	12.8
Leeming	6.2
Leinster	1.4
Lennard Brook	4.4
Leonora	3.3
Leschenault	6.7
Lesmurdie	6.4
Little Grove	2.9
Lockridge	11.9
Lockyer (WA)	9.9
Lower Chittering	6.5
Lower King	4.3
Lowlands	5.1
Ludlow	14.6
Lynwood (WA)	10.4
Macleod (WA)	23.5
Maddington	12.9
Madeley	6.2
Madora Bay	8
Mahogany Creek	4.8
Mahomets Flats	11.5
Maida Vale	6.7
Mandogalup	14.3
Mandurah	14.7
Manjimup	5.8
Manning	7.8
Manypeaks	3.9
Marangaroo	9.5
Maranup	10
Marbelup	3.9
Marble Bar	7.3
Mardella	6.7
Mardie	1.2
Margaret River (WA)	5.1
Mariginiup	6
Marmion	4.9
Martin	6.1
Marybrook	10.7
Mayanup	2.9
Maylands (WA)	7.7
McKail	5.2
Meadow Springs	10.2
Meckering	4.4
Medina	16.1
Meekatharra	7.2
Meelon	2.8
Meerup	4.9
Melville (WA)	5
Menora	6.2
Menzies (WA)	10.5
Merredin	5.9
Merriwa (WA)	13.4
Meru	15
Metricup	6
Miamoon	37.5
Middle Swan	11.9
Middlesex (WA)	2.2
Middleton Beach	4.9
Midland	12.6
Midvale	14.9
Millars Well	6
Millbridge	6.2
Millbrook (WA)	3.4
Millendon	9
Milpara	6.9
Mindarie (WA)	8.6
Mingenew	7.4
Mira Mar	4.7
Mirrabooka (WA)	14.1
Mocardy	10.6
Mokine	4.4
Molloy Island	12.1
Monjingup	4.4
Moodiarrup	10
Mooliabeenee	3.9
Moonyoonooka	3.8
Moora (WA)	6.2
Morangup	8.1
Morawa	6.3
Moresby (WA)	5.2
Morgantown	8.2
Morley	8.7
Mosman Park (WA)	6.1
Mount Adams	27.3
Mount Barker (WA)	6.3
Mount Burges	40.5
Mount Claremont	5.7
Mount Clarence	4.8
Mount Hardey	6.5
Mount Hardman	28.2
Mount Hawthorn	5.7
Mount Helena	7.7
Mount Lawley	6
Mount Magnet	12
Mount Melville	7.2
Mount Nasura	7.6
Mount Pleasant (WA)	6.2
Mount Richon	7.5
Mount Sheila	0.4
Mount Tarcoola	7.6
Muchea	6.8
Muckenburra	5.4
Mueller Ranges	30.4
Mukinbudin	1.9
Mullaloo	6.4
Mullalyup	9
Mullewa	9.3
Mullingar	6.4
Mundaring	5.1
Mundijong	9.3
Munglinup	4.8
Munster	5.7
Murdoch	12.8
Muresk	17.6
Myalup	6.6
Myaree	4.4
Myrup	2.2
Nairibin	27.3
Nambeelup	8
Nannup	4.6
Napier	2
Narembeen	4.7
Narngulu	18.2
Narrikup	6.9
Narrogin	5.7
Nedlands	6.1
Neerabup	6.8
Neridup	4.2
Newlands (WA)	4.4
Newman	4.2
Ngaanyatjarra-Giles	24.6
Nickol	5.6
Nilgen	8.9
Noggerup	8.1
Nollamara	9.1
Noranda	7.6
Nornalup	9.4
Norseman	11.6
North Beach (WA)	5.7
North Boyanup	5.9
North Coogee	5.2
North Dandalup	6.5
North Fremantle	5.6
North Greenbushes	6.4
North Jindong	8.3
North Lake	6.8
North Perth	5.7
North Plantations	2.8
North Walpole	8.1
North West Cape	5.4
North Yunderup	9.5
Northam	9.5
Northampton	15.8
Northbridge (WA)	7.1
Northcliffe	6.6
Nowergup	3.3
Nullagine	1.6
Nulsen	11.4
Nungarin	7.1
Nunile	6
O'Connor (WA)	5.7
Oakford	5.5
Ocean Beach	5.6
Ocean Reef	6.9
Oldbury	5.3
Ongerup	13.5
Onslow	4.3
Orana	7.3
Orange Grove (WA)	6.9
Ord River	6.9
Orelia	13.4
Osborne Park	8.4
Osmington	4.5
Padbury	6.7
Palgarup	11.7
Palmyra (WA)	5.8
Pannawonica	2.8
Paraburdoo	2.5
Paradise (WA)	3.5
Parkerville	5.1
Parkfield	12
Parklands (WA)	6.8
Parkwood (WA)	9
Parmelia	12.5
Parryville	7
Peaceful Bay	15
Peak Hill (WA)	3.4
Pearsall	6.4
Peedamulla	33.3
Pegs Creek	5.7
Pelican Point (WA)	3.8
Pemberton	5.2
Peppermint Grove	3.5
Peppermint Grove Beach	4.1
Perenjori	2.5
Perillup	11.1
Perth (WA)	8.2
Perup	4.3
Piara Waters	7
Piccadilly (WA)	4.2
Pickering Brook	6
Picton (WA)	8.6
Picton East	9.4
Piesse Brook	5.2
Pingelly	14
Pinjarra	11.7
Pink Lake	3.7
Pinwernying	5.5
Plumridge Lakes	6.1
Point Samson	3.6
Popanyinning	4.5
Port Albany	11.9
Port Denison	8.5
Port Hedland	3.7
Port Kennedy	10.6
Preston Beach	10.3
Preston Settlement	15.6
Quairading	6.5
Quedjinup	4.3
Queens Park (WA)	10.3
Queenwood	7.3
Quindalup	4.7
Quinninup	18.6
Quinns Rocks	9.2
Ranford	11.5
Rangeway	20.1
Ravensthorpe	6.6
Ravenswood (WA)	9.7
Red Hill (WA)	8.8
Redbank (WA)	18.2
Redcliffe (WA)	9.3
Redmond West	14.3
Reinscourt	4.9
Ridgewood (WA)	9.6
Riverton (WA)	10.4
Rivervale	9
Robinson	3.1
Rockingham (WA)	11.2
Rocklea (WA)	23.1
Rocky Gully (WA)	12.5
Roebourne	37.3
Roebuck	7.8
Roelands	4.5
Roleystone	6.4
Rosa Glen	8.4
Rossmoyne	7.3
Rothsay	3
Rottnest Island	3.6
Ruabon	5.8
Rudds Gully	2.9
Safety Bay	10.2
Salter Point	5.5
Samson	5.8
San Remo (WA)	9.9
Sandstone	7.7
Sawyers Valley	7.4
Scarborough (WA)	5.9
Scotsdale	2.3
Seabird	9.1
Secret Harbour	8.1
Seppings	3.2
Serpentine (WA)	7.3
Seville Grove	9.1
Shadforth (WA)	6.7
Shelley (WA)	7.7
Shenton Park	5.5
Shoalwater (WA)	10.7
Silver Sands	10.2
Sinagra	5.5
Sinclair	4.8
Singleton (WA)	10
Somerville (WA)	5.5
Sorrento (WA)	6.1
South Boulder	8.9
South Bunbury	7.3
South Carnarvon	8
South Fremantle	7.4
South Greenough	7
South Guildford	6.8
South Hedland	6.1
South Kalgoorlie	7.1
South Lake	9.9
South Murchison	41.2
South Perth	6.5
South Yunderup	10
Southern Cross (WA)	9.5
Southern River	6.9
Spalding (WA)	16.2
Spearwood	7.9
Spencer Park	6.3
Spencers Brook	11.6
Springfield (WA)	8.7
St George Ranges	31.1
St James (WA)	11.4
Stake Hill	10.5
Stirling (WA)	6.5
Stirling Estate	3.4
Stoneville	7.2
Stove Hill	17.6
Strathalbyn (WA)	5.7
Stratham	7.7
Stratton	10.2
Sturt Creek	27.4
Subiaco	5.6
Success	7.6
Sunset Beach	7.5
Swan View	9.3
Swanbourne	3.9
Takalarup	5.1
Talandji	0.2
Talbot West	37.5
Tambellup	18.1
Tammin	13.2
Tanami (WA)	17.5
Tapping	6.9
Tarcoola Beach	6.4
Teesdale (WA)	5.5
Telfer	3.5
Tenterden (WA)	5.8
The Lakes	9.8
The Plains	10.3
The Vines	6.8
Thomson Brook	7.3
Thornlie	9.1
Three Springs	7.8
Tingledale	10
Tom Price	4.1
Toodyay	9.9
Torbay	2.2
Trayning	6.1
Trigg	5.7
Tuart Hill	7.8
Two Rocks	11.4
Uduc	9.7
Upper Capel	4.3
Upper Swan	9.1
Upper Warren	14.3
Usher	9.2
Utakarra	14.9
Vasse	4.7
Victoria Park	8.7
Victory Heights (WA)	6.4
Viveash	7.6
Waeel	9.8
Wagerup	14.3
Waggrakine	8.6
Wagin	7.1
Waikiki	10
Walkaway	6.8
Walliston	5.4
Walpole	7.2
Walsall	5.2
Wandering	4.9
Wandi	5.9
Wandina	5.6
Wanerie	4.8
Wangara	10.3
Wannamal	4.1
Wannanup	8.8
Wanneroo	8.6
Warburton (WA)	30.1
Warmun	22.9
Warnbro	12.2
Waroona	7.7
Warrenup	3.6
Warwick (WA)	6.1
Waterbank	6.4
Waterford (WA)	8.1
Waterloo (WA)	3.4
Watermans Bay	5.3
Watheroo	3.4
Wattening	12.9
Wattle Grove (WA)	7.1
Wattleup	7.9
Webberton	3.9
Wellard	8.7
Wellesley (WA)	31.4
Wellington Mill	4.8
Wembley	6.7
Wembley Downs	5.3
West Beach (WA)	2.5
West Busselton	7.3
West End (WA)	10.5
West Lamington	5.3
West Leederville	6
West Perth	8.1
West Pinjarra	6.2
West Swan	4.8
West Toodyay	7
Westminster	10.4
Westonia	3.4
Whitby	5.4
White Gum Valley	7
White Peak	3.7
Wickepin	8.6
Wickham (WA)	5.2
Widgiemooltha	42.9
Willagee	8
Willare	26.4
Willetton	9.3
Williams	2.1
Williamstown (WA)	19.4
Willyung	4.4
Wilson	11
Wiluna	6.4
Windabout	4.3
Winthrop	6.8
Witchcliffe	7.2
Withers	14.4
Wokalup	3.1
Wongan Hills	6.7
Wonthella	13.7
Woodanilling	12.3
Woodbridge (WA)	6.9
Woodlands (WA)	5.9
Woodridge (WA)	11.9
Woodvale (WA)	6.4
Woogenellup	6
Wooroloo	7.5
Woorree	5.9
Worsley	33.3
Wundowie	7.7
Wungong	9.4
Wyalkatchem	11.9
Wyndham (WA)	11
Yabberup	5.1
Yakamia	4.4
Yalgoo	1.8
Yallabatharra	8.9
Yallingup	5.7
Yallingup Siding	5.2
Yalyalup	4
Yanchep	9.2
Yangebup	8.3
Yarloop	14.2
Yeagarup	8.8
Yokine	7.1
York	7
Yornaning	20
Youndegin	20
Youngs Siding	7.2
No usual address (WA)	20
Abbotsham	8.7
Abels Bay	11.9
Aberdeen (Tas.)	6
Acacia Hills (Tas.)	6.9
Acton (Tas.)	10.9
Acton Park (Tas.)	3.3
Adventure Bay	7.4
Allens Rivulet	5.9
Ambleside	7.4
Andover	14.3
Ansons Bay	33.3
Arthurs Lake	175
Austins Ferry	5
Avoca (Tas.)	11.3
Badger Head	21.1
Bagdad	6.1
Bakers Beach	9.1
Bangor (Tas.)	12.2
Barretta	12
Barrington (Tas.)	5.4
Battery Point	6.1
Beaconsfield (Tas.)	12.4
Beaumaris (Tas.)	10.2
Beauty Point	8.3
Bellerive	4.3
Berriedale	7.2
Beulah (Tas.)	12.9
Bicheno	8.3
Binalong Bay	9.9
Birchs Bay	9.1
Birralee	11.7
Bishopsbourne	4.3
Black Hills	14.3
Black River (Tas.)	13.6
Blackmans Bay	5.5
Blackstone Heights	5.2
Blackwall (Tas.)	9.9
Blackwood Creek	16.1
Blessington	7
Boat Harbour Beach	8.1
Bonnet Hill	3.9
Boomer Bay	8.5
Bothwell	5.9
Boyer	20
Bracknell	9.5
Branxholm	13.3
Breadalbane (Tas.)	8.2
Bream Creek	4.4
Breona	133.3
Bridgenorth	2.7
Bridgewater (Tas.)	15.1
Bridport	3.9
Brighton (Tas.)	4.6
Brooklyn (Tas.)	8.3
Burnie	8.9
Bushy Park (Tas.)	8.7
Cairns Bay	10.7
Calder	5.2
Cambridge (Tas.)	4.3
Camdale	11.1
Campania	4.5
Campbell Town	5.9
Cape Barren Island	32.3
Carlton (Tas.)	8.9
Carlton River	15
Carrick (Tas.)	5.9
Castle Forbes Bay	10.1
Caveside	7.6
Chasm Creek	10
Chigwell	10.7
Chudleigh	5.7
Claremont (Tas.)	7.7
Clarendon Vale	19
Claude Road	7.1
Clifton Beach (Tas.)	4.5
Colebrook	9.9
Coles Bay	1.8
Collinsvale	6
Conara	6.7
Coningham	7.4
Cooee	8.3
Copping	4
Cornwall (Tas.)	46.7
Crabtree	6
Cradoc	3.5
Crayfish Creek	11.1
Cremorne (Tas.)	5.1
Cressy (Tas.)	5.4
Cuprona	7.2
Currie	2.3
Cygnet	7.2
Deddington	20
Deep Bay	4.9
Deloraine	5.5
Derby (Tas.)	21.8
Derwent Park	8.4
Deviot	8.9
Devon Hills	4.3
Devonport	9.3
Dilston	1.8
Dodges Ferry	6.6
Don	5.2
Dover	5.8
Downlands	4.5
Dowsing Point	11.4
Dromedary (Tas.)	5
Dulcot	7
Dunalley	9.2
Dunorlan	5.4
Dynnyrne	14.2
Dysart (Tas.)	5.3
Eaglehawk Neck	6.2
East Cam	3.7
East Devonport	11.8
East Launceston	6.1
East Ridgley	5.6
Edith Creek	5.8
Eggs And Bacon Bay	8.8
Elderslie (Tas.)	6.2
Electrona	5.3
Elizabeth Town	5.3
Ellendale (Tas.)	9.8
Elliott (Tas.)	4.7
Emu Heights (Tas.)	12.1
Epping Forest	16.7
Erriba	28.6
Eugenana	2.7
Evandale (Tas.)	4.9
Exeter (Tas.)	4.8
Exton	4.2
Fern Tree	4.6
Fingal (Tas.)	8.5
Fitzgerald (Tas.)	54.5
Flowerdale (Tas.)	2.6
Flowery Gully	6.8
Forcett	4.2
Forest	2.5
Forth	4.8
Frankford	6.7
Franklin (Tas.)	9.5
Gagebrook	22.6
Garden Island Creek	6.7
Gardners Bay	6.8
Gawler (Tas.)	5.5
Geeveston	7
Geilston Bay	3.8
George Town	16.2
Gladstone (Tas.)	14.8
Glebe (Tas.)	6.8
Glen Huon	5.4
Glenfern (Tas.)	3.6
Glengarry (Tas.)	5.3
Glenlusk	9.4
Glenora	7.5
Glenorchy (Tas.)	9.3
Golden Valley	12.2
Goodwood (Tas.)	9.5
Gordon (Tas.)	4.5
Gormanston	75
Goshen	10.3
Goulds Country	7.9
Gowrie Park	20
Granton	3.3
Granville Harbour	100
Grassy	5.5
Gravelly Beach	6.5
Gray (Tas.)	16.7
Greens Beach	16.4
Gretna	6.1
Grindelwald	4.4
Grove	2.1
Gunns Plains	6.8
Hadspen	5.6
Hagley	6.1
Hamilton (Tas.)	9.3
Hastings (Tas.)	16.7
Havenview	12.2
Hawley Beach	5.5
Hellyer	18.1
Herdsmans Cove	23.1
Heybridge	6.1
Hillcrest (Tas.)	14.5
Hillwood	6.3
Hobart	9.5
Honeywood	6.6
Howden	4.9
Howrah	4.2
Howth	16.7
Huntingfield	5.3
Huonville	6.8
Invermay (Tas.)	13
Jericho (Tas.)	12
Judbury	7.3
Kaoota	3.2
Karoola	6.8
Kayena	8.7
Kellevie	9
Kelso (Tas.)	6.8
Kempton	3.2
Kettering	2.3
Killiecrankie	60
Kimberley (Tas.)	4.7
Kindred	6.8
Kings Meadows	7.7
Kingston (Tas.)	5.7
Kingston Beach	4.9
Koonya	16.7
Lachlan	6.8
Lady Barron	3.7
Lake Leake	18.8
Lalla	8.9
Lanena	8.9
Lapoinya	13.7
Latrobe	6.8
Lauderdale	2.7
Launceston	7.3
Lawitta	4.9
Legana	5.2
Legerwood	3.8
Leith	5.4
Lenah Valley	4.9
Leslie Vale	4.1
Levendale	5.4
Lewisham (Tas.)	5.1
Lietinna	8.1
Liffey	10
Lileah	10.5
Lilydale (Tas.)	8.7
Lindisfarne	4.6
Little Swanport	6.3
Loira	7
Longford (Tas.)	6.9
Longley	3.5
Lonnavale	7.5
Low Head	10.2
Lower Barrington	4.2
Lower Longley	3
Lower Snug	5.5
Lower Wilmot	5.6
Loyetea	33.3
Lucaston	7.8
Lulworth	12.3
Lunawanna	9.4
Lune River	33.3
Lutana	6.6
Lymington	9
Lymwood	5.6
Macquarie Plains	11.5
Magra	6.4
Malbina	9.3
Mangalore (Tas.)	4.5
Mangana	25
Margate (Tas.)	3.4
Marion Bay (Tas.)	14.7
Mathinna	32.5
Maydena	20.5
Mayfield (Tas.)	15.2
Meander	5.5
Melrose (Tas.)	8.7
Memana	4.8
Mengha	8.2
Miandetta (Tas.)	7.9
Middleton (Tas.)	3.7
Midway Point	5.3
Miena	10
Milabena	7
Moina	37.5
Mole Creek	8.2
Molesworth (Tas.)	5.2
Montagu Bay	6.2
Montana	12
Montello	10.3
Montrose (Tas.)	6.3
Moonah	9.2
Mooreville	5.6
Moorleah	17.3
Moriarty	3.5
Mornington (Tas.)	6.7
Mount Direction	3.3
Mount Hicks	8.2
Mount Nelson	5.8
Mount Rumney	5.1
Mount Stuart (Tas.)	4
Mountain River	3.5
Mowbray (Tas.)	14.8
Murdunna	9.5
Musselroe Bay	37.5
Myrtle Bank (Tas.)	23.1
Nabageena	21.1
Nabowla	17.5
Naracoopa	12
National Park	14.3
Natone	6.5
Needles	14.3
Neika	5.2
New Norfolk	9.7
New Town (Tas.)	6.7
Newnham	10.6
Newstead (Tas.)	5.5
Nicholls Rivulet	5
Nile	8.7
Nook	8.4
North Hobart	8.6
North Motton	7.3
North Scottsdale	6
Northdown	3.7
Norwood (Tas.)	4.2
Notley Hills	16.7
Nubeena	7.1
Nugent	5.5
Nunamara	9
Oakdowns	3.3
Oatlands (Tas.)	5.9
Ocean Vista	2
Old Beach	3.7
Oldina	9.4
Opossum Bay	4.7
Orford (Tas.)	5
Orielton	6.5
Otago	4.9
Ouse	12.3
Oyster Cove (Tas.)	2
Paradise (Tas.)	7
Parattah	13
Park Grove	4.8
Parklands (Tas.)	7
Patersonia	14.3
Pegarah	4.1
Pelham (Tas.)	37.5
Pelverata	9.3
Penguin	5.9
Penna	5.1
Perth (Tas.)	5
Pioneer (Tas.)	40
Pipers Brook	12.2
Pipers River	7.9
Plenty (Tas.)	10
Poatina	9.7
Pontville	1.8
Port Arthur (Tas.)	7
Port Huon	9.4
Port Sorell	9.9
Preolenna	16.7
Primrose Sands	13.6
Promised Land	15.8
Prospect (Tas.)	3.9
Prospect Vale	5.3
Punchbowl (Tas.)	4.2
Pyengana	8.7
Quamby Brook	8.9
Queenstown (Tas.)	17.2
Quoiba	5
Railton	8.2
Raminea	16.7
Ranelagh	4
Ravenswood (Tas.)	17.6
Redpa	5.2
Reedy Marsh	4.7
Relbia	3
Retreat (Tas.)	37.5
Rhyndaston	15.2
Riana	6.8
Richmond (Tas.)	3.3
Ridgeway	3.3
Ridgley	3.8
Ringarooma	7.6
Risdon	16
Risdon Vale	9.5
Riverside (Tas.)	6
Robigana	5.1
Rocherlea	26.1
Roches Beach	5.6
Rocky Cape	5.6
Roger River	14.3
Rokeby (Tas.)	10.3
Romaine	5.6
Rose Bay (Tas.)	4.1
Rosebery (Tas.)	11
Rosegarland	8.1
Rosetta	6.5
Rosevale (Tas.)	4.6
Rosevears	3.4
Rosny	5.9
Ross (Tas.)	2.9
Rowella	10.8
Royal George	15
Sandfly	6.5
Sandford (Tas.)	3.7
Sandy Bay	7.4
Sassafras (Tas.)	1.5
Scamander	9.7
Scotchtown	3
Scottsdale	8.5
Seven Mile Beach	3.2
Shearwater	5.6
Sheffield	6.1
Shorewell Park	17.6
Sidmouth	8.1
Sisters Beach	8.7
Smithton	5.5
Snug	4.5
Somerset (Tas.)	7.6
Sorell	6.4
Sorell Creek	9.8
South Arm (Tas.)	6.2
South Burnie	8.3
South Forest	5.4
South Hobart	7.1
South Launceston	8.1
South Mount Cameron	50
South Riana	7.7
South Spreyton	1.1
Southport (Tas.)	20
Sprent	4.2
Spreyton	6.2
Spring Beach	7
Springfield (Tas.)	8.8
St Helens (Tas.)	10.6
St Leonards (Tas.)	5.5
St Marys (Tas.)	11.2
Stanley (Tas.)	4.9
Staverton	10
Stieglitz	10.8
Stony Rise	6.9
Stowport	7.3
Strahan	6
Strathblane	18.8
Strickland	60
Sulphur Creek	6.2
Summerhill	5.5
Sunnyside (Tas.)	7.1
Surges Bay	5.1
Swan Bay (Tas.)	4.5
Swan Point	5.5
Swansea (Tas.)	5.1
Takone	18.2
Talawa	13.8
Taranna	11.5
Tarleton	5.7
Taroona	5.1
Tea Tree	2.4
Tewkesbury	17.4
Thirlstane	5.7
Tinderbox	4
Togari	5.5
Tolmans Hill	5.2
Tranmere (Tas.)	3.8
Travellers Rest	1.6
Trevallyn	6.4
Triabunna	6.7
Trial Harbour	50
Tugrah	4.5
Tullah	6
Tunbridge	6.5
Tunnack	5.9
Turners Beach	4.3
Turners Marsh	2.2
Tyenna (Tas.)	33.3
Ulverstone	7.8
Underwood (Tas.)	10.5
Upper Burnie	10.7
Upper Esk	50
Upper Natone	5.1
Upper Scamander	30
Upper Stowport	5.4
Upper Woodstock	8.3
Waratah (Tas.)	25.3
Warrane	9.3
Waterloo (Tas.)	6.8
Wattle Grove (Tas.)	6.8
Wattle Hill (Tas.)	6.5
Waverley (Tas.)	11.9
Weegena	7.5
Wesley Vale	3.2
West Hobart	5.4
West Kentish	7.2
West Launceston	6.8
West Montagu	11.1
West Moonah	7.7
West Pine	6.7
West Ridgley	10.5
West Ulverstone	8.8
Westbury (Tas.)	7.7
Western Creek (Tas.)	11.5
Western Junction	5.6
Westerway	17.9
White Beach	7.7
White Hills (Tas.)	3.5
Whitemark	3.4
Whitemore	3.9
Wilmot	16.8
Windermere (Tas.)	2.5
Winkleigh	6.7
Winnaleah	3.3
Wivenhoe	20
Woodbridge (Tas.)	5.3
Woolnorth	4.8
Wynyard	8
Yolla	3.9
York Plains (Tas.)	14.3
York Town	13.5
Youngtown	5.2
Zeehan	15.5
No usual address (Tas.)	27.5
