SSC_NAME16	medianMortgageRepayment
Beaumont (WA)	
Beckenham	21600
Bedford	26004
Bedfordale	30000
Beechboro	20016
Beechina	24000
Beedelup	
Beela	
Beelerup	15648
Beeliar	26004
Beenong	
Beermullah	15600
Bejoording	20796
Beldon	24000
Belhus	24000
Bellevue (WA)	18456
Belmont (WA)	23400
Bencubbin	6120
Benger	26004
Benjaberring	
Benjinup	18000
Bennett Springs	24132
Bentley (WA)	20796
Beresford	20796
Berkshire Valley	
Bernier Island	
Bertram	23280
Beverley (WA)	12996
Bibra Lake	22104
Bickley	29220
Bicton	27600
Biddelia	
Big Grove	27600
Bilbarin	
Bilingurr	33600
Bimbijy	
Bindi Bindi	
Bindoon	21012
Bindoon Training Area	
Binduli	
Binningup	21960
Binnu	
Birchmont	27600
Bluff Point	20796
Blythewood	21600
Boallia	24000
Bobalong	
Bodallin	
Boddington	20796
Boilup	
Bokal	
Bolgart	6012
Bonnie Rock	
Bonniefield	20952
Boodarie	42804
Boodarockin	
Bookara	22800
Boonanarring	
Boorabbin	
Booragoon	28596
Booralaming	
Boorara	
Boorara Brook	8448
Bootenal	33276
Boothendarra	9000
Boranup	
Borden	11112
Borderdale	
Bornholm	43548
Boscabel	5856
Boulder	18204
Boundain	9600
Bouvard	21204
Bovell	24000
Bow Bridge	26004
Bowelling	19560
Bowes	19296
Bowgada	
Boxwood Hill	
Boya	24828
Boyanup	21060
Boyatup	
Boyerine	
Boyup Brook	14304
Brabham	26400
Bramley	30168
Brazier	18000
Breera	
Bremer Bay	20796
Brentwood (WA)	25320
Breton Bay	
Bridgetown	18204
Brigadoon	28968
Bringo	
Broadwater (WA)	21324
Broadwood	31200
Brockman	21324
Broke (WA)	
Brookdale (WA)	18204
Brookhampton	24000
Brookton	13200
Broome	26004
Broomehill East	
Broomehill Village	10608
Broomehill West	9492
Brown Hill (WA)	
Brown Range	18000
Bruce Rock	10320
Brunswick (WA)	18204
Buckingham (WA)	
Buckland (WA)	
Bulgarra	26520
Bull Creek (WA)	24000
Bullabulling	
Bullaring	
Buller	33288
Bullfinch	
Bullock Hills	
Bullsbrook	24000
Bulong	
Bulyee	
Bunbury (WA)	23400
Bundanoon (WA)	
Buniche	
Bunjil	
Buntine	7956
Burakin	
Buraminya	
Burekup	24000
Burges	
Burlong	14328
Burma Road	
Burns Beach	33804
Burnside (WA)	22800
Burracoppin	15084
Burran Rock	
Burrup	
Burswood	26544
Busselton	20796
Butler (WA)	24204
Byford	25092
Cable Beach	30000
Cadoux	
Caiguna	
Calingiri	11988
Calista	17712
Caljie	18204
Callcup	
Camballin	
Cambridge Gulf	
Camillo	17772
Cancanning	
Cane	
Canna	
Canning Mills	
Canning Vale	25200
Cannington	20724
Cape Arid	
Cape Burney	22872
Cape Le Grand	
Cape Range National Park	
Capel	19116
Capel River	26004
Capricorn	
Caraban	
Carabooda	25008
Carani	
Carbla	
Carbunup River	20400
Cardiff (WA)	18300
Cardup	30000
Carey Park	16824
Carine	26004
Carlisle	23844
Carlotta	19200
Carmel	23700
Carnamah	8844
Carnarvon	15600
Carrabin	
Carramar (WA)	26004
Carrolup	1200
Cartmeticup	
Cascade (WA)	
Castletown	22620
Casuarina (WA)	24000
Cataby	
Catterick	22752
Caversham	26760
Centennial Park (WA)	15600
Cervantes	20796
Chadwick	20796
Champion Lakes	24144
Chandler (WA)	
Changerup	
Channybearup	19800
Chapman Hill	11100
Charley Creek	
Cherry Tree Pool	
Cheynes	
Chichester (WA)	
Chidlow	22884
Chittering	26004
Chowerup	
Churchlands	33600
City Beach	36396
Clackline	19656
Claremont (WA)	30000
Clarkson	23400
Cleary	
Cleaverville	
Clifton (WA)	
Cloverdale	23196
Coblinine	
Coburn	
Cockburn Central	22260
Cocklebiddy	
Codjatotine	
Cold Harbour	15600
Collanilling	
College Grove	21060
Collie (WA)	17580
Collie Burn	18000
Collingwood Heights	16200
Collingwood Park (WA)	19536
Collins	
Commodine	
Como (WA)	26004
Condingup	
Connolly	25200
Contine	
Coodanup	18000
Coogee (WA)	28596
Cookernup	20796
Cooladar Hill	
Coolbellup	21576
Coolbinia	30684
Coolcalalaya	
Coolgardie (WA)	10992
Cooljarloo	
Cooloongup	18204
Coolup	23400
Coomalbidgup	
Coomberdale	
Coonabidgee	18204
Coondle	18204
Coorow	7932
Cooya Pooya	
Copley (WA)	3900
Coral Bay	
Corinthia	
Corrigin	12000
Cosmo Newbery	
Cossack (WA)	
Cottesloe	39000
Courtenay	19200
Cowalellup	
Cowalla	24432
Cowaramup	24000
Cowcowing	
Coyrecup	
Craigie (WA)	21600
Cramphorne	
Cranbrook (WA)	8844
Crawley	27600
Crooked Brook	31200
Crossman	19800
Crowea	15600
Cuballing	15600
Cubbine	
Cue	9300
Culham	21108
Cullacabardee	
Cullalla	
Cundeelee	
Cunderdin	12000
Cundinup	28920
Cunjardine	3000
Currambine	24000
Cuthbert	15432
Daadenning Creek	12000
Daggar Hills	
Daglish	30000
Dale	23400
Daliak	
Dalkeith	51996
Dalwallinu	12000
Dalyellup	23400
Dalyup	13176
Dampier	38400
Dampier Archipelago	
Dampier Peninsula	
Dandanning	
Dandaragan	15600
Dangin	
Darch	25392
Dardadine	
Dardanup	23916
Dardanup West	23916
Darkan	10716
Darling Downs	25836
Darlington (WA)	26004
Darradup	18204
Dartmoor (WA)	
Dartnall	
Datatine	
Davenport (WA)	
Dawesville	24000
Dayton	26400
De Grey	
Deanmill	19500
Deepdale	26004
Deepdene (WA)	33588
Denbarker	20064
Denham	17280
Denmark	18204
Derby (WA)	20796
Devils Creek	
Dewars Pool	
Diamond Tree	
Dianella	24000
Dindiloa	
Dingup	20004
Dinninup	19560
Dirk Hartog Island	
Dixvale	15228
Djugun	33600
Dongara	21600
Dongolocking	
Donnelly River	
Donnybrook (WA)	18204
Doodenanning	10104
Doodlakine	13152
Dorre Island	
Doubleview	27912
Dowerin	10404
Drome	
Drummond Cove	24708
Dryandra	
Drysdale River	
Dudawa	
Dudinin	9096
Dudley Park (WA)	20676
Dukin	
Dulbelling	19236
Dulyalbin	
Dumbarton	14400
Dumberning	16608
Dumbleyung	6000
Duncraig	26004
Dundas (WA)	
Dunn Rock	
Dunsborough	24000
Durack (WA)	
Duranillin	
Durawah	
Dwarda	
Dwellingup	19200
Eagle Bay	28800
East Augusta	9228
East Ballidu	
East Beverley	15720
East Bowes	
East Bunbury	18564
East Cannington	22800
East Carnarvon	18348
East Chapman	
East Damboring	
East Fremantle	30000
East Lyons River	
East Munglinup	
East Murchison	
East Nabawa	
East Nannup	
East Newdegate	
East Perth	26004
East Pingelly	18204
East Popanyinning	
East Rockingham	13104
East Victoria Park	26004
East Wickepin	
East Yuna	
Eastbrook	12000
Eaton (WA)	20304
Eden Hill	20796
Edgewater	23772
Eganu	29508
Eglinton (WA)	28356
Eighty Mile Beach	
Elabbin	
Elachbutting	
Elgin (WA)	23400
Elleker	15720
Ellenbrook	24960
Ellendale (WA)	
Embleton	24960
Emu Flat (WA)	
Emu Point	15300
Eneabba	7800
Ennuin	
Eradu	
Eradu South	
Erskine (WA)	20796
Esperance	18984
Etmilyn	
Eucla	
Eurardy	
Ewlyamartup	
Exmouth	26004
Exmouth Gulf	
Fairbridge	
Falcon	20796
Ferguson (WA)	20148
Ferndale (WA)	21840
Fimiston	
Finucane	
Fitzgerald (WA)	
Fitzgerald River National Park	
Fitzroy Crossing	22800
Flint	
Floreat	36000
Flynn (WA)	
Forest Grove (WA)	20868
Forest Hill (WA)	20796
Forrest (WA)	
Forrest Beach (WA)	18600
Forrestania	
Forrestdale	23400
Forrestfield	22296
Fortescue (WA)	
Frankland River	10668
Fraser Range	
Fremantle	26004
Furnissdale	15912
Gabalong	
Gabbadah	21732
Gabbin	
Gairdner	
Gap Ridge	
Garden Island (WA)	
Gascoyne Junction	
Gascoyne River	
Geegully Creek	
Gelorup	24456
Geographe	20796
Georgina (WA)	22500
Geraldton	19164
Ghooli	
Gibb	
Gibson	18456
Gibson Desert North	
Gibson Desert South	
Gidgegannup	25200
Gilgering	
Gillimanning	
Gillingarra	
Gilroyd	
Gingerah	
Gingin	20796
Ginginup	
Girrawheen	18588
Gledhow	21048
Glen Forrest	24000
Glen Iris (WA)	20796
Glen Mervyn	18204
Glencoe (WA)	
Glendalough	19560
Glenfield (WA)	24000
Glenlynn	20796
Glenoran	24708
Glentromie	
Gnangara	32160
Gnarabup	20400
Gnoorea	
Gnowangerup	9600
Gnowellen	
Golden Bay	23796
Goode Beach	25200
Goodlands	
Goomalling	12996
Goomarin	
Gooseberry Hill	26400
Gorge Rock	
Gorrie	
Gosnells	19800
Gracetown	18204
Granville (WA)	
Grass Patch	
Grass Valley	15600
Green Head	21204
Green Range	17328
Green Valley (WA)	
Greenbushes	10800
Greenfields	18204
Greenhills	8472
Greenmount (WA)	23400
Greenough	19512
Greenwood (WA)	24000
Greenwoods Valley	
Gregory (WA)	6000
Grey	
Greys Plain	
Grimwade	
Guilderton	23400
Guildford (WA)	26004
Gundaring	
Gunyidi	
Gutha	
Gwambygine	17676
Gwelup	30000
Gwindinup	22752
Hacketts Gully	
Halls Creek (WA)	8196
Halls Head	23892
Hamel	18204
Hamelin Bay	15600
Hamelin Pool	
Hamersley	24000
Hamersley Range	
Hamilton Hill	22320
Hammond Park	28596
Hannans	25200
Harris River	26004
Harrisdale	26520
Harrismith	
Harvey	20280
Hastings (WA)	
Hatter Hill	
Hay (WA)	20796
Haynes	26400
Hazelmere	20796
Hazelvale	12720
Heathridge	23028
Helena Valley	26004
Henderson	
Henley Brook	24840
Henty (WA)	26328
Herdsman	
Herne Hill (WA)	22896
Herron	26004
Hester	20328
Hester Brook	21432
Higginsville	
High Wycombe	23400
Highbury (WA)	12996
Highgate (WA)	25200
Hilbert	23400
Hill River (WA)	12996
Hillarys	28596
Hillman	17676
Hillside (WA)	34368
Hilton (WA)	24000
Hindmarsh (WA)	
Hines Hill	
Hithergreen	24696
Hocking	26004
Hoddys Well	20796
Hoffman	
Holleton	
Holmwood	
Holt Rock	
Holyoake	
Hope Valley (WA)	20400
Hopeland (WA)	23520
Hopetoun (WA)	15600
Horrocks	14400
Houtman Abrolhos	
Hovea	26004
Howatharra	23532
Howick (WA)	
Hulongine	31440
Huntingdale (WA)	21600
Hyden	13200
Ikewa	
Iluka (WA)	31200
Indee	
Inggarda	
Inglehope	17808
Inglewood (WA)	26004
Inkpen	
Innaloo	26004
Innawanga	
Irishtown (WA)	12000
Irwin	15600
Israelite Bay	
Isseka	20796
Jackitup	
Jacup	
Jalbarragup	21732
Jaloran	
Jandabup	23604
Jandakot	26004
Jane Brook	24960
Jardee	14304
Jarrahdale	23400
Jarrahwood	
Jelcobine	14304
Jennacubbine	19968
Jennapullin	
Jerdacuttup	
Jerramungup	13200
Jibberding	
Jilakin	
Jindalee (WA)	32400
Jindong	20796
Jingalup	15600
Jitarning	5400
Jolimont	26004
Joondalup	23280
Joondanna	24000
Julimar	21528
Juna Downs	
Jurien Bay	22356
Kadathinni	
Kalamunda	26004
Kalannie	11208
Kalbarri	19536
Kalbarri National Park	
Kalgan	24708
Kalgoorlie	20796
Kalgup	37404
Kallaroo	26004
Kaloorup	29628
Kalumburu	
Kambalda East	11436
Kambalda West	15588
Kangaroo Gully	18108
Kanowna	
Karakin	28800
Karalundi	
Karawara	26004
Kardinya	23700
Karijini	
Karlgarin	6504
Karlkurla	31200
Karloning	
Karloo	14172
Karnup	25380
Karragullen	24000
Karrakatta	
Karrakup	30000
Karramindie	
Karranadgin	13704
Karratha	
Karratha Industrial Estate	
Karridale	20796
Karrinyup	29544
Karroun Hill	
Katanning	13308
Katrine	22404
Kauring	21888
Kealy	25980
Kebaringup	
Kellerberrin	10404
Kelmscott	19800
Kendenup	14748
Kenmare (WA)	
Kennedy Range	
Kensington (WA)	29400
Kentdale	13920
Kenwick	19908
Keralup	
Kewdale	21600
Keysbrook	17940
Kiara	20796
Kimbolton (WA)	
King Leopold Ranges	
King River	15600
Kings Park (WA)	
Kingsford (WA)	30600
Kingsley	24000
Kingston (WA)	
Kinross	24000
Kirk Rock	
Kirup	15024
Kojaneerup South	
Kojarena	
Kojonup	12996
Kokeby	12996
Kondinin	7800
Kondut	
Konnongorring	
Koojan	
Kookynie	
Koolanooka	
Koolyanobbing	
Koomberkine	
Koondoola	16800
Koongamia	18108
Koorda	6504
Korbel	
Kordabup	24276
Korrelocking	
Kronkup	19236
Kudardup	23400
Kuender	
Kukerin	
Kulikup	17424
Kulin	7800
Kulin West	16200
Kulja	
Kumarina	
Kunjin	
Kununoppin	5724
Kununurra	26436
Kurnalpi	
Kurrenkutten	
Kweda	
Kwelkan	
Kwinana Beach	
Kwinana Town Centre	20400
Kwolyin	
Lagrange	
Lake Argyle	
Lake Austin	
Lake Biddy	
Lake Brown	
Lake Camm	
Lake Carnegie	
Lake Clifton	25200
Lake Darlot	
Lake Deborah	
Lake Grace	14172
Lake Hinds	
Lake Jasper	
Lake King	3480
Lake Margarette	
Lake Muir	
Lake Ninan	
Lake Toolbrunup	
Lake Wells	
Lakelands (WA)	23400
Lamington (WA)	24000
Lancelin	20400
Landsdale	27744
Lange	18204
Langford	19236
Latham (WA)	12000
Lathlain	25200
Laverton (WA)	8148
Learmonth (WA)	
Leda	19764
Ledge Point	18000
Leederville	27600
Leeman	20796
Leeming	24000
Leeuwin	
Leinster	
Lennard Brook	26004
Leonora	10404
Leschenault	23916
Lesley	
Lesmurdie	24288
Lexia	
Lime Lake	
Linfarne	26004
Little Grove	20796
Little Italy	
Little Sandy Desert	
Lockier	
Lockridge	16896
Lockyer (WA)	15600
Lol Gray	
Londonderry (WA)	
Lort River	
Lowden	15600
Lower Chittering	29124
Lower Hotham	
Lower King	20796
Lowlands	16896
Ludlow	23760
Lumeah (WA)	3600
Lyalls Mill	
Lyndon	
Lynwood (WA)	20796
Macleod (WA)	
Maddington	19656
Madeley	26004
Madora Bay	26232
Madura	
Magenta (WA)	
Magitup	
Mahogany Creek	24000
Mahomets Flats	18204
Maida Vale	24144
Maitland (WA)	
Malabaine	6660
Malaga	
Malebelling	
Mallee Hill	
Malmalling	
Malyalling	
Mandogalup	47388
Mandurah	17832
Manjimup	15600
Manmanning	
Manning	30000
Manypeaks	15600
Marangaroo	21084
Maranup	39000
Marbelup	24000
Marble Bar	21204
Marchagee	
Mardella	26004
Mardie	
Margaret River (WA)	20796
Mariginiup	26004
Marmion	30000
Marne	
Marracoonda	
Marradong	
Marrah	
Marrinup	
Martin	26004
Marvel Loch	
Marybrook	18360
Massey Bay	
Maya	
Mayanup	21600
Maylands (WA)	23400
McAlinden	20796
McBeath	
McKail	20940
Meadow	
Meadow Springs	24000
Meckering	10800
Meda	
Medina	15600
Meekatharra	7200
Meeking	
Meelon	16896
Meenaar	
Meerup	17268
Melaleuca	
Melville (WA)	28068
Menora	36000
Menzies (WA)	
Merilup	
Merivale	
Merkanooka	
Merredin	13392
Merriwa (WA)	20796
Meru	11436
Metricup	32436
Mettler	
Miamoon	
Middle Swan	20400
Middlesex (WA)	20796
Middleton Beach	21576
Midland	18288
Midvale	18204
Miling	
Millars Well	28704
Millbridge	26004
Millbrook (WA)	22752
Millendon	22800
Mills Lake	
Millstream (WA)	
Milo	
Milpara	20400
Mimegarra	
Mindarabin	
Mindarie (WA)	28596
Mindarra	24204
Minding	
Mingenew	13524
Minigin	
Minilya	
Minnenooka	24000
Minnivale	
Minyirr	
Mira Mar	19200
Mirrabooka (WA)	19200
Mitchell Plateau	
Mobrup	
Mocardy	
Mogumber	10404
Mokine	20892
Mokup	
Mollerin	
Molloy Island	7416
Monjebup	
Monjingup	24000
Moodiarrup	
Moojebing	13596
Mooliabeenee	26400
Moondah	
Moondyne	20148
Moonies Hill	
Moonyoonooka	23400
Moora (WA)	13368
Moore River National Park	
Mooriary	
Moorine Rock	
Morangup	22716
Morawa	7452
Morbinning	24600
Mordalup	
Moresby (WA)	26004
Morgantown	17952
Morley	22800
Mornington (WA)	
Mosman Park (WA)	32400
Moulyinning	
Mount Adams	
Mount Anketell	
Mount Barker (WA)	14400
Mount Budd	
Mount Burges	
Mount Caroline	
Mount Claremont	36000
Mount Clarence	23016
Mount Elphinstone	20796
Mount Erin	
Mount Hampton	
Mount Hardey	24000
Mount Hardman	
Mount Hawthorn	30000
Mount Helena	25200
Mount Hill	16404
Mount Holland	
Mount Horner	
Mount Jackson	
Mount Lawley	26004
Mount Lindesay (WA)	
Mount Madden	
Mount Magnet	5196
Mount Melville	18204
Mount Nasura	21600
Mount Ney	
Mount Observation (WA)	
Mount Palmer	
Mount Pleasant (WA)	31200
Mount Richon	23880
Mount Romance	
Mount Sheila	
Mount Sheridan (WA)	
Mount Stirling	
Mount Tarcoola	21600
Mount Walker (WA)	
Mount Wells	
Mouroubra	
Muchea	26004
Muckenburra	22104
Mueller Ranges	
Muja	
Mukinbudin	7284
Mulataga	
Mulga Downs	
Mullaloo	26004
Mullalyup	19740
Mullewa	7608
Mullingar	22800
Muluckine	14556
Mumballup	24000
Mumberkine	11196
Mundabullangana	
Mundaring	24000
Mundijong	24000
Mundrabilla	
Mungalup	17160
Munglinup	5616
Munster	26004
Muntadgin	
Muradup	
Murchison (WA)	
Murdoch	24024
Murdong	
Muresk	
Myalup	21840
Myara	
Myaree	26400
Myrup	20796
Nabawa	8304
Nairibin	
Nalkain	
Nalyerlup	
Namban	
Nambeelup	26808
Nambung	
Nanarup	
Nanga	
Nanga Brook	
Nangeenan	
Nangetty	
Nannup	15600
Nanson	20796
Nanutarra	
Napier	17160
Naraling	
Narembeen	7860
Narngulu	21600
Narra Tarra	26004
Narraloggan	
Narrikup	15600
Narrogin	14304
Narrogin Valley	23400
Naturaliste	29256
Naval Base	
Neale	
Nedlands	37920
Needilup	
Neendaling	
Neerabup	25200
Neergabby	20400
Nembudding	
Neridup	
Nerramyne	
Nerren Nerren	
New Norcia	
Newcarlbeon	
Newdegate	5196
Newlands (WA)	18204
Newman	5196
Ngaanyatjarra-Giles	
Nickol	30000
Nilgen	18108
Nillup	
Ningaloo	
Nippering	
Nirimba	21528
Noggerup	14868
Nokaning	
Nolba	
Nollamara	22716
Nomans Lake	
Noranda	23400
Nornalup	10008
Norpa	
Norseman	7248
North Baandee	
North Bannister	
North Beach (WA)	29820
North Bodallin	
North Boyanup	28800
North Burngup	
North Cascade	
North Coogee	34320
North Dandalup	25956
North Eradu	
North Fremantle	30456
North Greenbushes	16260
North Jindong	24600
North Kellerberrin	
North Kukerin	12996
North Kununoppin	
North Lake	24000
North Lake Grace	
North Moulyinning	
North Perth	28800
North Plantations	30600
North Stirlings	
North Tammin	21000
North Trayning	
North Walpole	
North West Cape	36144
North Wialki	
North Yelbeni	
North Yunderup	20904
Northam	15600
Northampton	15360
Northbridge (WA)	23964
Northcliffe	12408
Northern Gully	
Nowergup	28104
Nugadong	
Nukarni	22800
Nullagine	
Nullaki	
Nulsen	12996
Nungarin	7152
Nunierra	
Nunile	20016
Nyabing	9000
O'Connor (WA)	26004
Oakajee	
Oakford	28200
Ocean Beach	20400
Ocean Reef	26400
Ogilvie	
Old Plains	
Oldbury	31200
Ongerup	6240
Onslow	27900
Oombulgurri	
Ora Banda	
Orana	17580
Orange Grove (WA)	26004
Orange Springs	
Orchid Valley	
Ord River	
Orelia	18204
Osborne Park	20796
Osmington	19764
Padbury	24000
Palgarup	15600
Pallinup	
Palmdale (WA)	
Palmer (WA)	19200
Palmyra (WA)	25200
Pannawonica	
Pantapin	
Paraburdoo	
Paradise (WA)	28596
Pardoo	
Parker Range	
Parkerville	25020
Parkeston	
Parkfield	39276
Parklands (WA)	26400
Parkwood (WA)	20796
Parmelia	17508
Parryville	8532
Paulls Valley	24708
Paynedale	24576
Paynes Find	
Paynesville (WA)	
Peaceful Bay	
Peak Hill (WA)	
Pearsall	26004
Peedamulla	
Peerabeelup	
Pegs Creek	27300
Pelican Point (WA)	25320
Pemberton	15600
Peppermint Grove	33804
Peppermint Grove Beach	21720
Perenjori	8388
Perillup	2988
Peron	
Perth (WA)	26004
Perth Airport	
Perup	14304
Petrudor	
Piara Waters	28596
Piawaning	
Piccadilly (WA)	20796
Pickering Brook	21840
Picton (WA)	18804
Picton East	31176
Piesse Brook	27864
Piesseville	9000
Pindar	
Pingaring	
Pingelly	11568
Pingrup	
Pinjar	
Pinjarra	20400
Pink Lake	20124
Pintharuka	
Pinwernying	15600
Pippingarra	
Pithara	18204
Plumridge Lakes	
Point Grey	
Point Samson	36000
Popanyinning	15048
Porongurup	20544
Port Albany	15600
Port Denison	19200
Port Hedland	36396
Port Kennedy	22332
Postans	
Preston Beach	15600
Preston Settlement	28596
Prevelly	29400
Prince Regent River	
Pumphreys Bridge	
Purnululu	
Quairading	11568
Qualeup	
Quedjinup	22800
Queens Park (WA)	24000
Queenwood	23400
Quelagetting	
Quellington	
Quindalup	24000
Quindanning	19200
Quinninup	15888
Quinns Rocks	25536
Ranford	20796
Rangeway	11184
Ravensthorpe	14208
Ravenswood (WA)	23400
Rawlinna	
Red Gully	
Red Hill (WA)	25980
Redbank (WA)	37500
Redcliffe (WA)	23400
Redgate (WA)	13284
Redmond	18204
Redmond West	36000
Reedy	
Regans Ford	312
Reinscourt	27600
Remlap	
Reservoir (WA)	
Ridgewood (WA)	24000
Ringbark	28800
Riverton (WA)	25908
Rivervale	24000
Robinson	22104
Rockingham (WA)	20160
Rocklea (WA)	
Rockwell	
Rocky Gully (WA)	5448
Roebourne	20604
Roebuck	26004
Roelands	26004
Roleystone	25392
Rosa Brook	20796
Rosa Glen	32400
Rossmore (WA)	
Rossmoyne	29124
Rothsay	
Rottnest Island	
Ruabon	33360
Rudds Gully	24000
Ryansbrook	
Sabina River	32400
Safety Bay	21348
Salmon Gums	4044
Salter Point	31200
Samson	24000
San Remo (WA)	21336
Sandpatch	
Sandsprings	
Sandstone	
Sandy Gully (WA)	
Sawyers Valley	23700
Scaddan	
Scarborough (WA)	26004
Schroeder	
Scotsdale	15600
Scott River	
Scott River East	
Scotts Brook	
Seabird	9912
Secret Harbour	26004
Seppings	19008
Serpentine (WA)	26004
Seville Grove	20928
Shackleton	4884
Shadforth (WA)	20796
Shannon (WA)	
Shark Bay	
Shelley (WA)	26004
Shenton Park	34800
Sherlock (WA)	
Shoalwater (WA)	21972
Shotts	
Siesta Park	
Silver Sands	20796
Sinagra	26004
Sinclair	18204
Singleton (WA)	24732
Sir Samuel	
Skeleton Rock	
Smith Brook	
Solus	
Somerville (WA)	27600
Sorrento (WA)	28800
South Bodallin	
South Boulder	16800
South Bunbury	20400
South Burracoppin	
South Carnarvon	15600
South Datatine	
South Doodlakine	24000
South Fremantle	24000
South Glencoe	
South Greenough	12504
South Guildford	24000
South Hedland	31200
South Kalgoorlie	20400
South Kukerin	
South Kumminin	
South Kununoppin	
South Lake	20796
South Lake Grace	
South Murchison	
South Newdegate	
South Perth	26400
South Plantations	31764
South Quairading	
South Stirling	
South Tammin	11880
South Trayning	
South Yelbeni	
South Yilgarn	
South Yuna	
South Yunderup	24000
Southampton (WA)	15000
Southern Brook	23628
Southern Cross (WA)	10020
Southern River	26568
Spalding (WA)	15600
Spearwood	23448
Spencer Park	16800
Spencers Brook	14100
Springfield (WA)	20796
Springs	
St George Ranges	
St James (WA)	25224
St Ronans	
Stake Hill	28596
Stirling (WA)	27600
Stirling Estate	34452
Stirling Range National Park	
Stoneville	24000
Stove Hill	
Strathalbyn (WA)	24000
Stratham	25608
Stratherne	
Stratton	19500
Strelley	
Sturt Creek	
Subiaco	28800
Success	25200
Sunnyside (WA)	23436
Sunset Beach	21096
Swan View	20796
Swanbourne	37080
Takalarup	18720
Talandji	
Talbot (WA)	30000
Talbot West	
Talgomine	
Talisker	
Tamala	
Tamala Park	
Tambellup	8712
Tammin	6108
Tampu	
Tanami (WA)	
Tandegin	
Tapping	26400
Tarcoola Beach	20796
Tardun	
Tarin Rock	
Teesdale (WA)	
Telfer	
Tenindewa	
Tenterden (WA)	11916
The Lakes	19668
The Plains	15996
The Spectacles	
The Vines	30000
Thomson Brook	21480
Thornlie	20796
Three Springs	8208
Throssell	21756
Tibradden	
Tincurrin	
Tingledale	
Tom Price	8844
Tonebridge	
Toodyay	16272
Toolibin	
Toolonga	
Toompup	
Torbay	21600
Torndirrup	18900
Townsendale	
Trafalgar (WA)	
Trayning	5832
Treeton	30156
Trent	
Trigg	31800
Trigwell	
Tuart Hill	21600
Turkey Hill	
Tutunup	24000
Two Rocks	24000
Ucarty	
Ucarty West	
Uduc	24048
Ularring	
Upper Capel	21084
Upper Murray	
Upper Swan	23700
Upper Warren	21840
Useless Loop	
Usher	18204
Utakarra	16116
Vancouver Peninsula	
Varley	
Vasse	23112
Victoria Park	24000
Victoria Rock	
Victory Heights (WA)	20796
Vittoria (WA)	
Viveash	21108
Wadderin	
Waddington	
Waddy Forest	
Waeel	
Wagerup	
Waggrakine	20484
Wagin	12000
Waikiki	20988
Walebing	17772
Walgoolan	
Walkaway	19500
Wallareenya	
Wallaroo (WA)	
Walliston	22884
Walmsley	
Walpole	13104
Walsall	17052
Walyormouring	
Walyunga National Park	
Walyurin	
Wamenusking	
Wandana (WA)	
Wandering	19500
Wandi	28596
Wandillup	14880
Wandina	24000
Wanerie	14796
Wangara	
Wannamal	23700
Wannanup	25212
Wanneroo	23400
Wansbrough	
Warawarrup	18852
Warburton (WA)	
Wardering	
Warding East	27840
Warmun	
Warnbro	20388
Warner Glen	
Waroona	19500
Warrachuppin	
Warradarge	
Warralakin	
Warrenup	23400
Warwick (WA)	23964
Waterbank	28800
Watercarrin	
Waterford (WA)	30000
Waterloo (WA)	23400
