SSC_NAME16	medianTotalPersonalIncome
Plumridge Lakes	58916
Point Grey	
Point Samson	67704
Popanyinning	23868
Porongurup	29380
Port Albany	32656
Port Denison	28080
Port Hedland	85904
Port Kennedy	35360
Postans	
Preston Beach	23192
Preston Settlement	24232
Prevelly	37076
Prince Regent River	
Pumphreys Bridge	14560
Purnululu	58500
Quairading	25376
Qualeup	37700
Quedjinup	40248
Queens Park (WA)	33072
Queenwood	32760
Quelagetting	36140
Quellington	58500
Quindalup	39988
Quindanning	39624
Quinninup	27404
Quinns Rocks	37492
Ranford	26416
Rangeway	23764
Ravensthorpe	38740
Ravenswood (WA)	27352
Rawlinna	42848
Red Gully	36712
Red Hill (WA)	38116
Redbank (WA)	56524
Redcliffe (WA)	37648
Redgate (WA)	33332
Redmond	32656
Redmond West	23400
Reedy	
Regans Ford	37700
Reinscourt	33488
Remlap	
Reservoir (WA)	
Ridgewood (WA)	33384
Ringbark	41964
Riverton (WA)	30732
Rivervale	39572
Robinson	37700
Rockingham (WA)	29172
Rocklea (WA)	61464
Rockwell	
Rocky Gully (WA)	25376
Roebourne	19448
Roebuck	39156
Roelands	40768
Roleystone	38948
Rosa Brook	31408
Rosa Glen	34268
Rossmore (WA)	37700
Rossmoyne	33280
Rothsay	110188
Rottnest Island	50336
Ruabon	28600
Rudds Gully	46176
Ryansbrook	46748
Sabina River	34892
Safety Bay	31096
Salmon Gums	38012
Salter Point	35776
Samson	32396
San Remo (WA)	34892
Sandpatch	
Sandsprings	6448
Sandstone	26468
Sandy Gully (WA)	32656
Sawyers Valley	34684
Scaddan	52832
Scarborough (WA)	55172
Schroeder	
Scotsdale	33280
Scott River	45292
Scott River East	43316
Scotts Brook	42848
Seabird	26988
Secret Harbour	42900
Seppings	32864
Serpentine (WA)	35568
Seville Grove	35672
Shackleton	35048
Shadforth (WA)	32136
Shannon (WA)	31148
Shark Bay	
Shelley (WA)	38272
Shenton Park	51896
Sherlock (WA)	
Shoalwater (WA)	30628
Shotts	
Siesta Park	45760
Silver Sands	32188
Sinagra	45916
Sinclair	31668
Singleton (WA)	39364
Sir Samuel	
Skeleton Rock	
Smith Brook	35048
Solus	
Somerville (WA)	59696
Sorrento (WA)	44252
South Bodallin	77948
South Boulder	40768
South Bunbury	34372
South Burracoppin	45032
South Carnarvon	35568
South Datatine	44200
South Doodlakine	24648
South Fremantle	41028
South Glencoe	36348
South Greenough	25532
South Guildford	46540
South Hedland	63856
South Kalgoorlie	42120
South Kukerin	35724
South Kumminin	39624
South Kununoppin	27924
South Lake	36452
South Lake Grace	53612
South Murchison	13936
South Newdegate	67184
South Perth	51792
South Plantations	36504
South Quairading	54756
South Stirling	44200
South Tammin	40092
South Trayning	39208
South Yelbeni	39624
South Yilgarn	101816
South Yuna	49348
South Yunderup	31148
Southampton (WA)	39988
Southern Brook	55224
Southern Cross (WA)	34736
Southern River	42796
Spalding (WA)	25428
Spearwood	32344
Spencer Park	27924
Spencers Brook	35308
Springfield (WA)	29900
Springs	39624
St George Ranges	16588
St James (WA)	34580
St Ronans	29120
Stake Hill	37856
Stirling (WA)	40612
Stirling Estate	40664
Stirling Range National Park	
Stoneville	35464
Stove Hill	108316
Strathalbyn (WA)	38740
Stratham	37908
Stratherne	71500
Stratton	35048
Strelley	12584
Sturt Creek	14456
Subiaco	59592
Success	44304
Sunnyside (WA)	32448
Sunset Beach	35100
Swan View	33228
Swanbourne	56316
Takalarup	33176
Talandji	156000
Talbot (WA)	34892
Talbot West	18148
Talgomine	37648
Talisker	
Tamala	
Tamala Park	
Tambellup	24700
Tammin	24752
Tampu	37700
Tanami (WA)	12428
Tandegin	75816
Tapping	43264
Tarcoola Beach	46280
Tardun	29900
Tarin Rock	38324
Teesdale (WA)	35100
Telfer	98592
Tenindewa	45032
Tenterden (WA)	26936
The Lakes	35100
The Plains	39624
The Spectacles	
The Vines	47268
Thomson Brook	39832
Thornlie	32552
Three Springs	28184
Throssell	42328
Tibradden	18148
Tincurrin	31824
Tingledale	27144
Tom Price	83928
Tonebridge	36400
Toodyay	25480
Toolibin	31824
Toolonga	
Toompup	67184
Torbay	34476
Torndirrup	24856
Townsendale	
Trafalgar (WA)	
Trayning	23400
Treeton	40768
Trent	
Trigg	51376
Trigwell	73112
Tuart Hill	41340
Turkey Hill	
Tutunup	31408
Two Rocks	30264
Ucarty	35100
Ucarty West	46748
Uduc	38272
Ularring	
Upper Capel	31824
Upper Murray	31824
Upper Swan	33176
Upper Warren	31824
Useless Loop	87724
Usher	30472
Utakarra	29380
Vancouver Peninsula	
Varley	62816
Vasse	35984
Victoria Park	44044
Victoria Rock	
Victory Heights (WA)	48152
Vittoria (WA)	
Viveash	35984
Wadderin	54964
Waddington	59748
Waddy Forest	84500
Waeel	
Wagerup	29120
Waggrakine	35308
Wagin	25896
Waikiki	33124
Walebing	47632
Walgoolan	58500
Walkaway	31304
Wallareenya	
Wallaroo (WA)	
Walliston	32240
Walmsley	29900
Walpole	24804
Walsall	26468
Walyormouring	48932
Walyunga National Park	
Walyurin	46800
Wamenusking	46800
Wandana (WA)	38948
Wandering	39416
Wandi	52624
Wandillup	31824
Wandina	45396
Wanerie	26312
Wangara	40248
Wannamal	35464
Wannanup	31876
Wanneroo	33852
Wansbrough	35048
Warawarrup	34788
Warburton (WA)	17004
Wardering	24908
Warding East	45500
Warmun	14040
Warnbro	31824
Warner Glen	37700
Waroona	29016
Warrachuppin	55224
Warradarge	29900
Warralakin	56316
Warrenup	38220
Warwick (WA)	34684
Waterbank	34424
Watercarrin	45032
Waterford (WA)	32708
Waterloo (WA)	32864
Watermans Bay	48932
Watheroo	43420
Wattening	68224
Wattle Grove (WA)	45552
Wattleup	32552
Wattoning	58500
Webberton	37700
Wedge Island (WA)	19916
Wedgecarrup	43472
Wedgefield	60112
Welbungin	28912
Weld Range	
Wellard	45240
Wellesley (WA)	21528
Wellington Forest	23400
Wellington Mill	40924
Wellstead	30524
Welshpool (WA)	58500
Wembley	47944
Wembley Downs	45864
West Ballidu	40248
West Beach (WA)	40456
West Binnu	36920
West Busselton	29224
West Cape Howe	
West Casuarinas	31824
West Coolup	35516
West End (WA)	24180
West Fitzgerald	38948
West Holleton	33748
West Kalgoorlie	74724
West Lamington	52728
West Leederville	57512
West Lyons River	37700
West Perth	54340
West Pingelly	38844
West Pinjarra	35828
West Popanyinning	34788
West River	44824
West Swan	38168
West Toodyay	31148
Westdale (WA)	24492
Westminster	32136
Westonia	59592
Westwood (WA)	58500
Whim Creek	61048
Whitby	44096
White Gum Valley	39468
White Peak	43524
Whiteman	45032
Whittaker	29848
Wialki	22100
Wicherina	
Wicherina South	
Wickepin	30732
Wickham (WA)	74880
Widgiemooltha	21268
Wilberforce (WA)	49348
Wilbinga	49348
Wilga	28912
Wilga West	22100
Wilgarrup	46800
Wilgoyne	29900
Willagee	32708
Willare	14404
Willetton	32760
William Bay	29900
Williams	43108
Williamstown (WA)	28756
Willyung	33384
Wilson	27768
Wiluna	70616
Wilyabrup	45032
Windabout	42120
Windy Harbour	22100
Winnejup	27456
Winthrop	35152
Witchcliffe	35724
Withers	25376
Wittenoom	84448
Wittenoom Hills	73632
Wogolin	46800
Wokalup	21424
Womarden	42588
Wongamine	37648
Wongan Hills	35516
Wongoondy	55224
Wonnerup	37388
Wonthella	28288
Woodanilling	25792
Woodbridge (WA)	39468
Woodlands (WA)	37700
Woodleigh (WA)	
Woodridge (WA)	23972
Woodvale (WA)	38688
Woogenellup	43316
Woolgorong	
Woolocutty	23400
Wooramel	29900
Wooroloo	35152
Woorree	34788
Woottating	23400
Worsley	26780
Wubin	49348
Wundowie	30784
Wungong	32344
Wuraming	
Wyalkatchem	24700
Wyening	31824
Wyndham (WA)	36036
Wyola West	36400
Xantippe	49868
Yabberup	20540
Yakamia	28912
Yalardy	
Yalgoo	82836
Yallabatharra	23764
Yallingup	40456
Yallingup Siding	39936
Yalyalup	38220
Yanchep	35932
Yandanooka	58500
Yandoo Creek	27300
Yangebup	38376
Yanmah	36556
Yannarie	
Yarawindah	80132
Yardarino	39624
Yarloop	22880
Yarragadee	46800
Yathroo	39624
Yeagarup	42588
Yeal	
Yealering	28132
Yelbeni	
Yellowdine	
Yelverton	36712
Yerecoin	44720
Yetna	45032
Yilkari	38948
Yilliminning	35724
Yoganup	
Yokine	40976
Yoongarillup	39208
York	26572
Yornaning	27300
Yornup	39988
Yoting	37700
Youndegin	46800
Youngs Siding	30316
Yourdamung Lake	27924
Yuna	35360
Zanthus	
Zuytdorp	
No usual address (WA)	22568
Migratory - Offshore - Shipping (WA)	138008
Abbotsham	29900
Abels Bay	22672
Aberdeen (Tas.)	31876
Acacia Hills (Tas.)	33280
Acton (Tas.)	24284
Acton Park (Tas.)	43472
Adventure Bay	22464
Akaroa	26312
Alberton (Tas.)	
Alcomie	24232
Allens Rivulet	37544
Alonnah	24544
Ambleside	30940
Andover	29224
Ansons Bay	20228
Antill Ponds	46800
Apollo Bay (Tas.)	39416
Apslawn	31824
Apsley (Tas.)	35724
Arthur River (Tas.)	22100
Arthurs Lake	14560
Austins Ferry	33436
Avoca (Tas.)	19396
Baden	24388
Badger Head	21632
Bagdad	32292
Bakers Beach	42588
Banca	
Bangor (Tas.)	30524
Barnes Bay	23400
Barretta	34788
Barrington (Tas.)	24908
Battery Point	47164
Beaconsfield (Tas.)	22100
Beaumaris (Tas.)	25168
Beauty Point	22932
Beechford	22880
Bell Bay	
Bellerive	35308
Bellingham	25636
Ben Lomond (Tas.)	
Berriedale	29172
Beulah (Tas.)	18408
Bicheno	27508
Binalong Bay	25584
Birchs Bay	23972
Birralee	25688
Bishopsbourne	31824
Black Hills	20644
Black River (Tas.)	34528
Blackmans Bay	36816
Blackstone Heights	35880
Blackwall (Tas.)	27768
Blackwood Creek	34320
Blessington	34268
Blue Rocks	29900
Blumont	24232
Boat Harbour (Tas.)	28444
Boat Harbour Beach	32760
Bonnet Hill	44512
Boobyalla	
Boomer Bay	24908
Bothwell	28132
Boyer	35100
Bracknell	26572
Bradys Lake	24388
Brandum	22516
Branxholm	21372
Breadalbane (Tas.)	30420
Bream Creek	35360
Breona	19916
Bridgenorth	32760
Bridgewater (Tas.)	22984
Bridport	28028
Brighton (Tas.)	34112
Brittons Swamp	34788
Broadmarsh	30992
Broadmeadows (Tas.)	35724
Bronte Park	22620
Brooklyn (Tas.)	25220
Brooks Bay	22048
Buckland (Tas.)	24856
Bungaree (Tas.)	38948
Burnie	33384
Burns Creek	28600
Bushy Park (Tas.)	27560
Butlers Gorge	
Cairns Bay	20332
Calder	31616
Cambridge (Tas.)	40404
Camdale	24648
Camena	23400
Campania	31824
Campbell Town	23296
Cape Barren Island	20540
Cape Pillar	37648
Cape Portland	
Cape Raoul	
Carlton (Tas.)	30108
Carlton River	31668
Carrick (Tas.)	30056
Castle Forbes Bay	25480
Castra	25324
Caveside	24336
Central Plateau	
Cethana	
Chain Of Lagoons	20228
Charlotte Cove	21840
Chasm Creek	21684
Chigwell	29224
Christmas Hills (Tas.)	28964
Chudleigh	21944
Claremont (Tas.)	29536
Clarence Point	22828
Clarendon Vale	22204
Claude Road	24804
Cleveland (Tas.)	16224
Clifton Beach (Tas.)	47164
Cluan	32448
Colebrook	24544
Coles Bay	34996
Collinsvale	35776
Conara	23816
Coningham	39364
Connellys Marsh	34424
Cooee	29120
Copping	28704
Cornwall (Tas.)	17732
Couta Rocks	11700
Cowrie Point	46800
Crabtree	30992
Cradle Mountain	50076
Cradoc	28548
Cramps Bay	
Cranbrook (Tas.)	29120
Crayfish Creek	24908
Cremorne (Tas.)	47892
Cressy (Tas.)	31096
Cuckoo	30264
Cuprona	34788
Currie	37076
Cygnet	25376
Dairy Plains	39208
Deddington	36920
Dee	19448
Deep Bay	24180
Deloraine	24076
Dennes Point	21268
Derby (Tas.)	20436
Derwent Bridge	43680
Derwent Park	25792
Detention	
Deviot	28340
Devon Hills	33592
Devonport	25896
Dilston	34996
Doctors Point	37700
Doctors Rocks	35256
Dodges Ferry	32448
Dolphin Sands	23244
Don	36712
Douglas River	28340
Douglas-Apsley	
Dover	23920
Downlands	31408
Dowsing Point	40768
Dromedary (Tas.)	32188
Dulcot	39364
Dunalley	27040
Dunorlan	30316
Dynnyrne	23036
Dysart (Tas.)	32344
Eaglehawk Neck	28288
East Cam	29172
East Devonport	24076
East Launceston	43264
East Ridgley	34372
Eddystone	
Edgcumbe Beach	31824
Edith Creek	37700
Egg Lagoon	53248
Eggs And Bacon Bay	20904
Elderslie (Tas.)	22100
Electrona	39676
Elizabeth Town	25376
Ellendale (Tas.)	22152
Elliott (Tas.)	27040
Emita	26572
Emu Heights (Tas.)	37336
Epping Forest	30836
Erriba	21528
Eugenana	34060
Evandale (Tas.)	28964
Exeter (Tas.)	24596
Exton	23764
Falmouth	29328
Fentonbury	20176
Fern Tree	41860
Fingal (Tas.)	23088
Fitzgerald (Tas.)	21424
Flintstone	19448
Florentine	
Flowerdale (Tas.)	29640
Flowerpot	34268
Flowery Gully	24024
Forcett	35620
Forest	35568
Forester	18200
Fortescue (Tas.)	
Forth	29484
Forthside	37024
Four Mile Creek (Tas.)	23816
Frankford	20592
Franklin (Tas.)	25272
Freycinet	74724
Friendly Beaches	45032
Gagebrook	21840
Garden Island Creek	24492
Gardners Bay	24752
Gawler (Tas.)	32552
Geeveston	23244
Geilston Bay	39052
George Town	22724
Gladstone (Tas.)	22516
Glaziers Bay	24388
Glebe (Tas.)	43732
Glen Huon	26936
Glendevie	18460
Glenfern (Tas.)	28652
Glengarry (Tas.)	25792
Glenlusk	32916
Glenora	25116
Glenorchy (Tas.)	25688
Golconda	27300
Golden Valley	21788
Goodwood (Tas.)	26936
Gordon (Tas.)	22620
Gormanston	19448
Goshen	24648
Goulds Country	20020
Gowrie Park	19032
Granton	37752
Granville Harbour	16016
Grasstree Hill	28964
Grassy	25168
Gravelly Beach	29796
Gray (Tas.)	19448
Great Bay	29484
Greens Beach	26468
Gretna	25168
Grindelwald	30316
Grove	33280
Guildford (Tas.)	
Gunns Plains	26884
Hadspen	32916
Hagley	29900
Hamilton (Tas.)	23088
Hampshire	24232
Harford	39988
Hastings (Tas.)	19656
Havenview	24804
Hawley Beach	35568
Hayes	28496
Hellyer	25116
Henrietta	29900
Herdsmans Cove	22048
Hermitage	
Herrick	22100
Heybridge	26468
Highclere	28080
Highcroft	22724
Hillcrest (Tas.)	24076
Hillwood	28496
Hobart	31616
Hollow Tree	23400
Holwell	24128
Honeywood	38012
Howden	42796
Howrah	37440
Howth	29900
Huntingfield	35828
Huonville	26520
Ida Bay	24648
Interlaken	22100
Invermay (Tas.)	24700
Irishtown (Tas.)	33072
Jackeys Marsh	22724
Jericho (Tas.)	35048
Jetsonville	24908
Judbury	23764
Kamona	35100
Kaoota	34996
Karanja	30628
Karoola	31616
Kayena	23868
Kellevie	24856
Kelso (Tas.)	25584
Kempton	28860
Kettering	33072
Killiecrankie	22724
Kimberley (Tas.)	22932
Kindred	30628
Kings Meadows	29640
Kingston (Tas.)	32916
Kingston Beach	34424
Koonya	24076
Lachlan	33384
Lackrana	39988
Lady Barron	24648
Lake Leake	23608
Lake Margaret	
Lake Sorell	
Lake St Clair	
Lalla	38064
Lanena	29328
Lapoinya	25220
Latrobe	27092
Lauderdale	39624
Launceston	38220
Lawitta	27196
Lebrina	29640
Leeka	116948
Lefroy	21112
Legana	30420
Legerwood	28236
Leith	30680
Lemont	28912
Lenah Valley	40144
Leslie Vale	38064
Levendale	21892
Lewisham (Tas.)	34216
Liawenee	
Liena	14924
Lietinna	26728
Liffey	24960
Lileah	30836
Lillico (Tas.)	29900
Lilydale (Tas.)	28444
Lindisfarne	35568
Lisle	
Little Pine Lagoon	
Little Swanport	23400
Loccota	35724
Loira	29692
London Lakes	
Long Reach	
Longford (Tas.)	28392
Longley	38584
Lonnavale	24908
Loongana	23400
Loorana	42016
Lorinna	17264
Lottah	23400
Low Head	26208
Lower Barrington	28444
Lower Beulah	23400
Lower Longley	36868
Lower Marshes	36348
Lower Snug	37076
Lower Turners Marsh	32188
Lower Wattle Grove	22932
Lower Wilmot	24232
Loyetea	22932
Lucaston	33228
Lughrata	68224
Luina	
Lulworth	26416
Lunawanna	22932
Lune River	20228
Lutana	30628
Lymington	26624
Lymwood	37700
Macquarie Plains	36400
Magra	30784
Malbina	39884
Mangalore (Tas.)	32760
Mangana	20384
Margate (Tas.)	36712
Marion Bay (Tas.)	23400
Marrawah	31824
Mathinna	19084
Mawbanna	18408
Mayberry	28600
Maydena	20228
Mayfield (Tas.)	22672
Meadowbank (Tas.)	58448
Meander	23712
Mella	32760
Melrose (Tas.)	25376
Melton Mowbray	31148
Memana	36244
Mengha	31980
Mersey Forest	
Merseylea	35100
Meunna	
Miandetta (Tas.)	29484
Middlesex (Tas.)	
Middleton (Tas.)	30784
Midway Point	33592
Miena	22204
Milabena	24336
Millers Bluff	
Moina	22516
Mole Creek	25168
Molesworth (Tas.)	31720
Moltema	24232
Montagu	34736
Montagu Bay	33644
Montana	22724
Montello	27716
Montrose (Tas.)	30628
Montumana	35048
Moogara	21216
Moonah	28392
Mooreville	33540
Moorina (Tas.)	14560
Moorleah	26416
Morass Bay	23400
Moriarty	30472
Mornington (Tas.)	30108
Mount Direction	34684
Mount Field	
Mount Hicks	25636
Mount Lloyd	21528
Mount Nelson	37024
Mount Roland	
Mount Rumney	40508
Mount Seymour	19344
Mount Stuart (Tas.)	44616
Mount William	
Mountain River	32136
Mowbray (Tas.)	21788
Murdunna	22464
Musselroe Bay	16484
Myalla (Tas.)	32084
Myrtle Bank (Tas.)	19032
Nabageena	23400
Nabowla	23868
Naracoopa	23868
National Park	24908
Natone	29900
Needles	31148
Neika	36556
Nelson Bay (Tas.)	
New Norfolk	25220
New Town (Tas.)	33124
Newnham	24544
Newstead (Tas.)	32292
Nicholls Rivulet	28444
Nietta	17732
Nile	36400
Nook	24440
North Bruny	27300
North Hobart	37544
North Lilydale	36036
North Motton	30472
North Scottsdale	29328
Northdown	33176
Norwood (Tas.)	32760
Notley Hills	25324
Nowhere Else	25532
Nubeena	23556
Nugara	39104
Nugent	29900
Nunamara	29068
Oakdowns	42120
Oaks	31824
Oatlands (Tas.)	24752
Ocean Vista	35464
Old Beach	38792
Oldina	24596
Oonah	
Opossum Bay	25688
Orford (Tas.)	27924
Orielton	32812
Osmaston	35932
Osterley (Tas.)	23400
Otago	37804
Ouse	25168
Oyster Cove (Tas.)	33072
Palana	23400
Paloona	19448
Paradise (Tas.)	21996
Parattah	19864
Park Grove	34060
Parkham	32084
Parklands (Tas.)	31304
Parrawe	
Patersonia	27612
Pawleena	23400
Pawtella	35724
Pearshape	
Pegarah	32812
Pelham (Tas.)	19448
Pelverata	27924
Penguin	27872
Penna	32188
Perth (Tas.)	32656
Petcheys Bay	26312
Pioneer (Tas.)	18200
Pipers Brook	23816
Pipers River	25168
Plenty (Tas.)	28912
Poatina	19916
Police Point	25428
Pontville	39000
Pontypool	22984
Port Arthur (Tas.)	21528
Port Huon	25532
Port Latta	
Port Sorell	27196
Powranna	58500
Premaydena	29224
Preolenna	21424
Preservation Bay	44200
Preston (Tas.)	24596
Primrose Sands	23920
Promised Land	24128
Prospect (Tas.)	33280
Prospect Vale	29952
Punchbowl (Tas.)	29744
Pyengana	19344
Quamby Bend	24232
Quamby Brook	21372
Queens Domain	69836
Queenstown (Tas.)	22776
Quoiba	34008
Railton	23556
Raminea	16432
Randalls Bay	29900
Ranelagh	32864
Ranga	31824
Ravenswood (Tas.)	22568
Recherche	21684
Red Hills	26364
Redpa	29328
Reedy Marsh	22100
Reekara	53612
Relbia	41704
Renison Bell	
Retreat (Tas.)	18200
Reynolds Neck	18200
Rheban	19032
Rhyndaston	21008
Riana	32240
Richmond (Tas.)	34320
Ridgeway	55692
Ridgley	29588
Ringarooma	22724
Risdon	25584
Risdon Vale	25896
Riverside (Tas.)	33332
Robigana	30836
Rocherlea	21320
Roches Beach	36556
Rocky Cape	19812
Rocky Hills	2600
Roger River	21216
Rokeby (Tas.)	26260
Roland	18356
Romaine	30836
Rose Bay (Tas.)	38376
Rosebery (Tas.)	26104
Rosegarland	26520
Rosetta	32292
Rosevale (Tas.)	31408
Rosevears	27872
Rosny	40248
Rosny Park	11700
Ross (Tas.)	23972
Rossarden	18200
Round Hill (Tas.)	27300
Rowella	31304
Royal George	25220
Runnymede (Tas.)	32760
Rushy Lagoon	35100
Saltwater River	23660
Sandfly	38948
Sandford (Tas.)	40196
Sandy Bay	34788
Sassafras (Tas.)	31148
Savage River	87048
Scamander	22984
Scopus	50232
Scotchtown	37544
Scottsdale	25012
Sea Elephant	
Selbourne	31148
Seven Mile Beach	44200
Seymour (Tas.)	29900
Shannon (Tas.)	
Shearwater	29016
Sheffield	23608
Shorewell Park	21528
Sidmouth	27768
Simpsons Bay	24648
Sisters Beach	29224
Sisters Creek	34684
Sloping Main	22256
Smithton	30108
Snug	32968
Somerset (Tas.)	26468
Sorell	28080
Sorell Creek	29900
South Arm (Tas.)	32500
South Bruny	25116
South Burnie	25116
South Forest	26364
South Hobart	35880
South Launceston	31772
South Mount Cameron	19032
South Nietta	23400
South Preston	22048
South Riana	29380
South Spreyton	36816
South Springfield	28548
Southport (Tas.)	21580
Southport Lagoon	
Southwest	38948
Spalford	28444
Sprent	29900
Spreyton	32084
Spring Beach	31148
Springfield (Tas.)	26156
Squeaking Point	33072
St Helens (Tas.)	23140
St Leonards (Tas.)	34840
St Marys (Tas.)	22256
Stanley (Tas.)	28756
Staverton	23764
Steppes	
Stieglitz	21320
Stonehenge (Tas.)	3900
Stonor	24232
Stony Head	
Stony Rise	32188
Stoodley	27924
Stormlea	37700
Stowport	31408
Strahan	32812
Strathblane	22256
Strickland	19916
Strzelecki (Tas.)	
Styx	
Sulphur Creek	30420
Summerhill	30940
Sunnyside (Tas.)	32760
Surges Bay	24804
Surprise Bay	
Surveyors Bay	25584
Swan Bay (Tas.)	39416
Swan Point	25376
Swansea (Tas.)	25220
Swanston	27924
Table Cape	32656
Takone	19916
Talawa	21320
Taranna	21320
Targa	19916
Tarleton	31720
Taroona	38324
Tarraleah	
Tayene	37700
Tea Tree	31564
Telita	29900
Temma	37700
Tewkesbury	23400
The Gardens (Tas.)	31148
Thirlstane	28704
Tiberias	
Tinderbox	42484
Tods Corner	36348
Togari	42328
Toiberry	37700
Tolmans Hill	56992
Tomahawk	19448
Tonganah	18668
Tooms Lake	
Tranmere (Tas.)	45500
Travellers Rest	36192
Trenah	23400
Trevallyn	36712
Triabunna	24232
Trial Harbour	16224
Trowutta	20488
Tugrah	37492
Tulendeena	22048
Tullah	24804
Tunbridge	23608
Tunnack	23504
Tunnel	26988
Turners Beach	32552
Turners Marsh	38428
Tyenna (Tas.)	18616
Ulverstone	26260
Underwood (Tas.)	31980
Upper Blessington	25428
Upper Burnie	25844
Upper Castra	24232
Upper Esk	22100
Upper Natone	25740
Upper Scamander	22100
Upper Stowport	25532
Upper Woodstock	26780
Uxbridge	22100
Verona Sands	21216
Victoria Valley (Tas.)	22516
Waddamana	
Walls Of Jerusalem	
Waratah (Tas.)	19604
Warrane	24700
Warrentinna	
Waterhouse	32760
Waterloo (Tas.)	24232
Wattle Grove (Tas.)	24648
Wattle Hill (Tas.)	29900
Waverley (Tas.)	24232
Wayatinah	55224
Weegena	20540
Weetah	21164
Weldborough	21424
Wellington Park	
Wesley Vale	30888
West Coast	
West Hobart	42484
West Kentish	27716
West Launceston	35516
West Montagu	24388
West Moonah	30472
West Mooreville	26520
West Pine	31304
West Ridgley	34372
West Scottsdale	28600
West Takone	23400
West Ulverstone	25376
Westbury (Tas.)	25480
Western Creek (Tas.)	20176
Western Junction	26468
Westerway	20436
Westwood (Tas.)	36400
Weymouth	32864
White Beach	24180
White Hills (Tas.)	35308
Whitefoord	18772
Whitemark	37492
Whitemore	29328
Wickham (Tas.)	18200
Wilburville	20228
Wilmot	21372
Wiltshire	27924
Windermere (Tas.)	31304
Wingaroo	
Winkleigh	29900
Winnaleah	26520
Wivenhoe	22308
Woodbridge (Tas.)	30524
Woodbury (Tas.)	47788
Woodsdale	22724
Woodstock (Tas.)	34788
Woolnorth	49036
Wyena	17732
Wynyard	25480
Yambacoona	40092
Yarra Creek	45916
