SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	persons
Kingswood (Tamworth Regional - NSW)	0	1	621
Kingswood (Tamworth Regional - NSW)	1	0	829
Kioloa	0	1	146
Kioloa	1	0	202
Kiora	0	1	39
Kiora	1	0	41
Kippaxs	0	1	15
Kippaxs	1	0	15
Kippenduff	0	1	22
Kippenduff	1	0	30
Kirkconnell	0	1	29
Kirkconnell	1	0	34
Kirkham	0	1	440
Kirkham	1	0	577
Kirrawee	0	1	5357
Kirrawee	1	0	7605
Kirribilli	0	1	1352
Kirribilli	1	0	2514
Kitchener	0	1	284
Kitchener	1	0	389
Klori	0	1	28
Klori	1	0	36
Knights Hill	0	1	29
Knights Hill	1	0	34
Knockrow	0	1	100
Knockrow	1	0	134
Knorrit Flat	0	1	23
Knorrit Flat	1	0	26
Kogarah	0	1	6182
Kogarah	1	0	11014
Kogarah Bay	0	1	1345
Kogarah Bay	1	0	1705
Kooba	0	1	41
Kooba	1	0	51
Kookabookra	0	1	5
Kookabookra	1	0	8
Koolewong	0	1	510
Koolewong	1	0	686
Koolkhan	0	1	23
Koolkhan	1	0	22
Koonawarra	0	1	2149
Koonawarra	1	0	2970
Koonorigan	0	1	192
Koonorigan	1	0	253
Koonyum Range	0	1	3
Koonyum Range	1	0	12
Koorainghat	0	1	128
Koorainghat	1	0	176
Koorawatha	0	1	249
Koorawatha	1	0	325
Kooringal (NSW)	0	1	3552
Kooringal (NSW)	1	0	5486
Kootingal	0	1	1128
Kootingal	1	0	1698
Koraleigh	0	1	192
Koraleigh	1	0	269
Koreelah	0	1	52
Koreelah	1	0	57
Korora	0	1	1100
Korora	1	0	1767
Kosciuszko National Park	0	1	208
Kosciuszko National Park	1	0	347
Kotara	0	1	2345
Kotara	1	0	3263
Kotara South	0	1	694
Kotara South	1	0	916
Krambach	0	1	222
Krambach	1	0	297
Krawarree	0	1	30
Krawarree	1	0	43
Kremnos	0	1	110
Kremnos	1	0	144
Ku-Ring-Gai Chase	0	1	3
Ku-Ring-Gai Chase	1	0	3
Kulnura	0	1	382
Kulnura	1	0	476
Kulwin (NSW)	0	1	9
Kulwin (NSW)	1	0	9
Kunama	0	1	47
Kunama	1	0	55
Kundabung	0	1	325
Kundabung	1	0	454
Kundibakh	0	1	44
Kundibakh	1	0	56
Kundle Kundle	0	1	126
Kundle Kundle	1	0	157
Kungala	0	1	84
Kungala	1	0	106
Kunghur	0	1	67
Kunghur	1	0	93
Kunghur Creek	0	1	25
Kunghur Creek	1	0	36
Kurmond	0	1	492
Kurmond	1	0	704
Kurnell	0	1	1428
Kurnell	1	0	1923
Kurraba Point	0	1	557
Kurraba Point	1	0	1046
Kurrajong	0	1	1806
Kurrajong	1	0	2497
Kurrajong Heights	0	1	715
Kurrajong Heights	1	0	1040
Kurrajong Hills	0	1	391
Kurrajong Hills	1	0	535
Kurri Kurri	0	1	3203
Kurri Kurri	1	0	4637
Kyalite	0	1	56
Kyalite	1	0	76
Kyarran	0	1	8
Kyarran	1	0	17
Kybeyan	0	1	24
Kybeyan	1	0	24
Kyeamba	0	1	47
Kyeamba	1	0	56
Kyeemagh	0	1	564
Kyeemagh	1	0	757
Kyle Bay	0	1	666
Kyle Bay	1	0	862
Kynnumboon	0	1	73
Kynnumboon	1	0	106
Kyogle	0	1	1082
Kyogle	1	0	1649
La Perouse	0	1	265
La Perouse	1	0	324
Lacmalac	0	1	72
Lacmalac	1	0	103
Lade Vale	0	1	69
Lade Vale	1	0	112
Ladysmith	0	1	222
Ladysmith	1	0	283
Laffing Waters	0	1	69
Laffing Waters	1	0	107
Laggan	0	1	245
Laggan	1	0	310
Lagoon Grass	0	1	37
Lagoon Grass	1	0	43
Laguna	0	1	117
Laguna	1	0	162
Lake Albert (NSW)	0	1	3470
Lake Albert (NSW)	1	0	4998
Lake Bathurst	0	1	105
Lake Bathurst	1	0	164
Lake Brewster	1	0	5
Lake Cargelligo	0	1	772
Lake Cargelligo	1	0	1096
Lake Cathie	0	1	1805
Lake Cathie	1	0	2776
Lake Conjola	0	1	271
Lake Conjola	1	0	354
Lake Cowal	0	1	24
Lake Cowal	1	0	36
Lake George	0	1	54
Lake George	1	0	61
Lake Haven	0	1	1847
Lake Haven	1	0	2715
Lake Heights	0	1	2136
Lake Heights	1	0	3028
Lake Hume Village	0	1	20
Lake Hume Village	1	0	27
Lake Illawarra	0	1	1676
Lake Illawarra	1	0	2403
Lake Innes	0	1	255
Lake Innes	1	0	348
Lake Munmorah	0	1	2890
Lake Munmorah	1	0	4213
Lake Tabourie	0	1	381
Lake Tabourie	1	0	549
Lake Wyangan	0	1	591
Lake Wyangan	1	0	746
Lakelands (NSW)	0	1	905
Lakelands (NSW)	1	0	1196
Lakemba	0	1	7205
Lakemba	1	0	12669
Lakesland	0	1	282
Lakesland	1	0	368
Lakewood	0	1	690
Lakewood	1	0	931
Lalalty	0	1	52
Lalalty	1	0	78
Lalor Park	0	1	4329
Lalor Park	1	0	6030
Lambs Valley (Glen Innes Severn - NSW)	0	1	62
Lambs Valley (Glen Innes Severn - NSW)	1	0	71
Lambs Valley (Singleton - NSW)	0	1	195
Lambs Valley (Singleton - NSW)	1	0	285
Lambton	0	1	2792
Lambton	1	0	3971
Landervale	0	1	11
Landervale	1	0	18
Lane Cove	0	1	4735
Lane Cove	1	0	7943
Lane Cove North	0	1	4303
Lane Cove North	1	0	7884
Lane Cove West	0	1	1388
Lane Cove West	1	0	1980
Langley Vale	0	1	30
Langley Vale	1	0	36
Lanitza	0	1	170
Lanitza	1	0	244
Lankeys Creek	0	1	32
Lankeys Creek	1	0	39
Lansdowne (Canterbury-Bankstown - NSW)	0	1	9
Lansdowne (Canterbury-Bankstown - NSW)	1	0	16
Lansdowne (Mid-Coast - NSW)	0	1	375
Lansdowne (Mid-Coast - NSW)	1	0	491
Lansdowne Forest	0	1	7
Lansdowne Forest	1	0	7
Lansvale	0	1	1662
Lansvale	1	0	2121
Lapstone	0	1	639
Lapstone	1	0	809
Larbert	0	1	21
Larbert	1	0	23
Largs	0	1	957
Largs	1	0	1565
Larnook	0	1	220
Larnook	1	0	300
Larras Lee	0	1	30
Larras Lee	1	0	46
Laughtondale	0	1	49
Laughtondale	1	0	57
Laurel Hill	0	1	10
Laurel Hill	1	0	16
Laurieton	0	1	1047
Laurieton	1	0	1563
Lavadia	0	1	11
Lavadia	1	0	14
Lavender Bay	0	1	328
Lavender Bay	1	0	606
Laverstock	0	1	20
Laverstock	1	0	31
Lavington	0	1	6320
Lavington	1	0	9133
Lawrence (NSW)	0	1	557
Lawrence (NSW)	1	0	837
Lawson (NSW)	0	1	1471
Lawson (NSW)	1	0	2139
Leadville	0	1	74
Leadville	1	0	106
Leconfield	0	1	79
Leconfield	1	0	110
Lee Creek	0	1	3
Lee Creek	1	0	3
Leeton	0	1	4548
Leeton	1	0	6538
Leets Vale	0	1	24
Leets Vale	1	0	40
Leeville	0	1	150
Leeville	1	0	189
Legume	0	1	98
Legume	1	0	127
Leichhardt (NSW)	0	1	6244
Leichhardt (NSW)	1	0	10603
Lemington	1	0	4
Lemon Tree	0	1	27
Lemon Tree	1	0	44
Lemon Tree Passage	0	1	1241
Lemon Tree Passage	1	0	1948
Lenaghan	0	1	38
Lenaghan	1	0	42
Lennox Head	0	1	3157
Lennox Head	1	0	4853
Leonay	0	1	1525
Leonay	1	0	2069
Leppington	0	1	1445
Leppington	1	0	2208
Lerida	0	1	13
Lerida	1	0	25
Lethbridge Park	0	1	2527
Lethbridge Park	1	0	3617
Leumeah	0	1	5392
Leumeah	1	0	7645
Leura	0	1	2169
Leura	1	0	3434
Levenstrath	0	1	23
Levenstrath	1	0	27
Lewinsbrook	0	1	23
Lewinsbrook	1	0	29
Lewis Ponds	0	1	88
Lewis Ponds	1	0	115
Lewisham (NSW)	0	1	1314
Lewisham (NSW)	1	0	2149
Leycester	0	1	89
Leycester	1	0	120
Liberty Grove	0	1	926
Liberty Grove	1	0	1617
Lidcombe	0	1	8979
Lidcombe	1	0	14836
Lidsdale	0	1	254
Lidsdale	1	0	340
Lidster	0	1	180
Lidster	1	0	241
Lightning Ridge	0	1	1198
Lightning Ridge	1	0	1676
Lilli Pilli (Eurobodalla - NSW)	0	1	334
Lilli Pilli (Eurobodalla - NSW)	1	0	467
Lilli Pilli (Sutherland Shire - NSW)	0	1	817
Lilli Pilli (Sutherland Shire - NSW)	1	0	1169
Lillian Rock	0	1	138
Lillian Rock	1	0	159
Lilydale (NSW)	0	1	18
Lilydale (NSW)	1	0	18
Lilyfield	0	1	3780
Lilyfield	1	0	5884
Lilyvale (NSW)	1	0	5
Limbri	0	1	73
Limbri	1	0	89
Limeburners Creek (Mid-Coast - NSW)	0	1	210
Limeburners Creek (Mid-Coast - NSW)	1	0	271
Limeburners Creek (Port Macquarie-Hastings - NSW)	0	1	8
Limeburners Creek (Port Macquarie-Hastings - NSW)	1	0	13
Limekilns	0	1	58
Limekilns	1	0	92
Limerick	0	1	37
Limerick	1	0	38
Limestone (NSW)	0	1	3
Limestone (NSW)	1	0	3
Limpinwood	0	1	127
Limpinwood	1	0	171
Linburn	0	1	35
Linburn	1	0	55
Linden (NSW)	0	1	305
Linden (NSW)	1	0	403
Lindendale	0	1	151
Lindendale	1	0	201
Lindesay	0	1	16
Lindesay	1	0	16
Lindesay Creek	0	1	19
Lindesay Creek	1	0	19
Lindfield	0	1	4915
Lindfield	1	0	7668
Lindifferon	0	1	29
Lindifferon	1	0	42
Linley Point	0	1	205
Linley Point	1	0	287
Lionsville	1	0	3
Lisarow	0	1	3003
Lisarow	1	0	4313
Lismore (NSW)	0	1	1594
Lismore (NSW)	1	0	2456
Lismore Heights	0	1	1114
Lismore Heights	1	0	1620
Liston	0	1	88
Liston	1	0	115
Lithgow	0	1	2844
Lithgow	1	0	3995
Little Back Creek	0	1	32
Little Back Creek	1	0	27
Little Bay	0	1	1582
Little Bay	1	0	3037
Little Billabong	0	1	55
Little Billabong	1	0	84
Little Forest	0	1	97
Little Forest	1	0	142
Little Hartley	0	1	320
Little Hartley	1	0	425
Little Jacks Creek	0	1	16
Little Jacks Creek	1	0	23
Little Jilliby	0	1	29
Little Jilliby	1	0	58
Little Pelican	0	1	4
Little Pelican	1	0	4
Little Plain	0	1	93
Little Plain	1	0	134
Little River (NSW)	0	1	43
Little River (NSW)	1	0	42
Little Topar	0	1	12
Little Topar	1	0	25
Little Wobby	0	1	29
Little Wobby	1	0	39
Littleton	0	1	498
Littleton	1	0	660
Liverpool	0	1	10822
Liverpool	1	0	18494
Llanarth (NSW)	0	1	960
Llanarth (NSW)	1	0	1771
Llandilo	0	1	1053
Llandilo	1	0	1316
Llangothlin	0	1	78
Llangothlin	1	0	111
Lloyd	0	1	280
Lloyd	1	0	546
Loadstone	0	1	33
Loadstone	1	0	31
Lochiel (NSW)	0	1	224
Lochiel (NSW)	1	0	291
Lochinvar	0	1	507
Lochinvar	1	0	663
Lockhart	0	1	630
Lockhart	1	0	855
Locksley (NSW)	0	1	25
Locksley (NSW)	1	0	33
Loftus	0	1	2836
Loftus	1	0	3585
Loftville	0	1	106
Loftville	1	0	156
Logans Crossing	0	1	83
Logans Crossing	1	0	109
Logie Brae	0	1	56
Logie Brae	1	0	61
Londonderry (NSW)	0	1	2489
Londonderry (NSW)	1	0	3183
Long Beach	0	1	696
Long Beach	1	0	1128
Long Flat (NSW)	0	1	79
Long Flat (NSW)	1	0	99
Long Jetty	0	1	2910
Long Jetty	1	0	4794
Long Plain (Inverell - NSW)	0	1	20
Long Plain (Inverell - NSW)	1	0	22
Long Point (Campbelltown - NSW)	0	1	134
Long Point (Campbelltown - NSW)	1	0	179
Long Point (Singleton - NSW)	0	1	23
Long Point (Singleton - NSW)	1	0	30
Longarm	0	1	8
Longarm	1	0	12
Longreach (NSW)	0	1	32
Longreach (NSW)	1	0	50
Longueville	0	1	1284
Longueville	1	0	1745
Loomberah	0	1	303
Loomberah	1	0	445
Lord Howe Island	0	1	201
Lord Howe Island	1	0	292
Lords Hill	0	1	16
Lords Hill	1	0	17
Lorn	0	1	770
Lorn	1	0	1052
Lorne (NSW)	0	1	191
Lorne (NSW)	1	0	212
Lost River	0	1	50
Lost River	1	0	57
Lostock	0	1	23
Lostock	1	0	45
Louisa Creek	0	1	5
Louisa Creek	1	0	7
Louth	0	1	28
Louth	1	0	34
Louth Park	0	1	434
Louth Park	1	0	566
Lovedale	0	1	275
Lovedale	1	0	407
Lovett Bay	0	1	72
Lovett Bay	1	0	89
Lowanna	0	1	172
Lowanna	1	0	270
Lower Acacia Creek	0	1	21
Lower Acacia Creek	1	0	27
Lower Bago	0	1	7
Lower Bago	1	0	7
Lower Belford	0	1	255
Lower Belford	1	0	331
Lower Boro	0	1	117
Lower Boro	1	0	136
Lower Bottle Creek	0	1	12
Lower Bottle Creek	1	0	15
Lower Creek	0	1	17
Lower Creek	1	0	26
Lower Duck Creek	0	1	15
Lower Duck Creek	1	0	22
Lower Dyraaba	0	1	18
Lower Dyraaba	1	0	23
Lower Lewis Ponds	0	1	14
Lower Lewis Ponds	1	0	33
Lower Macdonald	0	1	125
Lower Macdonald	1	0	203
Lower Mangrove	0	1	45
Lower Mangrove	1	0	54
Lower Pappinbarra	0	1	56
Lower Pappinbarra	1	0	92
Lower Portland	0	1	317
Lower Portland	1	0	479
Lower Southgate	0	1	68
Lower Southgate	1	0	92
Lowesdale	0	1	58
Lowesdale	1	0	75
Lowther	0	1	42
Lowther	1	0	53
Loxford	0	1	29
Loxford	1	0	49
Lucknow (NSW)	0	1	192
Lucknow (NSW)	1	0	241
Luddenham	0	1	844
Luddenham	1	0	1474
Lue	0	1	131
Lue	1	0	149
Lugarno	0	1	3855
Lugarno	1	0	4841
Lurnea	0	1	5079
Lurnea	1	0	7266
Luskintyre	0	1	114
Luskintyre	1	0	150
Lynchs Creek	0	1	50
Lynchs Creek	1	0	71
Lyndhurst (Armidale Regional - NSW)	0	1	3
Lyndhurst (Armidale Regional - NSW)	1	0	10
Lyndhurst (Blayney - NSW)	0	1	215
Lyndhurst (Blayney - NSW)	1	0	315
Lynwood (NSW)	0	1	170
Lynwood (NSW)	1	0	195
Mabins Well	0	1	4
Mabins Well	1	0	11
Macdonalds Creek	0	1	11
Macdonalds Creek	1	0	9
Macksville	0	1	1360
Macksville	1	0	1962
Maclean	0	1	1380
Maclean	1	0	2001
Macmasters Beach	0	1	723
Macmasters Beach	1	0	1022
Macquarie Fields	0	1	7686
Macquarie Fields	1	0	11013
Macquarie Hills	0	1	1896
Macquarie Hills	1	0	2793
Macquarie Links	0	1	721
Macquarie Links	1	0	1164
Macquarie Marshes	0	1	3
Macquarie Marshes	1	0	3
Macquarie Park	0	1	1721
Macquarie Park	1	0	4863
Maddens Plains	1	0	4
Maffra (NSW)	0	1	14
Maffra (NSW)	1	0	17
Magenta (NSW)	0	1	40
Magenta (NSW)	1	0	151
Magometon	0	1	18
Magometon	1	0	21
Maianbar	0	1	320
Maianbar	1	0	440
Maimuru	0	1	97
Maimuru	1	0	118
Main Arm	0	1	279
Main Arm	1	0	403
Main Creek	0	1	62
Main Creek	1	0	75
Mairjimmy	0	1	30
Mairjimmy	1	0	40
Maison Dieu	0	1	103
Maison Dieu	1	0	126
Maitland (NSW)	0	1	909
Maitland (NSW)	1	0	1367
Maitland Bar	0	1	12
Maitland Bar	1	0	14
Maitland Vale	0	1	79
Maitland Vale	1	0	100
Majors Creek (NSW)	0	1	127
Majors Creek (NSW)	1	0	193
Malabar	0	1	2315
Malabar	1	0	3073
Maldon (NSW)	0	1	7
Maldon (NSW)	1	0	11
Mallabula	0	1	489
Mallabula	1	0	710
Mallan	0	1	29
Mallan	1	0	51
Mallanganee	0	1	84
Mallanganee	1	0	118
Mallee	0	1	3
Mallee	1	0	10
Mallowa	0	1	39
Mallowa	1	0	60
Maloneys Beach	0	1	203
Maloneys Beach	1	0	303
Malua Bay	0	1	965
Malua Bay	1	0	1422
Manar	0	1	57
Manar	1	0	85
Manchester Square	0	1	13
Manchester Square	1	0	11
Mandagery	0	1	48
Mandagery	1	0	57
Mandalong	0	1	249
Mandalong	1	0	349
Mandemar	0	1	32
Mandemar	1	0	51
Mandurama	0	1	206
Mandurama	1	0	288
Mangerton	0	1	1516
Mangerton	1	0	2236
Mangoola	0	1	33
Mangoola	1	0	41
Mangoplah	0	1	146
Mangoplah	1	0	208
Mangrove Creek	0	1	17
Mangrove Creek	1	0	25
Mangrove Mountain	0	1	431
Mangrove Mountain	1	0	589
Manildra	0	1	423
Manildra	1	0	598
Manilla	0	1	1341
Manilla	1	0	1925
Manly (NSW)	0	1	5482
Manly (NSW)	1	0	10411
Manly Vale	0	1	2798
Manly Vale	1	0	4583
Mannering Park	0	1	1333
Mannering Park	1	0	1945
Manning Point	0	1	110
Manning Point	1	0	175
Mannus	0	1	36
Mannus	1	0	56
Manobalai	0	1	51
Manobalai	1	0	60
Manton (NSW)	0	1	138
Manton (NSW)	1	0	230
Manyana	0	1	303
Manyana	1	0	415
Maragle	0	1	40
Maragle	1	0	51
Maraylya	0	1	760
Maraylya	1	0	1011
Marayong	0	1	4232
Marayong	1	0	6325
March	0	1	87
March	1	0	101
Marchmont	0	1	80
Marchmont	1	0	195
Mardi	0	1	1673
Mardi	1	0	2732
Marengo (NSW)	0	1	7
Marengo (NSW)	1	0	7
Marinna	0	1	27
Marinna	1	0	30
Marks Point	0	1	955
Marks Point	1	0	1404
Markwell	0	1	67
Markwell	1	0	88
Marlee	0	1	105
Marlee	1	0	159
Marlo Merrican	0	1	41
Marlo Merrican	1	0	57
Marlow	0	1	6
Marlow	1	0	8
Marlowe	0	1	4
Marlowe	1	0	4
Marmong Point	0	1	453
Marmong Point	1	0	654
Marom Creek	0	1	93
Marom Creek	1	0	110
Maroota	0	1	386
Maroota	1	0	516
Maroubra	0	1	14981
Maroubra	1	0	23183
Marrangaroo	0	1	313
Marrangaroo	1	0	398
Marrar	0	1	199
Marrar	1	0	292
Marrickville	0	1	12583
Marrickville	1	0	19583
Marsden Park	0	1	438
Marsden Park	1	0	564
Marsfield	0	1	5641
Marsfield	1	0	9752
Marshall Mount	0	1	77
Marshall Mount	1	0	112
Marshdale	0	1	27
Marshdale	1	0	32
Marthaguy	0	1	40
Marthaguy	1	0	56
Martindale	0	1	95
Martindale	1	0	120
Martins Creek	0	1	212
Martins Creek	1	0	284
Martinsville	0	1	213
Martinsville	1	0	283
Marulan	0	1	593
Marulan	1	0	939
Maryland (Newcastle - NSW)	0	1	4695
Maryland (Newcastle - NSW)	1	0	6411
Maryland (Tenterfield - NSW)	0	1	34
Maryland (Tenterfield - NSW)	1	0	54
Marys Mount	0	1	39
Marys Mount	1	0	57
Maryvale (NSW)	0	1	111
Maryvale (NSW)	1	0	156
Maryville	0	1	652
Maryville	1	0	1053
Mascot	0	1	5554
Mascot	1	0	10072
Matcham	0	1	541
Matcham	1	0	800
Matheson	0	1	25
Matheson	1	0	50
Mathoura	0	1	577
Mathoura	1	0	785
Matong	0	1	104
Matong	1	0	117
Matraville	0	1	5640
Matraville	1	0	7838
Maude (NSW)	0	1	41
Maude (NSW)	1	0	68
Maules Creek	0	1	79
Maules Creek	1	0	102
Maxwell	0	1	41
Maxwell	1	0	70
Maybole	0	1	26
Maybole	1	0	33
Mayers Flat	0	1	31
Mayers Flat	1	0	40
Mayfield (Newcastle - NSW)	0	1	4253
Mayfield (Newcastle - NSW)	1	0	6769
Mayfield (Oberon - NSW)	0	1	7
Mayfield (Oberon - NSW)	1	0	7
Mayfield (Queanbeyan-Palerang Regional - NSW)	0	1	11
Mayfield (Queanbeyan-Palerang Regional - NSW)	1	0	17
Mayfield (Shoalhaven - NSW)	0	1	27
Mayfield (Shoalhaven - NSW)	1	0	30
Mayfield East	0	1	809
Mayfield East	1	0	1261
Mayfield West	0	1	970
Mayfield West	1	0	1467
Mayrung	0	1	83
Mayrung	1	0	107
Mays Hill	0	1	301
Mays Hill	1	0	553
Mayvale	0	1	12
Mayvale	1	0	12
McCullys Gap	0	1	178
McCullys Gap	1	0	224
McDougalls Hill	0	1	96
McDougalls Hill	1	0	116
McGraths Hill	0	1	1516
McGraths Hill	1	0	2129
McKees Hill	0	1	210
McKees Hill	1	0	295
McKellars Park	0	1	112
McKellars Park	1	0	170
McLeans Ridges	0	1	298
McLeans Ridges	1	0	424
McLeods Shoot	0	1	38
McLeods Shoot	1	0	67
McMahons Point	0	1	804
McMahons Point	1	0	1486
McMahons Reef	0	1	35
McMahons Reef	1	0	49
Meadow Flat	0	1	167
Meadow Flat	1	0	246
Meadowbank (NSW)	0	1	1199
Meadowbank (NSW)	1	0	3043
Mebul	0	1	23
Mebul	1	0	29
Medlow Bath	0	1	315
Medlow Bath	1	0	490
Medowie	0	1	4607
Medowie	1	0	7425
Medway	0	1	77
Medway	1	0	97
Meerschaum Vale	0	1	243
Meerschaum Vale	1	0	326
Megalong Valley	0	1	96
Megalong Valley	1	0	118
Megan	0	1	103
Megan	1	0	121
Melbergen	0	1	4
Melbergen	1	0	4
Melinga	0	1	63
Melinga	1	0	89
Mellool	0	1	34
Mellool	1	0	35
Melrose Park (NSW)	0	1	1059
Melrose Park (NSW)	1	0	1356
Melville (NSW)	0	1	39
Melville (NSW)	1	0	54
Memagong	0	1	66
Memagong	1	0	85
Menah	0	1	86
Menah	1	0	112
Menai	0	1	6592
Menai	1	0	8790
Menangle	0	1	626
Menangle	1	0	937
Menangle Park	0	1	138
Menangle Park	1	0	196
Mendooran	0	1	304
Mendooran	1	0	437
Menindee	0	1	326
Menindee	1	0	426
Merah North	0	1	118
Merah North	1	0	145
Merewether	0	1	5579
Merewether	1	0	8411
Merewether Heights	0	1	847
Merewether Heights	1	0	1151
Merimbula	0	1	1658
Merimbula	1	0	2597
Meringo	0	1	72
Meringo	1	0	91
Meroo	0	1	21
Meroo	1	0	34
Meroo Meadow	0	1	250
Meroo Meadow	1	0	368
Merotherie	0	1	10
Merotherie	1	0	14
Merriangaah	0	1	4
Merriangaah	1	0	5
Merricumbene	0	1	12
Merricumbene	1	0	19
Merrigal	0	1	8
Merrigal	1	0	25
Merrill	0	1	24
Merrill	1	0	29
Merriwa (NSW)	0	1	925
Merriwa (NSW)	1	0	1314
Merriwagga	0	1	74
Merriwagga	1	0	103
Merrygoen	0	1	78
Merrygoen	1	0	102
Merrylands	0	1	14551
Merrylands	1	0	22695
Merrylands West	0	1	3403
Merrylands West	1	0	5217
Merungle Hill	0	1	138
Merungle Hill	1	0	171
Meryla	0	1	3
Meryla	1	0	3
Metford	0	1	2543
Metford	1	0	3780
Methul	0	1	39
Methul	1	0	46
Metz	0	1	70
Metz	1	0	90
Miandetta (NSW)	0	1	14
Miandetta (NSW)	1	0	23
Micalo Island	0	1	18
Micalo Island	1	0	25
Michelago	0	1	299
Michelago	1	0	427
Middle Arm	0	1	233
Middle Arm	1	0	315
Middle Brook	0	1	133
Middle Brook	1	0	175
Middle Brother	0	1	29
Middle Brother	1	0	49
Middle Cove	0	1	826
Middle Cove	1	0	1111
Middle Dural	0	1	637
Middle Dural	1	0	851
Middle Falbrook	0	1	53
Middle Falbrook	1	0	75
Middle Flat	0	1	39
Middle Flat	1	0	46
Middle Pocket	0	1	69
Middle Pocket	1	0	113
Middleton Grange	0	1	868
Middleton Grange	1	0	3747
Middlingbank	0	1	5
Middlingbank	1	0	13
Midginbil	0	1	46
Midginbil	1	0	51
Mihi	0	1	13
Mihi	1	0	23
Mila	0	1	29
Mila	1	0	39
Milbrodale	0	1	71
Milbrodale	1	0	93
Milbrulong	0	1	46
Milbrulong	1	0	73
Milkers Flat	0	1	4
Milkers Flat	1	0	5
Millah Murrah	0	1	18
Millah Murrah	1	0	18
Millbank (NSW)	0	1	76
Millbank (NSW)	1	0	85
Miller	0	1	1830
Miller	1	0	2490
Millers Forest	0	1	240
Millers Forest	1	0	283
Millers Point	0	1	488
Millers Point	1	0	933
Millfield	0	1	440
Millfield	1	0	715
Millie	0	1	14
Millie	1	0	21
Millingandi	0	1	259
Millingandi	1	0	348
Millthorpe	0	1	649
Millthorpe	1	0	999
Milparinka	0	1	34
Milparinka	1	0	50
Milperra	0	1	2655
Milperra	1	0	3401
Milroy (Gunnedah - NSW)	0	1	48
Milroy (Gunnedah - NSW)	1	0	55
Milroy (Mid-Western Regional - NSW)	0	1	26
Milroy (Mid-Western Regional - NSW)	1	0	32
Milsons Passage	0	1	5
Milsons Passage	1	0	8
Milsons Point	0	1	652
Milsons Point	1	0	1337
Milton (NSW)	0	1	755
Milton (NSW)	1	0	1177
Milvale	0	1	46
Milvale	1	0	54
Mimosa (NSW)	0	1	58
Mimosa (NSW)	1	0	62
Minchinbury	0	1	3516
Minchinbury	1	0	4660
Mindaribba	0	1	55
Mindaribba	1	0	64
Mingoola (NSW)	0	1	8
Mingoola (NSW)	1	0	12
Minimbah	0	1	123
Minimbah	1	0	165
Minjary	0	1	23
Minjary	1	0	37
Minmi	0	1	502
Minmi	1	0	647
Minnamurra	0	1	464
Minnamurra	1	0	591
Minnie Water	0	1	136
Minnie Water	1	0	183
Minore	0	1	99
Minore	1	0	122
Minto	0	1	5948
Minto	1	0	9591
Minto Heights	0	1	252
Minto Heights	1	0	324
Mirador	0	1	139
Mirador	1	0	279
Miranda (NSW)	0	1	7871
Miranda (NSW)	1	0	11889
Mirannie	0	1	41
Mirannie	1	0	60
Mirrabooka (NSW)	0	1	432
Mirrabooka (NSW)	1	0	590
Mirrool	0	1	54
Mirrool	1	0	74
Missabotti	0	1	199
Missabotti	1	0	246
Mitchell (NSW)	0	1	73
Mitchell (NSW)	1	0	289
Mitchells Flat	0	1	157
Mitchells Flat	1	0	180
Mitchells Island	0	1	274
Mitchells Island	1	0	380
Mittagong	0	1	2817
Mittagong	1	0	4286
Moama	0	1	2960
Moama	1	0	4609
Modanville	0	1	411
Modanville	1	0	531
Mogareeka	0	1	32
Mogareeka	1	0	42
Mogendoura	0	1	120
Mogendoura	1	0	163
Moggs Swamp	0	1	13
Moggs Swamp	1	0	33
Mogilla	0	1	63
Mogilla	1	0	71
Mogo (Eurobodalla - NSW)	0	1	191
Mogo (Eurobodalla - NSW)	1	0	252
Mogo (Mid-Western Regional - NSW)	0	1	3
Mogo (Mid-Western Regional - NSW)	1	0	4
Mogo Creek	0	1	3
Mogo Creek	1	0	3
Mogood	0	1	14
Mogood	1	0	25
Mograni	0	1	28
Mograni	1	0	27
Mogriguy	0	1	69
Mogriguy	1	0	99
Mole River	0	1	38
Mole River	1	0	55
Moleville Creek	0	1	23
Moleville Creek	1	0	22
Mollyan	0	1	19
Mollyan	1	0	26
Mollymook	0	1	519
Mollymook	1	0	780
Mollymook Beach	0	1	1227
Mollymook Beach	1	0	1881
Molong	0	1	1419
Molong	1	0	2040
Mona Vale	0	1	5618
Mona Vale	1	0	8517
Monak	0	1	13
Monak	1	0	37
Monaltrie	0	1	127
Monaltrie	1	0	155
Mondrook	0	1	106
Mondrook	1	0	159
Monga	0	1	10
Monga	1	0	6
Mongarlowe	0	1	70
Mongarlowe	1	0	101
Mongogarie	0	1	58
Mongogarie	1	0	68
Monia Gap	0	1	11
Monia Gap	1	0	10
Monivae	0	1	11
Monivae	1	0	32
Monkerai	0	1	33
Monkerai	1	0	50
Monteagle	0	1	132
Monteagle	1	0	181
Montecollum	0	1	25
Montecollum	1	0	43
Montefiores	0	1	295
Montefiores	1	0	407
Monterey	0	1	2586
Monterey	1	0	3633
Mooball	0	1	120
Mooball	1	0	159
Moobi	0	1	83
Moobi	1	0	126
Mookerawa	0	1	7
Mookerawa	1	0	7
Mookima Wybra	0	1	14
Mookima Wybra	1	0	17
Moolarben	0	1	10
Moolarben	1	0	11
Moolpa	0	1	4
Moolpa	1	0	5
Moombooldool	0	1	16
