SSC_NAME16	Sex	unemployment
Milbong	M	12.8
Miles	F	5.6
Miles	M	5.8
Miles End	F	9.1
Miles End	M	4
Milford	F	7.1
Milford	M	5.7
Millaa Millaa	F	14.4
Millaa Millaa	M	19.6
Millbank (Qld)	F	10.1
Millbank (Qld)	M	12.9
Millchester	F	7
Millchester	M	12.9
Millmerran	F	5.7
Millmerran	M	5.1
Millmerran Downs	F	60
Millmerran Woods	F	60
Millmerran Woods	M	30.8
Millstream (Qld)	F	11.1
Millstream (Qld)	M	14
Milton (Qld)	F	6.3
Milton (Qld)	M	7.6
Minden	F	10.3
Minden	M	4.9
Minyama	F	5.7
Minyama	M	6.9
Mirani	F	8.5
Mirani	M	5.9
Miriam Vale	F	8.4
Miriam Vale	M	12.4
Mirriwinni	F	3.8
Mirriwinni	M	3.5
Mission Beach	F	8.7
Mission Beach	M	9.2
Mission River	F	35.8
Mission River	M	25
Mitchell (Qld)	F	4.3
Mitchell (Qld)	M	8.8
Mitchelton	F	4.8
Mitchelton	M	6.1
Miva	M	75
Moa Island	F	15.7
Moa Island	M	29.9
Moffat Beach	F	4
Moffat Beach	M	6.7
Moggill	F	5.7
Moggill	M	6.1
Molendinar	F	7.4
Molendinar	M	8.2
Mona Park	F	10.7
Monduran	F	25
Monkland	F	8.8
Monkland	M	16.5
Mons	F	7.2
Mons	M	8
Monto	F	4.3
Monto	M	5.6
Montville	F	5.2
Montville	M	8.4
Moodlu	F	4.2
Moodlu	M	5.4
Moogerah	F	10.5
Moogerah	M	8
Moolboolaman	F	7.1
Moolboolaman	M	19.7
Mooloo	F	7.5
Mooloolaba	F	7.1
Mooloolaba	M	8
Mooloolah Valley	F	6.4
Mooloolah Valley	M	6.4
Moomin	F	10.3
Moomin	M	9.4
Moonford	M	6.8
Moongan	M	26.9
Moore	F	6.8
Moore	M	5.9
Moore Park Beach	F	11.6
Moore Park Beach	M	16.4
Moores Pocket	F	12.5
Moores Pocket	M	13.2
Moorina (Qld)	F	3
Moorina (Qld)	M	4.2
Mooroobool	F	7.3
Mooroobool	M	8.9
Moorooka	F	6.1
Moorooka	M	7
Moranbah	F	8.1
Moranbah	M	3.6
Morayfield	F	10.2
Morayfield	M	9.6
Moresby (Qld)	M	13.3
Morganville	F	23.5
Morganville	M	50
Morningside	F	4.1
Morningside	M	4.7
Mornington (Qld)	F	7.4
Mornington (Qld)	M	7.8
Morton Vale	F	18.8
Morven (Qld)	M	7.4
Mosman Park (Qld)	F	5.8
Mosman Park (Qld)	M	6.3
Mossman	F	5.7
Mossman	M	7.3
Mossman Gorge	F	17.3
Mossman Gorge	M	15.7
Mothar Mountain	F	9.6
Mothar Mountain	M	8.1
Mount Alford	F	6.3
Mount Archer (Somerset - Qld)	M	4.1
Mount Beppo	M	17.2
Mount Berryman	M	29.2
Mount Carbine	M	30
Mount Chalmers	M	6.5
Mount Charlton	F	23.5
Mount Charlton	M	6.7
Mount Coolum	F	5.7
Mount Coolum	M	7.6
Mount Cotton	F	4.4
Mount Cotton	M	4
Mount Crosby	F	4
Mount Crosby	M	4.5
Mount Delaney	F	21.4
Mount Delaney	M	18.8
Mount Edwards	F	23.1
Mount Forbes	F	5.6
Mount Forbes	M	6.5
Mount Garnet	F	16.1
Mount Garnet	M	27.4
Mount Glorious	F	7.4
Mount Glorious	M	3.8
Mount Gravatt	F	7.7
Mount Gravatt	M	6.9
Mount Gravatt East	F	5.6
Mount Gravatt East	M	6.3
Mount Hallen	F	12.9
Mount Hallen	M	5.4
Mount Jukes	F	3.7
Mount Jukes	M	8.2
Mount Julian	F	7.7
Mount Julian	M	5.8
Mount Kelly	F	3.8
Mount Kelly	M	4
Mount Kilcoy	F	9.8
Mount Kilcoy	M	11.1
Mount Kynoch	F	4.8
Mount Kynoch	M	4.8
Mount Larcom	F	11.6
Mount Larcom	M	11.4
Mount Lofty	F	4
Mount Lofty	M	5.7
Mount Louisa	F	6.5
Mount Louisa	M	6.7
Mount Low	F	6.9
Mount Low	M	8.1
Mount Maria	F	11.1
Mount Maria	M	8.3
Mount Marlow	F	9.7
Mount Marrow	M	6.5
Mount Marshall	M	11.5
Mount Martin	F	6.7
Mount Mee	M	7.2
Mount Mellum	F	8.7
Mount Mellum	M	11
Mount Molloy	F	11.4
Mount Molloy	M	8.3
Mount Morgan	F	18.8
Mount Morgan	M	26.7
Mount Murchison	M	8.3
Mount Nathan	F	5.3
Mount Nathan	M	3.9
Mount Nebo	F	4.8
Mount Nebo	M	3.5
Mount Ommaney	F	4.4
Mount Ommaney	M	6.3
Mount Ossa	F	11.1
Mount Pelion	M	14.7
Mount Perry	F	10.3
Mount Perry	M	11
Mount Pleasant (Mackay - Qld)	F	6.4
Mount Pleasant (Mackay - Qld)	M	8.1
Mount Pleasant (Moreton Bay - Qld)	F	4.9
Mount Pleasant (Moreton Bay - Qld)	M	3.8
Mount Rascal	F	2.7
Mount Samson	M	3.7
Mount Sheridan (Qld)	F	5.6
Mount Sheridan (Qld)	M	6.8
Mount St John	M	11.1
Mount Surround	F	7.5
Mount Surround	M	6.8
Mount Sylvia	F	16.7
Mount Tarampa	F	7.6
Mount Tarampa	M	6.7
Mount Tyson	F	4.4
Mount Tyson	M	3.4
Mount Warren Park	F	8.1
Mount Warren Park	M	7.5
Mountain Creek (Qld)	F	7.3
Mountain Creek (Qld)	M	6.8
Moura	F	3.2
Moura	M	6.1
Mourilyan	F	7.8
Mourilyan	M	9.2
Mourilyan Harbour	F	7.9
Mourilyan Harbour	M	16.7
Mowbray (Qld)	F	5.1
Mowbray (Qld)	M	7.9
Moy Pocket	M	23.1
Mudgeeraba	F	5.3
Mudgeeraba	M	5.9
Mudjimba	F	6.9
Mudjimba	M	5.9
Muirlea	F	7.7
Mulambin	F	10.9
Mulambin	M	13.2
Mulgildie	M	6.1
Mulgowie	F	8.9
Mulgowie	M	10
Mullett Creek	M	25
Munbilla	M	9.4
Mundingburra	F	6.6
Mundingburra	M	9.8
Mundoo	F	12.3
Mundoo	M	4.3
Mundoolun	F	6.9
Mundoolun	M	4.7
Mundowran	M	10.3
Mundubbera	F	4
Mundubbera	M	4.7
Mungar	F	5.9
Mungar	M	10.4
Mungindi (Qld)	M	14.3
Munro Plains	M	15
Munruben	F	7.6
Munruben	M	6.3
Murarrie	F	5
Murarrie	M	6.7
Murgon	F	9.5
Murgon	M	9.8
Murphys Creek (Qld)	F	6.9
Murphys Creek (Qld)	M	9.1
Murray Upper	F	11.9
Murray Upper	M	5.1
Murrays Bridge	F	9.1
Murrigal	M	9.7
Murrumba Downs	F	6.8
Murrumba Downs	M	5.8
Mutarnee	F	11.1
Mutarnee	M	16.1
Mutchilba	F	8.6
Mutchilba	M	6.6
Mutdapilly	F	8.3
Mutdapilly	M	3.4
Muttaburra	M	31.6
Myrtlevale	M	11.1
Mysterton	F	8.3
Mysterton	M	8.6
Nambour	F	9.5
Nambour	M	11
Nanango	F	10.5
Nanango	M	12.5
Nankin	F	8.3
Nankin	M	5.6
Nanum	F	3.1
Nanum	M	3
Narangba	F	6.7
Narangba	M	6.7
Nathan	F	16.1
Nathan	M	16.1
Natural Bridge	F	20
Nebo	F	5.7
Nebo	M	4.8
Nelly Bay	F	7.5
Nelly Bay	M	7.6
Nerada	M	11.8
Nerang	F	8.1
Nerang	M	8.4
Nerimbera	M	13.8
Neurum	F	12.5
Neusa Vale	M	50
New Auckland	F	10
New Auckland	M	10.2
New Beith	F	5.8
New Beith	M	5.2
New Farm	F	4.6
New Farm	M	5.4
New Harbourline	F	6.4
New Harbourline	M	7.1
New Mapoon	F	48
New Mapoon	M	52.9
New Moonta	F	27.3
New Moonta	M	33.3
Newell	M	3.8
Newmarket	F	5.5
Newmarket	M	7
Newport (Qld)	F	4.7
Newport (Qld)	M	4.7
Newstead (Qld)	F	4.3
Newstead (Qld)	M	4
Newtown (Ipswich - Qld)	F	8
Newtown (Ipswich - Qld)	M	10.1
Newtown (Toowoomba - Qld)	F	8.6
Newtown (Toowoomba - Qld)	M	10
Nikenbah	F	4.9
Nikenbah	M	5.7
Nindaroo	F	6.9
Nindaroo	M	4.2
Ninderry	F	5.7
Ninderry	M	7.5
Nindooinbah	F	17.4
Ningi	F	10.1
Ningi	M	8.2
Nobby	F	3.9
Nobby	M	4.9
Nome	F	7.7
Nome	M	7.1
Noosa Heads	F	4.6
Noosa Heads	M	5.3
Noosa North Shore	M	7.3
Noosaville	F	6.8
Noosaville	M	7.4
Norman Gardens	F	6.6
Norman Gardens	M	7.5
Norman Park	F	4.7
Norman Park	M	5.1
Normanton	F	13.5
Normanton	M	9.7
North Arm (Qld)	F	8.4
North Arm (Qld)	M	6.7
North Booval	F	13.8
North Booval	M	11.3
North Branch (Toowoomba - Qld)	F	18.8
North Deep Creek	F	12.9
North Deep Creek	M	13.1
North Eton	F	7
North Eton	M	7.6
North Ipswich	F	8.7
North Ipswich	M	10
North Isis	F	10.5
North Isis	M	8.3
North Lakes	F	8.4
North Lakes	M	6.8
North Mackay	F	10.8
North Mackay	M	13
North Maclean	F	9.9
North Maclean	M	6.5
North Maleny	F	8.1
North Maleny	M	6.8
North Talwood	M	8.8
North Toowoomba	F	6.2
North Toowoomba	M	9.7
North Ward	F	6.9
North Ward	M	7.1
Northgate (Qld)	F	6
Northgate (Qld)	M	7.1
Norville	F	11.4
Norville	M	13.2
Norwell	F	6.1
Nudgee	F	4.5
Nudgee	M	5.9
Nudgee Beach	F	4.5
Nudgee Beach	M	7.2
Numinbah Valley	M	17.6
Nundah	F	6.2
Nundah	M	6
Nundubbermere	M	11.1
O'Connell (Qld)	F	4.3
O'Connell (Qld)	M	13
Oak Beach	F	7.8
Oak Beach	M	11.7
Oak Valley	F	5.9
Oak Valley	M	11.3
Oakenden	M	6.5
Oakey	F	8.1
Oakey	M	6.4
Oakhurst (Qld)	F	7.3
Oakhurst (Qld)	M	5.6
Oakview	F	60
Oakwood (Qld)	F	8.9
Oakwood (Qld)	M	13.4
Obi Obi	M	7.3
Ocean View	F	5.4
Ocean View	M	4.1
One Mile (Qld)	F	11.9
One Mile (Qld)	M	12.4
Oonoonba	F	6.7
Oonoonba	M	8.2
Ooralea	F	8.2
Ooralea	M	5.8
Orange Creek	F	6.1
Ormeau	F	7.2
Ormeau	M	5.6
Ormeau Hills	F	5.7
Ormeau Hills	M	4.5
Ormiston	F	4.7
Ormiston	M	6
Osborne (Qld)	M	5.1
Ottaba	M	30
Owanyilla	F	7
Owanyilla	M	7.5
Owens Creek	F	12.5
Oxenford	F	7.4
Oxenford	M	6.4
Oxley (Qld)	F	5.6
Oxley (Qld)	M	6.9
Pacific Haven	F	11.3
Pacific Haven	M	14.6
Pacific Heights	F	5.2
Pacific Heights	M	7.7
Pacific Paradise	F	8.1
Pacific Paradise	M	9
Pacific Pines	F	7.8
Pacific Pines	M	6.6
Packers Camp	F	17.2
Paddington (Qld)	F	4
Paddington (Qld)	M	5.3
Paddys Green	M	3.9
Paget	F	5.1
Paget	M	10.8
Palen Creek	F	12
Palen Creek	M	15.2
Pallara	F	10.6
Pallara	M	9.3
Pallarenda	F	5.2
Pallarenda	M	6.9
Palm Beach (Qld)	F	5.4
Palm Beach (Qld)	M	7
Palm Cove	F	6.7
Palm Cove	M	7.8
Palm Grove (Qld)	M	13
Palm Island	F	26.2
Palm Island	M	33.1
Palmview	F	5.2
Palmview	M	6.3
Palmwoods (Qld)	F	5.7
Palmwoods (Qld)	M	6
Palmyra (Qld)	F	10.6
Palmyra (Qld)	M	3.9
Paradise Point	F	4.6
Paradise Point	M	5.6
Park Avenue	F	8.5
Park Avenue	M	11.3
Park Ridge	F	11.8
Park Ridge	M	8.7
Park Ridge South	F	5.9
Park Ridge South	M	7.9
Parkhurst	F	5
Parkhurst	M	7
Parkinson	F	6.3
Parkinson	M	6.9
Parklands (Qld)	F	14.6
Parklands (Qld)	M	5.3
Parkside (Qld)	F	6.1
Parkside (Qld)	M	4.3
Parkwood (Qld)	F	7.4
Parkwood (Qld)	M	8
Parramatta Park	F	8.8
Parramatta Park	M	12.7
Parrearra	F	5.6
Parrearra	M	7.4
Paterson (Qld)	F	15
Patrick Estate	M	17.4
Peachester	F	9.2
Peachester	M	6.7
Peak Crossing	F	3.3
Peak Crossing	M	2.6
Peeramon	F	3
Peeramon	M	4.4
Pelican Waters	F	5.5
Pelican Waters	M	6
Pentland	F	11.3
Pentland	M	4.1
Peregian Beach	F	5.7
Peregian Beach	M	7.2
Peregian Springs	F	6.9
Peregian Springs	M	5.6
Perwillowen	F	16.7
Perwillowen	M	4.5
Petrie	F	7.2
Petrie	M	7.7
Petrie Terrace	F	7.5
Petrie Terrace	M	7
Pialba	F	15.6
Pialba	M	22.2
Picnic Bay	F	4.1
Picnic Bay	M	14.5
Pie Creek	F	3.1
Pie Creek	M	4.3
Pierces Creek	F	37.5
Pilton	M	9.1
Pimlico (Qld)	F	9.2
Pimlico (Qld)	M	12.2
Pimpama	F	10.1
Pimpama	M	6.7
Pin Gin Hill	F	6.8
Pinbarren	F	10.2
Pinbarren	M	11.9
Pindi Pindi	M	11.5
Pine Creek (Qld)	F	6.5
Pine Creek (Qld)	M	6.5
Pine Mountain (Qld)	F	3.6
Pine Mountain (Qld)	M	4.9
Pinelands (Qld)	M	13
Pinevale	F	25
Pinjarra Hills	F	2.9
Pinjarra Hills	M	2.5
Pink Lily	F	14.8
Pink Lily	M	9.5
Pinkenba	M	7.6
Pinnacle (Qld)	F	13.3
Pinnacle (Qld)	M	8.8
Pinnacles	F	20
Pioneer (Qld)	F	13.1
Pioneer (Qld)	M	10.1
Pioneers Rest	F	18.8
Pittsworth	F	4.3
Pittsworth	M	4.7
Placid Hills	F	3.8
Placid Hills	M	5.5
Plainland	F	12.4
Plainland	M	6.8
Pleystowe	F	4.1
Pleystowe	M	4.3
Point Arkwright	F	5.6
Point Arkwright	M	3.9
Point Lookout	F	6
Point Lookout	M	5.9
Point Vernon	F	11.8
Point Vernon	M	13.2
Pomona (Qld)	F	5.8
Pomona (Qld)	M	6.6
Poona	F	5.9
Poona	M	12.8
Pormpuraaw	F	19.2
Pormpuraaw	M	20.6
Port Curtis	F	5.5
Port Curtis	M	13
Port Douglas	F	4.1
Port Douglas	M	4.9
Portsmith	M	11.9
Postmans Ridge	F	6.8
Postmans Ridge	M	8.8
Pratten	F	34.4
Pratten	M	17.9
Prenzlau	F	3.9
Prenzlau	M	10.6
Preston (Toowoomba - Qld)	F	1.9
Preston (Toowoomba - Qld)	M	1.8
Preston (Whitsunday - Qld)	M	5.2
Priestdale	F	8.6
Prince Henry Heights	F	2.1
Prince Henry Heights	M	5
Proserpine	F	8
Proserpine	M	8.4
Prospect (Qld)	M	5.6
Proston	F	13.2
Proston	M	6.6
Pullenvale	F	4.8
Pullenvale	M	5.5
Purga	F	2.2
Purga	M	7.7
Queenton	F	11
Queenton	M	16
Quilpie	F	1.9
Quilpie	M	7.9
Quinalow	M	7.3
Qunaba	F	4.3
Qunaba	M	4.5
Racecourse	F	9.1
Raceview	F	9.4
Raceview	M	8.5
Radford	F	18.8
Raglan (Qld)	M	24.4
Railway Estate	F	9.4
Railway Estate	M	10.3
Rainbow Beach	F	7.6
Rainbow Beach	M	7.5
Ramsay (Qld)	M	7.4
Rangeville	F	6
Rangeville	M	6
Rangewood	F	6.7
Rangewood	M	5.3
Ransome	M	9.2
Rasmussen	F	12.6
Rasmussen	M	14
Rathdowney	F	4.2
Rathdowney	M	7.9
Ravensbourne	F	5.3
Ravensbourne	M	4.4
Ravenshoe	F	12.9
Ravenshoe	M	18.6
Ravenswood (Qld)	F	6.1
Ravenswood (Qld)	M	5.4
Red Hill (Brisbane - Qld)	F	5.7
Red Hill (Brisbane - Qld)	M	5.9
Redbank (Qld)	F	14.7
Redbank (Qld)	M	13.1
Redbank Plains	F	13.9
Redbank Plains	M	11.2
Redcliffe (Qld)	F	10.1
Redcliffe (Qld)	M	9.2
Redgate (Qld)	F	21.4
Redhill Farms	F	55.6
Redland Bay	F	6
Redland Bay	M	6.2
Redlynch	F	4.3
Redlynch	M	4.8
Redridge	F	12.2
Redridge	M	16.4
Reedy Creek (Qld)	F	5.2
Reedy Creek (Qld)	M	5.4
Reesville	F	6.4
Reesville	M	6.3
Regency Downs	F	8.4
Regency Downs	M	8.3
Regents Park (Qld)	F	8.3
Regents Park (Qld)	M	6.7
Reid River	M	8.8
Richlands (Qld)	F	11.8
Richlands (Qld)	M	9.7
Richmond (Mackay - Qld)	F	5.2
Richmond (Mackay - Qld)	M	2
Richmond (Richmond - Qld)	F	4.3
Richmond (Richmond - Qld)	M	1.5
Richmond Hill (Qld)	F	8.2
Richmond Hill (Qld)	M	9.9
Ridgewood (Qld)	F	11.7
Ridgewood (Qld)	M	5.9
Rifle Range	F	15.9
Rifle Range	M	7.3
Ringtail Creek	F	12.5
Ringtail Creek	M	10.6
Ringwood (Qld)	F	16.7
Riordanvale	F	6.5
Riordanvale	M	5.4
Ripley	F	5.3
Ripley	M	5.4
Rita Island	F	8.9
Rita Island	M	6
River Heads	F	11.6
River Heads	M	16.6
River Ranch	F	11.1
River Ranch	M	8.5
Riverhills	F	5.5
Riverhills	M	7.8
Riverview (Qld)	F	19.5
Riverview (Qld)	M	13.1
Roadvale	M	3.6
Robertson (Qld)	F	11.4
Robertson (Qld)	M	10.6
Robina	F	6.9
Robina	M	7.2
Rochedale	F	5
Rochedale	M	7.3
Rochedale South	F	5.8
Rochedale South	M	5.7
Rockhampton City	F	9.6
Rockhampton City	M	18.8
Rocklea (Qld)	F	10.6
Rocklea (Qld)	M	12
Rockmount	F	15.8
Rocksberg	F	3.9
Rocksberg	M	5.1
Rockside	F	30
Rockville	F	10.1
Rockville	M	10.8
Rocky Point (Weipa - Qld)	F	2.8
Rocky Point (Weipa - Qld)	M	2
Rockyview	F	4.1
Rockyview	M	3.2
Rodds Bay	F	40
Rodds Bay	M	21.4
Rolleston	M	3.8
Rollingstone	F	12.5
Rollingstone	M	9.4
Roma	F	3.1
Roma	M	5.2
Ropeley	F	6.5
Ropeley	M	7.7
Rosedale (Qld)	M	20.7
Rosella	M	21.7
Rosemount	F	7.5
Rosemount	M	4.9
Roseneath	F	9.7
Roseneath	M	16.3
Rosenthal Heights	F	4.4
Rosenthal Heights	M	4.2
Rosevale (Qld)	F	5.7
Rosevale (Qld)	M	4.5
Rosewood (Qld)	F	11.7
Rosewood (Qld)	M	9.7
Rosslea	F	8
Rosslea	M	10.5
Rosslyn	F	6.3
Rosslyn	M	7.4
Rossmoya	M	12.5
Rossville	M	23.1
Rothwell	F	7.9
Rothwell	M	8.1
Round Hill (Qld)	F	21.4
Round Hill (Qld)	M	11.1
Rowes Bay	F	8.2
Rowes Bay	M	4.9
Royston	F	4.9
Royston	M	14.5
Rubyanna	F	5.1
Rubyanna	M	4.4
Rules Beach	M	33.3
Runaway Bay	F	6.5
Runaway Bay	M	6.7
Runcorn	F	9.8
Runcorn	M	9.3
Running Creek (Qld)	M	17.6
Runnymede (Qld)	M	16.2
Rural View	F	8.2
Rural View	M	6.2
Rush Creek	M	6.7
Russell Island	F	16.7
Russell Island	M	22.6
Sadliers Crossing	F	6.3
Sadliers Crossing	M	8.7
Saibai Island	F	11.1
Saibai Island	M	25.6
Salisbury (Qld)	F	7
Salisbury (Qld)	M	8.1
Samford Valley	F	4.2
Samford Valley	M	4.7
Samford Village	F	5.7
Samford Village	M	5.7
Samsonvale	F	3.5
Samsonvale	M	5.7
Sandgate (Qld)	F	6.1
Sandgate (Qld)	M	6.1
Sandiford	M	5.5
Sandstone Point	F	10.7
Sandstone Point	M	11
Sandy Creek (Qld)	F	8.3
Sandy Creek (Qld)	M	8.4
Sandy Ridges	F	18.8
Sandy Ridges	M	14.3
Sarina	F	12.3
Sarina	M	9.7
Sarina Beach	F	6.1
Sarina Beach	M	3.5
Sarina Range	M	11.1
Saunders Beach	F	5.3
Saunders Beach	M	16.7
Scarborough (Qld)	F	7.1
Scarborough (Qld)	M	7.4
Scarness	F	11.5
Scarness	M	18
Scottville	F	7.7
Scottville	M	14.1
Scrubby Creek (Gympie - Qld)	F	20
Scrubby Mountain	F	7.1
Scrubby Mountain	M	6.1
Seaforth (Qld)	F	12.8
Seaforth (Qld)	M	6.1
Seisia	F	8.7
Seisia	M	10.2
Septimus	F	17.2
Seven Hills (Qld)	F	5.1
Seven Hills (Qld)	M	4.6
Seventeen Mile Rocks	F	4.2
Seventeen Mile Rocks	M	5.5
Seventy Mile	F	6.3
Seventy Mile	M	4.3
Sexton	F	12.9
Shailer Park	F	5.4
Shailer Park	M	6.4
Sharon	F	10.9
Sharon	M	9.1
Shaw	F	7.2
Shaw	M	5.6
Sheldon	F	4.8
Sheldon	M	7.6
Shelly Beach (Sunshine Coast - Qld)	F	6.3
Shelly Beach (Sunshine Coast - Qld)	M	5.8
Sherwood (Qld)	F	5.7
Sherwood (Qld)	M	5.6
Shoal Point	F	7.4
Shoal Point	M	4.4
Shorncliffe	F	5
Shorncliffe	M	6
Shute Harbour	F	9.7
Shute Harbour	M	12.1
Silkstone	F	7.4
Silkstone	M	8.8
Silkwood	F	3.7
Silkwood	M	12.9
Silky Oak	M	7.3
Silver Valley	F	15
Silver Valley	M	18.8
Silverleaf	M	17.6
Sinnamon Park	F	4.3
Sinnamon Park	M	6.4
Sippy Downs	F	10.5
Sippy Downs	M	9.5
Slacks Creek	F	12.4
Slacks Creek	M	11.5
Slade Point	F	11.2
Slade Point	M	11.3
Sladevale	F	3.3
Sladevale	M	3.8
Smithfield (Qld)	F	8.1
Smithfield (Qld)	M	7.7
Soldiers Hill (Qld)	F	2.6
Soldiers Hill (Qld)	M	4.4
Somerset Dam	M	44.4
South Bingera	F	10.5
South Bingera	M	11.4
South Brisbane	F	9.8
South Brisbane	M	9.3
South East Nanango	F	9.7
South East Nanango	M	7.8
South Gladstone	F	9.9
South Gladstone	M	14.1
South Innisfail	F	5.3
South Innisfail	M	15.5
South Isis	M	5.7
South Johnstone	F	9.9
South Johnstone	M	9.4
South Kolan	F	8.6
South Kolan	M	5.9
South Mackay	F	10.4
South Mackay	M	10.9
South Maclean	F	7.6
South Maclean	M	5.9
South Mission Beach	F	3.9
South Mission Beach	M	7.7
South Nanango	F	11.4
South Nanango	M	15.1
South Ripley	F	4
South Ripley	M	2.2
South Toowoomba	F	8
South Toowoomba	M	9.4
South Townsville	F	10.3
South Townsville	M	11.8
South Yaamba	F	13.6
Southbrook	F	6.7
Southbrook	M	2.5
Southern Cross (Qld)	F	10.1
Southern Cross (Qld)	M	8.9
Southport (Qld)	F	10.4
Southport (Qld)	M	10.3
Southside	F	7.3
Southside	M	8.9
Speewah	F	7.3
Speewah	M	9.9
Spring Creek (Lockyer Valley - Qld)	F	6.1
Spring Creek (Lockyer Valley - Qld)	M	6.7
Spring Hill (Qld)	F	10.2
Spring Hill (Qld)	M	10.3
Springbrook	F	11.1
Springbrook	M	12.7
Springfield (Ipswich - Qld)	F	6.7
Springfield (Ipswich - Qld)	M	6.8
Springfield Central	F	45
Springfield Central	M	39.6
Springfield Lakes	F	7.3
Springfield Lakes	M	6.3
Springsure	F	4.3
Springsure	M	2.9
Springwood (Qld)	F	7.3
Springwood (Qld)	M	6.1
St George (Qld)	F	3.3
St George (Qld)	M	5.4
St Helens (Fraser Coast - Qld)	F	13.8
St Helens (Fraser Coast - Qld)	M	9.4
St Helens Beach	M	7.3
St Lawrence	F	11.9
St Lawrence	M	14.3
St Lucia	F	17.5
St Lucia	M	16.3
St Mary	F	41.7
Stafford	F	5.9
Stafford	M	7.1
Stafford Heights	F	5
Stafford Heights	M	7.6
Stanthorpe	F	5.8
Stanthorpe	M	8.9
Stanwell	F	12.5
Stanwell	M	11.4
Stapylton	F	6.8
Stapylton	M	9.9
Steiglitz (Qld)	F	4.8
Steiglitz (Qld)	M	4.2
Stockleigh	F	9.7
Stockleigh	M	7.1
Stokes	F	16.7
Stoneleigh (Qld)	F	8.8
Stoneleigh (Qld)	M	9.7
Stony Creek (Qld)	M	6.1
Stoters Hill	F	10.7
Stoters Hill	M	8.8
Stratford (Qld)	F	5.1
Stratford (Qld)	M	6.1
Strathdickie	F	3.4
Strathdickie	M	2
Strathpine	F	7.9
Strathpine	M	8.5
Stretton	F	8.3
Stretton	M	8.2
Struck Oil	F	8.3
Stuart (Qld)	F	15.1
Stuart (Qld)	M	20.3
Sugarloaf (Southern Downs - Qld)	M	16.7
Sugarloaf (Whitsunday - Qld)	M	10.5
Summerholm	F	9.5
Summerholm	M	7.7
Sumner	F	4.3
Sumner	M	4.7
Sun Valley (Qld)	F	12.9
Sun Valley (Qld)	M	11.2
Sundown (Cassowary Coast - Qld)	F	10.6
Sunnybank	F	12.1
Sunnybank	M	12.1
Sunnybank Hills	F	9.2
Sunnybank Hills	M	10.6
Sunnyside (Qld)	F	9.4
Sunrise Beach	F	5.5
Sunrise Beach	M	6.1
Sunset	F	4.6
Sunset	M	4.5
Sunshine Acres	F	7
Sunshine Acres	M	8.9
Sunshine Beach	F	5.7
Sunshine Beach	M	5.5
Surat	F	5.9
Surat	M	3.3
Surfers Paradise	F	9.9
Surfers Paradise	M	8.5
Svensson Heights	F	9.5
Svensson Heights	M	12.9
Swan Creek (Qld)	M	7.7
Taabinga	F	2.5
Taabinga	M	5.9
Tabooba	F	18.8
Taigum	F	5.8
Taigum	M	6
Takura	M	11
Talegalla Weir	F	12
Talegalla Weir	M	20.8
Talgai	M	15.4
Tallai	F	6.7
Tallai	M	5.8
Tallebudgera	F	4.1
Tallebudgera	M	5.2
Tallebudgera Valley	F	4.8
Tallebudgera Valley	M	4.9
Tallegalla	M	6.5
Tamaree	F	6.1
Tamaree	M	4.4
Tambo	F	3.2
Tambo	M	2.8
Tamborine	F	5.2
Tamborine	M	6.3
Tamborine Mountain	F	4.8
Tamborine Mountain	M	5.3
Tamrookum	F	12
Tanah Merah	F	5.9
Tanah Merah	M	5.2
Tanawha	F	6.8
Tanawha	M	7.8
Tanby	F	3.8
Tanby	M	5.1
Tandur	F	7.1
Tandur	M	6.5
Tannum Sands	F	10.2
Tannum Sands	M	9.7
Tara (Qld)	F	9.6
Tara (Qld)	M	16.4
Tarampa	F	5.9
Taranganba	F	6
Taranganba	M	7.9
Taringa	F	8.9
Taringa	M	8.3
Tarome	M	9.7
Taromeo	F	17.4
Taromeo	M	17
Taroom	F	2.4
Taroom	M	4.3
Taroomball	F	6
Taroomball	M	6.8
Tarragindi	F	5.4
Tarragindi	M	5.7
Tarramba	F	25
Tarramba	M	18.8
Tarzali	F	3.2
Tarzali	M	5.4
Taunton (Qld)	M	26.7
Taylors Beach (Qld)	F	7.7
Taylors Beach (Qld)	M	7
Te Kowai	M	4.3
Teddington	F	14
Teddington	M	15.8
Telina	F	9.8
Telina	M	9.1
Templin	M	17.6
Teneriffe	F	3.5
Teneriffe	M	4
Tennyson (Qld)	F	4.1
Tennyson (Qld)	M	3.4
Tewantin	F	6.3
Tewantin	M	8.4
Texas (Qld)	F	8.2
Texas (Qld)	M	2.7
Thabeban	F	10.7
Thabeban	M	10.4
Thagoona	F	8.1
Thagoona	M	4.6
Thangool	F	4.7
Thangool	M	2.7
Thargomindah	F	7.6
The Caves	F	6.2
The Caves	M	8.1
The Dawn	F	5.6
The Dawn	M	4.8
The Gap (Brisbane - Qld)	F	5.2
The Gap (Brisbane - Qld)	M	6.8
The Gap (Mount Isa - Qld)	F	5.9
The Gap (Mount Isa - Qld)	M	6
The Gemfields	F	11.8
The Gemfields	M	22.9
The Keppels	F	33.3
The Keppels	M	25
The Leap	F	4.7
The Leap	M	8.3
The Mine	M	27.3
The Palms	F	9.5
The Palms	M	13.3
The Range (Qld)	F	5.9
The Range (Qld)	M	6.3
The Summit	F	6.8
The Summit	M	4.3
