SSC_NAME16	medianTotalHouseholdIncome
Safety Bay	65884
Salmon Gums	66092
Salter Point	106548
Samson	83408
San Remo (WA)	81432
Sandpatch	
Sandsprings	
Sandstone	56316
Sandy Gully (WA)	68224
Sawyers Valley	91884
Scaddan	101816
Scarborough (WA)	97240
Schroeder	
Scotsdale	65364
Scott River	110448
Scott River East	117000
Scotts Brook	71448
Seabird	35724
Secret Harbour	116376
Seppings	66612
Serpentine (WA)	83772
Seville Grove	78416
Shackleton	45760
Shadforth (WA)	64064
Shannon (WA)	
Shark Bay	
Shelley (WA)	93808
Shenton Park	114192
Sherlock (WA)	
Shoalwater (WA)	57772
Shotts	
Siesta Park	61724
Silver Sands	66872
Sinagra	101400
Sinclair	70564
Singleton (WA)	96356
Sir Samuel	
Skeleton Rock	
Smith Brook	86632
Solus	
Somerville (WA)	123396
Sorrento (WA)	116532
South Bodallin	
South Boulder	83252
South Bunbury	65312
South Burracoppin	53248
South Carnarvon	62972
South Datatine	117000
South Doodlakine	46800
South Fremantle	83408
South Glencoe	97500
South Greenough	44200
South Guildford	97656
South Hedland	125788
South Kalgoorlie	100724
South Kukerin	71448
South Kumminin	62348
South Kununoppin	
South Lake	78728
South Lake Grace	68224
South Murchison	55224
South Newdegate	97500
South Perth	97916
South Plantations	80600
South Quairading	143000
South Stirling	71500
South Tammin	93132
South Trayning	49348
South Yelbeni	71500
South Yilgarn	117000
South Yuna	71500
South Yunderup	66456
Southampton (WA)	92612
Southern Brook	123448
Southern Cross (WA)	62920
Southern River	109980
Spalding (WA)	47632
Spearwood	68640
Spencer Park	49088
Spencers Brook	56316
Springfield (WA)	68224
Springs	77948
St George Ranges	43940
St James (WA)	78884
St Ronans	55224
Stake Hill	124072
Stirling (WA)	103844
Stirling Estate	101816
Stirling Range National Park	
Stoneville	92560
Stove Hill	
Strathalbyn (WA)	103168
Stratham	102960
Stratherne	84448
Stratton	67704
Strelley	
Sturt Creek	42172
Subiaco	109876
Success	100932
Sunnyside (WA)	84448
Sunset Beach	69992
Swan View	68692
Swanbourne	153972
Takalarup	74048
Talandji	
Talbot (WA)	66612
Talbot West	68224
Talgomine	84500
Talisker	
Tamala	
Tamala Park	
Tambellup	51376
Tammin	44200
Tampu	
Tanami (WA)	25324
Tandegin	143000
Tapping	109616
Tarcoola Beach	99112
Tardun	37700
Tarin Rock	84500
Teesdale (WA)	71500
Telfer	55224
Tenindewa	74724
Tenterden (WA)	48672
The Lakes	107224
The Plains	97448
The Spectacles	
The Vines	120796
Thomson Brook	81900
Thornlie	75348
Three Springs	54184
Throssell	84500
Tibradden	
Tincurrin	71500
Tingledale	44200
Tom Price	129480
Tonebridge	71500
Toodyay	50492
Toolibin	46800
Toolonga	
Toompup	
Torbay	72072
Torndirrup	71448
Townsendale	
Trafalgar (WA)	
Trayning	34424
Treeton	80184
Trent	
Trigg	115960
Trigwell	87724
Tuart Hill	70824
Turkey Hill	
Tutunup	73632
Two Rocks	66352
Ucarty	58500
Ucarty West	71448
Uduc	74724
Ularring	
Upper Capel	87724
Upper Murray	
Upper Swan	72332
Upper Warren	58500
Useless Loop	108628
Usher	61100
Utakarra	60476
Vancouver Peninsula	
Varley	71500
Vasse	85592
Victoria Park	80808
Victoria Rock	
Victory Heights (WA)	108680
Vittoria (WA)	
Viveash	73216
Wadderin	109200
Waddington	117000
Waddy Forest	162448
Waeel	94224
Wagerup	46800
Waggrakine	74308
Wagin	46384
Waikiki	78832
Walebing	71500
Walgoolan	117000
Walkaway	61152
Wallareenya	
Wallaroo (WA)	
Walliston	78572
Walmsley	71500
Walpole	44772
Walsall	63336
Walyormouring	97448
Walyunga National Park	
Walyurin	103948
Wamenusking	71500
Wandana (WA)	
Wandering	83564
Wandi	109876
Wandillup	68224
Wandina	106236
Wanerie	68224
Wangara	49348
Wannamal	60632
Wannanup	75296
Wanneroo	74724
Wansbrough	84448
Warawarrup	69836
Warburton (WA)	63024
Wardering	58448
Warding East	106548
Warmun	57044
Warnbro	71552
Warner Glen	69836
Waroona	64740
Warrachuppin	
Warradarge	48048
Warralakin	
Warrenup	86320
Warwick (WA)	82472
Waterbank	79248
Watercarrin	110448
Waterford (WA)	107744
Waterloo (WA)	74724
Watermans Bay	100204
Watheroo	85384
Wattening	123448
Wattle Grove (WA)	111540
Wattleup	73840
Wattoning	117000
Webberton	84448
Wedge Island (WA)	43316
Wedgecarrup	94224
Wedgefield	100724
Welbungin	71500
Weld Range	
Wellard	98748
Wellesley (WA)	55224
Wellington Forest	29848
Wellington Mill	97500
Wellstead	55224
Welshpool (WA)	
Wembley	92040
Wembley Downs	115648
West Ballidu	60632
West Beach (WA)	99840
West Binnu	59748
West Busselton	53092
West Cape Howe	
West Casuarinas	110500
West Coolup	79612
West End (WA)	36920
West Fitzgerald	87724
West Holleton	55224
West Kalgoorlie	71448
West Lamington	118560
West Leederville	109044
West Lyons River	
West Perth	90012
West Pingelly	67132
West Pinjarra	114400
West Popanyinning	71500
West River	86632
West Swan	68900
West Toodyay	58032
Westdale (WA)	58500
Westminster	64792
Westonia	67600
Westwood (WA)	62816
Whim Creek	
Whitby	96824
White Gum Valley	80600
White Peak	109980
Whiteman	71448
Whittaker	
Wialki	58500
Wicherina	
Wicherina South	
Wickepin	55536
Wickham (WA)	146484
Widgiemooltha	35724
Wilberforce (WA)	97448
Wilbinga	
Wilga	58500
Wilga West	
Wilgarrup	
Wilgoyne	71500
Willagee	69576
Willare	36400
Willetton	94536
William Bay	62348
Williams	75400
Williamstown (WA)	56628
Willyung	76648
Wilson	72488
Wiluna	52676
Wilyabrup	94224
Windabout	100724
Windy Harbour	29900
Winnejup	58500
Winthrop	114192
Witchcliffe	71500
Withers	43420
Wittenoom	103948
Wittenoom Hills	149448
Wogolin	49348
Wokalup	62816
Womarden	108316
Wongamine	55224
Wongan Hills	63856
Wongoondy	97500
Wonnerup	66300
Wonthella	52468
Woodanilling	45292
Woodbridge (WA)	78936
Woodlands (WA)	85488
Woodleigh (WA)	
Woodridge (WA)	58500
Woodvale (WA)	112996
Woogenellup	84448
Woolgorong	
Woolocutty	55224
Wooramel	37700
Wooroloo	73476
Woorree	92352
Woottating	73632
Worsley	31824
Wubin	70408
Wundowie	63336
Wungong	76492
Wuraming	
Wyalkatchem	38792
Wyening	58500
Wyndham (WA)	59332
Wyola West	84448
Xantippe	110448
Yabberup	66612
Yakamia	57252
Yalardy	
Yalgoo	87724
Yallabatharra	56316
Yallingup	81380
Yallingup Siding	87048
Yalyalup	86840
Yanchep	78572
Yandanooka	84448
Yandoo Creek	
Yangebup	90480
Yanmah	70200
Yannarie	
Yarawindah	143000
Yardarino	67184
Yarloop	48204
Yarragadee	71500
Yathroo	68224
Yeagarup	66300
Yeal	
Yealering	39208
Yelbeni	
Yellowdine	
Yelverton	86112
Yerecoin	71500
Yetna	100724
Yilkari	
Yilliminning	97500
Yoganup	
Yokine	74464
Yoongarillup	75816
York	49244
Yornaning	64948
Yornup	74724
Yoting	162500
Youndegin	71500
Youngs Siding	62972
Yourdamung Lake	
Yuna	40248
Zanthus	
Zuytdorp	
No usual address (WA)	
Migratory - Offshore - Shipping (WA)	
Abbotsham	66092
Abels Bay	41080
Aberdeen (Tas.)	67444
Acacia Hills (Tas.)	66768
Acton (Tas.)	44356
Acton Park (Tas.)	114140
Adventure Bay	36868
Akaroa	47424
Alberton (Tas.)	
Alcomie	46800
Allens Rivulet	89492
Alonnah	39416
Ambleside	68068
Andover	46800
Ansons Bay	31148
Antill Ponds	
Apollo Bay (Tas.)	58500
Apslawn	46800
Apsley (Tas.)	74724
Arthur River (Tas.)	58448
Arthurs Lake	23400
Austins Ferry	68328
Avoca (Tas.)	33124
Baden	37700
Badger Head	35724
Bagdad	63700
Bakers Beach	60632
Banca	
Bangor (Tas.)	56316
Barnes Bay	56316
Barretta	46800
Barrington (Tas.)	60112
Battery Point	85540
Beaconsfield (Tas.)	40768
Beaumaris (Tas.)	45916
Beauty Point	40664
Beechford	54600
Bell Bay	
Bellerive	61100
Bellingham	39624
Ben Lomond (Tas.)	
Berriedale	54444
Beulah (Tas.)	35724
Bicheno	45344
Binalong Bay	43056
Birchs Bay	39988
Birralee	45916
Bishopsbourne	69836
Black Hills	47528
Black River (Tas.)	79612
Blackmans Bay	75036
Blackstone Heights	95628
Blackwall (Tas.)	54288
Blackwood Creek	69316
Blessington	71500
Blue Rocks	71448
Blumont	60632
Boat Harbour (Tas.)	66092
Boat Harbour Beach	58500
Bonnet Hill	101244
Boobyalla	
Boomer Bay	40248
Bothwell	45760
Boyer	84448
Bracknell	58136
Bradys Lake	34892
Brandum	
Branxholm	37440
Breadalbane (Tas.)	80184
Bream Creek	66248
Breona	42224
Bridgenorth	73112
Bridgewater (Tas.)	39520
Bridport	50388
Brighton (Tas.)	64636
Brittons Swamp	55224
Broadmarsh	73632
Broadmeadows (Tas.)	58448
Bronte Park	35724
Brooklyn (Tas.)	44356
Brooks Bay	31824
Buckland (Tas.)	46800
Bungaree (Tas.)	143000
Burnie	48724
Burns Creek	48516
Bushy Park (Tas.)	42588
Butlers Gorge	
Cairns Bay	55224
Calder	65572
Cambridge (Tas.)	88608
Camdale	49348
Camena	45448
Campania	65364
Campbell Town	40612
Cape Barren Island	27924
Cape Pillar	
Cape Portland	
Cape Raoul	
Carlton (Tas.)	55588
Carlton River	66924
Carrick (Tas.)	60996
Castle Forbes Bay	50648
Castra	36400
Caveside	46020
Central Plateau	
Cethana	
Chain Of Lagoons	37700
Charlotte Cove	46748
Chasm Creek	56836
Chigwell	47268
Christmas Hills (Tas.)	56836
Chudleigh	46176
Claremont (Tas.)	51740
Clarence Point	44408
Clarendon Vale	39000
Claude Road	54340
Cleveland (Tas.)	34580
Clifton Beach (Tas.)	107796
Cluan	62348
Colebrook	40768
Coles Bay	54444
Collinsvale	73736
Conara	61048
Coningham	70564
Connellys Marsh	61724
Cooee	55224
Copping	58500
Cornwall (Tas.)	27924
Couta Rocks	
Cowrie Point	
Crabtree	73892
Cradle Mountain	
Cradoc	56576
Cramps Bay	
Cranbrook (Tas.)	56316
Crayfish Creek	39208
Cremorne (Tas.)	95576
Cressy (Tas.)	56368
Cuckoo	71448
Cuprona	73112
Currie	63128
Cygnet	47216
Dairy Plains	84500
Deddington	82836
Dee	31148
Deep Bay	37700
Deloraine	44200
Dennes Point	36712
Derby (Tas.)	28912
Derwent Bridge	55224
Derwent Park	47528
Detention	
Deviot	54184
Devon Hills	88192
Devonport	45968
Dilston	76752
Doctors Point	46748
Doctors Rocks	70408
Dodges Ferry	60320
Dolphin Sands	42068
Don	75660
Douglas River	55224
Douglas-Apsley	
Dover	44460
Downlands	70304
Dowsing Point	69056
Dromedary (Tas.)	67704
Dulcot	86216
Dunalley	50024
Dunorlan	58500
Dynnyrne	75868
Dysart (Tas.)	65624
Eaglehawk Neck	48984
East Cam	83200
East Devonport	39884
East Launceston	73216
East Ridgley	76336
Eddystone	
Edgcumbe Beach	35724
Edith Creek	79612
Egg Lagoon	58500
Eggs And Bacon Bay	35100
Elderslie (Tas.)	46800
Electrona	79976
Elizabeth Town	48048
Ellendale (Tas.)	39312
Elliott (Tas.)	54184
Emita	42848
Emu Heights (Tas.)	59384
Epping Forest	61724
Erriba	25116
Eugenana	76076
Evandale (Tas.)	55692
Exeter (Tas.)	49296
Exton	47788
Falmouth	43524
Fentonbury	32448
Fern Tree	89024
Fingal (Tas.)	40716
Fitzgerald (Tas.)	27924
Flintstone	
Florentine	
Flowerdale (Tas.)	67132
Flowerpot	63856
Flowery Gully	43316
Forcett	74516
Forest	68224
Forester	
Fortescue (Tas.)	
Forth	64532
Forthside	93132
Four Mile Creek (Tas.)	42848
Frankford	46800
Franklin (Tas.)	52208
Freycinet	
Friendly Beaches	
Gagebrook	38480
Garden Island Creek	44616
Gardners Bay	48828
Gawler (Tas.)	70980
Geeveston	41496
Geilston Bay	74880
George Town	40144
Gladstone (Tas.)	42432
Glaziers Bay	60112
Glebe (Tas.)	82160
Glen Huon	56992
Glendevie	35724
Glenfern (Tas.)	60632
Glengarry (Tas.)	57356
Glenlusk	71500
Glenora	53300
Glenorchy (Tas.)	44980
Golconda	36400
Golden Valley	36660
Goodwood (Tas.)	49348
Gordon (Tas.)	40820
Gormanston	31824
Goshen	49868
Goulds Country	50648
Gowrie Park	31824
Granton	87308
Granville Harbour	23400
Grasstree Hill	55224
Grassy	29380
Gravelly Beach	54964
Gray (Tas.)	28600
Great Bay	45032
Greens Beach	49348
Gretna	60112
Grindelwald	75348
Grove	63544
Guildford (Tas.)	
Gunns Plains	49868
Hadspen	63284
Hagley	67340
Hamilton (Tas.)	40768
Hampshire	54132
Harford	82836
Hastings (Tas.)	37700
Havenview	54288
Hawley Beach	68640
Hayes	58500
Hellyer	40248
Henrietta	67132
Herdsmans Cove	40144
Hermitage	
Herrick	37024
Heybridge	54184
Highclere	55224
Highcroft	56316
Hillcrest (Tas.)	47476
Hillwood	68692
Hobart	57460
Hollow Tree	55224
Holwell	55224
Honeywood	91260
Howden	102336
Howrah	72176
Howth	74724
Huntingfield	68536
Huonville	51376
Ida Bay	44148
Interlaken	27924
Invermay (Tas.)	40716
Irishtown (Tas.)	58500
Jackeys Marsh	37700
Jericho (Tas.)	71448
Jetsonville	45032
Judbury	47216
Kamona	71448
Kaoota	68224
Karanja	58500
Karoola	63492
Kayena	47632
Kellevie	61724
Kelso (Tas.)	40404
Kempton	56004
Kettering	61984
Killiecrankie	49348
Kimberley (Tas.)	46800
Kindred	60112
Kings Meadows	53404
Kingston (Tas.)	64064
Kingston Beach	67912
Koonya	45032
Lachlan	70980
Lackrana	109564
Lady Barron	44876
Lake Leake	27924
Lake Margaret	
Lake Sorell	
Lake St Clair	
Lalla	58500
Lanena	60216
Lapoinya	60320
Latrobe	50804
Lauderdale	81224
Launceston	58396
Lawitta	66300
Lebrina	61724
Leeka	
Lefroy	40768
Legana	67392
Legerwood	55224
Leith	66768
Lemont	64948
Lenah Valley	78052
Leslie Vale	91936
Levendale	48516
Lewisham (Tas.)	69264
Liawenee	
Liena	37700
Lietinna	71500
Liffey	53612
Lileah	44148
Lillico (Tas.)	77948
Lilydale (Tas.)	52416
Lindisfarne	68224
Lisle	
Little Pine Lagoon	
Little Swanport	40144
Loccota	80184
Loira	62348
London Lakes	
Long Reach	
Longford (Tas.)	52312
Longley	74724
Lonnavale	56316
Loongana	51948
Loorana	66300
Lorinna	24908
Lottah	24648
Low Head	52520
Lower Barrington	76336
Lower Beulah	44148
Lower Longley	85904
Lower Marshes	55224
Lower Snug	77584
Lower Turners Marsh	107224
Lower Wattle Grove	45500
Lower Wilmot	53612
Loyetea	37700
Lucaston	72956
Lughrata	117000
Luina	
Lulworth	42900
Lunawanna	39624
Lune River	23400
Lutana	55692
Lymington	52624
Lymwood	79612
Macquarie Plains	58448
Magra	73060
Malbina	84448
Mangalore (Tas.)	76960
Mangana	25116
Margate (Tas.)	77584
Marion Bay (Tas.)	39988
Marrawah	56056
Mathinna	29900
Mawbanna	58448
Mayberry	49348
Maydena	32656
Mayfield (Tas.)	38740
Meadowbank (Tas.)	74724
Meander	44564
Mella	80184
Melrose (Tas.)	56628
Melton Mowbray	60632
Memana	57564
Mengha	53612
Mersey Forest	
Merseylea	68224
Meunna	
Miandetta (Tas.)	60372
Middlesex (Tas.)	
Middleton (Tas.)	59176
Midway Point	63596
Miena	36816
Milabena	54600
Millers Bluff	
Moina	44200
Mole Creek	44564
Molesworth (Tas.)	71240
Moltema	46800
Montagu	74724
Montagu Bay	60944
Montana	54132
Montello	45396
Montrose (Tas.)	57668
Montumana	58500
Moogara	58500
Moonah	52780
Mooreville	63336
Moorina (Tas.)	24648
Moorleah	50804
Morass Bay	
Moriarty	66248
Mornington (Tas.)	58500
Mount Direction	73112
Mount Field	
Mount Hicks	59644
Mount Lloyd	37648
Mount Nelson	71968
Mount Roland	
Mount Rumney	92872
Mount Seymour	43316
Mount Stuart (Tas.)	85228
Mount William	
Mountain River	74256
Mowbray (Tas.)	40716
Murdunna	41288
Musselroe Bay	37648
Myalla (Tas.)	66612
Myrtle Bank (Tas.)	37700
Nabageena	58500
Nabowla	38948
Naracoopa	39988
National Park	55224
Natone	61152
Needles	46800
Neika	66092
Nelson Bay (Tas.)	
New Norfolk	45916
New Town (Tas.)	62556
Newnham	52832
Newstead (Tas.)	58500
Nicholls Rivulet	53508
Nietta	36712
Nile	60632
Nook	53924
North Bruny	46800
North Hobart	71084
North Lilydale	74048
North Motton	65624
North Scottsdale	48828
Northdown	72176
Norwood (Tas.)	63908
Notley Hills	71448
Nowhere Else	49348
Nubeena	38740
Nugara	56316
Nugent	72748
Nunamara	63180
Oakdowns	71240
Oaks	107224
Oatlands (Tas.)	40716
Ocean Vista	59124
Old Beach	82628
Oldina	56316
Oonah	
Opossum Bay	54860
Orford (Tas.)	50544
Orielton	82108
Osmaston	58500
Osterley (Tas.)	23400
Otago	84500
Ouse	52728
Oyster Cove (Tas.)	62920
Palana	40248
Paloona	38948
Paradise (Tas.)	46800
Parattah	34528
Park Grove	71812
Parkham	71500
Parklands (Tas.)	58864
Parrawe	
Patersonia	55224
Pawleena	54184
Pawtella	61724
Pearshape	
Pegarah	67132
Pelham (Tas.)	33748
Pelverata	51376
Penguin	55536
Penna	69316
Perth (Tas.)	63024
Petcheys Bay	44200
Pioneer (Tas.)	23972
Pipers Brook	58500
Pipers River	56056
Plenty (Tas.)	70668
Poatina	27300
Police Point	38948
Pontville	83772
Pontypool	43316
Port Arthur (Tas.)	40196
Port Huon	43992
Port Latta	
Port Sorell	56732
Powranna	94224
Premaydena	43316
Preolenna	54132
Preservation Bay	84500
Preston (Tas.)	40144
Primrose Sands	38688
Promised Land	55224
Prospect (Tas.)	53196
Prospect Vale	56004
Punchbowl (Tas.)	51064
Pyengana	48048
Quamby Bend	55224
Quamby Brook	39988
Queens Domain	110448
Queenstown (Tas.)	39728
Quoiba	60840
Railton	45864
Raminea	37648
Randalls Bay	56316
Ranelagh	70980
Ranga	66612
Ravenswood (Tas.)	38116
Recherche	23400
Red Hills	59540
Redpa	46800
Reedy Marsh	58500
Reekara	84500
Relbia	113724
Renison Bell	
Retreat (Tas.)	23400
Reynolds Neck	59748
Rheban	
Rhyndaston	39624
Riana	72904
Richmond (Tas.)	71968
Ridgeway	118144
Ridgley	64116
Ringarooma	39884
Risdon	41236
Risdon Vale	49920
Riverside (Tas.)	66508
Robigana	58500
Rocherlea	32604
Roches Beach	97500
Rocky Cape	37700
Rocky Hills	
Roger River	43316
Rokeby (Tas.)	46176
Roland	39988
Romaine	62192
Rose Bay (Tas.)	74516
Rosebery (Tas.)	63804
Rosegarland	46800
Rosetta	61256
Rosevale (Tas.)	58500
Rosevears	67496
Rosny	75244
Rosny Park	
Ross (Tas.)	42328
Rossarden	24024
Round Hill (Tas.)	81900
Rowella	63648
Royal George	37700
Runnymede (Tas.)	68224
Rushy Lagoon	68224
Saltwater River	40560
Sandfly	92300
Sandford (Tas.)	95940
Sandy Bay	75920
Sassafras (Tas.)	70824
Savage River	
Scamander	40820
Scopus	60632
Scotchtown	73892
Scottsdale	41392
Sea Elephant	
Selbourne	71448
Seven Mile Beach	99008
Seymour (Tas.)	46800
Shannon (Tas.)	
Shearwater	53664
Sheffield	41444
Shorewell Park	37492
Sidmouth	53924
Simpsons Bay	68224
Sisters Beach	51168
Sisters Creek	79300
Sloping Main	44148
Smithton	54912
Snug	69992
Somerset (Tas.)	47944
Sorell	55796
Sorell Creek	55900
South Arm (Tas.)	62400
South Bruny	35724
South Burnie	49348
South Forest	53612
South Hobart	71552
South Launceston	55744
South Mount Cameron	31148
South Nietta	33748
South Preston	33748
South Riana	65624
South Spreyton	86632
South Springfield	37700
Southport (Tas.)	27248
Southport Lagoon	
Southwest	129948
Spalford	94224
Sprent	66612
Spreyton	68224
Spring Beach	55224
Springfield (Tas.)	53768
Squeaking Point	62348
St Helens (Tas.)	38064
St Leonards (Tas.)	66872
St Marys (Tas.)	36920
Stanley (Tas.)	52520
Staverton	48984
Steppes	
Stieglitz	35256
Stonehenge (Tas.)	
Stonor	39624
Stony Head	
Stony Rise	74360
Stoodley	61724
Stormlea	24648
Stowport	54184
Strahan	68224
Strathblane	53092
Strickland	35724
Strzelecki (Tas.)	
Styx	
Sulphur Creek	61516
Summerhill	54860
Sunnyside (Tas.)	73632
Surges Bay	67756
Surprise Bay	
Surveyors Bay	47788
Swan Bay (Tas.)	90012
Swan Point	47060
Swansea (Tas.)	41704
Swanston	58500
Table Cape	69836
Takone	43056
Talawa	42848
Taranna	38740
Targa	37700
Tarleton	65728
Taroona	84344
Tarraleah	
Tayene	58448
Tea Tree	74464
Telita	58448
Temma	
Tewkesbury	38636
The Gardens (Tas.)	
Thirlstane	57200
Tiberias	
Tinderbox	100256
Tods Corner	
Togari	68224
Toiberry	37648
Tolmans Hill	149916
Tomahawk	24648
Tonganah	39624
Tooms Lake	
Tranmere (Tas.)	102232
Travellers Rest	94900
Trenah	
Trevallyn	70616
Triabunna	41392
Trial Harbour	36400
Trowutta	25584
Tugrah	80184
Tulendeena	58500
Tullah	42640
Tunbridge	41132
Tunnack	42328
Tunnel	53248
Turners Beach	64740
Turners Marsh	86632
Tyenna (Tas.)	29900
Ulverstone	45656
Underwood (Tas.)	71864
Upper Blessington	54600
Upper Burnie	40352
Upper Castra	50232
Upper Esk	35724
Upper Natone	53248
Upper Scamander	43316
Upper Stowport	68224
Upper Woodstock	81224
Uxbridge	46800
Verona Sands	38532
Victoria Valley (Tas.)	24232
Waddamana	
Walls Of Jerusalem	
Waratah (Tas.)	34424
Warrane	44096
Warrentinna	
Waterhouse	59748
Waterloo (Tas.)	44200
Wattle Grove (Tas.)	55900
Wattle Hill (Tas.)	64116
Waverley (Tas.)	41756
Wayatinah	88816
Weegena	35724
Weetah	44148
Weldborough	23400
Wellington Park	
Wesley Vale	58760
West Coast	
West Hobart	79716
West Kentish	54756
West Launceston	66560
West Montagu	58500
West Moonah	56472
West Mooreville	68224
West Pine	72540
West Ridgley	84500
West Scottsdale	68224
West Takone	
West Ulverstone	46956
Westbury (Tas.)	45760
Western Creek (Tas.)	42900
Western Junction	68224
Westerway	44460
Westwood (Tas.)	63648
Weymouth	58500
White Beach	39884
White Hills (Tas.)	59540
Whitefoord	39208
Whitemark	57772
Whitemore	75816
Wickham (Tas.)	
Wilburville	23400
Wilmot	40144
Wiltshire	74724
Windermere (Tas.)	66612
Wingaroo	
Winkleigh	63336
Winnaleah	40664
Wivenhoe	36712
Woodbridge (Tas.)	72072
Woodbury (Tas.)	73632
Woodsdale	48048
Woodstock (Tas.)	56836
Woolnorth	84500
Wyena	35724
Wynyard	45864
Yambacoona	107224
Yarra Creek	97448
Yolla	58500
York Plains (Tas.)	54132
York Town	46800
Youngtown	60996
Zeehan	50492
No usual address (Tas.)	
Migratory - Offshore - Shipping (Tas.)	
Acacia Hills (NT)	105248
Adelaide River	52884
Alawa	100724
Ali Curung	55224
Alice Springs	71500
Alpurrurulam	53612
Alyangula	166764
Amoonguna	29900
Ampilatwatja	73320
Anatye	58448
Angurugu	50648
Anindilyakwa	68224
Anmatjere	50648
Anula	115128
Araluen (NT)	112996
Archer	
Areyonga	79612
Arnold (NT)	
Arumbera	28600
Atitjere	92612
Baines	43316
Bakewell	105508
Barunga	46280
Batchelor	58500
Bayview (NT)	159692
Bees Creek	107068
Bellamack	118664
Belyuen	44200
Berrimah	68484
Berry Springs	112788
Beswick	55640
Beswick Creek	
Binjari	27924
Birdum	92612
Black Jungle	
Blackmore	75816
Borroloola	67028
Bradshaw	27924
Braitling	100776
Brinkin	114504
Buchanan (NT)	101816
Buffalo Creek	
Bulman Weemol	60632
Burrundie	37648
Burt Plain	42848
Bynoe	34736
Bynoe Harbour	
Calvert (NT)	37648
Camp Creek (NT)	
Canteen Creek	56316
Casuarina (NT)	117000
Channel Island	
Charles Darwin	
Charlotte	
Chilla Well	
Ciccone	62816
Claravale	
Cobourg	
Coconut Grove	85176
Collett Creek	
Connellan	113100
Coolalinga	83772
Coomalie Creek	81224
Coonawarra (NT)	107224
Cossack (NT)	107328
Costello	
Cox Peninsula	37700
Creswell	88816
