SSC_NAME16	PrivateDwelling	persons
Maryland (Tenterfield - NSW)	1	54
Marys Mount	0	4
Marys Mount	1	66
Maryvale (NSW)	0	21
Maryvale (NSW)	1	169
Maryville	0	39
Maryville	1	1366
Mascot	0	2161
Mascot	1	13827
Matcham	0	28
Matcham	1	915
Matheson	1	46
Mathoura	0	44
Mathoura	1	893
Matong	0	26
Matong	1	128
Matraville	0	600
Matraville	1	9172
Maude (NSW)	0	10
Maude (NSW)	1	74
Maules Creek	0	6
Maules Creek	1	104
Maxwell	0	3
Maxwell	1	93
Maybole	0	4
Maybole	1	35
Mayers Flat	1	50
Mayfield (Newcastle - NSW)	0	778
Mayfield (Newcastle - NSW)	1	8444
Mayfield (Oberon - NSW)	1	7
Mayfield (Queanbeyan-Palerang Regional - NSW)	0	3
Mayfield (Queanbeyan-Palerang Regional - NSW)	1	20
Mayfield (Shoalhaven - NSW)	0	8
Mayfield (Shoalhaven - NSW)	1	30
Mayfield East	0	124
Mayfield East	1	1515
Mayfield West	0	104
Mayfield West	1	1796
Mayrung	0	15
Mayrung	1	127
Mays Hill	0	51
Mays Hill	1	715
Mayvale	1	12
McCullys Gap	0	6
McCullys Gap	1	243
McDougalls Hill	0	18
McDougalls Hill	1	143
McGraths Hill	0	56
McGraths Hill	1	2465
McKees Hill	0	10
McKees Hill	1	338
McKellars Park	0	13
McKellars Park	1	205
McLeans Ridges	0	42
McLeans Ridges	1	472
McLeods Shoot	0	9
McLeods Shoot	1	98
McMahons Point	0	272
McMahons Point	1	1984
McMahons Reef	0	3
McMahons Reef	1	48
Meadow Flat	0	21
Meadow Flat	1	296
Meadowbank (NSW)	0	105
Meadowbank (NSW)	1	4268
Mebul	1	41
Medlow Bath	0	126
Medlow Bath	1	554
Medowie	0	480
Medowie	1	8826
Medway	0	14
Medway	1	112
Meerschaum Vale	0	34
Meerschaum Vale	1	360
Megalong Valley	0	35
Megalong Valley	1	117
Megan	0	12
Megan	1	127
Melbergen	1	4
Melinga	0	4
Melinga	1	97
Mellool	0	4
Mellool	1	34
Melrose Park (NSW)	0	36
Melrose Park (NSW)	1	1521
Melville (NSW)	0	3
Melville (NSW)	1	61
Memagong	0	3
Memagong	1	95
Menah	0	11
Menah	1	133
Menai	0	240
Menai	1	9962
Menangle	0	144
Menangle	1	1005
Menangle Park	0	18
Menangle Park	1	233
Mendooran	0	48
Mendooran	1	503
Menindee	0	136
Menindee	1	473
Merah North	0	17
Merah North	1	150
Merewether	0	357
Merewether	1	10201
Merewether Heights	0	71
Merewether Heights	1	1306
Merimbula	0	966
Merimbula	1	3005
Meringo	1	98
Meroo	0	3
Meroo	1	31
Meroo Meadow	0	19
Meroo Meadow	1	435
Merotherie	0	15
Merotherie	1	14
Merriangaah	1	3
Merricumbene	1	14
Merrigal	1	29
Merrill	1	32
Merriwa (NSW)	0	216
Merriwa (NSW)	1	1544
Merriwagga	0	3
Merriwagga	1	99
Merrygoen	0	10
Merrygoen	1	95
Merrylands	0	1276
Merrylands	1	28228
Merrylands West	0	449
Merrylands West	1	6086
Merungle Hill	0	48
Merungle Hill	1	211
Meryla	0	3
Meryla	1	7
Metford	0	191
Metford	1	4497
Methul	1	45
Metz	0	3
Metz	1	100
Miandetta (NSW)	0	13
Miandetta (NSW)	1	23
Micalo Island	1	34
Michelago	0	34
Michelago	1	502
Middle Arm	0	17
Middle Arm	1	341
Middle Brook	0	21
Middle Brook	1	202
Middle Brother	1	51
Middle Cove	0	48
Middle Cove	1	1257
Middle Dural	0	42
Middle Dural	1	948
Middle Falbrook	1	98
Middle Flat	0	3
Middle Flat	1	48
Middle Pocket	0	14
Middle Pocket	1	130
Middleton Grange	0	315
Middleton Grange	1	4869
Middlingbank	1	14
Midginbil	0	23
Midginbil	1	54
Mihi	0	5
Mihi	1	28
Mila	0	4
Mila	1	37
Milbrodale	0	13
Milbrodale	1	96
Milbrulong	0	7
Milbrulong	1	86
Milkers Flat	1	8
Millah Murrah	1	22
Millbank (NSW)	0	8
Millbank (NSW)	1	110
Miller	0	325
Miller	1	2920
Millers Forest	1	323
Millers Point	0	385
Millers Point	1	1218
Millfield	0	124
Millfield	1	850
Millie	0	8
Millie	1	16
Millingandi	0	40
Millingandi	1	413
Millthorpe	0	77
Millthorpe	1	1129
Milparinka	0	23
Milparinka	1	51
Milperra	0	231
Milperra	1	3735
Milroy (Gunnedah - NSW)	0	14
Milroy (Gunnedah - NSW)	1	64
Milroy (Mid-Western Regional - NSW)	1	45
Milsons Passage	0	9
Milsons Passage	1	13
Milsons Point	0	247
Milsons Point	1	1927
Milton (NSW)	0	274
Milton (NSW)	1	1342
Milvale	0	3
Milvale	1	68
Mimosa (NSW)	0	3
Mimosa (NSW)	1	81
Minchinbury	0	132
Minchinbury	1	5499
Mindaribba	1	79
Mingoola (NSW)	0	3
Mingoola (NSW)	1	18
Minimbah	0	19
Minimbah	1	190
Minjary	1	34
Minmi	1	737
Minnamurra	0	27
Minnamurra	1	704
Minnie Water	0	70
Minnie Water	1	213
Minore	0	3
Minore	1	143
Minto	0	559
Minto	1	11900
Minto Heights	0	22
Minto Heights	1	355
Mirador	0	4
Mirador	1	341
Miranda (NSW)	0	1010
Miranda (NSW)	1	14101
Mirannie	0	9
Mirannie	1	61
Mirrabooka (NSW)	0	18
Mirrabooka (NSW)	1	704
Mirrool	0	18
Mirrool	1	79
Missabotti	0	12
Missabotti	1	278
Mitchell (NSW)	0	1598
Mitchell (NSW)	1	200
Mitchells Flat	0	8
Mitchells Flat	1	197
Mitchells Island	0	22
Mitchells Island	1	419
Mittagong	0	769
Mittagong	1	4956
Moama	0	711
Moama	1	5453
Modanville	0	32
Modanville	1	577
Mogareeka	0	7
Mogareeka	1	43
Mogendoura	0	14
Mogendoura	1	182
Moggs Swamp	1	30
Mogilla	1	69
Mogo (Eurobodalla - NSW)	0	25
Mogo (Eurobodalla - NSW)	1	290
Mogo (Mid-Western Regional - NSW)	1	4
Mogo Creek	1	3
Mogood	0	3
Mogood	1	25
Mograni	1	27
Mogriguy	0	11
Mogriguy	1	90
Mole River	0	12
Mole River	1	53
Moleville Creek	0	9
Moleville Creek	1	25
Mollyan	0	3
Mollyan	1	34
Mollymook	0	139
Mollymook	1	947
Mollymook Beach	0	184
Mollymook Beach	1	2272
Molong	0	196
Molong	1	2363
Mona Vale	0	738
Mona Vale	1	9796
Monak	0	17
Monak	1	37
Monaltrie	1	190
Mondrook	0	15
Mondrook	1	155
Monga	0	5
Monga	1	9
Mongarlowe	0	15
Mongarlowe	1	99
Mongogarie	1	70
Monia Gap	1	16
Monivae	1	26
Monkerai	0	55
Monkerai	1	66
Monteagle	0	11
Monteagle	1	197
Montecollum	0	5
Montecollum	1	51
Montefiores	0	56
Montefiores	1	515
Monterey	0	219
Monterey	1	4235
Mooball	0	13
Mooball	1	179
Moobi	0	31
Moobi	1	117
Mookerawa	0	3
Mookerawa	1	7
Mookima Wybra	0	25
Mookima Wybra	1	20
Moolarben	0	3
Moolarben	1	16
Moombooldool	0	3
Moombooldool	1	31
Moonan Brook	1	24
Moonan Flat	0	24
Moonan Flat	1	103
Moonbah	0	58
Moonbah	1	547
Moonbi	0	137
Moonbi	1	965
Moonbria	0	7
Moonbria	1	4
Mooneba	1	72
Moonee Beach	0	169
Moonee Beach	1	1818
Mooney Mooney	0	4
Mooney Mooney	1	296
Mooney Mooney Creek	0	3
Mooney Mooney Creek	1	24
Moonpar	1	11
Mooral Creek	0	8
Mooral Creek	1	66
Moorara	0	3
Moorbel	0	5
Moorbel	1	223
Moore Creek	0	61
Moore Creek	1	2196
Moore Park	0	17
Moore Park	1	14
Moorebank	0	285
Moorebank	1	9341
Moorilda	1	32
Moorland (NSW)	0	30
Moorland (NSW)	1	451
Moorong	0	22
Moorong	1	162
Moorwatha	0	6
Moorwatha	1	40
Moparrabah	0	7
Moparrabah	1	93
Moppy	0	6
Moppy	1	7
Morago	0	8
Morago	1	36
Morangarell	0	8
Morangarell	1	36
Morans Crossing	1	71
Moree	0	1732
Moree	1	8044
Morisset	0	407
Morisset	1	2774
Morisset Park	0	26
Morisset Park	1	712
Morning Bay	0	13
Morning Bay	1	16
Mororo	0	7
Mororo	1	78
Morpeth	0	37
Morpeth	1	1340
Mortdale	0	573
Mortdale	1	9738
Mortlake (NSW)	0	75
Mortlake (NSW)	1	948
Morton	0	31
Morton	1	178
Mortons Creek	0	20
Mortons Creek	1	252
Morts Estate	0	32
Morts Estate	1	576
Morundah	0	3
Morundah	1	66
Moruya	0	313
Moruya	1	3633
Moruya Heads	0	49
Moruya Heads	1	885
Morven (Greater Hume Shire - NSW)	0	5
Morven (Greater Hume Shire - NSW)	1	128
Mosman	0	2136
Mosman	1	25708
Moss Vale	0	769
Moss Vale	1	7661
Mossgiel	0	44
Mossgiel	1	32
Mossy Point	0	25
Mossy Point	1	506
Moto	0	18
Moto	1	113
Moulamein	0	71
Moulamein	1	421
Mount Adrah	0	3
Mount Adrah	1	21
Mount Annan	0	233
Mount Annan	1	11352
Mount Aquila	0	5
Mount Arthur	0	11
Mount Arthur	1	141
Mount Austin	0	369
Mount Austin	1	3524
Mount Burrell	0	28
Mount Burrell	1	200
Mount Colah	0	113
Mount Colah	1	6837
Mount Collins	0	3
Mount Collins	1	9
Mount Cooper (NSW)	1	3
Mount Darragh	0	3
Mount Darragh	1	18
Mount David	0	4
Mount David	1	35
Mount Dee	1	6
Mount Druitt	0	731
Mount Druitt	1	15952
Mount Elliot (NSW)	0	3
Mount Elliot (NSW)	1	149
Mount Fairy	0	11
Mount Fairy	1	199
Mount Frome	0	13
Mount Frome	1	106
Mount George (NSW)	0	27
Mount George (NSW)	1	258
Mount Harris	1	15
Mount Hope (NSW)	0	8
Mount Hope (NSW)	1	21
Mount Horeb	1	26
Mount Hunter	0	27
Mount Hunter	1	668
Mount Hutton (NSW)	0	271
Mount Hutton (NSW)	1	3196
Mount Irvine	0	10
Mount Irvine	1	15
Mount Keira	0	45
Mount Keira	1	1572
Mount Kembla	0	26
Mount Kembla	1	989
Mount Kingiman	1	8
Mount Knowles	0	3
Mount Knowles	1	37
Mount Kuring-Gai	0	66
Mount Kuring-Gai	1	1626
Mount Lambie	0	9
Mount Lambie	1	68
Mount Lewis	0	28
Mount Lewis	1	1156
Mount Marsden	0	5
Mount Marsden	1	54
Mount Marsh	1	6
Mount Mitchell	0	6
Mount Mitchell	1	79
Mount Murray	0	3
Mount Murray	1	44
Mount Olive (Oberon - NSW)	0	5
Mount Olive (Oberon - NSW)	1	16
Mount Olive (Singleton - NSW)	1	129
Mount Ousley	0	22
Mount Ousley	1	1539
Mount Panorama	0	119
Mount Panorama	1	86
Mount Pleasant (NSW)	0	52
Mount Pleasant (NSW)	1	1300
Mount Pritchard	0	474
Mount Pritchard	1	9456
Mount Rankin	0	15
Mount Rankin	1	330
Mount Rivers	0	3
Mount Rivers	1	43
Mount Riverview	0	25
Mount Riverview	1	2950
Mount Royal	0	3
Mount Royal	1	19
Mount Russell	0	18
Mount Russell	1	83
Mount Saint Thomas	0	62
Mount Saint Thomas	1	1398
Mount Seaview	0	9
Mount Seaview	1	13
Mount Tenandra	1	17
Mount Thorley	0	11
Mount Thorley	1	63
Mount Tomah	0	13
Mount Tomah	1	62
Mount Vernon	0	92
Mount Vernon	1	1096
Mount Victoria	0	125
Mount Victoria	1	865
Mount View	0	37
Mount View	1	85
Mount Vincent	0	17
Mount Vincent	1	350
Mount Warning	0	45
Mount Warning	1	80
Mount Warrigal	0	216
Mount Warrigal	1	4595
Mount White	0	14
Mount White	1	156
Mount Wilson	0	45
Mount Wilson	1	58
Mountain Creek (NSW)	0	3
Mountain Creek (NSW)	1	51
Mountain Lagoon	0	9
Mountain Lagoon	1	81
Mountain Top	0	17
Mountain Top	1	50
Mountain View (NSW)	0	14
Mountain View (NSW)	1	169
Mourquong	0	20
Mourquong	1	63
Mowbray Park	0	13
Mowbray Park	1	83
Mozart	0	7
Mozart	1	45
Mudgee	0	1350
Mudgee	1	9684
Mulbring	0	29
Mulbring	1	564
Mulgoa	0	115
Mulgoa	1	1730
Mulgrave (NSW)	0	6
Mulgrave (NSW)	1	85
Mulguthrie	0	3
Muli Muli	1	53
Mulla	1	12
Mulla Creek	0	12
Mulla Creek	1	77
Mullaley	0	4
Mullaley	1	158
Mullamuddy	0	8
Mullamuddy	1	56
Mullaway	0	54
Mullaway	1	509
Mullengandra	1	118
Mullengudgery	0	7
Mullengudgery	1	43
Mullion	0	5
Mullion	1	79
Mullion Creek	0	39
Mullion Creek	1	502
Mulloon	0	28
Mulloon	1	116
Mullumbimby	0	476
Mullumbimby	1	3162
Mullumbimby Creek	0	80
Mullumbimby Creek	1	452
Mulwala	0	395
Mulwala	1	1913
Mulyandry	0	9
Mulyandry	1	57
Mumbil	0	48
Mumbil	1	235
Mumblebone Plain	1	29
Mummel	0	7
Mummel	1	102
Mummulgum	1	89
Mundamia	0	9
Mundamia	1	56
Mundarlo	0	3
Mundarlo	1	83
Munderoo	0	4
Munderoo	1	40
Mundongo	0	3
Mundongo	1	196
Mungay Creek	0	11
Mungay Creek	1	110
Mungindi (NSW)	0	81
Mungindi (NSW)	1	508
Mungo	0	7
Mungo	1	3
Munni	0	9
Munni	1	30
Munyabla	1	49
Murga	0	4
Murga	1	56
Murrah	0	3
Murrah	1	42
Murrami	0	11
Murrami	1	224
Murrawombie	0	4
Murrawombie	1	3
Murray Downs	0	73
Murray Downs	1	207
Murrays Beach	0	6
Murrays Beach	1	596
Murrays Run	0	20
Murrays Run	1	139
Murrin Bridge	0	7
Murrin Bridge	1	74
Murringo	0	12
Murringo	1	350
Murrulebale	0	5
Murrulebale	1	37
Murrumbateman	0	114
Murrumbateman	1	3045
Murrumbo	1	6
Murrumbucca	0	3
Murrumbucca	1	72
Murrumburrah	0	5
Murrumburrah	1	102
Murrurundi	0	142
Murrurundi	1	892
Murulla	1	7
Murwillumbah	0	673
Murwillumbah	1	6425
Muscle Creek	0	20
Muscle Creek	1	299
Muswellbrook	0	1133
Muswellbrook	1	11005
Mutawintji	0	4
Mutawintji	1	31
Muttama	0	21
Muttama	1	93
Myall Creek	1	30
Myall Park (NSW)	0	34
Myall Park (NSW)	1	164
Myalla (NSW)	0	3
Mylestom	0	32
Mylestom	1	316
Mylneford	0	6
Mylneford	1	72
Myocum	0	105
Myocum	1	885
Myola (NSW)	0	39
Myola (NSW)	1	77
Myrtle Creek (NSW)	0	8
Myrtle Creek (NSW)	1	79
Myrtle Mountain	0	3
Myrtle Mountain	1	41
Myrtle Park	0	4
Myrtle Park	1	33
Myrtleville	1	67
Mystery Bay	0	25
Mystery Bay	1	168
Myuna Bay	0	7
Myuna Bay	1	9
Nabiac	0	40
Nabiac	1	1179
Nambucca Heads	0	836
Nambucca Heads	1	5693
Namoi River	1	53
Nana Glen	0	49
Nana Glen	1	985
Nangus	0	3
Nangus	1	205
Nanima	0	5
Nanima	1	159
Napier Lane	0	12
Napier Lane	1	27
Napoleon Reef	0	3
Napoleon Reef	1	140
Naradhan	1	69
Narara	0	285
Narara	1	7558
Narellan	0	149
Narellan	1	3435
Narellan Vale	0	183
Narellan Vale	1	6973
Naremburn	0	314
Naremburn	1	5454
Narone Creek	0	5
Narone Creek	1	23
Narooma	0	364
Narooma	1	2269
Narrabarba	1	11
Narrabeen	0	1013
Narrabeen	1	7037
Narrabri	0	1143
Narrabri	1	6731
Narraburra	0	3
Narraburra	1	58
Narrandera	0	636
Narrandera	1	3757
Narrangullen	1	27
Narrawa	0	8
Narrawa	1	84
Narrawallee	0	80
Narrawallee	1	1152
Narraweena	0	382
Narraweena	1	6122
Narromine	0	444
Narromine	1	4159
Narwee	0	231
Narwee	1	5406
Nashdale	0	27
Nashdale	1	366
Nashua	0	13
Nashua	1	223
Nattai	0	3
Nattai	1	60
Naughtons Gap	0	4
Naughtons Gap	1	75
Neath	0	50
Neath	1	422
Nebea	1	10
Neilrex	0	6
Neilrex	1	70
Nelligen	0	31
Nelligen	1	306
Nelson (Bega Valley - NSW)	0	5
Nelson (Bega Valley - NSW)	1	8
Nelson (The Hills Shire - NSW)	0	18
Nelson (The Hills Shire - NSW)	1	425
Nelson Bay (NSW)	0	828
Nelson Bay (NSW)	1	5274
Nelsons Plains	0	20
Nelsons Plains	1	334
Nelungaloo	0	3
Nelungaloo	1	50
Nemingha	0	30
Nemingha	1	646
Nericon	0	17
Nericon	1	279
Neringla	0	5
Neringla	1	17
Nerong	0	4
Nerong	1	100
Nerriga	0	27
Nerriga	1	59
Nerrigundah	0	4
Nerrigundah	1	25
Nethercote	0	24
Nethercote	1	302
Neurea	0	17
Neurea	1	110
Neutral Bay	0	1062
Neutral Bay	1	9182
Nevertire	0	20
Nevertire	1	147
Neville	0	18
Neville	1	226
New Berrima	0	35
New Berrima	1	546
New Brighton	0	88
New Brighton	1	287
New Buildings	1	34
New Italy	0	17
New Italy	1	153
New Lambton	0	436
New Lambton	1	9579
New Lambton Heights	0	859
New Lambton Heights	1	2317
New Mexico	0	4
New Mexico	1	49
New Park	0	25
New Park	1	140
New Valley	1	37
Newbold	1	3
Newbridge (NSW)	0	18
Newbridge (NSW)	1	163
Newcastle	0	769
Newcastle	1	2256
Newcastle East	0	152
Newcastle East	1	869
Newcastle West	0	368
Newcastle West	1	474
Newee Creek	0	27
Newee Creek	1	350
Newington (NSW)	0	218
Newington (NSW)	1	5527
Newnes	0	4
Newnes	1	3
Newport (NSW)	0	274
Newport (NSW)	1	8775
Newrybar	0	32
Newrybar	1	411
Newstead (NSW)	1	20
Newton Boyd	0	5
Newton Boyd	1	17
Newtown (NSW)	0	2092
Newtown (NSW)	1	12727
Niagara Park	0	113
Niagara Park	1	2606
Niangala	0	14
Niangala	1	117
Niemur	0	6
Niemur	1	29
Nimbin	0	284
Nimbin	1	1263
Nimmitabel	0	16
Nimmitabel	1	289
Nimmo	1	13
Nobbys Creek	0	24
Nobbys Creek	1	260
Nombi	1	39
Noona	1	15
Noorong	0	6
Noorong	1	16
Nooroo	1	50
Norah Head	0	90
Norah Head	1	1027
Noraville	0	178
Noraville	1	2677
Nords Wharf	0	36
Nords Wharf	1	825
Normanhurst	0	392
Normanhurst	1	4815
North Albury	0	553
North Albury	1	5354
North Arm (NSW)	0	9
North Arm (NSW)	1	112
North Arm Cove	0	29
North Arm Cove	1	406
North Avoca	0	99
North Avoca	1	2031
North Balgowlah	0	59
North Balgowlah	1	3523
North Batemans Bay	0	102
North Batemans Bay	1	500
North Boambee Valley	0	353
North Boambee Valley	1	1685
North Bondi	0	664
North Bondi	1	8258
North Bourke	0	318
North Bourke	1	229
North Casino	0	23
North Casino	1	918
North Curl Curl	0	195
North Curl Curl	1	3858
North Dorrigo	0	15
North Dorrigo	1	170
North Epping	0	97
North Epping	1	4381
North Gosford	0	312
North Gosford	1	3407
North Haven (NSW)	0	238
North Haven (NSW)	1	1497
North Lambton	0	74
North Lambton	1	3142
North Lismore	0	95
North Lismore	1	687
North Macksville	0	40
North Macksville	1	557
North Macquarie	1	26
North Manly	0	152
North Manly	1	2918
North Narooma	0	33
North Narooma	1	565
North Narrabeen	0	368
North Narrabeen	1	5486
North Nowra	0	410
North Nowra	1	5198
North Parramatta	0	1840
North Parramatta	1	11556
North Richmond	0	298
North Richmond	1	4614
North Rocks	0	282
North Rocks	1	7620
North Rothbury	0	59
North Rothbury	1	839
North Ryde	0	620
North Ryde	1	10212
North Shore (NSW)	0	49
North Shore (NSW)	1	321
North St Marys	0	303
North St Marys	1	3594
North Star	0	36
North Star	1	204
North Strathfield	0	296
North Strathfield	1	4311
North Sydney	0	1574
North Sydney	1	6475
North Tamworth	0	950
North Tamworth	1	4319
North Tumbulgum	0	12
North Tumbulgum	1	235
North Turramurra	0	606
North Turramurra	1	3626
North Wagga Wagga	0	102
North Wagga Wagga	1	606
North Wahroonga	0	25
North Wahroonga	1	1951
North Willoughby	0	158
North Willoughby	1	3958
North Wollongong	0	975
North Wollongong	1	1863
North Woodburn	0	3
North Woodburn	1	80
North Yalgogrin	0	23
North Yalgogrin	1	61
North Yeoval	0	7
North Yeoval	1	68
Northangera	0	3
Northangera	1	39
Northbridge (NSW)	0	336
Northbridge (NSW)	1	5848
Northmead	0	443
Northmead	1	10601
Northwood (NSW)	0	61
Northwood (NSW)	1	883
Norway	0	4
Norway	1	57
Nowendoc	0	9
Nowendoc	1	127
Nowley	0	14
Nowley	1	54
Nowra	0	1459
Nowra	1	8142
Nowra Hill	0	1008
Nowra Hill	1	1090
Nubba	1	72
Nulkaba	0	65
Nulkaba	1	649
Nullamanna	1	140
Nullica	1	9
Nullo Mountain	1	16
Numbaa	0	3
Numbaa	1	112
Number One	0	4
Number One	1	17
Numbla Vale	0	7
Numbla Vale	1	34
Numbugga	0	5
Numbugga	1	113
Numeralla	0	45
Numeralla	1	202
Numinbah	0	27
Numinbah	1	105
Numulgi	0	20
Numulgi	1	190
Nunderi	0	36
Nunderi	1	622
Nundle	0	81
Nundle	1	434
Nurenmerenmong	1	9
Nymagee	0	67
Nymagee	1	85
Nymboida	0	32
Nymboida	1	259
Nyngan	0	314
Nyngan	1	1887
Nyora (NSW)	0	10
Nyora (NSW)	1	6
Nyrang Creek	0	8
Nyrang Creek	1	21
O'Connell (NSW)	0	41
O'Connell (NSW)	1	503
Oak Flats	0	374
Oak Flats	1	6051
Oakdale (NSW)	0	70
Oakdale (NSW)	1	1741
Oakey Park	0	24
Oakey Park	1	297
Oakhampton	0	53
Oakhampton	1	137
Oakhampton Heights	0	3
Oakhampton Heights	1	120
Oakhurst (NSW)	0	270
Oakhurst (NSW)	1	6708
Oaklands	0	4
Oaklands	1	316
Oakville	0	28
Oakville	1	1898
Oakwood (NSW)	0	3
Oakwood (NSW)	1	153
Oallen	0	41
Oallen	1	108
Oatlands (NSW)	0	239
Oatlands (NSW)	1	5360
Oatley	0	310
Oatley	1	9989
Oban	1	7
Obanvale	0	3
Obanvale	1	13
Oberne Creek	0	8
Oberne Creek	1	39
Oberon	0	393
Oberon	1	2845
Obley	0	6
Obley	1	85
Ocean Shores	0	368
Ocean Shores	1	4776
Ogunbil	0	3
Ogunbil	1	147
Old Adaminaby	0	28
Old Adaminaby	1	31
Old Bar	0	236
Old Bar	1	4126
Old Bonalbo	0	4
Old Bonalbo	1	66
Old Erowal Bay	0	41
Old Erowal Bay	1	986
Old Grevillia	1	47
Old Guildford	0	120
Old Guildford	1	2565
Old Junee	0	9
Old Junee	1	237
Old Mill	1	12
Old Station	1	21
Old Toongabbie	0	61
Old Toongabbie	1	3026
Olinda (NSW)	1	18
Omadale	0	4
Omadale	1	4
One Mile (NSW)	0	38
One Mile (NSW)	1	371
One Tree	0	3
One Tree	1	12
Oolong	1	60
Ooma	1	31
Ootha	0	8
Ootha	1	64
Ophir	0	20
Ophir	1	107
Oran Park	0	312
Oran Park	1	4411
Orange	0	4085
Orange	1	34322
Orange Grove (NSW)	0	12
Orange Grove (NSW)	1	26
Orangeville	0	43
Orangeville	1	1192
Orchard Hills	0	99
Orchard Hills	1	1777
Orient Point	0	52
Orient Point	1	551
Orton Park	0	12
Orton Park	1	21
Osborne (NSW)	0	3
Osborne (NSW)	1	27
Osterley (NSW)	1	115
Oswald	0	4
Oswald	1	79
Otford	0	22
Otford	1	347
Oura	0	22
Oura	1	192
Ourimbah	0	136
Ourimbah	1	3769
Ournie	0	3
Ournie	1	32
Owens Gap	0	6
Owens Gap	1	51
Oxford Falls	0	19
Oxford Falls	1	121
Oxley (Balranald - NSW)	0	7
Oxley (Balranald - NSW)	1	27
Oxley (Warren - NSW)	1	8
Oxley Island	0	22
Oxley Island	1	278
Oxley Park	0	257
Oxley Park	1	2819
Oxley Vale	0	303
Oxley Vale	1	3297
Oyster Bay	0	101
Oyster Bay	1	5279
Oyster Cove (NSW)	1	81
Packsaddle	0	31
Packsaddle	1	76
Paddington (NSW)	0	1504
Paddington (NSW)	1	11182
Paddys Flat (Kyogle - NSW)	1	18
Paddys River (Snowy Valleys - NSW)	0	4
Paddys River (Snowy Valleys - NSW)	1	15
Paddys River (Wingecarribee - NSW)	1	34
Padstow	0	577
Padstow	1	12655
Padstow Heights	0	220
Padstow Heights	1	3277
Pagans Flat	1	3
Pages Creek	1	4
Pagewood	0	150
Pagewood	1	3614
Palarang	0	9
Palarang	1	43
Paling Yards (Bathurst Regional - NSW)	1	16
Paling Yards (Oberon - NSW)	0	3
Paling Yards (Oberon - NSW)	1	11
Pallal	0	3
Pallal	1	75
Pallamallawa	0	61
Pallamallawa	1	379
Palm Beach (NSW)	0	115
Palm Beach (NSW)	1	1337
Palm Grove (NSW)	0	12
Palm Grove (NSW)	1	95
Palmdale (NSW)	0	4
Palmdale (NSW)	1	87
Palmers Channel	0	3
Palmers Channel	1	117
Palmers Island	0	132
Palmers Island	1	434
Palmers Oaky	0	11
Palmers Oaky	1	27
Palmvale	0	6
Palmvale	1	75
Palmwoods (NSW)	0	25
Palmwoods (NSW)	1	76
Pambula	0	127
Pambula	1	853
Pambula Beach	0	68
Pambula Beach	1	592
Pampoolah	0	40
Pampoolah	1	352
Pan Ban	1	20
Panania	0	398
Panania	1	11989
Pangee	1	10
Panuara	0	3
Panuara	1	67
Pappinbarra	0	12
Pappinbarra	1	64
Paradise (NSW)	0	3
Paradise (NSW)	1	16
Paringi	0	3
Paringi	1	11
Parkes (NSW)	0	1193
Parkes (NSW)	1	10080
Parkesbourne	0	13
Parkesbourne	1	157
Parklea	0	1093
Parklea	1	2364
Parkville (NSW)	0	28
Parkville (NSW)	1	272
Parma	0	3
Parma	1	172
Parramatta	0	3915
Parramatta	1	22956
Parraweena	1	33
Patchs Beach	0	22
Patchs Beach	1	45
Paterson (NSW)	0	61
Paterson (NSW)	1	808
Patonga	0	17
Patonga	1	176
Paupong	1	13
Paxton	0	70
Paxton	1	856
Paynes Crossing	0	59
Paynes Crossing	1	63
Paytens Bridge	0	16
Paytens Bridge	1	82
Peacock Creek	0	3
Peacock Creek	1	20
Peak Hill (NSW)	0	132
Peak Hill (NSW)	1	974
Peak View	0	15
Peak View	1	39
Peakhurst	0	715
Peakhurst	1	9741
Peakhurst Heights	0	43
Peakhurst Heights	1	2267
Pearces Creek	0	11
Pearces Creek	1	172
Pearl Beach	0	61
Pearl Beach	1	458
Peats Ridge	0	35
Peats Ridge	1	343
Pebbly Beach	1	3
Peel	0	25
Peel	1	263
Peelwood	0	7
Peelwood	1	36
Pejar	0	10
Pejar	1	43
Pelaw Main	0	12
Pelaw Main	1	971
Pelican (NSW)	0	19
Pelican (NSW)	1	833
Pelton	1	88
Pembrooke	0	12
Pembrooke	1	100
Pemulwuy	0	197
Pemulwuy	1	4764
Pendle Hill	0	647
Pendle Hill	1	6496
Pennant Hills	0	264
Pennant Hills	1	6935
Penrith	0	1325
Penrith	1	12018
Penrose	0	14
Penrose	1	220
Penshurst (NSW)	0	587
Penshurst (NSW)	1	12080
Pericoe	0	3
Pericoe	1	9
Perthville	0	64
Perthville	1	538
Petersham	0	952
Petersham	1	7088
Pheasants Nest	0	42
Pheasants Nest	1	623
Phegans Bay	0	21
Phegans Bay	1	400
Phillip Bay	0	36
Phillip Bay	1	685
Phoenix Park	0	3
Phoenix Park	1	87
Piallamore	0	11
Piallamore	1	252
Piallaway	0	19
Piallaway	1	109
Piambong	0	15
Piambong	1	138
Picketts Valley	0	3
Picketts Valley	1	212
Picnic Point	0	219
Picnic Point	1	5850
Picton (NSW)	0	205
Picton (NSW)	1	4536
Pigeonbah	1	8
Piggabeen	0	13
Piggabeen	1	307
Pillar Valley	0	35
Pillar Valley	1	291
Pilliga	0	57
Pilliga	1	183
Pimlico (NSW)	0	26
Pimlico (NSW)	1	276
Pindaroi	0	7
Pindaroi	1	37
Pindimar	0	27
